ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
21897	0.590534	2.77e-01	-1.1087782	-5.575512	-0.3429427	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
41808	0.590594	2.77e-01	1.1086798	-5.575616	0.3452179		
38778	0.590601	2.77e-01	1.108639	-5.575658	0.4268814	DTWD2	DTW domain containing 2
19663	0.590634	2.78e-01	-1.1085712	-5.57573	-0.3048159	NIT2	nitrilase family member 2
8800	0.59065	2.78e-01	-1.1085205	-5.575783	-0.61612	CDKN1A	cyclin dependent kinase inhibitor 1A
43504	0.590662	2.78e-01	1.1084751	-5.575831	0.6326837	BCL9L	B-cell CLL/lymphoma 9-like
30617	0.590703	2.78e-01	-1.108355	-5.575957	-0.3218722	UBE2R2	ubiquitin conjugating enzyme E2 R2
7557	0.590703	2.78e-01	1.1083416	-5.575971	0.3516411	MAPK8	mitogen-activated protein kinase 8
11164	0.590703	2.78e-01	1.1083274	-5.575986	0.4406633	NPHS1	NPHS1, nephrin
27657	0.590703	2.78e-01	-1.108297	-5.576018	-0.4035755	C12orf65	chromosome 12 open reading frame 65
8835	0.590703	2.78e-01	-1.108269	-5.576047	-0.40559	TCP1	t-complex 1
4199	0.590757	2.78e-01	-1.1081706	-5.57615	-0.2417898	ZNF682	zinc finger protein 682
18440	0.590757	2.78e-01	-1.1081296	-5.576193	-0.4305972		
43885	0.590757	2.78e-01	1.1080959	-5.576229	0.4800747		
26592	0.590757	2.78e-01	-1.1080813	-5.576244	-0.5382275		
18415	0.590762	2.78e-01	-1.108037	-5.576291	-0.4711676	SERPINA10	serpin family A member 10
28736	0.590762	2.78e-01	-1.1080077	-5.576321	-0.281956	RPS27A	ribosomal protein S27a
21420	0.590762	2.78e-01	-1.1079792	-5.576351	-0.256176		
30741	0.590781	2.78e-01	-1.107926	-5.576407	-0.303808	LOC100507377	uncharacterized LOC100507377
19145	0.59082	2.78e-01	-1.1078501	-5.576487	-0.5761309	ZNF195	zinc finger protein 195
39669	0.590866	2.78e-01	-1.1077515	-5.57659	-0.4791441		
26394	0.590866	2.78e-01	-1.1077084	-5.576636	-0.3340804	F2	coagulation factor II, thrombin
5305	0.590866	2.78e-01	-1.1077032	-5.576641	-0.3779586	SNX29	sorting nexin 29
10812	0.590894	2.78e-01	-1.1076269	-5.576721	-0.3880318	WNT5A	Wnt family member 5A
32903	0.590894	2.78e-01	-1.1075743	-5.576776	-0.4828941	SMG1	SMG1, nonsense mediated mRNA decay associated PI3K related kinase
6454	0.590894	2.78e-01	-1.1075547	-5.576797	-0.6643615		
41362	0.590894	2.78e-01	-1.1075438	-5.576808	-0.4374243	PTP4A1	protein tyrosine phosphatase type IVA, member 1
43236	0.590938	2.78e-01	1.1074627	-5.576894	0.4320585		
12673	0.59105	2.78e-01	-1.1073066	-5.577057	-0.3054045	POLD1	DAN polymerase delta 1, catalytic subunit
24918	0.591078	2.78e-01	-1.1072306	-5.577137	-0.3629781	C19orf66	chromosome 19 open reading frame 66
14641	0.591078	2.78e-01	-1.1072116	-5.577157	-0.39469	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3
27677	0.591161	2.78e-01	1.1070862	-5.577289	0.6102931		
35663	0.591161	2.78e-01	1.1070554	-5.577321	0.4763987	LOC100506472///TAB1	uncharacterized LOC100506472///TGF-beta activated kinase 1 (MAP3K7) binding protein 1
31320	0.591203	2.78e-01	-1.1069768	-5.577403	-0.3635944	SLC38A10	solute carrier family 38 member 10
20908	0.591224	2.78e-01	1.1069214	-5.577461	0.3124783	RPS2	ribosomal protein S2
31510	0.5913	2.78e-01	-1.1068048	-5.577584	-0.2658137	PSMD4	proteasome 26S subunit, non-ATPase 4
15509	0.591334	2.78e-01	-1.1067063	-5.577687	-0.5220387		
41368	0.591334	2.78e-01	1.1066893	-5.577705	0.3084814	CASP8	caspase 8
8422	0.591334	2.78e-01	-1.1066343	-5.577763	-0.6982929		
12208	0.591334	2.78e-01	-1.1066022	-5.577796	-0.4817636	MDN1	midasin AAA ATPase 1
4520	0.591334	2.78e-01	-1.1065698	-5.57783	-1.1688315	CXCL13	C-X-C motif chemokine ligand 13
42126	0.591334	2.78e-01	-1.1065475	-5.577854	-0.3509778	DDX10	DEAD-box helicase 10
18448	0.591334	2.78e-01	-1.1065423	-5.577859	-0.3084285	PTF1A	pancreas specific transcription factor, 1a
31626	0.591381	2.78e-01	-1.1064526	-5.577953	-0.6597398	ZNF681	zinc finger protein 681
22203	0.591381	2.78e-01	-1.1064056	-5.578002	-0.4011602	RANBP3	RAN binding protein 3
11873	0.591381	2.78e-01	1.1063744	-5.578035	0.2979766		
10056	0.591381	2.78e-01	-1.1063616	-5.578049	-0.4146928	GM2A	GM2 ganglioside activator
24592	0.59152	2.79e-01	-1.1061691	-5.57825	-0.3630985	CMYA5	cardiomyopathy associated 5
23054	0.59152	2.79e-01	-1.1061436	-5.578277	-0.337796	ARCN1	archain 1
