ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1712360	0.4560463	2.48e-01	1.181583	-5.673803	0.04232685	188497663	WISP3	WNT1 inducible signaling pathway protein 3
ILMN_2313889	0.4560583	2.48e-01	1.1815423	-5.673849	0.19897252	116284400	ZNF682	zinc finger protein 682
ILMN_1676062	0.4560681	2.48e-01	1.1815047	-5.673892	0.1081683	209364535	DIP2C	disco interacting protein 2 homolog C
ILMN_1894034	0.4561717	2.48e-01	-1.1813362	-5.674082	-0.05598912	5101061		
ILMN_1723379	0.4561736	2.48e-01	1.1813097	-5.674112	0.04949315	NA		
ILMN_1692834	0.4561837	2.48e-01	-1.1812557	-5.674173	-0.06619372	157502206	SWT1	SWT1, RNA endoribonuclease homolog
ILMN_1653527	0.4561837	2.48e-01	1.1812291	-5.674203	0.04996138	NA		
ILMN_1914054	0.4561837	2.48e-01	-1.1812232	-5.674209	-0.05691824	4648106		
ILMN_1682110	0.4561837	2.48e-01	-1.1811998	-5.674236	-0.036172	83977447	HOXA10	homeobox A10
ILMN_1884961	0.4561888	2.48e-01	1.1811686	-5.674271	0.03981784	10701866		
ILMN_1703864	0.456215	2.48e-01	-1.1810946	-5.674354	-0.11551461	122056695	SFTA2	surfactant associated 2
ILMN_1880743	0.456215	2.48e-01	1.1810645	-5.674388	0.06423854	11443410		
ILMN_1767446	0.456215	2.48e-01	-1.1810309	-5.674426	-0.19957082	58331203	RNF150	ring finger protein 150
ILMN_1787746	0.456215	2.48e-01	1.1810164	-5.674443	0.05367205	NA		
ILMN_1861261	0.456215	2.48e-01	1.1810123	-5.674447	0.05862882	1856114		
ILMN_1688276	0.4563108	2.48e-01	1.1808548	-5.674625	0.05731281	NA		
ILMN_1897650	0.4563243	2.48e-01	-1.180794	-5.674693	-0.07220782	27840907		
ILMN_2357976	0.4563243	2.48e-01	-1.1807881	-5.6747	-0.07442583	323276703	DDX39B	DEAD-box helicase 39B
ILMN_1868623	0.4563482	2.48e-01	1.1807308	-5.674765	0.05339633	27827640		
ILMN_1743275	0.4564238	2.48e-01	1.1806015	-5.674911	0.08467783	605051955	SH3RF3	SH3 domain containing ring finger 3
ILMN_2211235	0.4565206	2.49e-01	-1.1804302	-5.675104	-0.05917729	194018543	TEX101	testis expressed 101
ILMN_1916106	0.4565206	2.49e-01	-1.1804186	-5.675117	-0.04156733	19731925		
ILMN_1753342	0.4565386	2.49e-01	1.1803134	-5.675235	0.08101249	654823989	SAT1	spermidine/spermine N1-acetyltransferase 1
ILMN_1701765	0.4565386	2.49e-01	-1.1803039	-5.675246	-0.04997509	NA		
ILMN_1813389	0.4565386	2.49e-01	-1.1803012	-5.675249	-0.11681017	186928851	MRPS7	mitochondrial ribosomal protein S7
ILMN_1694061	0.4565386	2.49e-01	-1.1802604	-5.675295	-0.05438317	373938458	TRAF3IP2	TRAF3 interacting protein 2
ILMN_1752895	0.4565386	2.49e-01	-1.1802546	-5.675302	-0.06479902	296010812	STX8	syntaxin 8
ILMN_1687536	0.4565386	2.49e-01	1.1802499	-5.675307	0.04803709	NA		
ILMN_1664122	0.4565874	2.49e-01	-1.1801579	-5.675411	-0.0710086	166064063	PTPN6	protein tyrosine phosphatase, non-receptor type 6
ILMN_1713875	0.4566281	2.49e-01	-1.1800771	-5.675502	-0.06125803	38045912	NME1	NME/NM23 nucleoside diphosphate kinase 1
ILMN_1809944	0.4566715	2.49e-01	1.1799927	-5.675597	0.08109324	157388918	TRMT12	tRNA methyltransferase 12 homolog
ILMN_1665952	0.4566773	2.49e-01	1.1799607	-5.675633	0.04320265	NA		
ILMN_1675219	0.4566986	2.49e-01	-1.1798926	-5.67571	-0.03600724	300794717	WDHD1	WD repeat and HMG-box DNA binding protein 1
ILMN_2082699	0.4566986	2.49e-01	1.1798831	-5.67572	0.04969203	194097388	KLHL38	kelch like family member 38
ILMN_2099487	0.4567595	2.49e-01	-1.1797701	-5.675848	-0.08310081	116008153	LYRM9	LYR motif containing 9
ILMN_1663518	0.4567595	2.49e-01	1.179729	-5.675894	0.05308884	123701921	FAM153A	family with sequence similarity 153 member A
ILMN_1910381	0.4567595	2.49e-01	1.179699	-5.675928	0.04131172	30860313		
ILMN_1767236	0.4567595	2.49e-01	-1.1796808	-5.675948	-0.05349117	NA		
ILMN_1671249	0.4567595	2.49e-01	1.1796786	-5.675951	0.05302712	304307744	TEX22	testis expressed 22
ILMN_1714599	0.45678	2.49e-01	-1.179626	-5.67601	-0.11422585	325995132	CAMLG	calcium modulating ligand
ILMN_1908952	0.4567976	2.49e-01	-1.1795774	-5.676065	-0.0504955	38149886		
ILMN_1716719	0.4567976	2.49e-01	1.1795536	-5.676092	0.04638187	NA		
ILMN_1683413	0.4568084	2.49e-01	1.1794935	-5.676159	0.0498759	NA		
ILMN_1675364	0.4568084	2.49e-01	-1.1794906	-5.676163	-0.05435409	325651878	SOX14	SRY-box 14
ILMN_2295213	0.4568217	2.49e-01	1.1794482	-5.67621	0.0486695	47132535	PDE8A	phosphodiesterase 8A
ILMN_1751956	0.4568603	2.49e-01	-1.1793673	-5.676302	-0.10784721	332000001	MGST3	microsomal glutathione S-transferase 3
ILMN_1720285	0.4568603	2.49e-01	-1.1793465	-5.676325	-0.08602623	33413399	ESD	esterase D
ILMN_1890924	0.4569174	2.49e-01	1.1792232	-5.676464	0.0474581	27827106		
ILMN_1654153	0.4569174	2.49e-01	1.179219	-5.676469	0.04278161	NA		
ILMN_2260120	0.4569565	2.49e-01	-1.1791406	-5.676557	-0.05013464	100913201	DDX11	DEAD/H-box helicase 11
ILMN_1664597	0.4570154	2.49e-01	-1.1790346	-5.676676	-0.04287198	NA		
ILMN_1789146	0.45711	2.49e-01	1.1788788	-5.676852	0.04722538	14165396	PCDHA13	protocadherin alpha 13
ILMN_1712975	0.4571623	2.49e-01	1.1787821	-5.676961	0.10828406	170932463	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein
ILMN_2368713	0.4572253	2.49e-01	-1.1786548	-5.677104	-0.09879434	NA		
ILMN_1763901	0.4572253	2.49e-01	1.1786423	-5.677118	0.05783852	NA		
ILMN_1755281	0.4572253	2.49e-01	1.1786225	-5.67714	0.10210244	219281826	FBXO15	F-box protein 15
ILMN_2310075	0.4573078	2.49e-01	1.1784837	-5.677297	0.06972753	384229062	TRMT2A	tRNA methyltransferase 2 homolog A
ILMN_1735743	0.4573094	2.49e-01	-1.1784261	-5.677361	-0.11507542	189491644	FBLN7	fibulin 7
ILMN_1748927	0.4573094	2.49e-01	-1.1784136	-5.677375	-0.04109592	222831627	IQCF5	IQ motif containing F5
ILMN_1882655	0.4573094	2.49e-01	-1.1784095	-5.67738	-0.04877487	6702763		
ILMN_2412244	0.457341	2.49e-01	1.1783417	-5.677456	0.04697911	163644286	NF2	neurofibromin 2
ILMN_1696347	0.4574006	2.49e-01	-1.1782347	-5.677577	-0.20331977	972781429	CTSC	cathepsin C
ILMN_1719755	0.4574781	2.49e-01	-1.1781029	-5.677725	-0.0736378	1009287547	FBN3	fibrillin 3
ILMN_1673417	0.4575362	2.49e-01	-1.177998	-5.677843	-0.04773976	300193016	SLC9B1	solute carrier family 9 member B1
ILMN_1797172	0.4576724	2.50e-01	-1.1777844	-5.678084	-0.10459073	260593722	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
ILMN_1757453	0.4577103	2.50e-01	1.1777078	-5.67817	0.05169398	NA		
ILMN_1762080	0.457768	2.50e-01	1.1776035	-5.678287	0.10710893	289547555	JMY	junction mediating and regulatory protein, p53 cofactor
ILMN_1860742	0.4577832	2.50e-01	-1.1775584	-5.678338	-0.05556949	5529236		
ILMN_1752741	0.4577833	2.50e-01	1.1775087	-5.678394	0.10339978	44955890	TRIM23	tripartite motif containing 23
ILMN_1848864	0.4577833	2.50e-01	1.1774877	-5.678418	0.04618688	1384142		
ILMN_1731020	0.4577833	2.50e-01	1.1774864	-5.678419	0.0610476	NA		
ILMN_1863791	0.4578138	2.50e-01	1.1774201	-5.678494	0.04926649	13518555		
ILMN_1706839	0.45787	2.50e-01	1.177318	-5.678608	0.07745185	91208416	TCERG1	transcription elongation regulator 1
ILMN_1831081	0.4579927	2.50e-01	1.1771232	-5.678827	0.06227871	4828008		
ILMN_2061641	0.4580726	2.50e-01	1.1769808	-5.678988	0.05594598	229892305	SGO2	shugoshin 2
ILMN_1871664	0.4580726	2.50e-01	1.1769642	-5.679006	0.05836615	21812683		
ILMN_1698444	0.4581142	2.50e-01	1.1768823	-5.679098	0.0511273	224831254	OPN1MW	opsin 1 (cone pigments), medium-wave-sensitive
ILMN_1813230	0.4581155	2.50e-01	-1.1768566	-5.679127	-0.06454255	751130498	WSCD2	WSC domain containing 2
ILMN_2358718	0.4581239	2.50e-01	1.1768063	-5.679184	0.04399485	54792112	CHRM2	cholinergic receptor muscarinic 2
ILMN_2112493	0.4581239	2.50e-01	-1.176797	-5.679194	-0.13117811	149999367	DAP	death associated protein
ILMN_1700624	0.4582033	2.50e-01	1.1766626	-5.679345	0.04799679	NA		
ILMN_1889958	0.4582042	2.50e-01	1.1766375	-5.679374	0.08620564	21168249		
ILMN_1730454	0.4582042	2.50e-01	1.1765952	-5.679421	0.16972192	968121893	FOLR3	folate receptor 3
ILMN_1721342	0.4582042	2.50e-01	-1.1765897	-5.679427	-0.04370359	NA		
ILMN_1894038	0.4582281	2.50e-01	-1.1765324	-5.679492	-0.05574225	27832773		
ILMN_1774208	0.4582851	2.50e-01	1.1764041	-5.679636	0.0620962	109637792	B3GAT2	beta-1,3-glucuronyltransferase 2
ILMN_1687219	0.4582851	2.50e-01	-1.1763741	-5.67967	-0.0524164	319918833	KCNH7	potassium voltage-gated channel subfamily H member 7
ILMN_1745119	0.4582851	2.50e-01	1.1763609	-5.679685	0.12644934	289063427	MPLKIP	M-phase specific PLK1 interacting protein
ILMN_1891198	0.4582851	2.50e-01	1.1763575	-5.679688	0.04771596	11593651		
ILMN_1912402	0.4583052	2.50e-01	-1.1763056	-5.679747	-0.05563952	78234550	RARB	retinoic acid receptor beta
ILMN_2226955	0.4583541	2.50e-01	-1.1762115	-5.679852	-0.09007669	1007386767	VOPP1	vesicular, overexpressed in cancer, prosurvival protein 1
ILMN_1686194	0.4583541	2.50e-01	-1.1761479	-5.679924	-0.08701667	663070939	CWC27	CWC27 spliceosome associated protein homolog
ILMN_1888400	0.4583541	2.50e-01	-1.1761398	-5.679933	-0.05129669	83140899		
ILMN_1689176	0.4583541	2.50e-01	-1.1760764	-5.680004	-0.06813683	109715836	NDNF	neuron derived neurotrophic factor
ILMN_1693635	0.4583541	2.50e-01	1.1760751	-5.680006	0.13223338	259906401	TSPYL2	TSPY like 2
ILMN_1767324	0.4583541	2.50e-01	-1.1760495	-5.680035	-0.08908994	117938308	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
ILMN_1858612	0.4583541	2.50e-01	1.1760471	-5.680037	0.04432315	21753455	KCNK9	potassium two pore domain channel subfamily K member 9
ILMN_1849317	0.4583541	2.50e-01	-1.1760461	-5.680038	-0.04049265	27502887	LOC101927450	uncharacterized LOC101927450
ILMN_1833572	0.4583807	2.50e-01	-1.1759648	-5.68013	-0.05426198	11087745		
ILMN_1849693	0.4583807	2.50e-01	1.1759612	-5.680134	0.04919863	16549932		
ILMN_1699703	0.4583848	2.50e-01	1.1759316	-5.680167	0.07843604	214010210	ARCN1	archain 1
ILMN_1780400	0.458428	2.50e-01	1.1758082	-5.680306	0.04282792	211059440	ZNF843	zinc finger protein 843
ILMN_2168314	0.458428	2.50e-01	1.1758052	-5.680309	0.11787192	315709017	PGM3	phosphoglucomutase 3
ILMN_1900858	0.458428	2.50e-01	1.1757997	-5.680315	0.05268617	5849478		
ILMN_1850795	0.4585291	2.50e-01	-1.1756283	-5.680508	-0.0805036	28290328		
ILMN_1899979	0.4585291	2.50e-01	1.1756034	-5.680536	0.05414894	8159929		
ILMN_1696432	0.4585291	2.50e-01	-1.1755705	-5.680573	-0.20117031	538917457	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic
ILMN_2403664	0.4585291	2.50e-01	-1.1755634	-5.680581	-0.05718134	984290547	POMC	proopiomelanocortin
ILMN_1734740	0.458563	2.50e-01	-1.1754642	-5.680692	-0.11260188	296317234	GPR65	G protein-coupled receptor 65
ILMN_1903537	0.458563	2.51e-01	1.1754165	-5.680746	0.0502779	8160553		
ILMN_1827516	0.458563	2.51e-01	-1.1754159	-5.680746	-0.05304522	83107953	C18orf61	uncharacterized LOC497259
ILMN_1823582	0.458563	2.51e-01	1.1754015	-5.680763	0.04253893	21757276	LOC101928532	uncharacterized LOC101928532
ILMN_2279484	0.458563	2.51e-01	1.1753821	-5.680784	0.05066947	110349743	C2orf88	chromosome 2 open reading frame 88
ILMN_1812523	0.458563	2.51e-01	-1.1753728	-5.680795	-0.04995779	75677575	DYX1C1	dyslexia susceptibility 1 candidate 1
ILMN_1748175	0.4585834	2.51e-01	1.1753205	-5.680854	0.05121293	NA		
ILMN_1653056	0.4586803	2.51e-01	1.1751618	-5.681032	0.04444409	NA		
ILMN_1892205	0.458855	2.51e-01	-1.1748641	-5.681366	-0.05558425	11130391		
ILMN_1746085	0.458855	2.51e-01	-1.1748478	-5.681384	-0.17427963	62243067	IGFBP3	insulin like growth factor binding protein 3
ILMN_1795309	0.458855	2.51e-01	1.1748471	-5.681385	0.04615047	NA		
ILMN_1874484	0.4588859	2.51e-01	1.1747804	-5.68146	0.05463797	31130737	AGBL1-AS1	AGBL1 antisense RNA 1
ILMN_1914259	0.4588929	2.51e-01	1.1747247	-5.681523	0.04453481	27784105		
ILMN_1887016	0.4588929	2.51e-01	1.1747228	-5.681525	0.04817328	7920835		
ILMN_1747451	0.4589469	2.51e-01	1.1746238	-5.681636	0.195863	254039597	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1
ILMN_2380605	0.4589704	2.51e-01	-1.1745671	-5.681699	-0.09601374	148276973	MTMR3	myotubularin related protein 3
ILMN_1748979	0.4589722	2.51e-01	-1.1745408	-5.681729	-0.0588479	151101448	SLC4A9	solute carrier family 4 member 9
ILMN_1815444	0.459064	2.51e-01	1.1743892	-5.681899	0.04611332	526252799	FKBP6	FK506 binding protein 6
ILMN_1836989	0.4590716	2.51e-01	1.1743548	-5.681938	0.04721812	27846775		
ILMN_1734794	0.4590931	2.51e-01	1.174301	-5.681998	0.05058783	21493038	AKAP4	A-kinase anchoring protein 4
ILMN_1840100	0.4591019	2.51e-01	1.1742648	-5.682039	0.05175057	18979296		
ILMN_2142979	0.459149	2.51e-01	-1.1741755	-5.682139	-0.07921073	665821289	PTBP2	polypyrimidine tract binding protein 2
ILMN_1833530	0.459154	2.51e-01	1.174124	-5.682197	0.05268677	39888698		
ILMN_1673320	0.459154	2.51e-01	-1.1741207	-5.6822	-0.05825874	157671916	CCDC178	coiled-coil domain containing 178
ILMN_1695945	0.4591895	2.51e-01	1.1740352	-5.682296	0.10349132	333805645	MEIS2	Meis homeobox 2
ILMN_1680343	0.4591895	2.51e-01	-1.1740236	-5.682309	-0.03492399	116734859	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
ILMN_1705066	0.4592909	2.51e-01	1.1738512	-5.682503	0.14134259	NA		
ILMN_1751666	0.4592909	2.51e-01	-1.1738348	-5.682521	-0.07686602	525313751	GPSM1	G-protein signaling modulator 1
ILMN_1763634	0.4593013	2.51e-01	-1.1737964	-5.682564	-0.12100645	112789551	PEX14	peroxisomal biogenesis factor 14
ILMN_2181883	0.4593679	2.51e-01	-1.1736536	-5.682724	-0.13415799	429535842	GSKIP	GSK3B interacting protein
ILMN_1823012	0.4593679	2.51e-01	-1.1736365	-5.682744	-0.04939709	28846156		
ILMN_1691692	0.4593679	2.51e-01	1.1736322	-5.682748	0.04478609	209954812	PDE9A	phosphodiesterase 9A
ILMN_2051731	0.4593753	2.51e-01	-1.1735981	-5.682787	-0.06472332	84872125	DUSP5P1	dual specificity phosphatase 5 pseudogene 1
ILMN_1795204	0.4593774	2.51e-01	1.1735712	-5.682817	0.04659792	413082717	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)
ILMN_2048659	0.459382	2.51e-01	1.1735276	-5.682866	0.05826423	257467613	SFTPA1	surfactant protein A1
ILMN_1870075	0.459382	2.51e-01	1.1735123	-5.682883	0.04716516	46548878		
ILMN_1721672	0.459382	2.51e-01	1.1734931	-5.682904	0.05583288	153792775	GPR171	G protein-coupled receptor 171
ILMN_2209299	0.4594691	2.51e-01	-1.173316	-5.683103	-0.06494348	57164943	ZNF333	zinc finger protein 333
ILMN_1653708	0.4594691	2.51e-01	-1.1733146	-5.683105	-0.11440788	342837722	CORO1B	coronin 1B
ILMN_1794840	0.4594691	2.51e-01	-1.1733004	-5.683121	-0.06715072	260593678	TBXA2R	thromboxane A2 receptor
ILMN_1797408	0.4594772	2.51e-01	1.1732651	-5.68316	0.04751632	448261624	NKAPL	NFKB activating protein like
ILMN_2298888	0.4595548	2.51e-01	-1.1731335	-5.683308	-0.06916485	116006966	NRG1	neuregulin 1
ILMN_1737940	0.4595949	2.51e-01	1.1730538	-5.683397	0.04154988	328447216	PCDHGB7	protocadherin gamma subfamily B, 7
ILMN_2247842	0.4596092	2.51e-01	1.1729952	-5.683463	0.05224083	522838247	TGIF1	TGFB induced factor homeobox 1
ILMN_2413527	0.4596092	2.51e-01	-1.1729861	-5.683473	-0.14380996	50593538	VCL	vinculin
ILMN_1898727	0.4596139	2.51e-01	1.172952	-5.683511	0.05846958	83097390		
ILMN_1870025	0.4596139	2.51e-01	1.1729318	-5.683534	0.04790202	18984935		
ILMN_1654170	0.4596506	2.52e-01	1.1728569	-5.683618	0.04206006	194578894	HERC2P2	hect domain and RLD 2 pseudogene 2
ILMN_2358801	0.4596616	2.52e-01	-1.1728178	-5.683662	-0.07477793	111154077	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
ILMN_1858852	0.4597713	2.52e-01	1.1726415	-5.683859	0.06760922	7456764		
ILMN_1797604	0.4597743	2.52e-01	-1.1726135	-5.683891	-0.13470791	157649071	CAP1	adenylate cyclase associated protein 1
ILMN_1840143	0.4598193	2.52e-01	-1.1725267	-5.683988	-0.04013874	24795312	LOC101928858	uncharacterized LOC101928858
ILMN_1852384	0.4598193	2.52e-01	1.1725031	-5.684014	0.06857051	16551677	ERC1	ELKS/RAB6-interacting/CAST family member 1
ILMN_2285213	0.4600049	2.52e-01	1.1722216	-5.68433	0.06342498	88501732	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2
ILMN_1869119	0.4600361	2.52e-01	-1.1721544	-5.684405	-0.04973809	3849596		
ILMN_2366719	0.4600619	2.52e-01	1.1720946	-5.684472	0.07235568	NA		
ILMN_1737025	0.4601573	2.52e-01	-1.1719148	-5.684673	-0.12142904	221139708	PLCL2	phospholipase C like 2
ILMN_1845229	0.4601573	2.52e-01	-1.1719067	-5.684682	-0.05279939	27880636	LOC102723427	uncharacterized LOC102723427
ILMN_1669066	0.4601573	2.52e-01	1.1718846	-5.684707	0.0409301	NA		
ILMN_1898355	0.4601573	2.52e-01	-1.1718666	-5.684727	-0.03823147	12768581	HIF1AN	hypoxia inducible factor 1 alpha subunit inhibitor
ILMN_1868594	0.4602336	2.52e-01	1.1717293	-5.684881	0.04497158	51667216		
ILMN_1703886	0.4602336	2.52e-01	1.171713	-5.6849	0.22380991	383087727	SLC16A2	solute carrier family 16 member 2
ILMN_1702241	0.4602403	2.52e-01	1.1716664	-5.684952	0.04516526	NA		
ILMN_1910334	0.4602403	2.52e-01	1.1716558	-5.684963	0.05166456	NA		
ILMN_1803691	0.4602532	2.52e-01	1.171614	-5.68501	0.04760915	209954780	ARTN	artemin
ILMN_1769601	0.46028	2.52e-01	-1.171553	-5.685079	-0.10006732	595763536	TBCK	TBC1 domain containing kinase
ILMN_1741668	0.4603018	2.52e-01	1.1714988	-5.685139	0.0501151	NA		
ILMN_1817048	0.4603124	2.52e-01	-1.1714602	-5.685183	-0.06108112	30755107		
ILMN_1784863	0.4605734	2.52e-01	1.1710741	-5.685615	0.24316092	188536058	CD36	CD36 molecule
ILMN_1811758	0.4606063	2.52e-01	-1.1710047	-5.685693	-0.05939387	94721260	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase
ILMN_2355004	0.4606259	2.52e-01	-1.1709522	-5.685751	-0.08023449	318067956	HMGN3	high mobility group nucleosomal binding domain 3
ILMN_1730002	0.4606259	2.52e-01	-1.1709296	-5.685777	-0.05369598	574584594	ACSBG2	acyl-CoA synthetase bubblegum family member 2
ILMN_1713436	0.4606812	2.52e-01	1.1708198	-5.6859	0.07363683	NA		
ILMN_2063925	0.4606812	2.52e-01	1.1707854	-5.685938	0.10745072	527498274	CTNNBL1	catenin beta like 1
ILMN_1811114	0.4606812	2.52e-01	1.1707792	-5.685945	0.37560409	33469957	SDS	serine dehydratase
ILMN_1761733	0.4606812	2.52e-01	-1.1707574	-5.685969	-0.24644462	301129274	HLA-DMB	major histocompatibility complex, class II, DM beta
ILMN_1701482	0.4607067	2.52e-01	-1.1706981	-5.686036	-0.08576423	116734661	POFUT2	protein O-fucosyltransferase 2
ILMN_1874790	0.4607647	2.52e-01	1.1705937	-5.686153	0.04420036	2114507		
ILMN_1847866	0.4607669	2.52e-01	-1.1705668	-5.686183	-0.04695114	31584920		
ILMN_1776240	0.4607676	2.52e-01	1.1705009	-5.686256	0.04807229	56117817	DUSP13	dual specificity phosphatase 13
ILMN_1703852	0.4607676	2.52e-01	1.1704955	-5.686262	0.10547184	317171923	EFNB2	ephrin B2
ILMN_1875843	0.4607676	2.52e-01	1.1704941	-5.686264	0.07614631	12078097		
ILMN_1700408	0.4608613	2.53e-01	1.1703403	-5.686436	0.06190236	527122121	TRIM50	tripartite motif containing 50
ILMN_1786544	0.4609086	2.53e-01	1.1702508	-5.686536	0.04627609	298231234	ACVR1B	activin A receptor type 1B
ILMN_2288219	0.4609582	2.53e-01	-1.1701581	-5.68664	-0.06178732	333470750	NOBOX	NOBOX oogenesis homeobox
ILMN_2369666	0.4609804	2.53e-01	-1.1701034	-5.686701	-0.06408447	260099700	CR2	complement component 3d receptor 2
ILMN_1824874	0.4610135	2.53e-01	1.1700336	-5.686779	0.05435209	27847919		
ILMN_1690576	0.4610547	2.53e-01	-1.1699526	-5.68687	-0.053125	323276702	DDX39B	DEAD-box helicase 39B
ILMN_1667022	0.4610788	2.53e-01	1.1698946	-5.686935	0.16836586	355477265	PASK	PAS domain containing serine/threonine kinase
ILMN_1900221	0.4610788	2.53e-01	-1.169856	-5.686978	-0.06105737	19725330		
ILMN_1754048	0.4610788	2.53e-01	1.1698155	-5.687023	0.04899495	429836861	KLHL40	kelch like family member 40
ILMN_1697557	0.4610788	2.53e-01	1.1698109	-5.687028	0.04817297	NA		
ILMN_1806813	0.4610788	2.53e-01	1.1697998	-5.687041	0.05401878	NA		
ILMN_1805853	0.4612143	2.53e-01	1.1695503	-5.68732	0.12724231	NA		
ILMN_1701393	0.4612143	2.53e-01	1.1695161	-5.687358	0.06920302	47419906	TBX3	T-box 3
ILMN_1808102	0.4612143	2.53e-01	1.1695098	-5.687365	0.04139031	NA		
ILMN_1794370	0.4612143	2.53e-01	-1.1694613	-5.687419	-0.03999765	373432657	SEMA5B	semaphorin 5B
ILMN_1822495	0.4612143	2.53e-01	-1.1694538	-5.687428	-0.05434366	78680340		
ILMN_1653612	0.4612143	2.53e-01	-1.1694513	-5.68743	-0.07595408	302058313	KCTD9	potassium channel tetramerization domain containing 9
ILMN_1726696	0.4612143	2.53e-01	-1.1694446	-5.687438	-0.06207555	NA		
ILMN_1738796	0.4612648	2.53e-01	-1.1693377	-5.687557	-0.09253293	387157901	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
ILMN_1718657	0.4612648	2.53e-01	1.1693268	-5.68757	0.04724622	NA		
ILMN_1788239	0.4612764	2.53e-01	1.1692869	-5.687614	0.2112535	223972676	AMDHD1	amidohydrolase domain containing 1
ILMN_2218248	0.4612769	2.53e-01	1.1692623	-5.687642	0.05327706	543173119	SYCP1	synaptonemal complex protein 1
ILMN_1736742	0.4612936	2.53e-01	-1.1691942	-5.687718	-0.08520803	742068523	COLGALT2	collagen beta(1-O)galactosyltransferase 2
ILMN_1724283	0.4612936	2.53e-01	1.1691913	-5.687721	0.0609033	NA		
ILMN_1776879	0.4613449	2.53e-01	-1.1690937	-5.68783	-0.11930857	148922918	HMGN2	high mobility group nucleosomal binding domain 2
ILMN_1758171	0.4613449	2.53e-01	1.1690578	-5.68787	0.05002501	296010860	FAM47C	family with sequence similarity 47 member C
ILMN_2380754	0.4613449	2.53e-01	-1.1690448	-5.687885	-0.05463667	40805831	CCNG1	cyclin G1
ILMN_1695485	0.4613449	2.53e-01	1.1690248	-5.687907	0.08246397	NA		
ILMN_1705495	0.4613557	2.53e-01	-1.1689859	-5.687951	-0.04396942	73622265	RBP3	retinol binding protein 3
ILMN_1680101	0.4613845	2.53e-01	1.168917	-5.688028	0.04615334	NA		
ILMN_1655045	0.4613845	2.53e-01	1.1688982	-5.688049	0.04410937	NA		
ILMN_1820118	0.4614046	2.53e-01	-1.1688465	-5.688106	-0.04485756	23522972		
ILMN_1794162	0.4614208	2.53e-01	1.1687885	-5.688171	0.05772244	108773811	LHFPL4	lipoma HMGIC fusion partner-like 4
ILMN_1768164	0.4614208	2.53e-01	1.1687763	-5.688185	0.04231863	NA		
ILMN_1859663	0.4615239	2.53e-01	1.1686095	-5.688371	0.04533534	83088214		
ILMN_1762360	0.4615298	2.53e-01	1.1685774	-5.688407	0.04876788	259013332	THSD7A	thrombospondin type 1 domain containing 7A
ILMN_1744428	0.461588	2.53e-01	-1.1684728	-5.688524	-0.06294861	118442842	OR2C1	olfactory receptor family 2 subfamily C member 1
ILMN_1868943	0.4616504	2.53e-01	-1.1683626	-5.688647	-0.05628019	33879665		
ILMN_2209551	0.4618072	2.53e-01	-1.1681215	-5.688916	-0.05638094	NA		
ILMN_2345142	0.4618299	2.53e-01	-1.1680566	-5.688989	-0.14012504	240255476	SULF2	sulfatase 2
ILMN_1824823	0.4618299	2.53e-01	1.1680311	-5.689017	0.0374925	10030151		
ILMN_1804285	0.4618299	2.53e-01	-1.1680184	-5.689032	-0.05340897	NA		
ILMN_1912561	0.4618447	2.53e-01	-1.1679741	-5.689081	-0.04977153	NA		
ILMN_2038777	0.4620668	2.54e-01	-1.1676425	-5.689451	-0.13020614	168480144	ACTB	actin beta
ILMN_1848529	0.462069	2.54e-01	1.1676157	-5.689481	0.06189795	29888063	RAG1	recombination activating gene 1
ILMN_1789457	0.4620949	2.54e-01	1.1675558	-5.689548	0.09921817	283806666	GNL1	G protein nucleolar 1 (putative)
ILMN_1652488	0.4621286	2.54e-01	1.1674811	-5.689632	0.04291083	NA		
ILMN_1693223	0.4621286	2.54e-01	1.1674614	-5.689654	0.04793085	NA		
ILMN_1743207	0.4621487	2.54e-01	-1.1674097	-5.689711	-0.05713344	NA		
ILMN_1671925	0.4621887	2.54e-01	-1.1673305	-5.6898	-0.05782647	195539376	SDHAP3	succinate dehydrogenase complex flavoprotein subunit A pseudogene 3
ILMN_1859597	0.4621905	2.54e-01	1.1673041	-5.689829	0.05471848	7794457		
ILMN_1775823	0.4623825	2.54e-01	-1.1670145	-5.690152	-0.07410806	116734660	POFUT2	protein O-fucosyltransferase 2
ILMN_1854639	0.4624294	2.54e-01	1.1669256	-5.690252	0.04672436	18992688		
ILMN_1745171	0.4624349	2.54e-01	1.1668942	-5.690287	0.04660779	78126140	RPL31P11	ribosomal protein L31 pseudogene 11
ILMN_1704055	0.462441	2.54e-01	1.1668618	-5.690323	0.17850026	964751263	NOP16	NOP16 nucleolar protein
