ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1734596	0.0005728	2.84e-06	-5.9476426	4.699289	-0.61570809	574285723	TC2N	tandem C2 domains, nuclear
ILMN_1780533	0.0005728	2.85e-06	-5.9463519	4.696142	-0.65969719	153252070	RNASE6	ribonuclease A family member k6
ILMN_1882649	0.0005728	2.87e-06	-5.9440079	4.690425	-0.2396265	21753530	CTD-2297D10.2	uncharacterized LOC101929176
ILMN_1842305	0.0005728	2.88e-06	-5.9433404	4.688797	-0.21575494	27469781	LDLRAD4-AS1	LDLRAD4 antisense RNA 1
ILMN_1776260	0.0005778	2.91e-06	-5.9384459	4.676857	-0.46972876	256017254	PPIAL4A	peptidylprolyl isomerase A like 4A
ILMN_1917147	0.0005794	2.94e-06	5.9352479	4.669055	0.29959324	6506996		
ILMN_1821969	0.0005794	2.94e-06	5.9342064	4.666514	0.22247209	83081164		
ILMN_1766405	0.0005891	3.01e-06	-5.92619	4.646951	-1.20408011	260064067	GOLM1	golgi membrane protein 1
ILMN_1796206	0.0006216	3.18e-06	5.9038782	4.592472	0.5578118	NA		
ILMN_1839217	0.0006282	3.23e-06	5.897774	4.577559	0.39481249	13339376		
ILMN_2140999	0.0006282	3.26e-06	5.8946084	4.569823	0.34427284	546232032	ZFYVE16	zinc finger FYVE-type containing 16
ILMN_1802252	0.0006282	3.27e-06	-5.8931976	4.566376	-0.73023294	576583510	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
ILMN_1754103	0.0006282	3.27e-06	-5.8931489	4.566257	-1.32190848	195947370	CLDN11	claudin 11
ILMN_1695087	0.0006282	3.29e-06	-5.8909538	4.560892	-0.23423281	756761769	LNPK	lunapark, ER junction formation factor
ILMN_2391141	0.0006282	3.30e-06	5.8905877	4.559998	0.35620192	332000023	UBE3A	ubiquitin protein ligase E3A
ILMN_2373791	0.0006316	3.33e-06	-5.8870324	4.551308	-0.95315131	357640456	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2
ILMN_2147517	0.0006427	3.40e-06	-5.878744	4.531045	-0.4073493	221316611	CD58	CD58 molecule
ILMN_1738103	0.0006435	3.43e-06	-5.8752744	4.522561	-0.32614005	40805824	COPE	coatomer protein complex subunit epsilon
ILMN_1735552	0.0006435	3.43e-06	5.875271	4.522553	0.54047978	189339259	KIF1B	kinesin family member 1B
ILMN_1685709	0.0006622	3.54e-06	-5.8627067	4.491821	-0.64707511	258679473	TMEM125	transmembrane protein 125
ILMN_1911964	0.0006677	3.58e-06	5.8580305	4.48038	0.33821741	18986722		
ILMN_1778723	0.0006677	3.60e-06	-5.856584	4.47684	-0.75923399	148664223	JAML	junction adhesion molecule like
ILMN_1823689	0.0006677	3.61e-06	5.855126	4.473272	0.16743734	83093239	LUNAR1	leukemia-associated non-coding IGF1R activator RNA 1
ILMN_1681972	0.0006761	3.67e-06	-5.8488292	4.457861	-0.41207129	118918408	TMEM69	transmembrane protein 69
ILMN_1795897	0.0006796	3.70e-06	5.8454007	4.449469	0.30769906	NA		
ILMN_1866389	0.0006833	3.76e-06	-5.839678	4.435457	-0.2821643	20358455		
ILMN_1685378	0.0006833	3.76e-06	-5.8391651	4.434202	-0.60275198	NA		
ILMN_1758087	0.0006833	3.78e-06	5.8372785	4.429582	0.54071434	315139024	TAOK1	TAO kinase 1
ILMN_1343295	0.0006833	3.80e-06	-5.8350259	4.424066	-0.78105956	576583510	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
ILMN_1833009	0.0006833	3.81e-06	5.8349375	4.423849	0.27994392	7456977		
ILMN_1677041	0.0006833	3.81e-06	5.8341228	4.421854	0.34258855	1004170675	CHUK	conserved helix-loop-helix ubiquitous kinase
ILMN_1873841	0.0006833	3.82e-06	-5.8331482	4.419467	-0.21476969	2538074		
ILMN_1679527	0.0006833	3.84e-06	5.8318354	4.416252	0.35471668	223718173	IAPP	islet amyloid polypeptide
ILMN_1834368	0.0006901	3.89e-06	5.8266043	4.403438	0.24214061	10294961		
ILMN_1697024	0.0006959	3.94e-06	5.8216077	4.391197	0.6196704	194733757	STYX	serine/threonine/tyrosine interacting protein
ILMN_1659444	0.0006959	3.95e-06	5.8205444	4.388591	0.386895	189339259	KIF1B	kinesin family member 1B
ILMN_1688959	0.0006974	3.97e-06	-5.8183666	4.383255	-0.65335733	117422442	CD27	CD27 molecule
ILMN_1825640	0.0007044	4.04e-06	5.8115177	4.36647	0.45198899	34192658	LINC00441	long intergenic non-protein coding RNA 441
ILMN_2373335	0.0007044	4.05e-06	5.8108775	4.364901	0.29978335	299782535	LIG3	DNA ligase 3
ILMN_2322806	0.0007044	4.06e-06	-5.8103264	4.36355	-0.35813062	NA		
ILMN_1859701	0.0007047	4.07e-06	5.8087896	4.359783	0.28336093	8255413		
ILMN_1792497	0.0007065	4.10e-06	5.8064405	4.354025	0.54350613	206597503	AGFG1	ArfGAP with FG repeats 1
ILMN_2282959	0.0007191	4.18e-06	5.7982908	4.334043	0.30397907	320461727	DNA2	DNA replication helicase/nuclease 2
ILMN_1831751	0.0007249	4.25e-06	-5.7926181	4.320131	-0.28755334	16553857		
ILMN_1880340	0.0007249	4.25e-06	5.7922114	4.319134	0.38554456	24116983		
ILMN_2388461	0.0007249	4.27e-06	5.7906352	4.315268	0.27212217	14165417	PCDHA7	protocadherin alpha 7
ILMN_1704557	0.0007249	4.28e-06	5.7898026	4.313226	0.4371347	440546393	RPS6KB1	ribosomal protein S6 kinase B1
ILMN_2042941	0.0007258	4.30e-06	5.787983	4.308762	0.30429366	685156918	TMEM159	transmembrane protein 159
ILMN_1782350	0.0007299	4.35e-06	5.7834579	4.297661	0.31510118	NA		
ILMN_1873631	0.0007299	4.36e-06	5.7822914	4.294799	0.25470607	6702908		
ILMN_2094631	0.0007299	4.37e-06	5.7818104	4.293619	0.33753668	37622897	TRIM60	tripartite motif containing 60
ILMN_1772713	0.0007337	4.41e-06	5.7784814	4.285451	0.4206505	224589070	BMS1	BMS1, ribosome biogenesis factor
ILMN_1666632	0.0007358	4.43e-06	-5.7760791	4.279555	-0.29863711	574584846	VPS52	VPS52, GARP complex subunit
ILMN_1906299	0.0007366	4.45e-06	5.7743472	4.275305	0.45981892	NA		
ILMN_1848815	0.0007415	4.50e-06	5.7704783	4.265809	0.27170401	27824421		
ILMN_1700674	0.0007438	4.53e-06	-5.7680023	4.259732	-0.60972543	NA		
ILMN_1706213	0.0007513	4.60e-06	5.7616543	4.244148	0.2338401	222446619	C16orf96	chromosome 16 open reading frame 96
ILMN_1716014	0.0007513	4.62e-06	-5.7604123	4.241098	-0.79071925	NA		
ILMN_2160210	0.0007513	4.62e-06	-5.7602736	4.240757	-2.19521738	218505669	EPCAM	epithelial cell adhesion molecule
ILMN_1691616	0.0007519	4.64e-06	5.7586523	4.236777	0.24636248	NA		
ILMN_2355225	0.0007643	4.73e-06	-5.751094	4.218215	-0.3597356	61742792	LSP1	lymphocyte-specific protein 1
ILMN_1710495	0.0007679	4.78e-06	-5.7470955	4.208393	-0.86480011	145309327	PAPLN	papilin, proteoglycan like sulfated glycoprotein
ILMN_2228044	0.0007679	4.78e-06	5.7467301	4.207496	0.48478932	392513665	TBC1D23	TBC1 domain family member 23
ILMN_1834592	0.0007708	4.82e-06	-5.7440068	4.200805	-0.22027546	5742610	LINC01230	long intergenic non-protein coding RNA 1230
ILMN_1832211	0.0007908	4.96e-06	5.7328812	4.173468	0.26315118	9176186		
ILMN_2145050	0.000791	4.98e-06	5.7315263	4.170138	0.27635693	526479831	POM121	POM121 transmembrane nucleoporin
ILMN_1705384	0.0008032	5.10e-06	5.7219628	4.14663	0.65695525	312032468	PPFIBP1	PPFIA binding protein 1
ILMN_1688534	0.0008032	5.11e-06	5.720923	4.144074	0.29400098	83267878	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon
ILMN_1809478	0.0008032	5.12e-06	-5.720308	4.142561	-0.39527774	374671777	SSBP1	single stranded DNA binding protein 1
ILMN_1727532	0.0008032	5.13e-06	-5.7200376	4.141897	-0.67883102	556503407	OLFML3	olfactomedin like 3
ILMN_1790589	0.0008032	5.13e-06	5.7194231	4.140386	0.21067392	NA		
ILMN_1672355	0.0008332	5.34e-06	5.7041014	4.102705	0.29980496	NA		
ILMN_1854170	0.0008355	5.38e-06	5.701783	4.097002	0.31054664	3785421		
ILMN_2207328	0.0008387	5.41e-06	-5.69912	4.09045	-0.59366036	431822383	TPGS2	tubulin polyglutamylase complex subunit 2
ILMN_1845874	0.0008399	5.44e-06	5.6973185	4.086017	0.33884853	31583230		
ILMN_1851299	0.000846	5.52e-06	5.6914199	4.071503	0.40965171	NA		
ILMN_1653355	0.000846	5.54e-06	5.6899885	4.06798	0.37792522	NA		
ILMN_1765532	0.000846	5.54e-06	5.6898774	4.067707	0.38624077	67906819	NELFE	negative elongation factor complex member E
ILMN_1903696	0.000846	5.55e-06	5.6897274	4.067337	0.23081298	7280169		
ILMN_1846162	0.0008559	5.63e-06	5.684021	4.053292	0.33892805	19762982		
ILMN_2405078	0.0008632	5.70e-06	5.6795818	4.042364	0.56948417	51243030	OSBPL8	oxysterol binding protein like 8
ILMN_1662619	0.0008729	5.78e-06	5.6740704	4.028795	0.60051711	1042779736	TFPI	tissue factor pathway inhibitor
ILMN_1894042	0.0008753	5.81e-06	5.6718664	4.023368	0.31295567	27847289		
ILMN_1772946	0.0008792	5.85e-06	5.668971	4.016238	0.53655212	142976674	STRN3	striatin 3
ILMN_1651984	0.0008793	5.87e-06	-5.667707	4.013125	-0.23276575	NA		
ILMN_2375786	0.0008826	5.91e-06	5.6651087	4.006726	0.29535876	59806341	LECT1	leukocyte cell derived chemotaxin 1
ILMN_2402168	0.0008836	5.94e-06	-5.6634897	4.002738	-0.35281003	742799272	EXOSC10	exosome component 10
ILMN_2195015	0.000884	5.96e-06	5.6621445	3.999425	0.1937365	146198665	MRGPRE	MAS related GPR family member E
ILMN_1744959	0.000884	5.98e-06	5.6609985	3.996602	0.34925547	974005233	NFX1	nuclear transcription factor, X-box binding 1
ILMN_1714352	0.0009039	6.13e-06	-5.651263	3.972617	-0.29701192	62945416	DMWD	dystrophia myotonica, WD repeat containing
ILMN_1788017	0.0009057	6.16e-06	-5.6493503	3.967904	-0.47607813	602617424	HSH2D	hematopoietic SH2 domain containing
ILMN_1819042	0.0009122	6.22e-06	-5.6454364	3.958259	-0.23242884	83078971		
ILMN_1710598	0.0009267	6.34e-06	5.6382283	3.940492	0.40169694	224465161	SKI	SKI proto-oncogene
ILMN_1894922	0.0009293	6.39e-06	-5.6356274	3.934081	-0.25551063	4852172		
ILMN_1897346	0.0009293	6.41e-06	5.6343297	3.930882	0.26934995	576863		
ILMN_1733736	0.0009293	6.42e-06	5.6337223	3.929384	0.34060337	NA		
ILMN_1744347	0.0009347	6.47e-06	-5.630365	3.921107	-0.72612457	NA		
ILMN_1826738	0.0009429	6.55e-06	-5.6258798	3.910048	-0.28012137	30980413		
ILMN_1774446	0.0009536	6.64e-06	5.6204326	3.896614	0.22182385	NA		
ILMN_1877421	0.0009579	6.69e-06	5.6175575	3.889523	0.21881526	27825400	LOC105378397	uncharacterized LOC105378397
ILMN_1859886	0.0009663	6.77e-06	5.6131091	3.87855	0.26566455	34368094	LOC101928766	uncharacterized LOC101928766
ILMN_1651966	0.0009664	6.81e-06	-5.6107806	3.872806	-0.30885062	254028235	FGFR3	fibroblast growth factor receptor 3
ILMN_2395373	0.0009664	6.82e-06	5.6102195	3.871422	0.28179189	NA		
ILMN_1722537	0.0009664	6.83e-06	-5.6097031	3.870147	-0.24423875	NA		
ILMN_1846113	0.0009799	6.95e-06	5.603249	3.854223	0.19431774	23296978		
ILMN_1887082	0.0009853	7.01e-06	-5.6000328	3.846287	-0.57678378	NA		
ILMN_1666560	0.0010029	7.15e-06	5.592142	3.826811	0.51526394	972776285	IFT88	intraflagellar transport 88
ILMN_1882010	0.0010124	7.26e-06	-5.586334	3.812474	-0.20572997	10584594	LOC101927331	uncharacterized LOC101927331
ILMN_1700884	0.0010124	7.27e-06	5.5859925	3.811631	0.28744415	NA		
ILMN_1745107	0.0010124	7.31e-06	5.58354	3.805576	0.30701286	NA		
ILMN_1770527	0.0010124	7.33e-06	5.5824415	3.802864	0.33437888	NA		
ILMN_2038774	0.0010124	7.34e-06	-5.5823266	3.80258	-0.38665948	83367078	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
ILMN_1680436	0.0010124	7.36e-06	5.5809837	3.799264	0.35563833	1007355778	CSHL1	chorionic somatomammotropin hormone like 1
ILMN_1708414	0.0010124	7.36e-06	5.5809064	3.799073	0.58890024	296317322	GNL3L	G protein nucleolar 3 like
ILMN_1661266	0.0010308	7.54e-06	-5.571974	3.777015	-1.17867303	345461082	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1
ILMN_1769288	0.0010308	7.54e-06	5.5718371	3.776677	0.5374707	NA		
ILMN_1787360	0.0010431	7.65e-06	5.5662109	3.76278	0.37228022	215983089	GUCA1C	guanylate cyclase activator 1C
ILMN_1710925	0.0010468	7.70e-06	5.5638064	3.75684	0.21239392	NA		
ILMN_1914340	0.0010469	7.73e-06	5.5622435	3.752979	0.34354536	3016744		
ILMN_1740523	0.0010469	7.74e-06	5.5616162	3.751429	0.50820784	NA		
ILMN_1668177	0.0010501	7.79e-06	-5.5593924	3.745935	-0.27871537	565671728	ZNF483	zinc finger protein 483
ILMN_1701459	0.0010633	7.91e-06	5.553564	3.731534	0.29996654	388452995	C1QTNF1	C1q and tumor necrosis factor related protein 1
ILMN_1878110	0.0010635	7.93e-06	5.5524242	3.728717	0.30531191	NA		
ILMN_1859147	0.0010748	8.07e-06	-5.5457937	3.712331	-0.19894455	22340574		
ILMN_2409078	0.0010748	8.07e-06	5.5457542	3.712233	0.58929229	115529443	SNHG10	small nucleolar RNA host gene 10
ILMN_1894412	0.0010748	8.08e-06	5.5452306	3.710939	0.28772173	83126670		
ILMN_1819640	0.0010783	8.13e-06	5.542932	3.705258	0.28917357	13336120	NXPH2	neurexophilin 2
ILMN_1737935	0.0010783	8.17e-06	5.5410917	3.700709	0.58278864	499591025	MACF1	microtubule-actin crosslinking factor 1
ILMN_1731546	0.0010783	8.19e-06	-5.5402692	3.698675	-0.59104398	78190467	RPL26	ribosomal protein L26
ILMN_1815599	0.0010783	8.20e-06	-5.5398223	3.697571	-0.24651804	111074530	FOXE3	forkhead box E3
ILMN_1680714	0.0010807	8.26e-06	5.537049	3.690715	0.29220143	46255051	LIG4	DNA ligase 4
ILMN_1897310	0.0010807	8.26e-06	5.5369399	3.690445	0.50305034	5440191		
ILMN_1769658	0.0010844	8.31e-06	-5.5345875	3.68463	-0.21659015	548923889	LYSMD4	LysM domain containing 4
ILMN_2061043	0.0010856	8.34e-06	-5.5331491	3.681073	-0.85546177	365733591	CD48	CD48 molecule
ILMN_1682428	0.0010867	8.38e-06	-5.5312791	3.676449	-0.69123289	156564364	HENMT1	HEN1 methyltransferase homolog 1
ILMN_1858582	0.0010867	8.39e-06	5.5307079	3.675037	0.2002522	30447420		
ILMN_1840742	0.001089	8.44e-06	5.528884	3.670527	0.30869618	2114943		
ILMN_1699214	0.0011067	8.61e-06	-5.5208607	3.650686	-2.35857974	NA		
ILMN_1908065	0.0011067	8.62e-06	5.5206902	3.650264	0.33986029	15330204		
ILMN_1687805	0.001109	8.66e-06	-5.5189029	3.645843	-0.36364856	NA		
ILMN_1703487	0.0011157	8.73e-06	-5.5155841	3.637634	-0.56170728	197382802	LMO4	LIM domain only 4
ILMN_2235975	0.0011191	8.80e-06	5.5125511	3.630131	0.38813631	257195179	FXYD5	FXYD domain containing ion transport regulator 5
ILMN_1704961	0.0011191	8.82e-06	-5.511719	3.628073	-0.78162422	316659407	ACTG1	actin gamma 1
ILMN_2359287	0.0011191	8.84e-06	-5.5107439	3.625661	-0.40244817	937834184	ITGA6	integrin subunit alpha 6
ILMN_1672191	0.0011191	8.85e-06	-5.5104475	3.624927	-0.4599785	85794838	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1
ILMN_1884653	0.0011206	8.89e-06	5.5089334	3.621182	0.2648507	18776139	LOC101930049	uncharacterized LOC101930049
ILMN_1776347	0.0011359	9.03e-06	-5.5027515	3.605886	-0.33903199	57863256	TCP1	t-complex 1
ILMN_1684834	0.001145	9.13e-06	5.4987075	3.595879	0.33924498	NA		
ILMN_1666625	0.0011463	9.19e-06	-5.4961859	3.589638	-0.36472627	564473351	KIF17	kinesin family member 17
ILMN_1828151	0.0011463	9.20e-06	5.4956612	3.58834	0.25352101	6576065		
ILMN_1684180	0.0011463	9.21e-06	5.4953508	3.587572	0.43419481	442565701	TMEM236	transmembrane protein 236
ILMN_1764557	0.0011493	9.31e-06	5.4912188	3.577345	0.98621759	210147575	FITM1	fat storage inducing transmembrane protein 1
ILMN_2299072	0.0011493	9.31e-06	-5.4909165	3.576596	-0.54066829	256542312	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
ILMN_1794740	0.0011493	9.33e-06	-5.4903669	3.575236	-0.50887031	87159823	CD151	CD151 molecule (Raph blood group)
ILMN_1825880	0.0011493	9.35e-06	5.4893479	3.572714	0.51399533	24038903		
ILMN_2043173	0.0011493	9.35e-06	5.4892708	3.572523	0.29222842	16507949	TEKT2	tektin 2
ILMN_1728785	0.0011493	9.37e-06	5.4885223	3.57067	0.64369221	148719672	ADGRF5	adhesion G protein-coupled receptor F5
ILMN_1711823	0.0011513	9.43e-06	5.4862507	3.565047	0.54440604	289547535	FAAP100	Fanconi anemia core complex associated protein 100
ILMN_2387952	0.0011513	9.44e-06	5.4859626	3.564334	1.01725893	356582279	FAM134B	family with sequence similarity 134 member B
ILMN_1915485	0.001153	9.47e-06	5.4844285	3.560536	0.3223177	5595854		
ILMN_1684755	0.0011607	9.56e-06	-5.4809423	3.551905	-0.44489859	224451136	KAZALD1	Kazal type serine peptidase inhibitor domain 1
ILMN_1856634	0.0011609	9.59e-06	5.4797829	3.549034	0.67592128	31873797	NFIA	nuclear factor I A
ILMN_1854030	0.0011609	9.61e-06	5.478964	3.547007	0.28494078	16552922		
ILMN_2285952	0.0011618	9.66e-06	5.4771799	3.542589	0.25823278	NA		
ILMN_2353642	0.0011618	9.67e-06	-5.4767926	3.54163	-0.43161429	661567362	ATP6V0B	ATPase H+ transporting V0 subunit b
ILMN_1794266	0.0011662	9.73e-06	5.4741719	3.535141	0.38600609	NA		
ILMN_1893466	0.0011662	9.75e-06	5.4734583	3.533374	0.23954636	6700299		
ILMN_2048811	0.0011669	9.78e-06	5.4722907	3.530483	0.66459054	157384955	NUBPL	nucleotide binding protein like
ILMN_1711122	0.0011679	9.81e-06	5.4710313	3.527364	0.30924016	NA		
ILMN_1846026	0.0011694	9.85e-06	5.469577	3.523762	0.30779214	27824974		
ILMN_1916904	0.0011694	9.87e-06	-5.4686767	3.521533	-0.26799664	1911126		
ILMN_1750011	0.0011747	9.94e-06	5.4660307	3.514979	0.32726805	536290244	EXOC7	exocyst complex component 7
ILMN_2387328	0.0011766	9.99e-06	5.4643139	3.510727	0.29409036	565671757	C9orf84	chromosome 9 open reading frame 84
ILMN_1872615	0.0011766	1.00e-05	-5.4635574	3.508853	-0.28978876	3843410		
ILMN_2341229	0.0011774	1.00e-05	-5.462368	3.505907	-1.02083017	77539053	CD34	CD34 molecule
ILMN_1666536	0.001179	1.01e-05	-5.460933	3.502353	-1.43310538	34147668	VSIG2	V-set and immunoglobulin domain containing 2
ILMN_2051972	0.0011821	1.01e-05	-5.4590362	3.497654	-1.10616131	257471004	GPC3	glypican 3
ILMN_1913103	0.0011825	1.02e-05	5.4579747	3.495024	0.24511731	4150503		
ILMN_2167805	0.0011867	1.02e-05	-5.4556983	3.489385	-0.48279428	61742794	LUM	lumican
ILMN_1811049	0.001189	1.03e-05	-5.454056	3.485316	-0.49975003	167900477	POU2AF1	POU class 2 associating factor 1
ILMN_2046315	0.0011947	1.03e-05	-5.4513259	3.478552	-0.31048787	27374999	GABARAPL2	GABA type A receptor associated protein like 2
ILMN_2171640	0.0011963	1.04e-05	5.4499282	3.475089	0.50355527	160948609	UBR3	ubiquitin protein ligase E3 component n-recognin 3 (putative)
ILMN_1863592	0.0011977	1.04e-05	5.4484016	3.471307	0.23067696	47077900		
ILMN_1720745	0.0011977	1.04e-05	-5.4476658	3.469483	-0.64238225	NA		
ILMN_2145997	0.0011995	1.05e-05	-5.4462034	3.46586	-0.45195327	1030311309	SP4	Sp4 transcription factor
ILMN_1782237	0.0012009	1.05e-05	5.4438065	3.45992	0.3560411	157738693	HCAR3	hydroxycarboxylic acid receptor 3
ILMN_1770963	0.0012009	1.06e-05	-5.4431279	3.458238	-0.41590676	57232739	NAALADL1	N-acetylated alpha-linked acidic dipeptidase-like 1
ILMN_2317701	0.0012009	1.06e-05	-5.4430478	3.45804	-0.32416428	90962987	MMP23A	matrix metallopeptidase 23A (pseudogene)
ILMN_1737343	0.0012161	1.07e-05	5.437373	3.443976	0.41699256	120953263	FNIP1	folliculin interacting protein 1
ILMN_1832543	0.0012341	1.09e-05	-5.4308496	3.427806	-0.19951003	4533219		
ILMN_1804339	0.0012396	1.10e-05	-5.4282939	3.421471	-0.87742383	41327718	CAMK1G	calcium/calmodulin dependent protein kinase IG
ILMN_1667204	0.0012517	1.11e-05	5.4236951	3.41007	0.40514415	NA		
ILMN_1811593	0.0012548	1.12e-05	5.4213446	3.404242	1.00490198	960513862	NIPAL1	NIPA like domain containing 1
ILMN_1703053	0.0012548	1.12e-05	5.4209787	3.403335	0.39320632	308081956	ZFP91	ZFP91 zinc finger protein
ILMN_1909183	0.0012602	1.13e-05	5.4180811	3.39615	0.25519357	51647965		
ILMN_2104409	0.0012602	1.13e-05	5.4176006	3.394959	0.29604979	84872059	RPL29P2	ribosomal protein L29 pseudogene 2
ILMN_1812364	0.0012684	1.14e-05	5.4138857	3.385746	0.2282667	NA		
ILMN_1740764	0.0012684	1.14e-05	-5.413374	3.384477	-0.2832838	158420730	CHD3	chromodomain helicase DNA binding protein 3
ILMN_1681515	0.0012698	1.15e-05	5.4117687	3.380496	0.25760472	260655997	CRLF1	cytokine receptor like factor 1
ILMN_1680390	0.0012698	1.15e-05	5.4112221	3.379141	0.55741676	30061504	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)
ILMN_1787308	0.0012822	1.16e-05	-5.4064549	3.367317	-0.32323882	226371736	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
ILMN_2093500	0.0012822	1.16e-05	-5.4057344	3.36553	-0.5576195	219521824	ZBED5	zinc finger BED-type containing 5
ILMN_1651657	0.0012822	1.17e-05	5.4049	3.363461	0.30432003	1027250547	ADAM33	ADAM metallopeptidase domain 33
ILMN_1718912	0.001291	1.18e-05	5.4014413	3.354882	0.46215647	30061559	SOX5	SRY-box 5
ILMN_1789786	0.0012942	1.18e-05	5.3996278	3.350383	0.21206619	419635986	COA3	cytochrome c oxidase assembly factor 3
ILMN_1687947	0.0013022	1.19e-05	-5.3964362	3.342465	-0.23379484	21396483	HIST1H2BE	histone cluster 1, H2be
ILMN_1759012	0.0013023	1.20e-05	5.3949912	3.33888	0.30575086	335057522	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B
ILMN_1727051	0.0013023	1.20e-05	5.3936831	3.335635	0.29770177	1001624513	DDX19A	DEAD-box helicase 19A
ILMN_1707434	0.0013023	1.20e-05	5.3936146	3.335465	0.56805788	NA		
ILMN_2405129	0.0013023	1.20e-05	-5.3926329	3.333029	-0.33981651	39777605	ARHGEF1	Rho guanine nucleotide exchange factor 1
ILMN_2336220	0.0013023	1.21e-05	5.3921477	3.331826	0.31143868	94818890	ERAP1	endoplasmic reticulum aminopeptidase 1
ILMN_1665781	0.0013161	1.22e-05	-5.3872894	3.319771	-0.47241981	NA		
ILMN_1685985	0.0013189	1.23e-05	-5.3856288	3.31565	-0.24437815	NA		
ILMN_1653579	0.0013272	1.24e-05	-5.3820783	3.306839	-1.33885695	NA		
ILMN_1667490	0.0013272	1.24e-05	5.3815475	3.305522	0.24962708	NA		
ILMN_1736829	0.0013287	1.24e-05	5.3802838	3.302386	0.26613716	510937013	MDM2	MDM2 proto-oncogene
ILMN_2336186	0.0013381	1.26e-05	-5.3767745	3.293676	-0.33181062	74048544	LCMT1	leucine carboxyl methyltransferase 1
ILMN_1904052	0.0013388	1.26e-05	5.375483	3.290471	0.28624785	148596997	CCDC122	coiled-coil domain containing 122
ILMN_1754145	0.0013388	1.26e-05	-5.3749141	3.289059	-0.38483531	61676201	CAPRIN1	cell cycle associated protein 1
ILMN_1705107	0.0013585	1.28e-05	-5.3685106	3.273164	-1.27081497	315221122	SDCBP2	syndecan binding protein 2
ILMN_1661428	0.0013622	1.29e-05	5.3661067	3.267197	0.62620559	288915522	ATP11C	ATPase phospholipid transporting 11C
ILMN_1672415	0.0013622	1.30e-05	5.364835	3.26404	0.38997502	48928040	FBXO3	F-box protein 3
