gene,logFC,p_value,adj_p_value
CNOT12,0.703,0.0169,0.121
PHF21A,0.1296312,0.0456,0.122
RTL4,-0.642,0.0172,0.122
CCDC22,0.574,0.0172,0.122
PGR,0.671,0.0172,0.122
SCG3,0.099573,0.0457,0.122
LOC101928519,-0.399,0.0172,0.122
CDH4,0.177369,0.0534,0.122
CPAP,0.13029656,0.0534,0.122
NAPEPLD,-0.525,0.0171,0.122
PPP2R5C,0.1454548,0.0454,0.122
SNX10,0.3953936,0.0456,0.122
F2,-0.14541791,0.0535,0.122
LINC01721,-0.372,0.0171,0.122
FOXL3-OT1,0.546,0.0171,0.122
SLC9A3,-0.1680564,0.0454,0.122
POGLUT3,0.48,0.0172,0.122
LGALS3BP,0.2854051,0.0455,0.122
ETS1-AS1,-0.639,0.0172,0.122
CRTC3,0.1882592,0.0456,0.122
TM7SF2,-0.2317314,0.0457,0.122
KDELR2,0.16743395,0.0537,0.122
LINC00847,0.674,0.0172,0.122
LRRC14,0.1027415,0.0453,0.122
FAM171A1,0.47661254,0.0535,0.122
LINC00310,-0.556,0.0175,0.123
VWA1,0.63,0.0173,0.123
ZNF804A,-0.8327961,0.0544,0.123
OSBP,-0.13465044,0.0544,0.123
CASP8AP2,-0.29296857,0.0543,0.123
KCTD17,-0.12885844,0.0543,0.123
RAB29,-0.24857274,0.0539,0.123
H2BC15,0.806,0.0174,0.123
TSIX,-2.67,0.0174,0.123
SNORD114-4,-0.661,0.0173,0.123
MPZL3,0.796,0.0174,0.123
DBF4,0.2741149,0.0458,0.123
NXPH3,-0.15807448,0.0544,0.123
NR1D2,-0.31452517,0.054,0.123
PRB3,-0.13821381,0.0542,0.123
MKNK2,-0.2203107,0.0461,0.123
C1ORF56,0.573,0.0174,0.123
SLC17A3,-1.78,0.0173,0.123
PCDHGA10,-0.19186734,0.0539,0.123
MIR3161,-1.08,0.0174,0.123
ZNF326,-0.45,0.0175,0.123
UBR2,-0.391,0.0174,0.123
LMCD1-AS1,0.642,0.0175,0.123
MGST3,0.27562855,0.0539,0.123
SERP1,0.17792744,0.0539,0.123
RIBC2,0.409,0.0174,0.123
GCN1,0.25830085,0.0541,0.123
PLLP,-0.1674951,0.046,0.123
NAB1,0.16680674,0.054,0.123
TUBGCP5,0.119216,0.0538,0.123
CPNE9,0.535,0.0174,0.123
SERPINB7,-0.13196549,0.0542,0.123
TG,-0.20613874,0.0539,0.123
MIR518F,-0.307,0.0173,0.123
UCN,0.1960915,0.0543,0.123
PRLH,-0.18032199,0.054,0.123
GFER,0.18410133,0.0543,0.123
ATP8B4,0.3049391,0.0547,0.124
HUNK,0.1751337,0.0546,0.124
IREB2,-0.13125401,0.0547,0.124
NFRKB,-0.17693651,0.0546,0.124
RPRD1A,-0.25501356,0.0547,0.124
CPLANE2,0.566,0.0176,0.124
IGSF23,-0.607,0.0177,0.124
SNORD116-11,-0.672,0.0177,0.124
PRKAA1,-0.411,0.0177,0.124
VGF,-0.2189142,0.0463,0.124
ZNF208,-1.08,0.0176,0.124
E4F1,0.27149453,0.0546,0.124
PLGRKT,0.27005038,0.0546,0.124
SCAF11,0.1275636,0.0464,0.124
GRM5-AS1,-0.387,0.0177,0.124
CSRNP3,-0.468,0.0175,0.124
SLC25A41,0.407,0.0175,0.124
FKBP4,-0.1535493,0.0463,0.124
IPO7,0.2009267,0.0546,0.124
MECP2,-0.122684,0.0463,0.124
KLHL8,-0.764,0.0176,0.124
GH2,-0.09560313,0.0551,0.124
GS1-600G8.3,0.1405702,0.0463,0.124
ZNF350,-0.596,0.0177,0.124
MIR32,-0.986,0.0179,0.125
BPGM,0.26057093,0.0554,0.125
CENPT,0.25927624,0.0554,0.125
DALRD3,0.23899735,0.0556,0.125
MMP3,0.13330705,0.0552,0.125
DRG1,0.23204101,0.0552,0.125
TNP1,-0.13873236,0.0553,0.125
EXOSC5,1.01,0.0179,0.125
PCDHGA12,1.06,0.0179,0.125
POLA1,-0.456,0.0178,0.125
BOK,0.86,0.0179,0.125
FBXO38-DT,-0.569,0.0178,0.125
LOC102723427,-0.35,0.0178,0.125
FAM76B,-0.844,0.0178,0.125
HEPN1,-0.605,0.0179,0.125
SET,0.1459006,0.0469,0.125
MOSPD1,0.16353527,0.0551,0.125
LIPF,-0.20352411,0.0554,0.125
OLR1,-0.4522877,0.047,0.125
ETHE1,-0.1797423,0.047,0.125
VPS9D1,-0.2000163,0.047,0.125
NDUFA3,-0.1693903,0.0471,0.125
PAFAH2,-0.1631415,0.0471,0.125
ZNF614,-0.19926063,0.0555,0.125
SLC35E1,0.14850622,0.0554,0.125
METAP1,-0.23252749,0.0556,0.125
GTF3C2,0.20238076,0.0557,0.125
LINC00052,-1.71,0.0178,0.125
KRT86,0.22023903,0.0556,0.125
DLK1,-0.5580457,0.0558,0.125
NIPBL,0.1572779,0.0477,0.126
PIERCE1,0.1231059,0.0477,0.126
RND1,0.689,0.018,0.126
RYK,0.1720392,0.0476,0.126
PLCB1,0.13265158,0.0561,0.126
GRAMD4,0.1501905,0.0478,0.126
CTSL,-0.1975768,0.0472,0.126
LILRP2,-0.1288677,0.0475,0.126
IFT88,-0.55,0.0181,0.126
MIR4804,-0.621,0.0181,0.126
TMEM253,-0.407,0.0182,0.126
PMP2,0.0973277,0.0474,0.126
LHX3,-0.23746946,0.0562,0.126
MED21,-0.27889695,0.0562,0.126
TRMO,0.1519923,0.0474,0.126
LINC02649,-0.481,0.018,0.126
PXDC1,-0.2329129,0.0472,0.126
TTC33,-0.709,0.018,0.126
DUSP3,-0.1813215,0.0481,0.127
SVIL,0.1643993,0.0479,0.127
FAM78A,0.769,0.0182,0.127
CACNA1C-AS4,-0.921,0.0182,0.127
GJB5,-0.1800208,0.0479,0.127
HNRNPA1,-0.808,0.0183,0.127
SGCA,-0.1629112,0.0483,0.127
MYL2,-0.12953421,0.0569,0.127
RGMA,0.595,0.0183,0.127
MKKS,0.20118881,0.0565,0.127
ZNF175,-0.1624424,0.0569,0.127
SCARNA3,-1.5,0.0182,0.127
SNORD91A,-1.02,0.0183,0.127
HTRA3,0.802,0.0182,0.127
DAXX,0.605,0.0184,0.127
SLC23A1,-1.36,0.0183,0.127
CUTA,0.22012114,0.0566,0.127
GATA4,-0.13114171,0.057,0.127
PITX3,-0.19535376,0.0567,0.127
ELF5,-0.32744664,0.0569,0.127
SEMA4F,0.19666221,0.0564,0.127
TSPAN9,0.786,0.0183,0.127
GSAP,0.29459103,0.0569,0.127
GAL3ST1,-0.687,0.0183,0.127
WDR74,0.20261278,0.0566,0.127
DLL1,0.602,0.0183,0.127
SNORA46,-1.03,0.0184,0.127
LOC102723704,-0.821,0.0182,0.127
ITIH4,-0.529,0.0185,0.128
FOSL1,0.655,0.0185,0.128
SLC11A1,0.722,0.0185,0.128
SNHG31,-0.679,0.0185,0.128
SLC25A38,0.17721487,0.0576,0.128
ABHD12,0.463,0.0185,0.128
CKB,-0.28187818,0.0575,0.128
CHRM3,-0.22137177,0.057,0.128
UGT2B15,-0.11917691,0.0573,0.128
FICD,0.37053144,0.0574,0.128
ZNF140,0.2218135,0.0487,0.128
MMP25,-0.1808077,0.0488,0.128
FBP2,-0.17123719,0.0573,0.128
KRT31,-0.12604011,0.0573,0.128
PCBP3,-0.1780723,0.0485,0.128
SLC7A6OS,0.609,0.0185,0.128
FXR1,-0.302,0.0186,0.128
PIN4,0.1313794,0.0485,0.128
KIDINS220,0.1569085,0.0486,0.128
RUFY3,-0.69,0.0186,0.128
MRPL3,0.20591474,0.0572,0.128
TPM2,-0.32944512,0.0576,0.129
ELF3-AS1,-0.68,0.0188,0.129
GORAB,-0.752,0.0189,0.129
GTF2F1,0.418,0.0187,0.129
RNF182,0.417,0.0189,0.129
RDH14,0.889,0.0187,0.129
TPPP2,-0.83,0.0187,0.129
BCR,-0.2074483,0.0491,0.129
CCN1,-0.6782881,0.0489,0.129
SAP25,0.2307035,0.0491,0.129
ABI3BP,-0.717,0.0188,0.129
WNT7A,-0.1866635,0.049,0.129
ATP8A2,0.38773447,0.0578,0.129
PSMD12,0.24201579,0.0578,0.129
WFIKKN1,0.531,0.0188,0.129
SNORA70E,-0.521,0.0189,0.129
TEX13A,-0.14571144,0.0576,0.129
LOC102723911,1.41,0.0187,0.129
GPBAR1,0.608,0.0187,0.129
FAF2,0.13743613,0.058,0.129
NTSR2,-0.16188867,0.0582,0.13
ZNF419,0.18217009,0.0586,0.13
MTAP,0.09270079,0.0586,0.13
CFAP44-AS1,-0.605,0.019,0.13
RHOT1,-0.23882076,0.0583,0.13
RNF170,-0.445,0.0189,0.13
ST6GALNAC5,0.22896318,0.0584,0.13
PAOX,-0.2034583,0.0498,0.13
DUSP21,-0.16304931,0.0584,0.13
PTPRM,0.396,0.019,0.13
OR52B6,-0.589,0.0189,0.13
RASSF5,0.496,0.0189,0.13
MYCNOS,-0.11600979,0.0584,0.13
GALR1,0.11318969,0.0585,0.13
TRAV13-1,0.1329066,0.0499,0.13
ZNF541,0.396,0.0189,0.13
ANKDD1A,0.797,0.0193,0.131
MICU2,-0.2496039,0.059,0.131
SHB,0.1293957,0.05,0.131
AFAP1L2,0.482,0.0192,0.131
MIR3134,-0.846,0.0193,0.131
SNORA31,-0.961,0.0194,0.131
TSPYL4,-0.473,0.0192,0.131
CPNE8,-0.438,0.0192,0.131
ITPR2,-0.558,0.0193,0.131
ELF1,0.2011447,0.0502,0.131
CAMK2A,-0.1926997,0.0502,0.131
KBTBD6-DT,-0.771,0.0193,0.131
SNORA64,-0.875,0.0193,0.131
PRMT9,-0.768,0.0192,0.131
NCAM1-AS2,0.395,0.0192,0.131
AIRIM,0.1660604,0.0503,0.131
SLC6A15,-0.09768524,0.059,0.131
SVBP,0.441,0.0191,0.131
EFCAB7,-0.841,0.0193,0.131
RAD51,0.09198604,0.0591,0.131
POP7,0.429,0.0191,0.131
ZNF335,-0.12803859,0.059,0.131
OPRPN,-0.16471155,0.0595,0.132
HTR7,-0.10947872,0.0595,0.132
MRS2,-0.22718469,0.0599,0.132
EDC3,0.19365391,0.0596,0.132
P2RX7,0.14168849,0.0597,0.132
DUOX2,0.22369621,0.0596,0.132
SALL2,0.1528127,0.0505,0.132
BAHCC1,-0.13672686,0.0597,0.132
PROSER1,0.1259713,0.0505,0.132
ATP5ME,0.36465726,0.0598,0.132
OR4A47,-0.651,0.0194,0.132
OGFRP1,-0.459,0.0195,0.132
CSN3,-0.15604701,0.0595,0.132
GNAL,-0.14624724,0.0593,0.132
RAB2A,-0.1413252,0.0507,0.132
GRIN2C,0.1915796,0.0505,0.132
CDK5R2,-0.1122626,0.0594,0.132
SMAD1-AS2,-0.642,0.0194,0.132
TTLL12,0.17453856,0.0597,0.132
HINT3,0.479,0.0196,0.133
HOXB13,-0.14411259,0.0601,0.133
DEFA4,-0.29127559,0.0601,0.133
ZHX1-C8ORF76,-0.738,0.0196,0.133
USP14,0.432,0.0197,0.133
CRLS1,-0.571,0.0196,0.133
PAX9,-0.13992575,0.0605,0.133
DPY19L1P1,-0.771,0.0197,0.133
DTD1-AS1,-0.717,0.0196,0.133
SECISBP2,-0.482,0.0197,0.133
CHCHD5,0.696,0.0197,0.133
PCDHA10,0.639,0.0197,0.133
ZBTB47-AS1,-0.839,0.0197,0.133
KIAA1328,-0.72,0.0197,0.133
USP16,-0.313,0.0198,0.133
PIK3CB,-0.355,0.0196,0.133
VPS8,0.23676467,0.0604,0.133
TLX3,-0.17067186,0.0603,0.133
MCOLN3,-0.25329336,0.06,0.133
EXO5,0.1030911,0.0513,0.133
RUBCN,0.14041013,0.0604,0.133
DUS4L,-0.1436485,0.0513,0.133
ABCG5,-0.13803988,0.0602,0.133
RAB21,-0.1894331,0.051,0.133
MIX23,-0.797,0.02,0.134
SMPD5,0.396,0.0199,0.134
CSNK1G3,0.1730723,0.0517,0.134
HIPK2,0.444,0.02,0.134
SLC60A2,-0.851,0.02,0.134
RTCB,0.23747421,0.0608,0.134
ESPL1,-0.4479836,0.0514,0.134
GUCA1B,-0.14234092,0.061,0.134
KCNV2,-0.11101311,0.0607,0.134
DHCR7,-0.2465584,0.0608,0.134
ABHD3,0.2248074,0.0606,0.134
STON1,-0.25010995,0.061,0.134
SERINC5,-0.31694924,0.0606,0.134
GRID2,-0.1949151,0.0518,0.134
KLHL24,0.21097974,0.0608,0.134
LRRC25,0.765,0.02,0.134
MCHR1,-0.12313288,0.0606,0.134
SLC44A4,-1.14,0.0199,0.134
SNORA3B,-1.54,0.0199,0.134
UBASH3B,0.877,0.0199,0.134
MMP15,0.677,0.0199,0.134
CFAP410,0.419,0.0201,0.134
RMND1,-0.3533028,0.0513,0.134
PGAM2,-0.18077726,0.061,0.134
CALCR,-0.464,0.0199,0.134
PER2,-0.25610911,0.0611,0.134
RAB11FIP4,-0.525,0.0201,0.135
CLCN3,0.1992641,0.052,0.135
WNT16,0.363,0.0203,0.135
REXO5,0.12471289,0.0614,0.135
VPS26A,0.1080212,0.0521,0.135
ICAM3,0.33247352,0.0617,0.135
LHX6,0.1587033,0.0521,0.135
COG5,0.1320602,0.0521,0.135
CTLA4,-0.12286967,0.0615,0.135
RHOT2,-0.1162132,0.0521,0.135
TNFSF4,-0.1748981,0.0521,0.135
SKP2,0.0990396,0.0522,0.135
IGFALS,-0.15058627,0.0613,0.135
C21ORF91,0.1754216,0.0524,0.135
CCDC25,-0.1474918,0.0524,0.135
OCRL,-0.1567811,0.0519,0.135
C10ORF88,-0.21755762,0.0617,0.135
PTPRH,0.15528107,0.0612,0.135
CAMKMT,0.15910365,0.0613,0.135
WAS,0.878,0.0201,0.135
KRT76,-0.2021268,0.052,0.135
NALF1-IT1,-0.483,0.0203,0.135
KCNF1,-0.1337159,0.0618,0.135
LZTS3,-0.1784607,0.0521,0.135
ITIH5,-0.2913448,0.0521,0.135
TUT1,-0.2402482,0.0519,0.135
RFPL3S,0.1642979,0.0625,0.136
ZGPAT,-0.5970109,0.0527,0.136
HNRNPU,-0.12799471,0.0624,0.136
ASIP,-0.17460605,0.0623,0.136
FAM114A1,0.3236394,0.0621,0.136
C11ORF16,-0.1720351,0.0525,0.136
GLT8D1,0.1581597,0.0525,0.136
HESX1,-0.1428604,0.0526,0.136
ITGB5,0.159392,0.0526,0.136
UBAP2L,0.326,0.0204,0.136
UPP2,-1.41,0.0203,0.136
KLHL7,0.1347721,0.0625,0.136
ACSM3,-1.13,0.0204,0.136
FABP6,-0.18622156,0.0621,0.136
LINC01706,-0.43,0.0204,0.136
CD5L,0.27453126,0.0622,0.136
NDC1,0.20555756,0.0623,0.136
KIF5A,-0.18555947,0.0623,0.136
SERPINB5,-0.11943492,0.0623,0.136
AKAP10,-0.1190526,0.0528,0.136
EPCAM,-1.23,0.0204,0.136
CIMIP6,-0.691,0.0205,0.136
CLHC1,-0.604,0.0204,0.136
OTOF,-0.11595029,0.0624,0.136
ST7-OT4,-0.718,0.0204,0.136
ATP4A,-0.158423,0.0619,0.136
PYY,-0.34572055,0.0621,0.136
RALBP1,-0.23978245,0.0623,0.136
BBIP1,0.18983444,0.0631,0.137
MIR4530,0.766,0.0206,0.137
CZIB,0.17631859,0.0627,0.137
PMCHL2,0.67,0.0207,0.137
PDAP1,0.713,0.0206,0.137
PODXL2,0.17690404,0.0627,0.137
OR2F2,-0.12494264,0.0626,0.137
MIR4469,0.598,0.0206,0.137
BMP8A,-0.21917522,0.0628,0.137
FXYD3,-0.21375768,0.0631,0.137
CTSO,0.1968773,0.0531,0.137
ZNF407,0.0819989,0.053,0.137
ERO1B,-0.1624102,0.0533,0.137
ATP2B2,-0.10435627,0.0631,0.137
VEZT,-0.539,0.0207,0.137
PLCD3,0.668,0.0207,0.137
HIGD1B,0.16656297,0.0629,0.137
FAM117A,-0.21185385,0.0631,0.137
SNORA68,-1.74,0.0207,0.137
MIR26A2,-0.516,0.0207,0.137
CD1B,0.5,0.0206,0.137
RNF133,-0.391,0.0205,0.137
CTTN,0.344,0.0207,0.137
PTGFR,-0.669,0.0207,0.137
CAMK1D,0.558,0.0205,0.137
PLCB2,0.655,0.0207,0.137
KDM4D,-0.11350365,0.0635,0.138
DIO3OS,-0.544,0.0209,0.138
LBX2-AS1,0.677,0.0208,0.138
ACTR6,-0.572,0.0209,0.138
MYO9A,-0.413,0.0209,0.138
KRT13,-0.10062013,0.0633,0.138
PYGM,0.593,0.0208,0.138
MTRFR,0.535,0.0209,0.138
UNC119,-0.28145812,0.0632,0.138
SRSF12,-0.743,0.0209,0.138
ADAM8,0.13594891,0.0634,0.138
FGF3,-0.12901018,0.0638,0.138
BNC2,0.29299951,0.0636,0.138
TRMT9B,0.1720892,0.0536,0.138
PRPH2,0.26594418,0.0637,0.138
ZNF143-AS1,-0.64,0.0209,0.138
OSM,-0.1875066,0.054,0.139
MYMK,0.408,0.0212,0.139
ARR3,-0.2127415,0.0539,0.139
MOCS3,-0.1901219,0.0542,0.139
LMTK2,0.1385866,0.0542,0.139
MMADHC,-0.1700128,0.0542,0.139
ETV3,-0.12945051,0.0642,0.139
ARID5B,-0.18315014,0.0645,0.139
CMAS,-0.26616187,0.0643,0.139
RABGAP1L-AS1,-0.532,0.021,0.139
UPK1A,0.747,0.021,0.139
SACK1E,0.585,0.0211,0.139
CITED1,-0.16956221,0.0639,0.139
GSDMB,0.29699927,0.064,0.139
UGT2B4,0.10381402,0.0639,0.139
CLOCK,-0.25507302,0.064,0.139
UBE3C,0.14156861,0.0641,0.139
SOX6,-0.772,0.0211,0.139
SMG1,0.12415655,0.0642,0.139
MIR4458HG,-0.723,0.021,0.139
MC5R,-0.15207452,0.0645,0.139
CDK17,-0.24284932,0.0646,0.14
CD6,-0.16223616,0.065,0.14
ZNF747,-0.13845443,0.0649,0.14
NOXO1,0.46,0.0213,0.14
PEX11B,0.17923635,0.0648,0.14
ADAM19,0.1558398,0.0545,0.14
NAGPA,0.23079942,0.0648,0.14
BRAF,-0.1388175,0.0547,0.14
C1ORF105,-0.28021983,0.0649,0.14
CNOT4,-0.1030141,0.0651,0.14
ZNF48,0.551,0.0213,0.14
PI4KA,0.392,0.0212,0.14
HES1,-0.3276106,0.0548,0.14
FAM227B,-0.364,0.0212,0.14
OR4C45,0.45,0.0212,0.14
ATP6V1G1,-0.1352957,0.0544,0.14
PHACTR4,-0.49263795,0.0648,0.14
NEMF,0.2456222,0.0548,0.14
CYP11B2,-0.3069979,0.0549,0.14
NAALADL1,0.594,0.0214,0.14
NDUFB1,-0.356,0.0214,0.14
NTF3,-0.2290352,0.0547,0.14
TOPORS,-0.2179595,0.0546,0.14
TIPRL,0.16437582,0.0646,0.14
ALDH1A2,0.2245762,0.0548,0.14
ABTB2,-0.1688473,0.0548,0.14
HNMT,-0.712,0.0213,0.14
PRDM4-AS1,-0.652,0.0213,0.14
ALKAL2,-0.475,0.0213,0.14
RNF32-AS1,-0.751,0.0213,0.14
RYR2,-0.11244083,0.0646,0.14
LY6G6D,-0.14313988,0.0655,0.141
LDAH,0.21575031,0.0655,0.141
HDGFL2,0.664,0.0215,0.141
SLX9,0.834,0.0215,0.141
MAGEA4,0.09364712,0.0653,0.141
AKAP3,-0.24836528,0.0656,0.141
CTDSP2,0.483,0.0215,0.141
POU3F1,-0.14978747,0.0658,0.141
CACNA2D2,-0.20258869,0.0656,0.141
IFNGR1,0.3048382,0.0552,0.141
RGL1,0.441,0.0214,0.141
SNORD116-21,-1.82,0.0216,0.141
PCDHA12,0.772,0.0215,0.141
GPR50,-0.1403799,0.0551,0.141
PNLIPRP2,0.0991385,0.055,0.141
CXXC1,0.468,0.0214,0.141
LINC01280,-0.307,0.0217,0.142
TBC1D9B,0.518,0.022,0.142
COLCA1,-0.592,0.0218,0.142
PLEKHA4,0.26566825,0.0658,0.142
MIR221,-1.04,0.0218,0.142
FMO1,-1.43,0.0219,0.142
SBF2-AS1,-0.636,0.0219,0.142
KRTAP12-4,0.485,0.022,0.142
KCNJ4,-0.10291503,0.066,0.142
SOCS3,-0.18746854,0.0658,0.142
KYAT3,-0.26968954,0.0659,0.142
KRT34,-0.15200003,0.0661,0.142
RHAG,-0.09215393,0.066,0.142
PCM1,-0.15774772,0.066,0.142
LY6D,-0.142528,0.0664,0.142
SMIM7,0.1613319,0.066,0.142
OPRM1,-0.09729946,0.066,0.142
MUC20,-1.17,0.022,0.142
SPTA1,-0.12675726,0.0663,0.142
ICMT,0.17564691,0.0659,0.142
BAHD1,0.856,0.0217,0.142
SNORA37,-0.887,0.0217,0.142
SLC30A4,0.747,0.0217,0.142
MYO10,0.69,0.022,0.142
LINC03099,0.518,0.0219,0.142
WDR27,-0.679,0.0219,0.142
ACSM5,-1.1,0.0217,0.142
DHX16,-0.130565,0.0554,0.142
HMGB3P1,0.2030338,0.0559,0.142
EIF1AD,0.681,0.022,0.142
SSBP4,0.683,0.022,0.142
CDKAL1,-0.788,0.0218,0.142
VPS37B,1.01,0.0217,0.142
HNF4G,-1.18,0.0218,0.142
ZNF12,0.2047486,0.0558,0.142
CHRNE,-0.1812242,0.0555,0.142
EMC10,0.509,0.0217,0.142
LUZP2,-0.21431814,0.0659,0.142
AZU1,-0.09430829,0.0669,0.143
EPHB6,0.19174185,0.067,0.143
SLC44A1,0.401,0.0221,0.143
TRIM66,-0.1565341,0.0563,0.143
SPEN,0.432,0.0221,0.143
POLQ,0.459,0.022,0.143
TRIB1,0.39746166,0.0668,0.143
SLC19A1,-0.10543985,0.0671,0.143
SORD,-1.17,0.0221,0.143
OSCP1,-0.737,0.0221,0.143
LOXL1-AS1,0.597,0.0222,0.143
FBXO31,-0.2088739,0.056,0.143
KIAA0586,0.11913554,0.0671,0.143
PAMR1,0.57081297,0.067,0.143
DGKG,-0.11519688,0.0667,0.143
LMTK1,-0.17246731,0.0671,0.143
HNRNPUL2,-0.1521568,0.0563,0.143
AGAP1,-0.2363343,0.0563,0.143
ZBTB14,-0.12105307,0.0669,0.143
TRIM48,-0.29585,0.0668,0.143
PSMA5,-0.14459198,0.0667,0.143
CSN2,-0.14451684,0.0669,0.143
ZSCAN23,-0.74,0.0221,0.143
SMNDC1,0.49,0.0223,0.144
AGFG1,0.1604833,0.0566,0.144
EP400P1,-0.534,0.0223,0.144
SCNM1,1.0,0.0223,0.144
RMND5A,-0.12549255,0.0677,0.144
CLUH,-0.1725163,0.0566,0.144
STRN,-0.14015545,0.0673,0.144
UBTD1,0.12843458,0.0672,0.144
MRPL44,-0.2276173,0.0569,0.144
S1PR4,0.779,0.0225,0.144
TOP1MT,0.595,0.0225,0.144
SLC47A1,-1.25,0.0224,0.144
HSPBP1,0.16623598,0.0672,0.144
LINC01485,-0.987,0.0224,0.144
LZTS1,0.605,0.0225,0.144
PRH2,-0.597,0.0225,0.144
CARMIL3,0.382,0.0224,0.144
CPT2,-0.2036822,0.0566,0.144
AADACL4,-0.798,0.0225,0.144
C1QTNF7-AS1,-1.25,0.0225,0.144
BRS3,-0.09454244,0.0673,0.144
KCNE2,-0.17316011,0.0679,0.144
MXRA5,0.70527623,0.0679,0.144
OXCT1,0.32477178,0.0679,0.144
CAND1,-0.20907906,0.0673,0.144
PIR,-0.35894595,0.0673,0.144
CHRNB1,-0.15357975,0.0674,0.144
PITRM1,0.22426347,0.0673,0.144
DENND6A,-0.434,0.0222,0.144
WDR25,0.26515991,0.0675,0.144
TRIM3,0.55,0.0223,0.144
MRPS21,-0.323,0.0223,0.144
TBXT,-0.16611976,0.0677,0.144
SOST,0.977,0.0227,0.145
WASHC3,-0.1632362,0.0574,0.145
UBE2R2,0.396,0.0228,0.145
MPND,0.665,0.0226,0.145
UPF3A,-0.2094871,0.0572,0.145
LIMK2,0.0976839,0.0573,0.145
PSG9,-0.13331304,0.0681,0.145
FAM168B,-0.1209146,0.057,0.145
AKR7A2,-0.2381449,0.0574,0.145
S100B,0.1659891,0.0571,0.145
KANSL2,0.1640699,0.057,0.145
MIR548B,-0.677,0.0228,0.145
B4GALT1,0.1490944,0.0575,0.145
LOC101926944,-0.413,0.0226,0.145
TRPS1,-0.818,0.0226,0.145
TGFBR2,0.487,0.0226,0.145
LINC01896,-0.424,0.0227,0.145
AKR1C3,-0.874,0.0229,0.145
IGKV6D-41,0.439,0.0226,0.145
SNORD114-17,-0.827,0.0229,0.145
ZBTB46,0.596,0.0226,0.145
IRF9,0.24255195,0.068,0.145
MIR1245B,-0.643,0.0227,0.145
MIR4742,-0.755,0.0226,0.145
TENT4A,0.461,0.0227,0.145
RALGAPA1,-0.509,0.0227,0.145
LINC01564,-0.388,0.023,0.146
LINC02870,-0.599,0.023,0.146
SNAI1,0.637,0.023,0.146
CTXN3,-1.47,0.023,0.146
TJP3,0.402,0.0229,0.146
EBF1,0.698,0.0231,0.146
NEFH,0.44661115,0.069,0.146
GBE1,-0.20777,0.058,0.146
MRGBP,-0.1687907,0.0579,0.146
ANKRD13C-DT,-0.2429348,0.0578,0.146
PELP1,-0.1574846,0.0579,0.146
EN2,-0.11446059,0.0687,0.146
SPIN4,-0.683,0.023,0.146
FDX2,0.777,0.023,0.146
SMIM1,-0.973,0.0229,0.146
MIR1200,0.627,0.0229,0.146
CLDN23,-0.352,0.0231,0.146
ACTR3C,-1.16,0.0231,0.146
OTUD6B-AS1,-0.36,0.023,0.146
DUSP8,0.643,0.0231,0.146
HM13,0.452,0.0229,0.146
OCA2,-0.1807244,0.0581,0.146
GNE,0.2296939,0.0579,0.146
METTL5,-0.28590712,0.0689,0.146
MBIP,-0.22877773,0.0688,0.146
TRBV10-2,-0.15204361,0.0688,0.146
TMEM223,0.22537082,0.069,0.146
ZDHHC8BP,0.15717168,0.0696,0.147
NDUFB6,0.21300017,0.0693,0.147
NEK9,-0.13704427,0.0692,0.147
OR2H1,-0.09966253,0.0696,0.147
PDS5A,0.140365,0.0692,0.147
LINC01364,-0.621,0.0232,0.147
PPP1CC,0.1809031,0.0583,0.147
DHDH,-0.945,0.0232,0.147
SNORA5C,-0.533,0.0232,0.147
SNORD42B,-1.11,0.0233,0.147
INO80E,0.46,0.0233,0.147
NELFA,0.539,0.0233,0.147
SIGLEC6,-0.09794902,0.0698,0.147
TCERG1,0.19097676,0.0692,0.147
LINC01940,-0.421,0.0235,0.147
AADAC,-0.15699567,0.0696,0.147
LOC102724234,-0.36,0.0234,0.147
PUS7L,0.1289788,0.0583,0.147
SNRNP35,0.25085973,0.0694,0.147
EEF1A2,-0.1137991,0.0693,0.147
MANBA,0.13381747,0.0691,0.147
RBMS3,0.259599,0.0583,0.147
PHTF2,0.1056137,0.0582,0.147
PHF20L1,0.0896444,0.0583,0.147
SNHG17,-0.1863257,0.0585,0.147
LINC01422,-0.936,0.0234,0.147
ALOX12B,-0.1877958,0.0583,0.147
ALOX15P1,-0.75,0.0232,0.147
PURB,0.385,0.0232,0.147
MICOS10P1,-0.928,0.0234,0.147
ATOH8,-0.583,0.0234,0.147
ZNF665,-0.2035708,0.0586,0.147
OTUD5,0.449,0.0232,0.147
XPC,0.434,0.0235,0.148
WNT5A,-0.3510672,0.0704,0.148
TRH,-0.17671176,0.0699,0.148
NCAN,-0.12349401,0.0699,0.148
CEMIP,0.1497795,0.0589,0.148
ORM1,-0.131642,0.0591,0.148
LEFTY2,-0.12675588,0.0703,0.148
TNFAIP3,0.24681811,0.07,0.148
HS2ST1,-0.17783091,0.07,0.148
NIPSNAP3B,-0.30782672,0.0699,0.148
GPC6,0.885,0.0235,0.148
MIR1250,-0.609,0.0236,0.148
LPAR4,0.13219465,0.0703,0.148
XXYLT1,0.631,0.0235,0.148
TRIM54,0.881,0.0235,0.148
H2BP1,0.884,0.0235,0.148
SYP,0.817,0.0237,0.148
THOC2,-0.424,0.0235,0.148
HERC5,0.2420702,0.059,0.148
UBE2V2,-0.1490023,0.07,0.148
ATP1A1-AS1,-0.527,0.0235,0.148
