gene,logFC,p_value,adj_p_value
METTL23,0.197,0.000722,0.00292
SELENOK,-1.481153,0.0012,0.00292
CDIPT,0.962302,0.0012,0.00292
SMAD5,-1.455377,0.0012,0.00293
AAAS,-0.274,0.000727,0.00293
MIR580,0.721277,0.00121,0.00293
ST13P4,0.315,0.00073,0.00294
LOC107986544,0.921,0.000729,0.00294
SULT1C3,-1.032977,0.00121,0.00294
GORAB,0.911121,0.00121,0.00294
LOC102724748,0.239,0.00073,0.00294
KRTAP10-1,-1.103867,0.00121,0.00294
COLGALT1,-0.356,0.00073,0.00294
FAM219B,-0.956253,0.00121,0.00294
SLC31A2,0.853018,0.00121,0.00294
PGBD2,0.951076,0.00121,0.00294
ZNF573,0.264,0.00118,0.00295
MIR183,-1.473744,0.00122,0.00295
KCNJ2,-0.579,0.000733,0.00295
LINC01934,-0.634,0.000733,0.00295
AP4B1,-1.448613,0.00122,0.00295
DEFB105A,-0.488865,0.00121,0.00295
COL9A1,0.754303,0.00122,0.00295
ATP5MJ,-1.477977,0.00122,0.00295
CASP14,-1.063285,0.00122,0.00295
LOC105371814,0.289,0.000732,0.00295
BOLA2B,0.732503,0.00122,0.00295
CHEK2,-0.863295,0.00122,0.00296
ACOT11,-1.545129,0.00122,0.00296
LRRC27,-0.284,0.000738,0.00296
ZNF888,-0.409,0.000738,0.00296
PXT1,-1.287229,0.00122,0.00296
FOXK1,0.591957,0.00123,0.00297
OR5M3,-1.029498,0.00122,0.00297
RAB5B,-0.233,0.00119,0.00297
LOC107985930,-0.499,0.000738,0.00297
VMA12,-0.782596,0.00123,0.00298
PROK2,-1.304417,0.00123,0.00298
LHB,-1.797857,0.00123,0.00298
MRPL17,-0.263,0.000741,0.00298
CLCNKB///CLCNKA,-0.223,0.0012,0.00298
SELM,-1.03638593,5.76e-05,0.0029817
SLC17A8,0.58767536,5.77e-05,0.0029817
SLC25A22,-0.762,0.000745,0.00299
LINC01712,0.517,0.000746,0.00299
ZNF529,0.168,0.0012,0.00299
B3GALNT2,0.765371,0.00123,0.00299
CCDC40,-0.415,0.000747,0.00299
LYSET,0.765556,0.00123,0.00299
METAP1,0.898534,0.00124,0.003
WDR20,0.836762,0.00124,0.003
ZNF155,0.676563,0.00124,0.003
TRAPPC3,-0.832531,0.00124,0.003
GCG,-0.111,0.00121,0.003
WWP2,-0.219,0.00121,0.003
PCMTD1,1.102746,0.00124,0.00301
LOC101928212,-0.426,0.00075,0.00301
HCG26,0.836499,0.00124,0.00301
KIR2DL2,0.76729,0.00125,0.00302
LTO1,-1.048058,0.00125,0.00302
STX17-DT,0.443,0.000755,0.00302
LOC100129534,-0.927639,0.00125,0.00302
SPATA20,-0.471,0.000758,0.00303
KCNK3,-0.201,0.00122,0.00303
ABCA10,0.762915,0.00125,0.00303
PCGEM1,-0.667172,0.00125,0.00303
RHOQ-AS1,-0.474,0.000758,0.00303
F2RL2,0.823388,0.00126,0.00304
RCC1,1.585161,0.00126,0.00304
FAM110C,1.132364,0.00126,0.00304
FGF22,-0.228,0.00122,0.00304
NUBP2,-0.299,0.00122,0.00304
WAKMAR2,-0.496,0.00076,0.00304
ZNF558,0.185,0.000762,0.00304
ZCWPW2,0.315,0.000762,0.00304
STPG3,-0.764,0.000761,0.00304
PLA2G4C-AS1,-0.56,0.000762,0.00304
SPRR2G,-0.918759,0.00126,0.00304
USP28,-0.969187,0.00126,0.00305
TLR9,-1.300388,0.00127,0.00305
HSFY2,0.692523,0.00126,0.00305
LINC02246,0.343,0.000763,0.00305
RRP1B,-0.312,0.00123,0.00306
LOC101927793,-0.824,0.000765,0.00306
NAA80,-0.551,0.000765,0.00306
CEACAM5,-0.155,0.00124,0.00306
CPNE2,-0.448,0.000767,0.00306
DHCR7,1.269387,0.00127,0.00306
ABLIM1,0.27637065,6.02e-05,0.0030666
SIGLEC8,-0.816,0.000771,0.00307
TLCD3A,-0.313,0.00077,0.00307
SPINK13,0.67,0.000769,0.00307
HACL1,0.256,0.000771,0.00307
CALB1,0.525,0.000769,0.00307
USP11,-0.339,0.000774,0.00308
NDUFB9,1.35736,0.00128,0.00308
FLNB,1.497161,0.00128,0.00309
MTRF1,0.186,0.000777,0.00309
PNPLA3,1.617418,0.00128,0.00309
SLC20A1,1.257178,0.00128,0.00309
KXD1,-0.16,0.00125,0.00309
TNNT3,-1.436201,0.00128,0.00309
LRRC49,0.156,0.00125,0.0031
CETN2,1.062613,0.00129,0.0031
MIR1298,-0.974933,0.00129,0.0031
JKAMP,0.771285,0.00129,0.0031
FBXO40,-1.824959,0.00129,0.0031
LOC339059,-0.852,0.00078,0.0031
NATD1,-0.366,0.000779,0.0031
ARHGAP26,0.15,0.00125,0.0031
THOC1,0.181,0.000778,0.0031
WDR46,-0.319,0.00078,0.0031
LINC00347,0.2933003,6.12e-05,0.0031006
LMF1,-2.227771,0.00129,0.00311
NCBP3,-1.758053,0.00129,0.00311
JPT2,-0.792781,0.00129,0.00311
BMAL1,-1.637546,0.00129,0.00311
LINC02535,1.09,0.000781,0.00311
MSLNL,-0.822351,0.0013,0.00312
SEPT10,0.404,0.00126,0.00312
SRSF6,0.46331478,6.23e-05,0.0031298
PGBD5,-0.333,0.00127,0.00313
ERV3-2,0.424,0.00127,0.00314
MAB21L2,-2.637766,0.00131,0.00314
HDAC5,0.628095,0.00131,0.00314
PRTN3,-0.937657,0.00131,0.00314
SUN3,-0.769013,0.00131,0.00314
HOMER1,0.393,0.00127,0.00314
DRGX,-0.762463,0.00131,0.00314
SOBP,-1.873248,0.00131,0.00315
DLL4,-0.618,0.000795,0.00315
HLA-DPB2,0.965839,0.00131,0.00315
PPY2P,-0.915816,0.00131,0.00315
MIRLET7BHG,-0.647,0.000794,0.00315
TSPAN15,-0.418,0.000795,0.00315
PTGES2,-0.546,0.000793,0.00315
ERICH3,0.592,0.000796,0.00316
LOC101927057///OMG,-0.193,0.00128,0.00316
ACTR6,-1.530581,0.00132,0.00316
LIN37,0.294,0.00128,0.00316
TCTEX1D2,-0.35247978,6.33e-05,0.0031689
LOC105373785,0.302,0.0008,0.00317
MIR770,-1.246115,0.00132,0.00317
MFF,1.36399,0.00132,0.00317
CSPG4P1Y,-0.216,0.00129,0.00317
LGSN,0.30300869,6.35e-05,0.003176
CCT6A2P,0.679921,0.00133,0.00318
WDR12,0.175,0.000804,0.00318
PAXIP1-AS2,0.152,0.000802,0.00318
IGHV3-33,-0.827,0.000804,0.00318
MRPL19,-0.452,0.00129,0.00318
DONSON,-0.323,0.00129,0.00318
CELA3B,-0.246,0.0013,0.00319
DPH7,-0.273,0.000805,0.00319
PRKG2,-0.26,0.00129,0.00319
LTB4R2,0.381,0.0013,0.00319
CD9,0.526,0.0013,0.00319
OR5K2,0.639981,0.00133,0.00319
CHEK1,0.600571,0.00133,0.00319
VEPH1,-1.768883,0.00133,0.00319
SLC15A5,0.702,0.000806,0.00319
SERPINC1,-0.361,0.0013,0.0032
NUDT4P2,0.295,0.000811,0.0032
SRF,-0.41,0.00081,0.0032
ZNF132,-0.738358,0.00133,0.0032
PRR7-AS1,-0.555,0.00081,0.0032
NPTXR,-0.749,0.000809,0.0032
CHTF8,1.224916,0.00133,0.0032
SLC24A2,-1.462356,0.00134,0.00321
COPS4,-1.440091,0.00134,0.00321
LOC101928701,0.708,0.000813,0.00321
KIRREL3-AS3,0.668533,0.00134,0.00321
CALN1,-1.530293,0.00134,0.00322
FPR2,-0.924,0.000817,0.00322
ALG14-AS1,0.534,0.000817,0.00322
MAP7D3,-0.184,0.00131,0.00322
LOC105374524,0.529,0.000818,0.00323
LOC105376281,-0.739,0.000821,0.00323
MKRN2,-0.255,0.00132,0.00324
GSTM2P1,0.815836,0.00135,0.00324
SNORD32A,-0.594,0.000822,0.00324
PHF23,-0.3,0.000823,0.00324
ANKS1B,-0.38,0.000821,0.00324
LOC101928625///MED21,0.483,0.00131,0.00324
NAPSB,-0.487,0.000824,0.00325
MIR1202,0.594881,0.00136,0.00325
MIR1909,1.066401,0.00136,0.00325
INTS4,0.169,0.000827,0.00325
NKAIN3-IT1,0.649,0.00083,0.00326
CDK5R2,-0.742864,0.00136,0.00326
IPO7,1.183537,0.00136,0.00326
KLHL21,-0.271,0.00133,0.00327
MRPS23,-1.25782,0.00137,0.00327
REX1BD,-0.639,0.000832,0.00327
NABP2,-0.232,0.00133,0.00328
D2HGDH,-0.489,0.000835,0.00328
LOC105377576,0.354,0.000836,0.00328
SLC4A3,-0.287,0.00133,0.00328
OR5AC2,-0.661385,0.00137,0.00328
NBPF14,0.227,0.000835,0.00328
ITPK1,0.758615,0.00137,0.00328
ODR4,0.18,0.000839,0.00329
LINC02666,0.508,0.000838,0.00329
DPY19L4,0.233,0.000838,0.00329
ATP7A,0.225,0.00134,0.00329
MRPL18,0.851429,0.00138,0.00329
ASCC1,-1.426961,0.00138,0.00329
CSE1L,1.167089,0.00138,0.0033
COQ5,0.216,0.00084,0.0033
LOC105369697,0.429,0.000842,0.0033
CPTP,-0.685,0.000844,0.00331
ARL2,-0.652,0.000846,0.00331
SLC6A17,-1.09656,0.00138,0.00331
AQP10,-1.869651,0.00139,0.00331
DHRS12,-0.990078,0.00139,0.00331
CCNE2,-0.957975,0.00138,0.00331
FAM204A,0.143,0.000844,0.00331
FAM167B,0.696619,0.00139,0.00331
ASPRV1,-1.55267,0.00139,0.00332
RBM33,0.161,0.000847,0.00332
FBXL13,0.359,0.000849,0.00332
FAM150B,-1.64735373,6.75e-05,0.0033208
SYTL4,0.60721526,6.76e-05,0.0033208
ZNF20,-1.34327,0.00139,0.00333
ADCY4,-0.496,0.000849,0.00333
CLDN9,-0.727,0.000852,0.00333
LOC107987361,0.477,0.000854,0.00334
RUNDC1,-0.175,0.000855,0.00334
IGHV5-51,-0.92,0.000853,0.00334
C11ORF80,-0.337,0.000855,0.00334
CEACAM8,-0.11,0.00136,0.00334
OR6W1P,-1.521547,0.00141,0.00335
HCFC2,0.693014,0.00141,0.00335
TYMSOS,-1.305487,0.00141,0.00335
LOC105373848,0.53,0.000857,0.00335
LOC105371472,0.622,0.00086,0.00336
HIST1H2BK,-0.68658981,6.91e-05,0.0033627
HLA-DQB1-AS1,-1.03,0.000863,0.00337
PAK6,-1.077662,0.00141,0.00337
SMIM32,-1.447732,0.00141,0.00337
HEY1,-0.449,0.000862,0.00337
TP53TG3,-0.864599,0.00142,0.00338
HSPA1L,-0.252,0.00138,0.00338
LOC102723407///IGHV4-31///IGHM///IGHG4///IGHG1///IGHA2///IGHA1,0.203,0.00138,0.00338
PGAM4,-0.50001262,7.07e-05,0.0033836
RNASE9,-1.372447,0.00142,0.00339
GALNS,-0.337,0.000868,0.00339
ENPEP,0.271,0.000868,0.00339
LRFN2,-1.570253,0.00142,0.00339
OR10C1,-0.206,0.00139,0.00339
ACPT,0.45168528,7.12e-05,0.0033973
SEP15,-0.35,0.00139,0.0034
BCAN-AS1,-1.21,0.000874,0.0034
IGKV3-11,-0.753,0.000874,0.0034
PITX3,-0.926755,0.00143,0.00341
A3GALT2,-1.503876,0.00144,0.00341
MYEOV,-0.665566,0.00143,0.00341
SLC35C2,-0.189,0.00139,0.00341
SPMAP2,0.660989,0.00143,0.00341
RBAK-RBAKDN,0.256,0.000875,0.00341
APOA1-AS,-0.507,0.000876,0.00341
LOC105376718,-0.559,0.000875,0.00341
HLA-L,-0.413,0.000875,0.00341
C2ORF27A,-0.22,0.0014,0.00342
MIS12,-0.511,0.0014,0.00342
CCZ1P-OR7E38P,0.223,0.000878,0.00342
PRKCZ,0.769075,0.00144,0.00342
LINC01391,-0.2080982,7.21e-05,0.0034252
MATN2,-1.009091,0.00144,0.00343
NSMF,-0.484,0.000883,0.00343
SRY,-1.589375,0.00144,0.00343
SLC22A9,1.311573,0.00145,0.00344
THAP12,0.334,0.00141,0.00344
NUDT4B,0.29,0.000886,0.00344
LOC101928338,1.32,0.000889,0.00345
IMMP2L,0.267,0.000888,0.00345
CIB1,-0.347,0.000889,0.00345
LOC107984433,0.462,0.000891,0.00346
C2CD4D-AS1,-1.431593,0.00146,0.00346
LRP2,-0.155,0.00142,0.00347
DSTN,-0.37676042,7.39e-05,0.00347
SSB,1.104986,0.00146,0.00347
COMMD1,0.149,0.000894,0.00347
RABGEF1,0.874582,0.00146,0.00347
UBR5,0.159,0.000898,0.00348
MRGBP,-0.194,0.00143,0.00348
LOC107985690,-0.635,0.000897,0.00348
OR13C9,0.802,0.000898,0.00348
VANGL2,-0.647,0.000899,0.00348
C2ORF16,0.387,0.0009,0.00348
FAM199X,0.672052,0.00147,0.00348
HTRA3,0.738007,0.00147,0.00348
LURAP1,-1.404888,0.00146,0.00348
SNORA3A///RPL27A,0.203,0.00143,0.00349
THAP11,-0.346,0.000901,0.00349
BCAR3-AS1,0.316,0.0009,0.00349
BLOC1S1,1.711842,0.00147,0.00349
ATXN1-AS1,0.283,0.000902,0.00349
SYT9,0.292,0.000903,0.00349
ANKRD13B,-0.644,0.0009,0.00349
BORCS7,-0.47176766,7.48e-05,0.0034959
SUN2,0.40431352,7.47e-05,0.0034959
YJEFN3,-2.096925,0.00148,0.0035
TBCCD1,-0.41,0.00144,0.0035
LOC107985917,0.315,0.000906,0.0035
RYR1,0.73597,0.00148,0.00351
TMC3,0.6,0.000908,0.00351
WDR75,0.177,0.000907,0.00351
RALGAPA1,0.193,0.000908,0.00351
DSERG1,0.305,0.00144,0.00351
STK17A,0.66,0.00144,0.00351
DNAJC8,0.357,0.00144,0.00351
TRPM5,-0.864837,0.00148,0.00351
ARID2,-0.948433,0.00148,0.00351
ABCA13,-1.107819,0.00148,0.00352
KIAA1586,0.197,0.000916,0.00353
MEF2C-AS2,-0.57,0.000914,0.00353
OR14J1,-1.546121,0.00149,0.00353
MKRN3,-0.81636,0.00149,0.00353
RPS26P11,-0.577,0.000916,0.00353
GNPTG,-0.448,0.000916,0.00353
FAM185BP,0.278,0.000913,0.00353
MKX,0.783441,0.00149,0.00353
COQ6,0.249,0.000917,0.00354
ARHGAP29,0.177,0.000919,0.00354
OR4N4,0.564765,0.0015,0.00354
SNX14,0.81244,0.0015,0.00354
SMTNL2,-0.60406,0.0015,0.00354
MOGAT3,1.020613,0.00149,0.00354
LOC102723769,0.591,0.00092,0.00355
TIGD2,0.285,0.000921,0.00355
FAM186B,-1.057671,0.0015,0.00355
SAMM50,-1.331434,0.0015,0.00355
ZNF682,-2.032172,0.0015,0.00355
ACOT4,1.056987,0.0015,0.00356
MIR1258,0.604457,0.0015,0.00356
LOC102723639,0.56,0.000924,0.00356
LINC00115,0.171,0.00146,0.00356
SEPT1,-0.20676072,7.81e-05,0.0035687
REG3A,0.747293,0.00151,0.00357
ZNF280C,0.578351,0.00151,0.00357
CDKL5,0.904414,0.00151,0.00357
IL10RB,-1.59132,0.00151,0.00357
TRIM32,0.293,0.00147,0.00358
IMPG2,-0.218,0.00147,0.00358
FAM47E-STBD1///FAM47E///STBD1,0.425,0.00147,0.00358
PABPC3,0.219,0.00147,0.00358
FBXL14,0.707068,0.00152,0.00358
RPS19BP1,-0.45,0.00093,0.00358
LOC105369509,0.45,0.000933,0.00359
BORCS6,-0.632,0.000934,0.00359
ACTR3C,0.309,0.000934,0.00359
EIF5B,0.23938188,7.94e-05,0.0035904
GOLGA2P6,-1.808831,0.00153,0.0036
SF3A2,-0.608,0.000938,0.0036
ARRDC5,-0.56,0.000937,0.0036
ZNF620,0.208,0.000936,0.0036
CFAP299,0.596863,0.00153,0.00361
PLGRKT,0.817541,0.00153,0.00361
NUDT2,-1.225254,0.00153,0.00361
CINP,-0.176,0.00149,0.00361
RAVER1,-0.48,0.00094,0.00361
RRN3,0.884986,0.00153,0.00361
TRAV12-2,-0.228,0.00149,0.00362
FHAD1,-0.53517,0.00154,0.00362
ZBTB48,1.140709,0.00154,0.00362
IGF2BP3,-0.783249,0.00154,0.00362
PDILT,-0.97537,0.00153,0.00362
H2BC15,-0.586,0.000946,0.00363
IGHV3-48,-0.848,0.000946,0.00363
USP5,-0.381,0.000949,0.00363
LOC105373225,0.856,0.000949,0.00364
BUD13,-0.637487,0.00154,0.00364
SAMD14,-0.810688,0.00154,0.00364
LINC00467,0.238,0.00095,0.00364
CNTNAP3,1.028719,0.00155,0.00364
NUS1,0.725209,0.00155,0.00364
NRARP,-0.688,0.000955,0.00365
LOC100996740,-0.416,0.000954,0.00365
KIAA1217,0.182,0.000954,0.00365
LOC100996379,0.414,0.000955,0.00365
DENR,-0.914412,0.00155,0.00365
CRISPLD1,-1.387529,0.00156,0.00366
C8ORF58,-0.361,0.000957,0.00366
CBLN4,0.708,0.000957,0.00366
LOC101927538,0.493,0.000956,0.00366
DACH2,-1.209902,0.00156,0.00367
SSR4,-0.317,0.00151,0.00367
ALPPL2,-0.224,0.00151,0.00367
SOX21,-0.241,0.00152,0.00367
SNAP91,-0.182,0.00151,0.00367
SMPX,-0.145,0.00152,0.00368
LOC107984218,0.608,0.000963,0.00368
CFAP276,0.685,0.000963,0.00368
DDIT4L,-1.969809,0.00156,0.00368
LOC107985046,0.389,0.000968,0.00369
LOC441601,-0.132,0.00153,0.00369
DDX5,-0.221,0.000968,0.00369
FSBP,0.307,0.000967,0.00369
RTF1,-1.231531,0.00157,0.00369
OVCA2///DPH1,-0.184,0.00153,0.0037
PRKCDBP,0.28,0.00153,0.0037
SAP25,-0.7,0.000969,0.0037
ANKRD24,0.58150262,8.32e-05,0.0037049
PSMD8,-0.262,0.00153,0.00371
MIR6743///RIC8A,0.174,0.00153,0.00371
ZC3H8,0.236,0.000972,0.00371
CORO2B,-0.45,0.000973,0.00371
CEP95,0.217,0.000974,0.00371
ZNF202,-0.944546,0.00158,0.00371
DIDO1,1.500436,0.00158,0.00371
PRB1,-0.403,0.00154,0.00372
SPANXA1,-0.956404,0.00158,0.00372
REP15,-0.972403,0.00158,0.00372
PRKCE,-0.194,0.00154,0.00372
IGHV3-23,-0.781,0.00098,0.00373
CHN2-AS1,0.432,0.00098,0.00373
HIF1A-AS2,-0.494,0.000978,0.00373
CCDC102A,-2.221723,0.00159,0.00373
RPL10,-0.348,0.000979,0.00373
RP1L1,-0.854236,0.00159,0.00374
HSDL2-AS1,0.272,0.000981,0.00374
RNR1,-1.41,0.000984,0.00374
COX5A,-0.295,0.00155,0.00374
MGAT4C,0.117,0.00155,0.00374
C12ORF29,0.227,0.000984,0.00374
UBQLN2,0.182,0.000983,0.00374
CLCA2,0.115,0.00155,0.00375
PLRG1,0.779163,0.0016,0.00375
NUDT16-DT,0.451,0.000984,0.00375
MRPS7,-1.331883,0.0016,0.00375
HEXA-AS1,0.429,0.000985,0.00375
ASB15,0.902,0.000987,0.00375
TAAR1,0.604669,0.0016,0.00375
SAMD10,-0.595,0.000988,0.00376
MSANTD2,0.498,0.00156,0.00376
RAD51AP2,0.508,0.000991,0.00376
CACTIN-AS1,-0.772,0.000988,0.00376
UBN2,0.206,0.000989,0.00376
TTC41P,0.392,0.00099,0.00376
KCNS2,-1.063401,0.00161,0.00377
ATIC,-0.278,0.00156,0.00377
ECT2L,0.477,0.000992,0.00377
CHAC1,-0.511,0.00157,0.00378
MSRA,-0.366,0.00157,0.00378
GEMIN2,-1.596187,0.00161,0.00378
LOC107987267,0.609,0.000997,0.00378
PAXBP1-AS1,0.23,0.000996,0.00378
ADGRD1,-0.651,0.000996,0.00378
OR8H3,-0.71428,0.00161,0.00378
LOC105373349,0.504,0.000998,0.00379
LOC105372926,0.508,0.001,0.00379
RNF32,0.263,0.001,0.00379
MC1R,-1.033726,0.00161,0.00379
SKAP1-AS2,-0.712,0.000999,0.00379
REREP3,0.537,0.001,0.00379
FAM126B,0.44804318,8.67e-05,0.0037922
SCEL,-0.81873,0.00162,0.0038
ZNF317,-0.157,0.001,0.0038
LOC105370823,0.438,0.001,0.0038
IGHV3-21,-0.828,0.001,0.0038
MIGA2,1.498653,0.00162,0.0038
HOXB9,-1.541415,0.00162,0.0038
ZBTB21,0.62383765,8.71e-05,0.0038009
SH3KBP1,-0.39521079,8.75e-05,0.0038078
ARPIN-AP3S2,0.205,0.00101,0.00381
ZNF282,-0.422,0.00101,0.00381
LOC102725292///DTX2,-0.323,0.00158,0.00381
GRTP1,-0.232,0.00158,0.00381
INGX,0.497961,0.00163,0.00381
OLA1,-1.376209,0.00164,0.00383
CDK7,0.702649,0.00164,0.00383
SMYD1,-1.441357,0.00163,0.00383
GAL3ST3,-1.961612,0.00164,0.00383
NMUR1,-1.393879,0.00164,0.00383
SORL1-AS1,0.422,0.00102,0.00384
MIR5706,0.652,0.00102,0.00384
LOC107987103,0.595,0.00101,0.00384
OR5H2,-1.120286,0.00164,0.00384
BTN2A3P,-0.168,0.00159,0.00384
ADH7,0.664,0.00102,0.00384
SLC38A2,0.65764114,8.96e-05,0.0038471
MIR219A2,-1.692516,0.00165,0.00385
RAB11FIP3,-0.357,0.0016,0.00385
LRP1B,-0.966387,0.00165,0.00386
MEIOC,-0.821532,0.00165,0.00386
CLYBL-AS2,0.487,0.00103,0.00387
TPM1-AS,-0.572,0.00103,0.00387
TOMM20L-DT,0.449,0.00103,0.00387
RBSN,0.32704547,9.08e-05,0.003874
FZD2,-1.333648,0.00166,0.00388
CDHR3,0.481,0.00103,0.00388
LINC01599,-1.634689,0.00166,0.00388
ZNF502,0.289,0.00103,0.00388
CCZ1B///CCZ1,-0.341,0.00162,0.00389
VSTM5,0.57,0.00103,0.00389
ATG10,-0.159,0.00162,0.0039
MPV17L2,-0.636,0.00104,0.0039
PSMD6-AS2,0.333,0.00104,0.0039
TJP3,-0.5,0.00104,0.0039
CCBE1,-0.742165,0.00167,0.0039
IFT172,-0.28214201,9.23e-05,0.0039065
SEPP1,-0.171,0.00163,0.00391
ZNRF2,1.28675,0.00168,0.00391
KATNB1,-0.606,0.00104,0.00391
ZBTB8OS,-0.23416779,9.27e-05,0.0039146
ZNF776,0.162,0.00104,0.00392
PRRC2B,-0.269,0.00104,0.00392
GAPT,-0.501,0.00104,0.00392
DHX57,-0.19,0.00163,0.00392
SNX21,-0.213,0.00105,0.00393
LMAN1L,-0.17,0.00164,0.00393
TTC26,-0.149,0.00163,0.00393
SRP54-AS1,0.356,0.00105,0.00394
LCN12,-0.586,0.00105,0.00394
PRR18,1.421695,0.00169,0.00394
HNRNPCL1,-0.881586,0.00169,0.00394
MRE11A,0.292,0.00164,0.00394
B4GALT2,-0.274,0.00164,0.00394
RBM23,-0.205,0.00164,0.00394
RPA1,0.25,0.00164,0.00394
LOC101928760,0.16953955,9.39e-05,0.0039443
CYB5R1,0.31960002,9.43e-05,0.0039451
AIPL1,-1.195607,0.0017,0.00396
SNORD105,0.846191,0.0017,0.00396
CAPSL,0.563523,0.0017,0.00397
TRAPPC2L,0.269,0.00166,0.00397
TRIM23,-0.248,0.00165,0.00397
ZBED8L,-0.84248,0.0017,0.00397
TMPO,0.635333,0.00171,0.00398
LOC101929418,0.59,0.00106,0.00398
LOC100132287,-0.514,0.00106,0.00398
HYPK,-0.886289,0.00171,0.00398
GABRA2,-1.143535,0.00171,0.00399
LOC107984234,-0.589,0.00107,0.00399
PCDHB15,0.587762,0.00172,0.004
AFDN,0.33,0.00167,0.004
GPN1,0.248,0.00167,0.004
ERLIN1,-0.345,0.00167,0.004
FCF1,0.166,0.00107,0.00401
LOC112268219,-0.506,0.00107,0.00401
MRPL40,0.648647,0.00172,0.00401
HDHD5,-0.319,0.00107,0.00401
RGS7,1.55,0.00107,0.00401
SP1,0.167,0.00108,0.00402
LOC101929643,0.535,0.00108,0.00402
OR8U9,-0.882247,0.00173,0.00402
FAM209A,-1.0378,0.00173,0.00402
LOC105377177,1.27,0.00107,0.00402
LOC107984459,0.386,0.00108,0.00402
LOC646938,0.27427039,9.71e-05,0.0040246
OR1S2,0.16825772,9.8e-05,0.0040286
INTS6,0.876375,0.00173,0.00403
MIR548M,0.489499,0.00173,0.00403
RNF2,0.576167,0.00173,0.00403
LIN7A,0.811919,0.00173,0.00403
SRRM2,0.269,0.00169,0.00404
GOLGA8N,0.307,0.00169,0.00404
HCRT,-0.167,0.00169,0.00404
DEFB132,-0.745605,0.00174,0.00404
SNCB,-0.572905,0.00174,0.00404
ZYG11B,0.277,0.00108,0.00405
MYCBP2,0.168,0.00109,0.00406
ZNF749,0.640751,0.00175,0.00406
RPLP0,1.997481,0.00175,0.00406
GON7,0.962073,0.00175,0.00406
FYB2,0.3,0.00109,0.00406
LOC101927073,0.536,0.00109,0.00406
ZNF567-DT,0.343,0.00109,0.00406
ZNF768,-0.341,0.00109,0.00406
LINC02982,-0.743,0.00109,0.00407
TOM1,-0.493,0.00109,0.00407
MVD,-0.844,0.00109,0.00407
XKR6,-1.163338,0.00175,0.00407
LOC105378519,0.293,0.00109,0.00407
SHROOM2,-0.33,0.00171,0.00408
KRAS,0.187,0.00109,0.00408
CALCB,-0.854156,0.00175,0.00408
BTNL9,-0.443,0.0011,0.00409
ACPP,-0.131,0.00171,0.00409
IGLV3-10,-1.16,0.0011,0.00409
ZMYM4-AS1,0.223,0.0011,0.00409
BMX,0.622185,0.00176,0.00409
KIAA1211L,-0.60713413,0.000101,0.0040902
SLC15A1,-0.31728211,0.000101,0.0040902
ARHGEF15,-0.1955047,0.000102,0.0040991
SLC24A3-AS1,-0.762655,0.00177,0.0041
FEV,-0.239,0.00172,0.0041
KIAA1107,0.21,0.0011,0.0041
RUNX3-AS1,-0.592,0.0011,0.0041
LINC01144,0.434,0.0011,0.00411
PABPC4L,-1.088709,0.00177,0.00411
LDLRAD3,-0.405,0.00111,0.00411
LOC105379263,0.584,0.00111,0.00412
TJAP1,-0.287,0.00111,0.00412
ZBTB7C,0.824709,0.00177,0.00412
RB1CC1,-0.998163,0.00177,0.00412
ZNG1E,1.271173,0.00178,0.00412
LOC107986187,0.434,0.00111,0.00413
CLDN1,1.634569,0.00178,0.00413
MIR653,-0.703422,0.00178,0.00413
GLRX5,0.271,0.00111,0.00413
ZNF117,0.309,0.00173,0.00413
KBTBD8,0.696119,0.00178,0.00413
ANGPT2,0.431,0.00173,0.00413
RNF186,-0.163,0.00173,0.00413
MCHR2,-0.699642,0.00179,0.00414
SIGLEC17P,-1.443472,0.00179,0.00414
PAFAH1B2,0.573913,0.00178,0.00414
LOC105379272,0.514,0.00112,0.00415
PAN3,0.95951,0.00179,0.00415
RPAP2,0.205,0.00112,0.00416
KIR3DS1,-0.18,0.00174,0.00416
CTR9,0.815329,0.0018,0.00417
FAAP20,-0.807611,0.0018,0.00417
DEFB115,-0.853116,0.0018,0.00417
PLK4,-0.438,0.00112,0.00417
DSCR9,-0.666783,0.0018,0.00417
TTC3,0.45791841,0.000106,0.0041766
TBC1D3C,0.738152,0.00181,0.00418
GOT2,0.397,0.00175,0.00418
LMNTD1,-1.248641,0.0018,0.00418
CNTN2,-0.197,0.00175,0.00418
FAM53C,-0.239,0.00113,0.00419
CSGALNACT2,0.469,0.00176,0.00419
GPBAR1,-0.760769,0.00181,0.00419
RCOR2,-0.721311,0.00181,0.00419
WFDC8,-1.042142,0.00181,0.00419
PPP2CA,-1.248986,0.00181,0.00419
SNORA19,0.626677,0.00182,0.0042
ATOSB,-0.345,0.00113,0.0042
PLK1,-0.473,0.00113,0.0042
GCNT7,-1.151396,0.00182,0.0042
SMIM14,0.311,0.00114,0.00421
ANKIB1,0.9945,0.00182,0.00421
PQLC2,-0.223,0.00177,0.00421
IGHV3-11,-0.868,0.00114,0.00422
DEFB130A,0.649908,0.00183,0.00422
SNORD88B,0.844484,0.00184,0.00424
HIST1H2AG,-0.225595,0.000109,0.0042422
MPND,1.241063,0.00184,0.00425
SLITRK2,0.713799,0.00184,0.00425
TRIM8,-0.294,0.00115,0.00425
COX10,-1.489035,0.00184,0.00426
