gene,logFC,p_value,adj_p_value
RGS12,-0.724,7.85e-16,3.39e-14
LOC220077,-0.714,7.92e-16,3.41e-14
COL6A3,1.84,8.14e-16,3.5e-14
NDST1,-0.949,8.37e-16,3.59e-14
CAPG,-1.99,1.46e-17,3.59e-14
IL10RA,1.25,8.82e-16,3.78e-14
ZCCHC24,-1.05,9.21e-16,3.93e-14
CD2,1.48,9.47e-16,4.03e-14
EIF3D,0.856,9.51e-16,4.04e-14
TRIP6,0.867,9.62e-16,4.08e-14
SAA2-SAA4///SAA2///SAA1,-3.52,9.68e-16,4.08e-14
FGG,-0.623,9.95e-16,4.19e-14
IGFBP3,1.35,1.02e-15,4.3e-14
IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1,2.6,1.03e-15,4.31e-14
GLYR1///SEPT6,1.04,1.04e-15,4.34e-14
BMS1P20,2.42,1.04e-15,4.34e-14
MSTO2P///MSTO1,-0.897,1.05e-15,4.36e-14
LOC101930591///FAM21A///FAM21C,0.968,1.06e-15,4.41e-14
SNORD103A,3.307325,1.84e-16,4.47e-14
KLRB1,1.66,1.08e-15,4.48e-14
LAMB1,1.64,1.09e-15,4.52e-14
SLC29A3,-0.651,1.1e-15,4.55e-14
N4BP2L2,0.954,1.12e-15,4.61e-14
CRIM1,2.41981,1.94e-16,4.68e-14
PRG4,-2.13,1.15e-15,4.72e-14
SNORD66,2.575344,2.01e-16,4.76e-14
SNORD21,4.55095,2e-16,4.76e-14
RPL12,4.918698,2.02e-16,4.76e-14
TIPARP,1.69,1.17e-15,4.79e-14
AGBL4,-4.803311,2.06e-16,4.8e-14
PTPRF,-1.25,1.17e-15,4.81e-14
CLPB,-0.76,1.24e-15,5.09e-14
ORM1,-0.687,1.24e-15,5.09e-14
SEPT7,0.954,1.3e-15,5.29e-14
PRDX2,3.099289,2.35e-16,5.36e-14
SNORA50A,4.092221,2.35e-16,5.36e-14
C10ORF10,2.01,1.32e-15,5.38e-14
MIR3652///HSP90B1,-0.925,1.34e-15,5.46e-14
SNORA38B,2.582775,2.42e-16,5.47e-14
ASAH1,0.754,1.36e-15,5.51e-14
PROCR,0.99,1.37e-15,5.54e-14
PBX1,1.14,1.4e-15,5.64e-14
C7ORF26,-0.558,1.41e-15,5.69e-14
ARHGEF3,1.42,1.42e-15,5.7e-14
SP110,1.25,1.43e-15,5.74e-14
RNASE1,1.54,1.47e-15,5.89e-14
DHODH,-1.8,1.48e-15,5.9e-14
TCEA1,2.466142,2.66e-16,5.97e-14
RNY1,5.442742,2.7e-16,6.01e-14
NPIPA1,2.553086,2.78e-16,6.13e-14
SNORD12,4.527002,2.8e-16,6.13e-14
ZNF83,1.69,1.58e-15,6.29e-14
SEPTIN10,2.996683,3.08e-16,6.7e-14
GAMT,2.523059,3.17e-16,6.84e-14
RNU6-1,2.908963,3.41e-16,7.31e-14
MAN1A1,-1.1,1.86e-15,7.38e-14
GYPB,-0.466,1.87e-15,7.44e-14
CADM3-AS1,-0.705,1.94e-15,7.69e-14
VPS35,0.82,1.95e-15,7.69e-14
LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH,1.89,1.94e-15,7.69e-14
ARHGEF6,0.988,1.95e-15,7.7e-14
BLMH,3.313178,3.62e-16,7.71e-14
ACSM5,3.34874,3.67e-16,7.76e-14
TMSB4X,0.861,2e-15,7.87e-14
KLC1,0.912,2.1e-15,8.24e-14
SNORD59A,3.626392,3.98e-16,8.35e-14
CD37,1.35,2.16e-15,8.43e-14
COL6A2,1.59,2.15e-15,8.43e-14
IGHV3-23///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH,2.33,2.18e-15,8.5e-14
IFITM2///IFITM1,1.41,2.24e-15,8.74e-14
SLC25A42,3.527344,4.24e-16,8.77e-14
FSTL1,1.43,2.27e-15,8.81e-14
CLEC11A,1.07,2.28e-15,8.84e-14
PZP,-1.93,2.35e-15,9.1e-14
GPR27,-0.738,2.37e-15,9.18e-14
ABCA5,-1.19,2.41e-15,9.29e-14
PARVA,0.74,2.41e-15,9.29e-14
USPL1,3.076497,4.54e-16,9.3e-14
MIA2,2.684317,4.56e-16,9.3e-14
DOCK2,1.06,2.45e-15,9.41e-14
MMACHC,-1.12,2.46e-15,9.44e-14
GNAO1,4.761707,4.71e-16,9.55e-14
CA5B,-0.81,2.52e-15,9.64e-14
LYVE1,3.265328,4.9e-16,9.85e-14
CDH1,1.12,2.6e-15,9.92e-14
PPIB,-0.918,2.6e-15,9.92e-14
IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1,1.92,2.62e-15,9.98e-14
FHL2,1.69,2.63e-15,9.99e-14
SNF8,-0.657,2.68e-15,1.01e-13
HECA,0.997,2.65e-15,1.01e-13
FNBP1,0.879,2.71e-15,1.02e-13
GSAP,3.43267,5.13e-16,1.03e-13
CLEC2B,1.52,2.84e-15,1.07e-13
BAAT,4.163877,5.47e-16,1.09e-13
CRYZL1,1.2,2.96e-15,1.11e-13
CRPPA,2.942257,5.63e-16,1.11e-13
TMEM45A,3.250107,5.73e-16,1.12e-13
UBE2H,3.152923,5.84e-16,1.14e-13
DPYSL2,1.33,3.09e-15,1.16e-13
SPOCK2,0.869,3.17e-15,1.18e-13
S100A4,-1.22,5.87e-17,1.18e-13
CCDC69,-1.43,3.18e-15,1.18e-13
VGLL4,0.829,3.17e-15,1.18e-13
CLEC7A,1.49,3.28e-15,1.22e-13
HAX1,1.862676,6.49e-16,1.25e-13
SIRT3,-0.627,3.37e-15,1.25e-13
GPM6A,1.9,3.42e-15,1.26e-13
HOXB5,-0.71,3.45e-15,1.27e-13
FAM60A,1.21,3.45e-15,1.27e-13
TMEM243,1.44,3.45e-15,1.27e-13
EMC9,-0.762,3.56e-15,1.3e-13
RASGRP1,1.72,3.7e-15,1.35e-13
SRP14,3.016869,7.06e-16,1.36e-13
SUGP2,0.774,3.78e-15,1.37e-13
SNORD58B,2.376384,7.26e-16,1.39e-13
PRAMEF33,-3.63,7.74e-17,1.43e-13
JAG1,1.93,3.93e-15,1.43e-13
ADGRG6,3.384044,7.61e-16,1.44e-13
GSTA2,4.431626,7.66e-16,1.44e-13
CFHR3,3.29036,7.84e-16,1.47e-13
PPP2R5C,5.138874,8.11e-16,1.51e-13
SHC1,2.767393,8.31e-16,1.54e-13
CSGALNACT1,1.38,4.28e-15,1.55e-13
TOR1AIP2,3.389797,8.77e-16,1.61e-13
SNORA14A,3.594949,9.05e-16,1.65e-13
RNA5-8SN1,-3.4,9.82e-17,1.67e-13
GMNN,1.72,4.72e-15,1.7e-13
HSPA5,-1.03,4.81e-15,1.72e-13
PTN,1.3,4.78e-15,1.72e-13
ALDH8A1,2.606868,9.62e-16,1.74e-13
PPP1R1A,-1.94,4.99e-15,1.79e-13
GOLM1,1.65,5.04e-15,1.8e-13
SCARNA10,2.561381,1.03e-15,1.85e-13
CEPT1,2.791438,1.05e-15,1.88e-13
ZNF507,-0.789,5.29e-15,1.89e-13
NXF1,1.05,5.3e-15,1.89e-13
CTH,2.776213,1.07e-15,1.91e-13
STON1,1.54,5.43e-15,1.93e-13
SLAMF8,1.28,5.44e-15,1.93e-13
TUBA1A,1.43,5.53e-15,1.96e-13
UBD,-1.9,1.26e-16,1.99e-13
NRTN,-1.4,5.68e-15,2e-13
SNORA60,4.334231,1.17e-15,2.07e-13
EMP1,3.06,5.93e-15,2.09e-13
SAT1,1.07,5.97e-15,2.1e-13
MACROH2A1,2.333058,1.2e-15,2.11e-13
FASTK,-0.62,6.15e-15,2.16e-13
CD8A,1.44,6.16e-15,2.16e-13
ABCC6,3.545707,1.25e-15,2.19e-13
MAPK1,2.621241,1.28e-15,2.22e-13
SNORA8,4.836163,1.3e-15,2.24e-13
GPER1,-1.16,6.45e-15,2.26e-13
ZBTB7A,2.56576,1.31e-15,2.26e-13
ADD2,-0.658,6.46e-15,2.26e-13
TRMT2B,2.688088,1.36e-15,2.31e-13
KCTD3,1.946608,1.37e-15,2.31e-13
SEC14L1,0.837,6.62e-15,2.31e-13
FUBP3,3.285094,1.36e-15,2.31e-13
SMAD7,1.44,6.65e-15,2.32e-13
ANXA9,2.759984,1.4e-15,2.34e-13
CDH11,1.71,6.95e-15,2.42e-13
DNMT1,-0.56,1.64e-16,2.42e-13
COPG1,-0.968,7.19e-15,2.49e-13
UNC119B,-1.11,7.32e-15,2.53e-13
PGC,-0.578,7.3e-15,2.53e-13
SMURF2,1.46,7.37e-15,2.54e-13
SEC61A2,-0.943,7.57e-15,2.61e-13
SNORA73B,1.921801,1.62e-15,2.67e-13
SNORD116-2,2.394176,1.61e-15,2.67e-13
RORC,3.853971,1.61e-15,2.67e-13
SEC23B,-1.4,7.8e-15,2.68e-13
CSF1R,1.26,7.81e-15,2.68e-13
EMP3,1.23,7.85e-15,2.69e-13
RPL3,2.442634,1.67e-15,2.73e-13
HSD17B11,2.862206,1.69e-15,2.76e-13
ARPC1B,3.695196,1.71e-15,2.77e-13
CNIH1,2.654112,1.72e-15,2.78e-13
TPST2,-1.21,8.14e-15,2.79e-13
GFPT1,-1.66,8.39e-15,2.86e-13
TRIOBP,0.695,8.37e-15,2.86e-13
SNORA23,3.092033,1.81e-15,2.89e-13
SNORD44,2.282369,1.81e-15,2.89e-13
PTRF,1.16,8.69e-15,2.95e-13
FAS,1.26,8.68e-15,2.95e-13
SMYD2,0.842,8.77e-15,2.98e-13
INSM2,-3.491475,1.87e-15,2.98e-13
EDEM1,-1.08,9.01e-15,3.05e-13
NUS1///NUS1P3,-0.941,9.07e-15,3.07e-13
POLDIP2,-0.651,9.11e-15,3.08e-13
RNA5-8SN5,-3.38,2.39e-16,3.11e-13
LAMC3,-2.03,2.53e-16,3.11e-13
NUCB2,-1.69,9.29e-15,3.13e-13
TPBG,0.833,9.28e-15,3.13e-13
NECTIN3,-1.28,9.45e-15,3.18e-13
CYTH1,0.679,9.76e-15,3.28e-13
ADAMTSL2,1.02,9.85e-15,3.3e-13
MIR7112///BOP1,-0.715,9.94e-15,3.33e-13
ZC3H7B,-0.763,1e-14,3.36e-13
ABCC4,1.26,1.01e-14,3.38e-13
ABHD8,-0.569,1.02e-14,3.4e-13
HSD17B13,3.667424,2.19e-15,3.44e-13
RNU5D-1,4.319739,2.19e-15,3.44e-13
TNFAIP2,1.45,1.04e-14,3.45e-13
SKI,2.552718,2.22e-15,3.47e-13
FKBPL,-0.636,1.05e-14,3.49e-13
SLC17A4,1.5,1.07e-14,3.53e-13
IBTK,-1.19,1.06e-14,3.53e-13
HMBS,-0.85,1.11e-14,3.67e-13
YIPF1,-0.935,1.13e-14,3.71e-13
ANG,2.737917,2.41e-15,3.75e-13
HNRNPK,2.601045,2.46e-15,3.79e-13
PSMB2,2.304453,2.45e-15,3.79e-13
NPY4R,-5.067465,2.48e-15,3.8e-13
DYNAP,-3.810247,2.53e-15,3.85e-13
MPST,2.453642,2.56e-15,3.88e-13
TCEA2,1.68,1.19e-14,3.9e-13
NFIC,4.423695,2.61e-15,3.91e-13
EFNA2,5.729662,2.63e-15,3.91e-13
FRRS1,2.702685,2.62e-15,3.91e-13
ACO2,3.906565,2.7e-15,3.97e-13
TMEM30B,1.71,1.24e-14,4.06e-13
SULT1A3,3.124543,2.79e-15,4.07e-13
RPN1,-1.13,1.25e-14,4.1e-13
ABR,-0.8,3.69e-16,4.12e-13
RNA5-8SN4,-3.35,3.72e-16,4.12e-13
SNORD107,2.219778,2.87e-15,4.17e-13
VAMP7,3.397552,2.9e-15,4.19e-13
COASY,-0.813,1.28e-14,4.19e-13
SNORA4,2.648475,2.91e-15,4.19e-13
IL32,-1.69,3.99e-16,4.21e-13
ELF1,0.881,1.31e-14,4.28e-13
HSPB8,1.37,1.36e-14,4.42e-13
MOK,0.829,1.37e-14,4.47e-13
GAS1,2.45,1.39e-14,4.52e-13
NDUFC2-KCTD14///KCTD14,-1.41,1.41e-14,4.58e-13
FZD5,-1.21,1.42e-14,4.61e-13
SNORA1,2.864151,3.39e-15,4.86e-13
ENTPD1,1.08,1.51e-14,4.89e-13
TACC1,1.2,1.53e-14,4.93e-13
IGF1,3.817279,3.46e-15,4.93e-13
CORO1A,1.2,1.54e-14,4.96e-13
ATP1B3,2.01,1.54e-14,4.96e-13
HPX,3.336984,3.57e-15,5.07e-13
TOMM20,2.497916,3.61e-15,5.1e-13
MAGED2,0.678,1.6e-14,5.16e-13
SNORD71,4.503871,3.77e-15,5.3e-13
F2R,1.3,1.66e-14,5.32e-13
RNA5-8SN3,-3.29,6.2e-16,5.33e-13
FHIP1A,0.688,6.25e-16,5.33e-13
IER5,-1.03,5.72e-16,5.33e-13
MIR3606,-1.75,5.37e-16,5.33e-13
IGFLR1,-1.2,1.67e-14,5.35e-13
SEPHS2,-0.812,1.68e-14,5.36e-13
IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH,1.6,1.68e-14,5.36e-13
AIM1,1.6,1.69e-14,5.41e-13
MBD3,-0.667,1.72e-14,5.47e-13
ITK,1.97,1.76e-14,5.59e-13
MX1,2.62,1.78e-14,5.67e-13
RGL2,0.811,1.8e-14,5.72e-13
VARS,-0.972,1.86e-14,5.9e-13
TAGLN,2.14,1.91e-14,6.02e-13
KMT2D,-0.608,1.91e-14,6.02e-13
TXNRD3NB///TXNRD3,-0.567,1.93e-14,6.09e-13
CCNI,0.832,1.97e-14,6.21e-13
GABPA,3.162697,4.46e-15,6.23e-13
AGFG2,-1.11,2.05e-14,6.45e-13
KIFAP3,0.736,2.06e-14,6.45e-13
TMEM87A,0.798,2.11e-14,6.6e-13
MRPS18B,-0.959,2.13e-14,6.67e-13
FBXO7,3.153122,4.97e-15,6.92e-13
RNA5-8SN2,-3.29,8.47e-16,6.95e-13
SRPX,1.52,2.25e-14,7.02e-13
CYP2D6,-0.801,2.29e-14,7.12e-13
PDE1A,1.21,2.32e-14,7.21e-13
SNORA7A,3.251037,5.23e-15,7.21e-13
TRAM2,-0.981,2.32e-14,7.22e-13
DHCR24,-1.09,2.35e-14,7.29e-13
SLC19A1,-0.797,2.36e-14,7.3e-13
LGALS1,1.24,2.36e-14,7.3e-13
ISG20,1.65,2.36e-14,7.3e-13
BCKDHB,2.193774,5.38e-15,7.39e-13
SNORA53,2.234011,5.45e-15,7.42e-13
ATP5PO,2.156471,5.45e-15,7.42e-13
HNMT,1.12,2.42e-14,7.47e-13
DPYSL3,1.07,2.43e-14,7.48e-13
ARID5B,1.6,2.43e-14,7.48e-13
SYNJ2,-0.713,2.43e-14,7.48e-13
SNORD54,3.401467,5.59e-15,7.56e-13
IGHMBP2,-0.63,2.47e-14,7.58e-13
FXYD5,1.07,2.49e-14,7.62e-13
ACACB,-0.703,2.5e-14,7.63e-13
RSRP1,1.34,2.49e-14,7.63e-13
OR7E37P,-0.958,2.5e-14,7.63e-13
NADK,-1.21,2.59e-14,7.89e-13
INHBB,1.24,2.59e-14,7.89e-13
CEP68,1.16,2.61e-14,7.94e-13
SERPINA10,-1.29,2.63e-14,7.99e-13
ZC2HC1A,0.685,2.68e-14,8.12e-13
NGRN,2.983267,6.09e-15,8.17e-13
FAIM,1.43,2.74e-14,8.28e-13
FKBP9,0.705,2.75e-14,8.3e-13
COL3A1,-1.11,1.05e-15,8.33e-13
SNORA9,3.723074,6.35e-15,8.44e-13
SEC24D,-1.53,2.84e-14,8.55e-13
SLA,1.41,2.94e-14,8.85e-13
SNORA14B,3.459211,6.7e-15,8.87e-13
MMP7,2.2,2.97e-14,8.93e-13
ERGIC1,3.68591,6.97e-15,9.18e-13
SNORA20,4.511901,7.05e-15,9.25e-13
TMEM53,-0.828,3.09e-14,9.27e-13
MICALL2,0.864,3.1e-14,9.28e-13
PTPRN2,0.965,3.1e-14,9.28e-13
KDM4B,-0.819,3.12e-14,9.32e-13
GPC4,1.48,3.13e-14,9.36e-13
DPP8,1.08,3.16e-14,9.42e-13
UCP2,1.35,3.17e-14,9.43e-13
UBQLN1,3.046994,7.4e-15,9.67e-13
TBC1D8B,-1.31,3.27e-14,9.72e-13
SORBS2,2.406607,7.5e-15,9.75e-13
FLOT2,-0.764,3.3e-14,9.78e-13
RPL24,2.830146,7.59e-15,9.83e-13
MPLKIP,3.10904,7.66e-15,9.85e-13
RERE,0.839,3.36e-14,9.93e-13
EZR,1.12,3.37e-14,9.96e-13
TESC,1.14,3.39e-14,1e-12
VEZF1,0.935,3.49e-14,1.03e-12
FABP4,2.48,3.51e-14,1.03e-12
CDC42,0.573,3.52e-14,1.04e-12
ANKRD36B,1.41,3.59e-14,1.05e-12
MME,-1.26,3.61e-14,1.06e-12
AAMP,-0.554,3.61e-14,1.06e-12
SLC39A7,-0.852,3.61e-14,1.06e-12
HNF4A,2.961556,8.37e-15,1.07e-12
SH3BGRL3,0.896,3.79e-14,1.11e-12
PDPK1,3.408024,8.91e-15,1.12e-12
SNORA27,3.775474,8.92e-15,1.12e-12
ALG13,2.645964,8.81e-15,1.12e-12
PODXL,1.24,3.9e-14,1.13e-12
GLS,1.02,3.88e-14,1.13e-12
DLEU1,-1.03,3.92e-14,1.14e-12
IRF8,1.14,3.92e-14,1.14e-12
HEPH,1.27,3.99e-14,1.15e-12
CPN2,3.008371,9.33e-15,1.17e-12
WBP2,-0.978,4.15e-14,1.19e-12
THAP7,-0.658,4.21e-14,1.21e-12
SPINK1,-4.49,4.25e-14,1.22e-12
DNAJC12,-2.15,4.26e-14,1.22e-12
OR7E12P,-0.864,4.25e-14,1.22e-12
LMAN1,2.65038,1.01e-14,1.26e-12
ADGRA2,0.612,4.45e-14,1.27e-12
ITGB2,1.13,4.51e-14,1.29e-12
SLC39A14,-1.01,4.5e-14,1.29e-12
ABCA1,-0.88,4.73e-14,1.35e-12
DTX2P1-UPK3BP1-PMS2P11,-0.862,4.83e-14,1.37e-12
PDGFRB,0.871,4.82e-14,1.37e-12
LOC101927180///ATP6V1F,0.512,4.87e-14,1.38e-12
SDHAF3,-1.2,4.86e-14,1.38e-12
NANS,-1.19,4.91e-14,1.39e-12
HSD17B12,2.134704,1.14e-14,1.41e-12
G3BP2,3.119986,1.14e-14,1.41e-12
GCHFR,2.905879,1.17e-14,1.44e-12
COL11A2,-0.573,5.17e-14,1.46e-12
MLST8,-0.651,5.28e-14,1.49e-12
SLC35E1,-0.514,5.29e-14,1.49e-12
FYB,1.32,5.34e-14,1.5e-12
HBP1,2.436973,1.23e-14,1.51e-12
SNORD92,2.456353,1.24e-14,1.51e-12
COLEC10,3.966255,1.25e-14,1.51e-12
RRM2B,2.364769,1.28e-14,1.55e-12
TRIB3,-1.39,5.54e-14,1.56e-12
CSF2RA,-2.802761,1.31e-14,1.57e-12
ACADVL,3.695598,1.33e-14,1.58e-12
SNORD74,3.12435,1.32e-14,1.58e-12
PCDHB9,-2.949371,1.35e-14,1.59e-12
UBR4,2.368547,1.34e-14,1.59e-12
CHPT1,5.177522,1.37e-14,1.61e-12
SRP14P1,2.154952,1.41e-14,1.64e-12
SOD2,2.629736,1.4e-14,1.64e-12
IK,0.669,5.85e-14,1.64e-12
PSKH1,3.342848,1.42e-14,1.65e-12
FAHD2B,-2.815595,1.44e-14,1.67e-12
THEMIS2,1.39,6e-14,1.68e-12
ST7,2.970925,1.48e-14,1.7e-12
SNORD52,3.303389,1.51e-14,1.73e-12
SDPR,1.24,6.18e-14,1.73e-12
HP,-0.686,6.19e-14,1.73e-12
ANKHD1,2.274218,1.51e-14,1.73e-12
SMAP2,2.86374,1.57e-14,1.79e-12
PCK2,3.346987,1.62e-14,1.83e-12
HEXA,0.507,6.75e-14,1.88e-12
SNORD31,3.84281,1.68e-14,1.89e-12
PLSCR1,2.327406,1.68e-14,1.89e-12
STARD5,-1.27,6.86e-14,1.9e-12
SNORA21,3.005274,1.7e-14,1.9e-12
PACSIN3,-0.835,6.83e-14,1.9e-12
TLCD4,3.589291,1.71e-14,1.91e-12
R3HDM4,-0.521,6.92e-14,1.92e-12
ACAT1,-1.14,6.92e-14,1.92e-12
DUSP10,2.627173,1.73e-14,1.92e-12
PID1,-1.46,7.07e-14,1.95e-12
DIO1,2.539159,1.77e-14,1.96e-12
ATP2A2,-1.04,7.09e-14,1.96e-12
ALOX5AP,1.38,7.17e-14,1.98e-12
PLA2G2D,-2.573658,1.82e-14,2.01e-12
ATOSA,2.106673,1.87e-14,2.05e-12
SNORD23///GLTSCR2,0.9,7.45e-14,2.05e-12
PDE6A,-2.842673,1.87e-14,2.05e-12
MYRIP,-1.32,7.6e-14,2.09e-12
LSM12,-0.709,7.7e-14,2.11e-12
PPM1E,-0.533,7.92e-14,2.17e-12
SNORA5A,3.176446,2.01e-14,2.19e-12
PRKACA,3.467372,2.01e-14,2.19e-12
AOC3,1.12,8.1e-14,2.22e-12
DDX60,2.04,8.17e-14,2.23e-12
FAM105A,0.735,8.23e-14,2.25e-12
P2RY8,-1.19,2.96e-15,2.26e-12
DHRS4-AS1,2.562522,2.08e-14,2.26e-12
GPC6,2.352967,2.1e-14,2.27e-12
PARP8,1.19,8.42e-14,2.29e-12
TRAPPC2B///TRAPPC2,1.09,8.73e-14,2.37e-12
PVR,3.062394,2.28e-14,2.45e-12
ESRRA,-0.677,9.04e-14,2.45e-12
IGSF3,0.731,9.01e-14,2.45e-12
TP53I3,-1.14,3.34e-15,2.47e-12
RPL22,0.778,9.23e-14,2.5e-12
PCGF1,-0.554,9.34e-14,2.52e-12
CHN2,3.058419,2.35e-14,2.52e-12
COPE,3.151841,2.37e-14,2.53e-12
PEX16,-0.5,9.38e-14,2.53e-12
FOXJ3,0.838,9.48e-14,2.55e-12
DUSP8,-3.08,3.79e-15,2.63e-12
DCAF6,2.297816,2.47e-14,2.63e-12
CKLF,0.761,9.87e-14,2.65e-12
QKI,3.427083,2.52e-14,2.66e-12
NRADDP,-3.363201,2.51e-14,2.66e-12
VTRNA1-1,4.726042,2.54e-14,2.68e-12
SNORD3D,2.871349,2.58e-14,2.71e-12
CTNND1,2.164047,2.63e-14,2.73e-12
LSS,2.78065,2.62e-14,2.73e-12
RNU5A-1,5.490881,2.67e-14,2.76e-12
SNORD36B,2.274553,2.75e-14,2.82e-12
FAM170A,-2.882695,2.74e-14,2.82e-12
ANGPTL2,-0.882,4.2e-15,2.82e-12
APOL3,1.43,1.06e-13,2.83e-12
SLC2A5,-0.54,1.06e-13,2.84e-12
SLC25A16,-0.619,1.07e-13,2.84e-12
IGFBP6,1.38,1.07e-13,2.86e-12
TAF7L,-0.355,1.09e-13,2.89e-12
IST1,0.704,1.08e-13,2.89e-12
IFI44,2.24,1.11e-13,2.95e-12
JAM3,0.787,1.11e-13,2.96e-12
SF3B1,0.753,1.11e-13,2.96e-12
GOLPH3,2.834176,2.91e-14,2.97e-12
SNORA12,3.520903,2.93e-14,2.98e-12
GLUD1,-1.2,1.13e-13,3e-12
HYAL1,2.714746,2.96e-14,3e-12
NKX3-1,-0.621,1.14e-13,3.01e-12
MORF4L2,2.33932,3e-14,3.03e-12
SNORA54,4.25215,3.04e-14,3.04e-12
CES1P1,2.929593,3.02e-14,3.04e-12
SLC1A4,-1.08,1.15e-13,3.04e-12
SNORD89,3.068212,3.11e-14,3.09e-12
SPG7,4.595988,3.12e-14,3.09e-12
SNORD97,4.65309,3.12e-14,3.09e-12
TAPBP,3.373575,3.14e-14,3.11e-12
CDH19,2.2,1.19e-13,3.15e-12
PLA2G7,1.57,1.2e-13,3.15e-12
IFRD2,-0.86,1.24e-13,3.24e-12
COL4A3,1.46,1.24e-13,3.24e-12
ZFP36,1.22,1.23e-13,3.24e-12
ZNF394,0.653,1.26e-13,3.28e-12
RPL15,2.819727,3.32e-14,3.28e-12
FBRS,2.448299,3.35e-14,3.29e-12
MSX1,-3.240101,3.36e-14,3.29e-12
OFD1,1.1,1.29e-13,3.36e-12
IFI44L,3.18,1.29e-13,3.36e-12
CBX1,0.934,1.29e-13,3.36e-12
CNOT7,1.727218,3.45e-14,3.36e-12
LRRC1,0.672,1.3e-13,3.37e-12
TCEAL1,0.848,1.31e-13,3.4e-12
LRATD1,2.366681,3.6e-14,3.5e-12
SLC23A2,5.687037,3.66e-14,3.55e-12
DCLRE1C,0.751,1.37e-13,3.56e-12
TIAL1,2.889872,3.69e-14,3.56e-12
SMPDL3A,3.206594,3.68e-14,3.56e-12
CXXC4,0.84,5.49e-15,3.58e-12
XPOT,-1.43,1.4e-13,3.64e-12
SNORD30,4.052943,3.83e-14,3.68e-12
PRKAR2A,-0.681,1.43e-13,3.7e-12
SPPL2B,-0.708,1.44e-13,3.72e-12
SUV39H1,-0.527,1.45e-13,3.74e-12
PBXIP1,0.75,1.46e-13,3.75e-12
PSMD6,2.199428,3.99e-14,3.82e-12
AIF1,1.11,1.49e-13,3.82e-12
MANF,-1.24,1.54e-13,3.94e-12
OS9,2.072248,4.21e-14,4e-12
PPARA,3.378529,4.21e-14,4e-12
TGFB1,1.35,1.58e-13,4.03e-12
BTN3A1,1.03,1.58e-13,4.03e-12
CBLB,1.46,1.59e-13,4.05e-12
SCRN1,1.14,1.6e-13,4.07e-12
PGAP1,2.34418,4.32e-14,4.08e-12
ECM1,2.30525,4.31e-14,4.08e-12
C3P1,2.957193,4.37e-14,4.11e-12
MCUB,1.12,1.65e-13,4.18e-12
TUBE1,2.103803,4.54e-14,4.26e-12
TARBP2,-0.43,1.68e-13,4.26e-12
HAND1,-0.584,1.69e-13,4.26e-12
PTP4A1,2.388102,4.59e-14,4.3e-12
ATP5F1A,2.834039,4.64e-14,4.33e-12
CMAHP,1.76,1.73e-13,4.37e-12
ADAM30,-3.372877,4.71e-14,4.38e-12
FLNA,1.13,1.76e-13,4.42e-12
RNF19A,0.929,1.77e-13,4.45e-12
JAK3,-0.534,1.78e-13,4.48e-12
GPR137,-0.821,1.84e-13,4.61e-12
PLEC,3.163256,4.97e-14,4.61e-12
SCARNA7,3.546577,5.04e-14,4.64e-12
DAND5,-4.472114,5.03e-14,4.64e-12
RRP12,-0.647,1.87e-13,4.68e-12
UBE2T,-4.536477,5.14e-14,4.72e-12
RTN3,-0.888,1.89e-13,4.72e-12
PANK3,1.984621,5.18e-14,4.74e-12
ATP5MC2,2.656315,5.25e-14,4.79e-12
EPHB1,-0.583,1.92e-13,4.79e-12
PLCG2,0.95,1.96e-13,4.86e-12
SLC10A5,2.465805,5.34e-14,4.86e-12
GADD45A,1.35,1.98e-13,4.9e-12
IGLL5,1.88,1.98e-13,4.91e-12
GRB14,2.716797,5.61e-14,5.09e-12
SNTN,-3.14686,5.64e-14,5.1e-12
SNORA24,2.634194,5.69e-14,5.13e-12
SMCR5,-3.042959,5.72e-14,5.14e-12
LONRF3,-0.815,2.1e-13,5.19e-12
ARSD,2.963087,5.85e-14,5.23e-12
TNRC6A,1.744283,5.86e-14,5.23e-12
MON1B,-0.731,2.13e-13,5.24e-12
PROS1,-0.758,2.14e-13,5.26e-12
RPUSD2,-0.56,2.14e-13,5.26e-12
TRHR,-0.693,2.18e-13,5.34e-12
WSB1,0.963,2.18e-13,5.35e-12
DDX39B,2.828426,6.13e-14,5.45e-12
GNB1,0.594,2.23e-13,5.45e-12
SFXN1,2.54703,6.3e-14,5.59e-12
MRAS,-1.02,8.83e-15,5.59e-12
IFT57,1.22,2.3e-13,5.62e-12
SCARNA4,3.72764,6.37e-14,5.63e-12
CSRNP2,0.874,2.31e-13,5.65e-12
MINPP1,-0.944,2.32e-13,5.66e-12
P4HTM,0.628,2.32e-13,5.66e-12
SNORD33,4.063675,6.44e-14,5.68e-12
IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH,1.56,2.41e-13,5.87e-12
CYR61,2.26,2.43e-13,5.89e-12
