gene,tissue,logFC,adj_p_value
KCND3-AS1,Lungs,1.3880129,0.00622
KCNH1,Lungs,1.4195149,2.04e-05
KCNIP1,Lungs,1.42787,1.2e-13
KCNMB4,Lungs,-2.6052736,1.8100000000000002e-21
KCNRG///TRIM13,Lungs,-1.14079041,1.9e-14
KCTD15,Lungs,-0.5976399,0.00631
KCTD6,Lungs,0.6039309,0.0378
KCTD7,Lungs,0.7036368,7.79e-09
KDM1A,Lungs,-0.7632636,1.8e-12
KIAA1109,Lungs,-1.2363123,2.46e-10
KIAA1147,Lungs,0.5946118,8.9e-07
KIAA1217,Lungs,-0.6596987,0.00531
KIAA1456,Lungs,-0.9366264,1.43e-08
KIAA1468,Lungs,-1.2329673,1.09e-13
KIAA1549,Lungs,0.9801875,3.52e-08
KIAA1683,Lungs,1.082465,2.54e-08
KIAA1841,Lungs,-0.72448184,7.86e-17
KIAA2012,Lungs,-0.74706365,2.19e-08
KIAA2012-AS1,Lungs,2.6543057,0.00383
KIF1C-AS1,Lungs,-0.5857501,0.031
KIF20B,Lungs,-1.5508923,3.17e-13
KIF23,Lungs,-1.4743827,1.98e-13
KIF26B-AS1,Lungs,2.3260401,1.97e-05
KIF27,Lungs,-1.1033895,2.48e-08
KIF3A,Lungs,-1.9735314,6.73e-17
KIF5B///KIF5B,Lungs,-1.4940373,1.11e-14
KIF9-AS1,Lungs,0.798081,0.0147
KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1,Lungs,1.0119359,3e-11
KIR2DS2///KIR3DL3///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS4///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1,Lungs,0.69550267,3.41e-09
KITLG,Lungs,-1.4129791,2.84e-12
KIZ-AS1,Lungs,0.9526678,0.016
KLF9-DT,Lungs,-1.6722854,3e-12
KLHDC2,Lungs,-0.6120759,7.61e-08
KLHL25,Lungs,-0.63518,0.000988
KLHL6-AS1,Lungs,1.3663175,0.00267
KLRC4-KLRK1,Lungs,1.0175846,0.00171
KLRC4-KLRK1///KLRC4,Lungs,-0.815895,0.00325
KLRK1-AS1,Lungs,1.0085071,0.0211
KMT5A,Lungs,0.8442255,8.6e-12
KNL1,Lungs,-0.8765809,3.41e-10
KRT17///JUP,Lungs,-2.74525787,0.00273
KRT40,Lungs,2.2501006,0.0158
KRT6C///KRT6B///KRT6A///KRT5,Lungs,-0.94564744,2.15e-08
KRT87P,Lungs,-1.6550374,9.43e-06
KRTAP1-4,Lungs,0.7304459,8.12e-10
KRTAP10-9,Lungs,0.8018141,2.2e-08
LACC1,Lungs,-1.2154495,7.69e-13
LAMTOR1,Lungs,1.7708768,2.38e-18
LARP7///ZGRF1///LARP7,Lungs,-1.5311009,7.79e-17
LARS2,Lungs,-0.8991773,7.36e-13
LARS2-AS1,Lungs,0.833396,0.017
LCDR,Lungs,1.1485661,0.0158
LDB2,Lungs,1.1590995,4.19e-10
LDLR-AS1,Lungs,-2.0264458,1.87e-11
LDLRAP1,Lungs,0.7889268,6.8e-09
LENG9,Lungs,0.6906132,5.19e-11
LGALSL-DT,Lungs,-0.8244802,0.0361
LGALSL///LGALSL,Lungs,1.6539677,4.04e-12
LGSN,Lungs,-0.69199855,2.38e-08
LHFPL3-AS1,Lungs,-1.7514441,0.0414
LIFR-AS1,Lungs,-0.8609883,0.00155
LIG1,Lungs,0.6575746,0.00154
LIMD1-AS1,Lungs,-0.8384726,0.000158
LIMS4///LIMS3,Lungs,0.9104735,0.000609
LINC00163,Lungs,-1.8937522,6.54e-05
LINC00165,Lungs,1.072675,4.69e-09
LINC00315,Lungs,0.6010382,1.01e-09
LINC00337,Lungs,0.5991377,1.66e-08
LINC00402,Lungs,1.4165715,0.00297
LINC00412,Lungs,1.2381812,0.00074
LINC00426,Lungs,1.5414927,1.78e-05
LINC00537,Lungs,-1.43230023,0.00144
LINC00578,Lungs,-1.383315,5.43e-05
LINC00607,Lungs,-1.6280909,6.7e-05
LINC00622,Lungs,-1.1483664,0.00628
LINC00638,Lungs,0.8907316,0.0114
LINC00665,Lungs,0.8087777,1.78e-08
LINC00673,Lungs,1.716254,0.00231
LINC00680,Lungs,0.7903011,0.00365
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4,Lungs,0.6745914,1.44e-06
LINC00844,Lungs,0.6538475,0.00332
LINC00865,Lungs,-0.73383941,0.00592
LINC00888,Lungs,-0.62723691,0.0244
LINC00901,Lungs,-1.2987925,0.0136
LINC00909,Lungs,-1.2066873,1.64e-13
LINC00921,Lungs,0.7921859,5.61e-13
LINC00922,Lungs,-1.6954177,0.0103
LINC00941,Lungs,1.409416,0.0119
LINC00965///LINC00965,Lungs,-0.9427845,2.04e-09
LINC00969,Lungs,0.6808014,0.000479
LINC01000///LINC00266-1,Lungs,0.7796395,1.74e-12
LINC01003,Lungs,0.6893575,9.88e-06
LINC01012,Lungs,1.2712694,0.0283
LINC01088,Lungs,0.780295,1.04e-07
LINC01091,Lungs,1.7481831,0.000142
LINC01106,Lungs,-0.6899225,0.026
LINC01108,Lungs,-1.5850112,0.0034
LINC01123///LINC01106,Lungs,-1.5247918,5.06e-12
LINC01133,Lungs,-0.8128225,0.00862
LINC01138,Lungs,0.9736517,4.03e-05
LINC01165,Lungs,0.7041723,2.1e-06
LINC01169,Lungs,-2.5656809,1.87e-05
LINC01267,Lungs,1.9929435,0.0126
LINC01271,Lungs,1.215505,0.0186
LINC01279,Lungs,-1.51767364,0.00894
LINC01290,Lungs,-2.1222997,7.66e-06
LINC01290///EMP2,Lungs,1.8758884,0.014084
LINC01296///DUXAP10,Lungs,-0.72952578,0.0297
LINC01296///DUXAP10///DUXAP8,Lungs,-0.96713266,0.00262
LINC01352,Lungs,-1.6458576,0.000333
LINC01372,Lungs,0.9866649,0.0133
LINC01436,Lungs,1.6905503,0.0412
LINC01451,Lungs,1.7920192,0.000373
LINC01515,Lungs,1.5529848,0.0128
LINC01535,Lungs,0.8992421,0.0417
LINC01537,Lungs,1.3899171,0.00613
LINC01560,Lungs,-0.8178382,1.48e-10
LINC01597///FAM27B,Lungs,0.6791473,1.68e-07
LINC01644,Lungs,1.4564667,0.0103
LINC01695,Lungs,1.8507305,9.79e-05
LINC01697,Lungs,1.5495285,0.00987
LINC01765,Lungs,1.667025,0.00905
LINC01811,Lungs,-2.1622825,0.000105
LINC01814,Lungs,0.6418704,0.017
LINC01908,Lungs,2.059123,0.0342
LINC01936,Lungs,-2.1753264,1.12e-05
LINC01945,Lungs,-2.4969308,4.85e-05
LINC01988,Lungs,-1.8904481,5.41e-05
LINC01993,Lungs,1.0631432,0.0493
LINC01996,Lungs,-1.0129184,0.0453
LINC02012,Lungs,1.3936867,0.00668
LINC02038,Lungs,-1.999049,1.49e-06
LINC02202,Lungs,1.1066191,0.0124
LINC02210-CRHR1,Lungs,0.9425437,0.0261
LINC02228,Lungs,-1.1932392,0.0127
LINC02246,Lungs,1.0020232,0.000193
LINC02288,Lungs,-1.4533941,0.00231
LINC02289,Lungs,-1.7717117,0.000981
LINC02300,Lungs,2.9227672,0.000514
LINC02316,Lungs,0.6985962,0.0119
LINC02340,Lungs,1.2935289,0.0227
LINC02352,Lungs,1.3121857,0.00347
LINC02391,Lungs,1.4778734,0.000691
LINC02397,Lungs,1.9807604,0.00559
LINC02519,Lungs,-0.9141344,0.00382
LINC02536,Lungs,1.3199566,0.0442
LINC02576,Lungs,1.6524806,6.46e-07
LINC02597,Lungs,-1.6598678,0.0205
LINC02600,Lungs,-0.8351711,0.0328
LINC02604,Lungs,1.3801379,0.000215
LINC02646,Lungs,1.2675856,0.000971
LINC02753,Lungs,-1.2423218,0.035
LINC02754,Lungs,1.1321422,0.00204
LINC02757,Lungs,-1.2027984,0.0339
LINC02761,Lungs,1.2847244,0.00844
LINC02767,Lungs,1.2816407,0.000405
LINC02795,Lungs,1.7971357,0.000597
LINC02832,Lungs,3.1295043,0.0357
LINC02861,Lungs,-1.1667757,0.0345
LINC02888,Lungs,1.4894826,0.00124
LINC02898,Lungs,-5.0304884,3.11e-12
LINC02910,Lungs,0.9519105,0.0205
LINC02918,Lungs,1.3307878,0.0198
LINC02939,Lungs,1.1231928,3.78e-05
LINC02940,Lungs,-1.0892933,0.000319
LINC02943,Lungs,-1.9058179,7.53e-08
LINC02958,Lungs,1.5334467,0.0233
LINC02967,Lungs,-0.9541326,0.00185
LINC02968,Lungs,1.7280364,0.000419
LINC02983,Lungs,0.722723,0.0167
LINC02984,Lungs,1.0305661,0.000487
LINC03006,Lungs,0.825683,0.000527
LINC03034,Lungs,1.5729392,1.45e-05
LINC03044,Lungs,1.8304716,0.000615
LINC03063,Lungs,1.1517598,0.00562
LIPT2,Lungs,0.8662455,2.69e-11
LLPH///LLPH-AS1///LLPH,Lungs,-0.6324605,8.71e-08
LMF2,Lungs,1.0037495,9.63e-11
LMLN-AS1,Lungs,1.0948941,0.021
LNC-LBCS,Lungs,1.4304239,0.0288
LOC100049716,Lungs,1.5640268,5.09e-13
LOC100101478,Lungs,-0.656385,0.000199
LOC100127886,Lungs,1.35102994,0.000702
LOC100128079,Lungs,0.8336053,0.0359
LOC100128175,Lungs,0.860315,9.89e-08
LOC100129175,Lungs,2.0378186,0.0161
LOC100129203,Lungs,1.4999787,9.21e-05
LOC100129406,Lungs,0.6732075,0.00351
LOC100130345,Lungs,1.9532404,0.002
LOC100130428,Lungs,-1.0971814,3.55e-09
LOC100130856,Lungs,1.5586256,0.017139
LOC100130876,Lungs,-1.7076591,8.1e-13
LOC100131131,Lungs,0.64321956,1.57e-05
LOC100131395,Lungs,-0.6248719,0.0319
LOC100131541,Lungs,-1.2574073,6.35e-10
LOC100131826,Lungs,-2.0757455,3.38e-15
LOC100132154,Lungs,1.6008054,0.00185
LOC100132249,Lungs,1.3764328,0.000527
LOC100132686,Lungs,-1.3283268,3.02e-10
LOC100133315,Lungs,0.6112068,2.98e-07
LOC100272216,Lungs,-0.72144303,0.0141
LOC100286986,Lungs,-2.5225802,3.11e-06
LOC100287290,Lungs,-1.3969077,1.16e-09
LOC100287329,Lungs,0.7059184,0.0463
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P,Lungs,1.1440818,4.39e-14
LOC100289061,Lungs,0.65846301,0.00414
LOC100289656///DEXI,Lungs,1.2181136,4.14e-13
LOC100303749,Lungs,0.9939086,0.00536
LOC100335030,Lungs,0.9940334,2.67e-05
LOC100421561///FAM133CP///FAM133DP///FAM133B,Lungs,-2.1088773,3.5e-22
LOC100505715,Lungs,-0.69322152,0.0278
LOC100505716,Lungs,0.6355309,0.0107
LOC100505736,Lungs,0.8321952,0.000176
LOC100506207,Lungs,-0.9383364,0.00482
LOC100506514,Lungs,1.5920201,6.98e-06
LOC100506551,Lungs,0.8320804,0.000175
LOC100506639,Lungs,0.7951948,0.00448
LOC100506730,Lungs,1.0641732,8.95e-11
LOC100506851,Lungs,1.3946218,0.00181
LOC100507258///CA13,Lungs,0.59132636,0.0117
LOC100507311,Lungs,-1.08186946,0.0266
LOC100507351,Lungs,2.0684159,0.000563
LOC100507460,Lungs,-0.862985,0.00187
LOC100996333///ADGRA3,Lungs,-1.1151832,1.49e-14
LOC100996732///LOC654342///LOC645166///LSP1,Lungs,0.6204355,3.68e-06
LOC100996740,Lungs,-0.62628396,0.00548
LOC100996747///RPS26,Lungs,1.1244409,3.07e-08
LOC100996747///RPS26P11///RPS26///PDPK1,Lungs,0.9037986,4.72e-10
LOC100996842,Lungs,-0.9533149,0.00326
LOC101059935///ANKRD20A8P,Lungs,-0.6536518,0.000286
LOC101059949,Lungs,-1.2865002,0.019
LOC101060187,Lungs,1.1450494,0.0292
LOC101060341,Lungs,1.2549549,0.0108
LOC101060386///BOLA2///SMG1,Lungs,0.62874869,0.00371
LOC101060386///SMG1P3///SMG1P1///SMG1P5///SMG1P2///SMG1,Lungs,-0.9817518,3.62e-12
LOC101926951///PCDH20,Lungs,-0.89877388,0.0169
LOC101926959,Lungs,-2.1826905,0.00329
LOC101927010,Lungs,2.0559189,0.00067
LOC101927018,Lungs,0.9076796,0.044
LOC101927019,Lungs,1.0482062,0.0277
LOC101927027,Lungs,-1.04630198,0.000352
LOC101927057///OMG,Lungs,-1.31278996,0.0484
LOC101927069,Lungs,-1.0336916,0.00251
LOC101927080,Lungs,0.9207507,0.00471
LOC101927088,Lungs,-1.0438402,0.0258
LOC101927178///FAM177A1,Lungs,0.74418224,0.0017
LOC101927182,Lungs,2.0196746,0.00438
LOC101927204,Lungs,-1.0050195,0.000718
LOC101927263,Lungs,0.7440398,0.0323
LOC101927345,Lungs,-1.4519843,0.000137
LOC101927365,Lungs,-0.66583858,0.0137
LOC101927377,Lungs,1.6295579,5.24e-11
LOC101927389,Lungs,-1.7473724,0.000404
LOC101927468,Lungs,1.0974403,0.0129
LOC101927506,Lungs,0.6092013,0.0493
LOC101927514,Lungs,1.8977537,0.0125
LOC101927538,Lungs,0.8203975,0.0305
LOC101927539,Lungs,1.0908562,0.0155
LOC101927552,Lungs,1.2340332,0.00288
LOC101927557,Lungs,1.0940813,0.0177
LOC101927647,Lungs,1.97743865,0.00527
LOC101927668///MACC1,Lungs,-0.7105219,0.0301
LOC101927673,Lungs,-0.6153112,0.0356
LOC101927756,Lungs,1.1592854,0.000177
LOC101927764,Lungs,1.0049904,0.0161
LOC101927834,Lungs,-2.5864514,1.13e-14
LOC101927841,Lungs,1.13452774,0.00312
LOC101927935,Lungs,1.8215196,0.000206
LOC101927947,Lungs,1.8582542,0.000275
LOC101927971,Lungs,0.7431017,0.0072
LOC101928007,Lungs,2.8690324,2.37e-10
LOC101928045,Lungs,0.7971076,0.00149
LOC101928055,Lungs,-0.7236473,0.00132
LOC101928096,Lungs,0.8316628,1.87e-05
LOC101928126,Lungs,1.4284645,0.0114
LOC101928191,Lungs,-1.575592,0.00464
LOC101928217,Lungs,1.1979306,0.0251
LOC101928263,Lungs,-2.1806612,3.51e-09
LOC101928274///VSIG10,Lungs,0.91016661,0.00815
LOC101928350,Lungs,1.8838421,0.011
LOC101928351,Lungs,-1.0258449,0.00675
LOC101928372,Lungs,-3.5635915,4.7e-09
LOC101928373,Lungs,1.0709584,0.00778
LOC101928383,Lungs,0.977087,0.0162
LOC101928419,Lungs,0.596461,0.00698
LOC101928462,Lungs,1.2720935,0.0153
LOC101928491,Lungs,1.0723721,0.0348
LOC101928510,Lungs,1.6226241,6.23e-06
LOC101928540,Lungs,-1.018679,0.0122
LOC101928554,Lungs,1.5773685,0.000202
LOC101928589,Lungs,-0.8375884,0.000822
LOC101928592,Lungs,1.2929756,0.000963
LOC101928669,Lungs,-0.7133396,0.0466
LOC101928711,Lungs,1.8089785,0.0083
LOC101928722,Lungs,2.0317435,0.0333
LOC101928768,Lungs,-1.3514785,0.00285
LOC101928830///LTA4H,Lungs,-0.76344481,0.0379
LOC101928875,Lungs,-2.8439742,7.83e-06
LOC101928927///SNORA9///SNHG15,Lungs,0.68728076,0.00505
LOC101928957,Lungs,1.8038336,0.00416
LOC101928988,Lungs,-1.4591478,0.00301
LOC101929004,Lungs,0.9612885,0.0264
LOC101929185,Lungs,0.6137842,2.96e-05
LOC101929200,Lungs,0.8657445,0.0163
LOC101929240,Lungs,0.8601248,0.00659
LOC101929270,Lungs,0.7633631,0.0329
LOC101929307,Lungs,1.5162991,0.025
LOC101929322,Lungs,0.8794996,0.0335
LOC101929356,Lungs,0.9559515,0.000421
LOC101929368///FKBP1A,Lungs,0.84509249,0.0466
LOC101929439,Lungs,0.9283396,0.0183
LOC101929444,Lungs,1.1203322,0.0165
LOC101929469,Lungs,0.8904814,7.98e-09
LOC101929494,Lungs,-1.1354611,0.00311
LOC101929555,Lungs,1.5438702,0.00141
LOC101929653,Lungs,-2.0794551,0.0342
LOC101929698,Lungs,1.2637587,0.00201
LOC101929727,Lungs,1.6335634,0.0175
LOC101929732,Lungs,0.9432642,0.0194
LOC101929750,Lungs,3.3470781,0.000428
LOC101929819///LOC100133331///LOC100133182///LINC01001///LOC100132062///LOC729737///LINC01000///LINC01002,Lungs,0.67963163,0.0103
LOC101929898,Lungs,-1.099565,0.0245
LOC101929918,Lungs,-0.9873737,0.00387
LOC101929998,Lungs,-1.6792149,0.0237
LOC101930091,Lungs,0.8162557,0.00426
LOC101930112,Lungs,-1.1397698,0.0058
LOC101930149,Lungs,0.8581032,0.0223
LOC101930322///ABCC6,Lungs,-0.6618779,0.0416
LOC101930416///LOC101929792///LOC100996724///LOC653513///PDE4DIP,Lungs,0.79993403,0.00307
LOC102723381,Lungs,1.2825315,5.04e-05
LOC102723382,Lungs,-1.1558889,0.0361
LOC102723406,Lungs,-0.6489691,0.0386
LOC102723407///IGHV4-31///IGHM///IGHD///IGHA2///LOC102723407///SKAP2///IGHA2///IGHA1///IGH,Lungs,-1.89259055,1.56e-17
LOC102723409,Lungs,-0.5989174,0.0136
LOC102723444,Lungs,1.1248611,0.000213
LOC102723468,Lungs,0.6384242,0.00679
LOC102723475,Lungs,1.4766382,0.0367
LOC102723507,Lungs,-1.5795231,9.39e-07
LOC102723564,Lungs,0.7904364,0.0256
LOC102723654,Lungs,1.1691654,0.00451
LOC102723678,Lungs,1.0239869,0.0288
LOC102723728,Lungs,-0.7051206,0.00266
LOC102723752,Lungs,1.1467176,0.0189
LOC102723765,Lungs,1.143203,0.00583
LOC102723791,Lungs,1.826115,0.000362
LOC102723798,Lungs,-0.645337,0.00937
LOC102723811,Lungs,-1.0944063,0.0403
LOC102723876,Lungs,1.5235735,0.00571
LOC102723897///MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P,Lungs,-0.74892175,0.0118
LOC102723922,Lungs,1.8759625,3.54e-06
LOC102723961,Lungs,1.1549635,0.0391
LOC102724048,Lungs,-2.2803465,0.00019
LOC102724055,Lungs,1.2592645,0.0276
LOC102724057,Lungs,0.6683493,0.0476
LOC102724081,Lungs,1.404255,0.00413
LOC102724093,Lungs,0.7227985,0.00163
LOC102724093///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P,Lungs,-2.1155627,1.91e-20
LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P,Lungs,-1.9582309,2.56e-20
LOC102724102,Lungs,1.7998537,0.000432
LOC102724117,Lungs,0.9069268,2.6e-05
LOC102724120,Lungs,0.8365345,0.0288
LOC102724229,Lungs,0.9889282,8.76e-08
LOC102724229///RASA4B///RASA4CP///POLR2J4///RASA4,Lungs,0.611235,1.52e-07
LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7,Lungs,-0.74091,4.45e-10
LOC102724250///LOC101930059///NBPF15///NBPF11///NBPF1,Lungs,-1.38978011,0.000163
LOC102724262,Lungs,-1.2318533,2.78e-05
LOC102724319,Lungs,1.3794731,0.0369
LOC102724416,Lungs,0.7043528,0.0225
LOC102724420,Lungs,0.865333,0.0495
LOC102724428///SIK1,Lungs,0.88011642,5.84e-12
LOC102724560,Lungs,-0.6179755,0.0236
LOC102724562,Lungs,-0.7869357,0.00128
LOC102724594,Lungs,-0.5910929,0.000172
LOC102724615,Lungs,1.4293878,4.65e-08
LOC102724621,Lungs,-2.4847386,0.0082
LOC102724625,Lungs,1.1161383,0.034
LOC102724638,Lungs,2.2557489,0.00251
LOC102724682,Lungs,-0.8460439,0.00135
LOC102724687,Lungs,0.8290786,0.0136
LOC102724711,Lungs,1.5380609,0.00132
LOC102724727,Lungs,2.1892031,4.24e-05
LOC102724760,Lungs,1.6200852,0.0217
LOC102724765,Lungs,1.2800802,9.99e-05
LOC102724778,Lungs,2.7350394,1.89e-05
LOC102724780,Lungs,1.7868351,0.00039
LOC102724859,Lungs,2.3354316,0.000325
LOC102724870,Lungs,0.74156304,0.0108
LOC102724883,Lungs,1.2858835,0.00519
LOC102724916,Lungs,1.0591506,0.00597
LOC102724938,Lungs,2.9034329,7.5e-06
LOC102724943,Lungs,1.4930787,0.000111
LOC102724971,Lungs,2.3603339,0.00953
LOC102724984///LOC728138///KIAA2013,Lungs,1.2136114,7.7e-16
LOC102725051,Lungs,-1.2217894,0.000659
LOC102725082,Lungs,1.8409577,4.47e-09
LOC102725104///ANKRD20A21P///LOC101059935///ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1,Lungs,-0.8231768,5.52e-06
LOC102725104///LOC101059935///ANKRD20A8P,Lungs,-0.9056773,2.47e-06
LOC102725112,Lungs,-0.6464059,0.015
LOC102725117///ARHGEF34P///ARHGEF35///ARHGEF5,Lungs,0.7193027,5.15e-06
LOC102725180,Lungs,-0.5967587,0.00512
LOC102725191,Lungs,2.519505,0.000632
LOC102725227,Lungs,1.2291482,0.0151
LOC102725271///NTM,Lungs,-2.16811003,0.0447
LOC104054148,Lungs,-1.1083379,0.00032
LOC105369151,Lungs,1.0845808,0.00177
LOC105369214,Lungs,1.9828158,0.00858
LOC105369225,Lungs,0.9780397,0.000317
LOC105369230///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///LOC105369230///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,Lungs,1.1373364,1.82e-09
LOC105369246,Lungs,0.6498048,0.0471
LOC105369313,Lungs,1.4409814,0.000778
LOC105369315,Lungs,2.263821,4.13e-05
LOC105369321,Lungs,2.314205,0.00245
LOC105369326,Lungs,1.0318699,0.0179
LOC105369354,Lungs,1.0034912,0.000536
LOC105369371,Lungs,-1.5477906,0.00336
LOC105369380,Lungs,0.9670514,0.0376
LOC105369403,Lungs,0.850674,0.00621
LOC105369464,Lungs,0.8940032,0.0326
LOC105369517,Lungs,2.6048679,0.000547
LOC105369535,Lungs,0.7461522,0.0244
LOC105369549,Lungs,-1.0012353,0.00429
LOC105369617,Lungs,2.0117916,0.00732
LOC105369618,Lungs,2.9038438,9.69e-05
LOC105369625,Lungs,-1.0796755,0.00502
LOC105369669,Lungs,1.1341329,0.000498
LOC105369690,Lungs,0.7643327,0.0456
LOC105369706,Lungs,0.9395885,8.09e-05
LOC105369720,Lungs,0.6800902,0.0486
LOC105369753,Lungs,-1.7099656,0.0268
LOC105369764,Lungs,2.2712161,3.44e-05
LOC105369771,Lungs,-0.8782228,0.0347
LOC105369795,Lungs,1.4448512,0.00251
LOC105369816,Lungs,0.626057,0.0318
LOC105369818,Lungs,1.4638075,0.00158
LOC105369828,Lungs,-1.5504,5.45e-12
LOC105369867,Lungs,-1.1289276,0.0261
LOC105369957,Lungs,1.3382701,0.002
LOC105369965,Lungs,1.2007874,0.0259
LOC105369974,Lungs,1.4585612,0.000547
LOC105370041,Lungs,1.0169093,0.0171
LOC105370044,Lungs,2.162437,0.00985
LOC105370113,Lungs,0.8415148,0.0256
LOC105370114,Lungs,1.3093068,7.4e-06
LOC105370117,Lungs,1.1120337,0.0127
LOC105370148,Lungs,1.3160529,0.0498
LOC105370163,Lungs,2.5135582,3.77e-07
LOC105370165,Lungs,1.3189778,0.00073
LOC105370182,Lungs,2.6470677,0.00395
LOC105370205,Lungs,0.8648714,0.0138
LOC105370265,Lungs,1.1302268,0.00746
LOC105370297,Lungs,1.5518199,0.00541
LOC105370322,Lungs,0.9154089,0.00521
LOC105370353,Lungs,1.1910812,0.035
LOC105370384,Lungs,0.7874234,0.000231
LOC105370460,Lungs,0.8222966,0.00265
LOC105370461,Lungs,0.6336814,0.00104
LOC105370546,Lungs,0.9061941,0.00346
LOC105370563,Lungs,0.8391074,0.00214
LOC105370569,Lungs,0.9400495,0.0003
LOC105370577,Lungs,2.0745598,1.92e-05
LOC105370583,Lungs,1.04561,0.00852
LOC105370624,Lungs,0.8061649,0.0073
LOC105370651,Lungs,1.1287091,0.00373
LOC105370672,Lungs,1.023746,0.045
LOC105370689,Lungs,1.0273041,0.0385
LOC105370777,Lungs,1.0660124,0.0495
LOC105370780,Lungs,1.4506123,0.0245
LOC105370804,Lungs,1.6397762,0.00196
LOC105370819,Lungs,0.8542138,0.00642
LOC105370820,Lungs,0.776847,0.042
LOC105370841,Lungs,0.923262,0.00134
LOC105370850,Lungs,2.7228096,5.77e-05
LOC105370928,Lungs,0.8895556,0.00726
LOC105370939,Lungs,-1.0898452,0.0425
LOC105370941,Lungs,1.6352368,0.000105
LOC105370972,Lungs,1.8080413,0.00343
LOC105370998,Lungs,2.6378773,1.41e-05
LOC105371026,Lungs,0.6129461,0.00859
LOC105371036,Lungs,1.4472914,0.00649
LOC105371115,Lungs,1.4536962,0.000122
LOC105371131,Lungs,0.6207183,0.026
LOC105371224,Lungs,0.874947,2.43e-05
LOC105371271,Lungs,0.9190974,0.00757
LOC105371348,Lungs,-1.3788041,0.00853
LOC105371362,Lungs,0.7122317,0.0321
LOC105371366,Lungs,-1.2642318,0.00201
LOC105371401,Lungs,1.3297691,0.0026
LOC105371419,Lungs,1.2630755,0.0107
LOC105371441,Lungs,-1.2335336,0.000259
LOC105371483,Lungs,-1.0008733,0.0089
LOC105371485,Lungs,0.8930123,0.0342
LOC105371529,Lungs,0.9395738,0.00966
LOC105371532,Lungs,0.9432485,0.0139
LOC105371554,Lungs,0.9085062,0.0166
LOC105371608,Lungs,1.0571394,0.0013
LOC105371618,Lungs,-1.634079,0.000183
LOC105371632,Lungs,2.059004,6.43e-06
LOC105371637,Lungs,0.587076,0.0148
LOC105371658,Lungs,2.8568393,5.17e-05
LOC105371692,Lungs,0.7676057,0.00365
LOC105371730,Lungs,-1.0207643,0.0132
LOC105371734,Lungs,0.9019826,0.0129
LOC105371753,Lungs,0.5941461,0.0377
LOC105371762,Lungs,0.8312215,0.00642
LOC105371840,Lungs,1.6873607,0.0359
LOC105371855,Lungs,2.5763323,0.00115
LOC105371867,Lungs,0.708972,0.00254
LOC105371891,Lungs,1.7839492,0.0487
LOC105371901,Lungs,-0.9550877,0.0444
LOC105371903,Lungs,0.7929365,8.23e-05
LOC105371925,Lungs,0.6024121,0.0436
LOC105371963,Lungs,-1.0670537,0.00726
LOC105372031,Lungs,1.9258883,6.6e-10
LOC105372055,Lungs,1.6949795,0.0142
LOC105372059,Lungs,2.5818044,0.00375
LOC105372092,Lungs,0.8870745,0.0413
LOC105372118,Lungs,0.7499252,0.0342
LOC105372165,Lungs,-1.0795414,0.00581
LOC105372273,Lungs,-1.0618576,0.00186
LOC105372325,Lungs,1.3978895,0.00535
LOC105372349,Lungs,2.0346818,0.014
LOC105372437,Lungs,-1.0374103,0.024
LOC105372470,Lungs,0.8521725,0.00316
LOC105372484,Lungs,1.1510112,0.0264
LOC105372539,Lungs,1.8500805,2.96e-07
LOC105372553,Lungs,1.0148365,0.00223
LOC105372592,Lungs,1.6493078,0.000257
LOC105372594,Lungs,2.6707288,0.0428
LOC105372624,Lungs,2.3335824,0.0114
LOC105372669,Lungs,2.4286175,1.2e-12
LOC105372704,Lungs,0.697432,0.031
LOC105372706,Lungs,-0.8592672,0.0219
LOC105372793,Lungs,1.2420511,0.00313
LOC105372797,Lungs,0.9251451,0.00389
LOC105372816,Lungs,0.8013065,0.0486
LOC105372838,Lungs,-1.6511694,0.000784
LOC105372877,Lungs,-1.6204331,0.00227
LOC105372881,Lungs,0.84903,0.00177
