gene,logFC,p_value,adj_p_value
ND3,0.0841122,0.778,0.846
LOC105375075,0.02098791,0.739,0.846
KDM7A-DT,0.1057958,0.778,0.846
PARD3-AS1,-0.02438174,0.74,0.846
TTLL13,0.1203297,0.778,0.846
LOC646778,0.03216454,0.74,0.847
LOC105377499,0.1026241,0.779,0.847
SPATA46,-0.0990276,0.779,0.847
LOC728989,0.1874417,0.78,0.847
LOC105372275,0.0931819,0.779,0.847
LOC728353,0.03665298,0.742,0.848
LOC107985998,0.0941244,0.78,0.848
LOC100508408///SNORD14B///RPS13,-0.01933488,0.743,0.848
RARS1,-0.0445235,0.781,0.848
SLC66A1,0.0429283,0.78,0.848
LOC105371356,0.0985102,0.78,0.848
TTTY15,-0.3063545,0.65,0.848866
SNORD133,0.0983383,0.782,0.849
LOC105379448,0.1134645,0.781,0.849
TCEB3-AS1,-0.03246852,0.743,0.849
LINC01209,0.03950882,0.744,0.849
LIPT2-AS1,0.095632,0.783,0.85
SNORD14B,-0.1057625,0.783,0.85
LOC105372235,0.1245073,0.782,0.85
FAM197Y2P,-0.01644,0.719,0.85
LOC100131929,0.0189625,0.719,0.85
LOC105372427,0.0999076,0.782,0.85
LOC105369860,0.02021325,0.745,0.85
LOC101929504,-0.03222114,0.745,0.85
LOC105374145,-0.0658599,0.784,0.851
LOC107984791,-0.1097137,0.784,0.851
LOC105374570,-0.0864153,0.784,0.851
LINC00621,0.04686002,0.747,0.851
LOC105369507,0.03967392,0.747,0.851
FER1L6-AS1,0.03560594,0.747,0.851
DARS-AS1,0.03636763,0.747,0.851
STAT4-AS1,0.1220788,0.784,0.851
LOC102724122,0.1349439,0.783,0.851
OR12D3///OR5V1,-0.03144829,0.748,0.852
LINC00493,-0.03309343,0.749,0.852
LOC101928851,-0.04099241,0.748,0.852
SMG1P5///BOLA2///SMG1P2,0.06802364,0.749,0.852
LOC102725138,-0.1475945,0.656,0.852641
MUC22,0.01628,0.723,0.853
OR4K14,-0.0149577,0.828,0.853
OR6C2,-0.0159195,0.828,0.853
LOC101929662,-0.04203642,0.75,0.853
LOC105376796,0.04144127,0.751,0.853
KMT2CP5,-0.1005273,0.787,0.853
LOC101927765,0.2236559,0.657,0.853119
LOC100507547,-0.0896548,0.788,0.854
LOC100507521,0.01943,0.724,0.854
PPP1CB-DT,-0.0614502,0.789,0.855
GNA14-AS1,0.0989045,0.789,0.855
LOC100507277,-0.0193675,0.726,0.855
FAM90A2P///FAM90A25P///FAM86B3P///FAM90A1,0.03930065,0.752,0.855
BMAL1,-0.0618881,0.79,0.856
LOC105375382,0.0955779,0.79,0.856
CMC4///MTCP1,0.02801748,0.753,0.856
LOC105376392,0.0688749,0.791,0.856
LOC112267978,0.1230665,0.79,0.856
LOC107986556,0.0791037,0.79,0.856
RPH3AL-AS1,-0.1074259,0.79,0.856
NIPBL-DT,0.0563661,0.791,0.857
IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH,0.04042463,0.756,0.857
LOC102724314///FAM95B1,-0.03137174,0.755,0.857
GVQW2,0.0300159,0.755,0.857
EVA1A-AS,0.1058439,0.791,0.857
LOC112268202,-0.0852796,0.792,0.857
LINC02277,0.2140341,0.792,0.857
MIR1248,0.0595003,0.792,0.857
LOC107984847,0.0688954,0.792,0.857
LOC107985558,0.3500005,0.793,0.857
TENT4A,-0.036433,0.792,0.857
TP53TG3B///TP53TG3D///TP53TG3C///TP53TG3,0.04760199,0.756,0.857
MICA-AS1,0.0922901,0.794,0.858
LOC101928052,-0.02125307,0.757,0.858
LOC101060609,-0.06565314,0.758,0.859
LOC107984220,0.1049705,0.794,0.859
TCONS_00029157,-0.02353739,0.759,0.859
LOC105376704,-0.0973067,0.794,0.859
DUXB,-0.0926861,0.795,0.859
LOC105369230///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1,0.2560403,0.669,0.859071
LOC105376292,0.038232,0.759,0.86
LOC107985184,-0.0764167,0.796,0.86
LRRC3///LRRC3DN,0.02677559,0.76,0.86
NINJ2-AS1,-0.0698539,0.796,0.86
ECMXP,0.0852909,0.796,0.86
LOC107984311,-0.1203769,0.796,0.86
LINC01836,0.093105,0.796,0.86
LOC101928760,0.032278,0.761,0.861
ECRG4,-0.2402418,0.797,0.861
MIR1200,0.1159165,0.797,0.861
LOC112268267,0.0514141,0.798,0.861
LETR1,0.0943623,0.798,0.861
LSP1P4,0.1136054,0.798,0.861
LINC00113,-0.02007,0.736,0.861
LOC100101148///LOC541473,0.07519088,0.762,0.862
LOC388572,-0.0625823,0.799,0.862
MIR206,-0.01532,0.838,0.862
LOC105374344,0.0916774,0.8,0.863
ZNF816-ZNF321P///ZNF816,-0.03663259,0.764,0.863
LOC101927248,-0.02855655,0.764,0.863
TSSC2,-0.0961261,0.801,0.864
LOC105370580,0.02382471,0.765,0.864
LOC440346,0.02078302,0.765,0.864
LOC105375044,0.0654552,0.801,0.864
LOC107987102,0.0587601,0.802,0.864
LOC100506458,-0.1583149,0.679,0.864257
GOLGA6L1,0.1614585,0.68,0.864681
PYCR3,0.0515478,0.802,0.865
TRIM7-AS1,0.1112178,0.803,0.865
LOC105369194,0.0549914,0.803,0.865
LOC105371926,0.0731845,0.804,0.866
MIR3918,0.0962842,0.804,0.866
LINC02804,0.0722973,0.804,0.866
MIR570,0.08517,0.803,0.866
LOC105378702,-0.03135497,0.767,0.866
SMIM17,0.05603288,0.767,0.866
LOC101930578///MRPS31P5///THSD1,0.08307604,0.768,0.866
LOC101929787,-0.04814047,0.769,0.866
LOC284014,-0.02402488,0.768,0.866
LSINCT5,-0.1189833,0.803,0.866
SLX1B,0.0586095,0.804,0.866
MIR7515HG///MIR7515,-0.0324327,0.77,0.867
LOC100130642,0.01763383,0.771,0.867
LOC150051,-0.02949933,0.771,0.868
ADIRF-AS1,0.0399338,0.772,0.868
LOC102723932,0.04040846,0.771,0.868
LOC102723648,0.01820432,0.771,0.868
LOC107983998,-0.0449615,0.807,0.868
LOC101928054,-0.05342856,0.772,0.868
LOC100507221,0.01549663,0.772,0.868
LOC101927165,-0.01671791,0.771,0.868
VPS39-DT,-0.0670409,0.807,0.868
LOC105372697,-0.1139205,0.807,0.868
BACH1-IT2,-0.0768001,0.807,0.868
ITFG2-AS1,0.0709776,0.806,0.868
LOC100506302,0.1543391,0.687,0.868373
MIR106A,-0.017975,0.846,0.869
CLIC1P1,-0.02111729,0.774,0.869
SPATA31C2,-0.0201375,0.748,0.869
FAM241B,-0.0801766,0.808,0.869
LOC100288846,-0.01816,0.749,0.869
LOC105378228,-0.0969049,0.807,0.869
STARD4-AS1,0.0641057,0.808,0.869
CTB-49A3.2,0.02573217,0.773,0.869
RTRAF,0.0301888,0.809,0.87
HPS1-AS1,0.0944786,0.809,0.87
LINC00106,-0.0602987,0.81,0.87
LINC00235,-0.0829015,0.809,0.87
LOC107985388,0.0498044,0.809,0.87
MIR7515HG,-0.1333386,0.691,0.870722
LOC105371089,0.091821,0.81,0.871
GTF2H2C///GTF2H2B///GTF2H2,-0.0549994,0.776,0.871
LOC107986121,-0.0898072,0.81,0.871
LOC101927340,0.02441518,0.776,0.871
LOC105372586,-0.1249484,0.812,0.872
LOC101927055,0.1133082,0.812,0.872
LOC101927840,0.1092464,0.812,0.872
LOC105378539,0.0456577,0.812,0.872
LACAT1,-0.1162746,0.813,0.872
IFNA21///IFNA17///IFNA16///IFNA14///IFNA13///IFNA10///IFNA7///IFNA6///IFNA5///IFNA4///IFNA1,0.0096668,0.85,0.872
FAM241A,-0.0532681,0.812,0.872
LOC101928111,0.02961627,0.779,0.873
OR2T11,0.0159509,0.851,0.873
ATE1-AS1,0.097719,0.813,0.873
OR13C5,-0.0149209,0.851,0.873
LOC101926889,-0.1071337,0.813,0.873
MIR647,0.073796,0.814,0.873
RLIM///PABPC1,-0.02738413,0.781,0.874
LOC157503///XKR4,-0.01870552,0.782,0.874
LOC107986363,-0.0481365,0.816,0.875
SMIM15-AS1,-0.0914264,0.816,0.875
LOC101929757,-0.01714503,0.783,0.875
LOC112267858,0.0877557,0.816,0.875
LOC101928767,0.02791806,0.783,0.875
LOC107985736,-0.1288195,0.817,0.876
SLC9A3R1-AS1,-0.0575185,0.817,0.876
LOC650226,-0.0389725,0.76,0.876
IL21R-AS1,0.02068823,0.785,0.876
LOC101928076,0.04386299,0.786,0.877
TEKT4P2///MAFIP///LOC389834,-0.13776181,0.785,0.877
LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNURF///SNRPN///IPW,-0.059468,0.786,0.877
LOC101929341,0.01848284,0.785,0.877
LOC100129697,0.0789317,0.819,0.877
LOC105374187,-0.0598288,0.818,0.877
LOC338694,0.01845362,0.786,0.877
LOC107986717,0.0740742,0.818,0.877
LOC105371341,0.1116139,0.819,0.877
LINC00441,-0.02952182,0.788,0.878
LOC102724362,0.03555477,0.787,0.878
LOC101929829///CYP2D6///CYP2D7,0.03492383,0.788,0.878
ACTG1P20,-0.0808787,0.821,0.878
LOC105370679,0.1076767,0.82,0.878
LOC105374341,0.0644402,0.82,0.878
FAM25A,-0.02182,0.765,0.879
LOC107987304,-0.0883642,0.821,0.879
MIR4441,-0.1013005,0.822,0.88
LOC105377276,0.02774906,0.79,0.88
LOC149950,-0.0121832,0.859,0.88
LOC105371251,-0.0670249,0.822,0.88
CALCRL-AS1,-0.0535577,0.822,0.88
TCF12-DT,-0.0463894,0.823,0.881
TSPEAR-AS1,-0.1237461,0.824,0.881
CXORF51A,-0.0159075,0.769,0.881
LOC729652,0.0155025,0.77,0.881
OR5D13,-0.0136382,0.861,0.882
ZNF812P,-0.0798693,0.825,0.882
PRH1-PRR4,0.0301175,0.771,0.882
MIR7705,0.0926621,0.826,0.882
LOC105377347,-0.0680309,0.825,0.882
LOC286087,-0.02111465,0.795,0.883
LOC107984421,0.0601349,0.828,0.883
POLR1H,-0.0608964,0.827,0.883
LOC112268144,-0.0473018,0.826,0.883
DPY19L3-DT,0.0757243,0.826,0.883
LOC105378374,-0.0935439,0.828,0.884
RN7SL3,-0.0854153,0.828,0.884
DENND2B,-0.0327753,0.829,0.884
FCSK,-0.0311167,0.828,0.884
LOC284898,0.03041583,0.797,0.884
PPIAL4C///PPIAL4A///PPIAL4G,-0.01787471,0.797,0.884
LOC100131262,0.04489846,0.798,0.884
DEFB110,-0.0168527,0.864,0.884
AFDN-AS1///AFDN-AS1,-0.0142132,0.863,0.884
PKD1P6-NPIPP1///NPIPA8///NPIPA5///PKD1P1,0.1263658,0.719,0.884328
LOC112268062,-0.0691713,0.83,0.885
LOC107985911,0.0784171,0.83,0.885
FAM35BP,0.0185175,0.775,0.885
MIR302B,-0.04415223,0.801,0.886
SCARNA28,0.0539399,0.831,0.886
LOC105378575,-0.1059136,0.831,0.886
LINC01467,0.02271327,0.801,0.886
LOC101930591///FAM21C,-0.02815651,0.8,0.886
LOC101930262///GRTP1-AS1,0.02247222,0.8,0.886
DNAJC25-GNG10,0.0484637,0.832,0.886
LOC105376224,-0.0682664,0.831,0.886
LOC107986244,0.1110259,0.833,0.887
LOC101927348,0.0203285,0.801,0.887
SCARNA14,0.0154086,0.867,0.887
LOC100128343,-0.0297036,0.801,0.887
LOC105374960,0.0918791,0.833,0.887
CIDECP1,0.05979,0.833,0.887
LOC107985746,-0.0743476,0.833,0.887
LOC105378460,0.0392952,0.833,0.887
ALG11///UTP14A///UTP14C,-0.02279339,0.802,0.887
BPY2,0.02847233,0.802,0.887
LOC105375030,-0.1166129,0.725,0.88743
LOC105378230,0.0455372,0.835,0.888
LOC105378828,0.02728681,0.804,0.889
LOC102723553,0.0421516,0.836,0.889
LOC107987192,0.0829301,0.836,0.889
LOC102724530,-0.1076976,0.835,0.889
MIR555,0.0705414,0.835,0.889
LOC105372717,-0.0827733,0.835,0.889
CORO7-PAM16,-0.0329557,0.835,0.889
MIR186///ZRANB2,-0.03433953,0.807,0.89
MIR4755,-0.02245759,0.807,0.89
TMEM265///SRCAP,0.02918875,0.806,0.89
MIR4315-1,-0.0752228,0.837,0.89
LOC102724261,-0.1062655,0.837,0.89
LOC105374382,-0.0919338,0.838,0.891
SETSIP///SETP4///SET,0.07545519,0.808,0.891
MIR183,-0.0137941,0.872,0.891
LOC102725072///POM121L10P///POM121L8P///POM121L9P///POM121L1P,-0.0084205,0.872,0.891
LOC101928020,0.01817437,0.808,0.891
FOXI3,-0.0128275,0.787,0.891
LINC00858,0.02134902,0.808,0.891
LOC107986643,0.0871683,0.839,0.892
PDGFA-DT,0.0728437,0.84,0.892
LINC00558,-0.0142129,0.809,0.892
SHANK2-AS2,0.02218785,0.809,0.892
ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A,-0.05711856,0.809,0.892
CPLX4,0.0122618,0.873,0.892
SHLD2P3,-0.0370272,0.839,0.892
LOC105376923,-0.0847197,0.84,0.892
GMCL1P1///GMCL1,-0.03986056,0.811,0.893
LOC102725438,0.02828926,0.811,0.893
LOC105373087,-0.1104318,0.841,0.893
FLJ16779,0.02418479,0.812,0.893
LOC100270804,0.03785346,0.813,0.894
CCL15-CCL14///CCL14,-0.11359902,0.814,0.894
LOC102724449,0.02087141,0.814,0.894
LOC100288490,0.01807385,0.812,0.894
HNRNPCL4///HNRNPCL3///HNRNPCL2///HNRNPCL1,-0.02612695,0.812,0.894
CERNA1,-0.0529926,0.842,0.894
OR10A2///OR10A5,0.01752,0.875,0.894
ZNF8-ERVK3-1,0.0238328,0.842,0.894
VAX1,-0.0135405,0.876,0.895
DISC1FP1,0.02220134,0.814,0.895
LOC105379477,0.0790456,0.844,0.895
LOC105376952,-0.033654,0.843,0.895
LINC02614,0.0513392,0.843,0.895
LOC107987269,-0.0481556,0.843,0.895
LINC00051,0.01593272,0.815,0.895
RPS16P5///ELOVL5,0.1104344,0.742,0.895165
DYNAP,-0.1368461,0.743,0.895378
ERICH2-DT,0.1235517,0.846,0.896
BSPH1,-0.0130386,0.878,0.896
SNORD88C///C19ORF48,-0.026158,0.817,0.897
LINC00702,0.05254725,0.818,0.897
LOC101927650,-0.03103682,0.818,0.897
LOC105379080,0.0558275,0.846,0.897
CYRIB,-0.0278952,0.848,0.898
LOC101928894,-0.02148219,0.822,0.899
FCGR1CP,0.1043228,0.848,0.899
LINC03002,-0.1103,0.848,0.899
LOC101927746,0.01363561,0.821,0.899
LOC100996404,0.02221687,0.821,0.899
ATP5G2P1,-0.02343932,0.821,0.899
MESD,0.0187342,0.85,0.9
LOC107985398,0.0827847,0.85,0.9
TAF1A-AS1,-0.0199125,0.802,0.9
LOC105376072,0.02343509,0.822,0.9
LINC02641,0.042023,0.851,0.9
MIR3136,0.0741248,0.85,0.9
LOC107985285,-0.0678199,0.85,0.9
LOC105378922///LOC100506459,-0.1208762,0.754,0.900268
LINC01589,-0.0497389,0.851,0.901
LOC102723340,-0.052547,0.852,0.901
CSTPP1,-0.028267,0.853,0.902
RBM33-DT,-0.0707541,0.852,0.902
LOC107984716,0.0535834,0.852,0.902
BMERB1,0.0352056,0.854,0.902
OR52A5,0.0099736,0.886,0.902
SNHG26,-0.0532083,0.853,0.902
LOC100507291,0.02919861,0.827,0.902
TLCD5,-0.0297892,0.855,0.903
PAXIP1-DT,-0.0392315,0.855,0.903
SKIC8,0.0348915,0.855,0.903
LINC00543,0.01462159,0.83,0.904
NKAPD1,0.0258524,0.857,0.904
LOC107985909,-0.0828858,0.857,0.904
LOC105374368,0.0680795,0.857,0.905
MIR412,-0.0106605,0.889,0.905
LINC02648,-0.0796325,0.858,0.905
LOC105376410,0.0403196,0.857,0.905
LOC100506585,-0.03552949,0.833,0.906
LOC105377524,-0.0594622,0.86,0.906
LOC101927406,-0.02120237,0.834,0.907
UNC5C-AS1,-0.0593381,0.86,0.907
DPP9-AS1,-0.0350768,0.86,0.907
LOC105372308,0.0667183,0.861,0.907
SNORA66///RPL5///SNORD21,0.01550338,0.835,0.907
TMPRSS7,0.0100645,0.89,0.907
FAM226A,0.0183775,0.814,0.907
LINC01393,-0.01748179,0.834,0.907
LINC01243,0.02238838,0.835,0.907
LOC101929072///LOC285835,-0.0457723,0.834,0.907
SNORA77B,0.0520626,0.862,0.908
LOC100653005,-0.01748134,0.836,0.908
CAND1.11///AMPD3,-0.026963,0.836,0.908
MGC27345///RBM28,0.01786647,0.836,0.908
RGPD4,0.0305008,0.864,0.909
LOC105374913,0.073686,0.864,0.909
LOC105375019,-0.0534628,0.864,0.909
ITM2B///ITM2B,0.0075182,0.893,0.909
PRKAR1B-AS1,0.0527589,0.863,0.909
LOC441086,-0.02524706,0.838,0.909
LOC101930075///LOC101930013///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1///PKD1,0.02300067,0.837,0.909
LOC102725136///LOC441666,0.01349639,0.838,0.909
LOC101930608,-0.03221504,0.838,0.909
RPS26P11,0.0628669,0.865,0.91
LOC105376025,0.0454543,0.865,0.91
LOC107985309,0.0534551,0.864,0.91
HCFC1-AS1,0.0645658,0.865,0.91
LINC02175,-0.0445104,0.867,0.911
LOC105371816,0.0417951,0.867,0.911
OR10K2,0.0163609,0.896,0.911
EPPIN-WFDC6,0.01081,0.823,0.911
LINC00514,0.02236706,0.841,0.911
LOC101927709,0.01359567,0.841,0.911
TRIM39-RPP21///RPP21///TRIM39,-0.01931076,0.841,0.911
CYP2B7P///CYP2B6,-0.06670819,0.843,0.912
NHSL1-AS1,-0.0487077,0.868,0.912
ARHGEF7-IT1,-0.02181332,0.842,0.912
LOC101927086,-0.01612685,0.845,0.913
LOC100287210,-0.02405201,0.844,0.913
MIR10397,0.0477408,0.87,0.913
OR52A4P,0.00888,0.897,0.913
LOC107987326,0.0767383,0.869,0.913
LOC101929248,-0.0134655,0.846,0.914
LOC100996662,0.0608437,0.871,0.914
LOC105372435,-0.0581657,0.871,0.914
LOC105373069,0.072374,0.87,0.914
PCED1B-AS1,0.021824,0.847,0.915
LOC105373194,0.0465736,0.873,0.915
CRACD,-0.03842,0.873,0.915
CZIB,-0.0214741,0.872,0.915
LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1,-0.21273372,0.849,0.916
KIR2DS2///KIR2DS4///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1,-0.01497845,0.849,0.916
LOC105377925,0.01200836,0.85,0.916
ZNF716,0.0129023,0.901,0.916
SNORD62A,-0.0570923,0.873,0.916
LOC105369388,0.0284053,0.873,0.916
ATXN1-AS1,-0.0300572,0.873,0.916
PGM5P4,-0.0461634,0.873,0.916
OBI1-AS1,0.0421994,0.873,0.916
VASH1-AS1,0.029809,0.874,0.916
MIR301A,-0.0187836,0.903,0.917
TMEM121B,0.0605213,0.876,0.917
MIR670HG,-0.01751048,0.851,0.917
LOC284080,-0.01894605,0.853,0.918
LOC105371789,-0.0569382,0.876,0.918
CHURC1-FNTB,-0.0248495,0.876,0.918
DDTL,-0.0337725,0.876,0.918
LOC102725382,-0.01755112,0.852,0.918
LOC101927829,-0.01364631,0.853,0.918
XCL2///XCL1,-0.06671237,0.852,0.918
INE2,-0.0416769,0.879,0.919
OBSCN///DKFZP434C153,0.01792974,0.854,0.919
LOC100130920,0.0097975,0.839,0.919
LOC388456,0.02525812,0.855,0.919
NUTM2G,0.0346978,0.877,0.919
LOC105376481,0.0612832,0.877,0.919
LOC107984826,-0.0438913,0.878,0.919
NOMO3///NOMO2///NOMO1,0.0107545,0.905,0.919
RGPD3,-0.0262918,0.878,0.919
OR5B21,0.0133632,0.905,0.919
CENPN-AS1,-0.0515769,0.878,0.919
LOC107986874,0.0415842,0.879,0.919
LOC102724072,-0.0527477,0.878,0.919
LOC101930064///LOC100287166,0.0197401,0.857,0.92
LINC00636,0.01233018,0.857,0.92
CXORF51B///CXORF51A,-0.02343244,0.857,0.92
LOC105373465,-0.0779337,0.881,0.921
LOC100131270///LOC100129029,0.01707359,0.858,0.921
LOC105374103,-0.0589508,0.882,0.922
SGMS1-AS1,-0.0328686,0.883,0.922
LNCRNA-IUR,0.0494847,0.882,0.922
SNORD115-27,-0.0101132,0.908,0.922
ZNF710-AS1,-0.0321056,0.881,0.922
LOC107986396,0.0522868,0.883,0.922
LOC100505710,-0.01828008,0.86,0.922
PARM1-AS1,0.0540923,0.884,0.923
LOC112268130,-0.0359528,0.883,0.923
LOC102723401,0.0529738,0.884,0.923
LOC101930097,0.01875793,0.862,0.923
LOC105375527,0.01869136,0.863,0.924
LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///IPW,0.02671296,0.863,0.924
OLFM5P,-0.0519781,0.884,0.924
GTSE1-AS1,-0.01314763,0.863,0.924
RNF224,0.0658059,0.885,0.924
LOC400768,0.01536929,0.862,0.924
LOC105372380,0.0397946,0.884,0.924
OVAAL,0.01483798,0.865,0.925
LOC105372146,-0.044095,0.886,0.925
LOC107984561,-0.0560091,0.886,0.925
FAM66B,-0.0454514,0.886,0.925
LOC105374795,0.0490898,0.886,0.925
LOC101928882,-0.0521887,0.886,0.925
ARF4-AS1,0.0580247,0.886,0.925
LOC107984965,-0.041604,0.886,0.925
OR4K13,-0.0094568,0.914,0.926
SEM1,-0.0305702,0.889,0.926
LOC107986162,-0.0335247,0.887,0.926
LOC105375060,0.0513443,0.889,0.926
LOC101928881,0.01846502,0.866,0.926
MFSD14C,0.01969166,0.868,0.927
LOC105373422,-0.0489242,0.89,0.927
TARDBPP3,-0.041351,0.89,0.927
SCTR-AS1,0.0706453,0.889,0.927
FAM25C,-0.0898563,0.814,0.927816
DOCK8-AS1,0.0450589,0.892,0.928
LOC100134937,0.0275933,0.869,0.928
BCL2L1-AS1,-0.0392161,0.892,0.928
C17ORF113,-0.0351981,0.891,0.928
ZNF528-AS1,-0.0351517,0.891,0.928
MIR3198-2,0.0414731,0.891,0.928
AGA-DT,-0.0434006,0.892,0.928
LOC105371022,0.0630792,0.892,0.928
EPRS1,0.0217756,0.892,0.928
ZSWIM8-AS1,0.0232116,0.894,0.929
LOC101927382///PAX8-AS1,-0.05438661,0.871,0.929
LOC729083,-0.01291401,0.871,0.929
LOC101928222,0.01932656,0.871,0.929
MRPL53///CCDC142,0.02155939,0.872,0.929
LOC101930114,-0.01467333,0.872,0.929
PPAN-P2RY11///P2RY11,-0.02141245,0.873,0.93
LOC728095,-0.02108143,0.874,0.93
MZF1-AS1,0.01215922,0.872,0.93
LOC100506253,-0.0089575,0.857,0.93
MIR24-1,-0.0583242,0.895,0.93
SCARNA26A,-0.0326225,0.894,0.93
LOC105374339,0.0518187,0.897,0.931
SEPTIN7P2,0.0212987,0.896,0.931
LOC105374428,-0.01701727,0.876,0.932
LOC105378807,-0.0408207,0.897,0.932
TNFRSF14-AS1,0.0237596,0.898,0.932
MTRNR2L9,-0.0698604,0.898,0.932
MGC40069///TRAV8-3,0.0101736,0.92,0.932
TMEM235,0.01401176,0.876,0.932
REELD1,0.0587263,0.899,0.933
LOC102724884///LOC728613///PDCD6,0.03517853,0.879,0.933
LOC100996696///PABPC4,-0.01547942,0.877,0.933
LOC105371998,0.0402868,0.9,0.934
LOC100129540,0.0587301,0.9,0.934
SNORD62B,-0.0444413,0.901,0.934
LINC01119,-0.02242266,0.88,0.934
LOC100289473,0.02441194,0.881,0.935
DLG1-AS1,0.01398082,0.881,0.935
BEND3P3,-0.0222813,0.902,0.935
LOC105372482,0.01608776,0.881,0.935
FCF1P2,-0.0341728,0.902,0.935
LOC107984597,0.0576323,0.902,0.935
OXCT2P1,-0.0500331,0.904,0.936
LOC105374942,-0.0499099,0.903,0.936
H1-8,0.0434198,0.902,0.936
LOC100506107,0.01413954,0.883,0.936
RPL17-C18ORF32///SNORD58C///SNORD58A///SNORD58B///RPL17,0.02557626,0.883,0.936
LINC02785,-0.0489487,0.904,0.936
NRADDP,0.0596289,0.904,0.936
CPEB2-DT,-0.0498622,0.903,0.936
SNORA1B,-0.0655972,0.903,0.936
LOC105376090,0.02191,0.904,0.936
MIR10398,0.0533989,0.902,0.936
DCST1-AS1,0.0471961,0.905,0.937
GRID1-AS1,-0.01178086,0.884,0.937
TMEM51-AS2,0.0245702,0.905,0.937
CTD-2297D10.2,0.01294437,0.886,0.937
LOC100129974///VPS53,0.1519582,0.836,0.937054
LINC00462,0.01544895,0.886,0.938
DGUOK-AS1,-0.0339977,0.906,0.938
LOC101927358,-0.0096879,0.887,0.938
CDC42-AS1,0.0389635,0.908,0.939
LOC101929694,-0.01141648,0.888,0.939
LOC105379154,0.0464063,0.908,0.939
LOC112268297,0.045592,0.908,0.939
LOC107986839,-0.040998,0.907,0.939
MIR153-1,-0.0069623,0.929,0.94
LOC100505585///ARHGEF1,0.02557748,0.89,0.94
LOC107986707,0.0249291,0.909,0.94
SMUG1-AS1,-0.0633446,0.909,0.94
OBI1,0.0202947,0.909,0.94
LOC105370475,-0.01129151,0.891,0.941
LOC101060835///LOC100996809///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,0.10451348,0.892,0.941
LOC644215,0.0538883,0.911,0.941
LOC102723663,-0.0308118,0.91,0.941
SNORD23,-0.0599521,0.911,0.941
LOC105373977,-0.0535873,0.912,0.942
LINC01241,-0.01281043,0.894,0.942
LINC02887,-0.0264507,0.912,0.942
LOC112268006,0.0245655,0.912,0.942
LOC102724880,-0.01315962,0.894,0.942
MIR129-1,0.0076836,0.931,0.942
LOC107985435,0.0492522,0.912,0.942
LOC107984741,0.0300733,0.914,0.943
FAM120A2P,-0.0201565,0.913,0.943
TMEM220-AS1,-0.0307825,0.914,0.943
COX3,0.025503,0.914,0.943
LOC107984806,0.0460124,0.914,0.943
LOC101927325,0.0313981,0.914,0.943
LOC105376171,0.0464066,0.914,0.943
SNORD14A,0.047506,0.913,0.943
LOC105377685,-0.0396173,0.913,0.943
LOC101928212,0.0297454,0.913,0.943
SNHG9///SNORA78,0.02304208,0.895,0.943
LOC105379599,-0.0264815,0.915,0.944
LOC105377644,0.0445671,0.915,0.944
USP46-DT,-0.0373184,0.916,0.944
YAE1,-0.0309967,0.915,0.944
LOC101930657,-0.01055881,0.896,0.944
FLJ21369,-0.0856395,0.855,0.944476
HEXIM2-AS1,0.0264248,0.917,0.945
MIR3074,0.0398748,0.917,0.945
LOC105378841,0.0382481,0.917,0.945
LOC105375181,-0.0428888,0.916,0.945
MIR5687,-0.0416297,0.917,0.945
LINC00961,-0.01737217,0.898,0.945
LOC105370697,0.00915253,0.898,0.945
TTTY2,0.057047,0.857,0.945225
MACC1-AS1,0.0518616,0.919,0.946
LOC105370447,-0.0217534,0.919,0.946
LINC01798,0.0462299,0.918,0.946
LINC02966,-0.0369899,0.918,0.946
LOC101929314,0.0251922,0.918,0.946
LOC107984529,0.0332757,0.918,0.946
USP12-AS1,0.028851,0.919,0.946
GOLGA6D///GOLGA6C///GOLGA6A///GOLGA6B,0.01026536,0.9,0.946
LOC105379343,-0.0449669,0.918,0.946
MAGI2-AS2,0.01204994,0.901,0.947
FAM153CP,-0.0491648,0.921,0.947
SNORD140,-0.0347239,0.92,0.947
TRIM49D2///TRIM49D1///TRIM48,-0.0045555,0.938,0.948
LINC00559,-0.00967254,0.903,0.948
PPP1R3G,-0.0333218,0.921,0.948
ANKRD60,0.00884056,0.904,0.948
LOC107986446,0.0312754,0.924,0.949
LOC105371017,0.0338025,0.924,0.949
MRNIP-DT,-0.0364762,0.923,0.949
LOC105371372,0.0337543,0.923,0.949
LOC102723684,-0.0074875,0.906,0.949
HBG1,0.1694249,0.867,0.949231
POTEG,-0.058042,0.867,0.949441
DDX11L17,-0.0417756,0.925,0.95
