gene,logFC,p_value,adj_p_value
TXNL4B,0.355955,0.000157,0.000334
CASC10,-0.64628095,1.87e-06,0.000334
GPATCH2L,-0.3504814,0.000157,0.000334
MS4A10,0.4219714,0.000157,0.000335
LINC00052,0.2887327,0.000158,0.000336
MIR191,0.2070732,0.000158,0.000337
TCP11L2,0.63630611,1.9e-06,0.000338
S100P,0.4424941,0.000159,0.000338
ARHGEF40,1.03734542,1.92e-06,0.000339
PIP4K2B,0.2816105,0.00016,0.00034
JSRP1,-1.62657,1.89e-05,0.00034
COX1,-0.56135632,1.94e-06,0.00034
GNA15-DT,-1.1557381,3.95e-05,0.000341
CRYBB2,0.290795,0.00016,0.000341
CENPVL2///CENPVL1,0.3655505,0.00016,0.000341
CAPN3,0.6415125,1.89e-05,0.000341
ARHGEF18,0.2814391,0.00016,0.000341
ASH2L,-0.2617659,0.00016,0.000341
FNBP1,-0.3321536,0.000161,0.000342
PPP1R1C,0.5011182,0.000161,0.000342
LOC374890,0.2690675,1.9e-05,0.000343
EPB41L4A-AS1,0.18613208,0.000138,0.000345
ZSCAN30,-0.3920505,0.000163,0.000345
PADI1,0.2552945,0.000163,0.000346
ATOH1,0.3449973,0.000163,0.000346
LINC02769,2.1762943,4.03e-05,0.000347
POU4F3,0.3107445,0.000164,0.000347
ZAR1L,0.2715809,0.000163,0.000347
LRTM1,0.4025809,0.000163,0.000347
WNT8B,0.2544773,0.000163,0.000347
TSPAN16,0.2511905,0.000163,0.000347
PI16,0.8683395,0.000163,0.000347
ZFP64,0.2780814,0.000164,0.000348
IL6,-2.5064816,4.05e-05,0.000348
LOC100996634,-0.26066577,0.00014,0.000349
SLITRK1,0.3548486,0.000165,0.000351
UMODL1-AS1,0.2894398,0.000141,0.000351
MIR128-1,-0.3188145,0.000166,0.000351
VPS53,0.2732395,0.000166,0.000351
LINC00176,0.3127041,0.000166,0.000351
C4ORF46,-0.30334804,0.000141,0.000351
LOC101927027,-1.04630198,2.05e-06,0.000352
SLC35G4///SLC35G6///SLC35G3///SLC35G5,0.2728186,0.000166,0.000352
FBP1,-1.865787,4.11e-05,0.000353
ILKAP,0.2035225,1.98e-05,0.000353
PNLIPRP3,-0.6261986,0.000167,0.000353
IFI16,-0.6585725,1.98e-05,0.000354
STH,0.3821732,0.000167,0.000354
NLRP7,-0.5642525,1.98e-05,0.000354
C19ORF57,0.3312455,0.000167,0.000354
MRM2,-0.3360064,0.000167,0.000355
LOC403323,0.221355,1.99e-05,0.000355
MIR154,0.18364187,0.000142,0.000355
NLGN2,-0.4726075,1.99e-05,0.000356
MRPS33,-0.3302668,0.000168,0.000356
ANKRD33,0.3010695,0.000169,0.000357
ZNRF3-AS1,0.3510541,0.000168,0.000357
SEZ6,0.29013,0.000169,0.000357
SIPA1,0.4221825,2e-05,0.000357
FAM27B,0.35613,0.000169,0.000357
CCL4,0.7543223,0.000168,0.000357
RNA45S5///RNA28S5,-0.1468227,0.000169,0.000357
TMEM268,0.2948318,0.000168,0.000357
LOC105374399,2.6315291,4.16e-05,0.000357
SLC12A8,0.17351166,0.000144,0.000359
DHTKD1,0.401195,2.01e-05,0.000359
CATSPER1,0.278565,0.000169,0.000359
PPP2R3C,0.21048591,0.000144,0.000359
GLRX5,0.21329652,0.000145,0.00036
MIR155HG,-0.6283075,2.02e-05,0.00036
GTSE1,1.3128242,4.21e-05,0.00036
TDRP,0.8604683,4.2e-05,0.00036
TLL1,-0.32722199,0.000145,0.000362
BCR,0.5106325,2.04e-05,0.000362
LOC102723791,1.826115,4.23e-05,0.000362
TMEM200C,2.0146249,4.23e-05,0.000362
TPO,0.48606,2.04e-05,0.000363
FREM3,0.5396982,0.000171,0.000363
GRIN3B,0.3214091,0.000171,0.000363
TMC3-AS1,1.8427641,4.24e-05,0.000363
UTP23,-0.3512432,0.000172,0.000363
RNF25,0.2926909,0.000172,0.000364
UBTF,-0.265715,2.06e-05,0.000365
TNXB,-0.6254475,2.06e-05,0.000365
MRPL23,0.46754,0.000173,0.000366
MX2,-0.86321,2.07e-05,0.000366
SNHG11,0.359845,2.07e-05,0.000366
SPDYE7P,0.24982492,0.000147,0.000366
S100A1,0.3987991,0.000173,0.000366
BECN1,-0.371525,0.000173,0.000366
GNB3,0.314805,0.000173,0.000366
ZBTB48,0.25335,0.000174,0.000367
LIPT1,0.2851736,0.000173,0.000367
ARHGAP26-AS1,-1.4281134,4.31e-05,0.000367
SPINK1,-2.11393,2.08e-05,0.000368
LOC102723566,0.2581814,0.000174,0.000368
BCKDK,0.3791541,0.000175,0.000369
PRR35,0.3040245,0.000174,0.000369
PTRHD1,0.4854132,0.000176,0.000372
MEST,0.5491745,0.000176,0.000372
LOC93463,1.6202692,4.38e-05,0.000373
RYK,0.2256282,0.000177,0.000373
LINC01451,1.7920192,4.39e-05,0.000373
SMAD3,-0.4563375,2.13e-05,0.000374
CCDC6,0.2978814,0.000178,0.000376
PIK3R4,0.351655,2.15e-05,0.000377
IRF1,-0.8846953,4.44e-05,0.000377
MMP21,0.2872795,0.000179,0.000377
SLC38A8,0.2824845,0.000179,0.000377
ZNF829,-0.2482859,0.000179,0.000377
ZNF787,-0.6378441,4.46e-05,0.000377
LOC112268047,1.5562137,4.46e-05,0.000378
UTP18,0.72593704,2.32e-06,0.000378
MCHR1,0.3035618,0.000179,0.000378
CAD,0.574371,4.48e-05,0.000379
POLR1E,0.20487185,0.000152,0.000379
PNO1///PNO1,0.26857379,0.000153,0.00038
TRUB2///TRUB2,0.3995714,0.00018,0.00038
DHRS3,0.5503427,0.00018,0.00038
C22ORF29///GNB1L,0.2756373,0.00018,0.00038
ZNF408,0.3011045,0.00018,0.00038
LOC112268258,-1.4837125,4.5e-05,0.00038
PAM16,0.26676,2.17e-05,0.000381
GPAT3,0.26383101,0.000154,0.000381
MRPS6///SLC5A3,-0.3861682,0.00018,0.000381
PRSS57,0.3495236,0.000181,0.000381
C8ORF17,0.2844895,0.000181,0.000382
LOC112268421,-1.2465833,4.54e-05,0.000383
RGS17,-0.38663,2.19e-05,0.000383
ANG,0.634245,2.19e-05,0.000383
USP9Y,-2.5173077,0.000181,0.000383
SLC36A2,0.2699445,0.000181,0.000383
OTOP2,0.3521736,0.000182,0.000384
MON1A,0.2575809,0.000182,0.000384
IPMK,0.3533864,0.000182,0.000384
GTF2IP20,0.8001354,4.55e-05,0.000384
RGS7,0.2493859,0.000182,0.000385
DOHH,-1.0174837,4.58e-05,0.000386
SOGA3///KIAA0408,0.34206248,0.000156,0.000386
LOC143188///VTI1A,0.31804776,0.000156,0.000386
C17ORF58,0.2693573,0.000183,0.000386
LOC100129503,0.3538482,0.000183,0.000386
BACH2,0.21384104,0.000156,0.000387
LHFPL1,-0.363125,0.000184,0.000387
PPP1R3B,-0.5965125,2.23e-05,0.000388
DET1,-0.5740855,0.000184,0.000388
CYB561,0.5090118,0.000184,0.000388
MIR4453HG,0.8015281,4.61e-05,0.000388
CNTN6,0.73309,2.23e-05,0.000388
RPL36AL,-0.5212323,0.000184,0.000388
GARS1-DT,0.7244815,4.64e-05,0.000389
MIR6852,-1.0327593,4.63e-05,0.000389
SH2D7,0.3403045,0.000185,0.00039
UQCC6,0.9403535,4.66e-05,0.00039
KRTAP5-10,0.25221389,0.000158,0.00039
LOC100506699,1.0325225,2.25e-05,0.00039
SMG8,0.18872909,0.000157,0.00039
LOC102724780,1.7868351,4.66e-05,0.00039
TEAD1,0.3249505,0.000185,0.00039
CDIN1,0.8942932,4.66e-05,0.00039
SLC22A9,0.2773845,0.000186,0.000391
CHST8,0.2359795,0.000186,0.000391
NFAT5,-0.3327005,0.000186,0.000391
TCP10L2///TCP10,0.2510623,0.000186,0.000392
RASD2,-0.19129115,0.000159,0.000393
MUC7,0.2829059,0.000187,0.000393
LINC01620,0.3687541,0.000187,0.000393
ZNF613,-0.3258832,0.000187,0.000394
SLC35E2,0.3761614,0.000187,0.000394
INHBE,0.3497527,0.000187,0.000394
GSTTP2///GSTTP1,0.3224136,0.000187,0.000394
IPPK,0.2789127,0.000188,0.000395
GPR25,0.362915,0.000188,0.000395
CMTM7,-0.53269,2.29e-05,0.000396
SCARNA11,0.2513259,0.000189,0.000396
ARHGEF3,-0.5127353,4.75e-05,0.000397
NXF1,0.5301605,4.75e-05,0.000397
WHRN,0.3721777,0.000189,0.000398
PRAMEF20,0.30557,0.000189,0.000398
CDKN2C,-0.2396,0.00019,0.000399
PIANP,0.3105105,0.00019,0.000399
DLEU7,0.3422245,0.00019,0.000399
NSFL1C,-0.2210782,0.00019,0.0004
FOSL1,0.4707795,0.00019,0.0004
KIAA1614,0.2720277,0.000191,0.000401
RNF152,0.25920379,0.000162,0.000401
RPRML,0.3442482,0.000192,0.000402
INPP5D,-0.20474296,0.000163,0.000402
NEK6,-0.75171,2.33e-05,0.000402
ZNF674,-0.442935,0.000192,0.000403
CALHM1,0.2869323,0.000192,0.000403
WWP2,0.2618045,0.000192,0.000403
BCL10,1.43641158,2.61e-06,0.000403
TANC2,0.27609999,0.000163,0.000403
RUFY4,0.3096182,0.000192,0.000403
LOC101927389,-1.7473724,4.84e-05,0.000404
GLUD1,-0.5682441,4.85e-05,0.000405
RPL10L,0.3503941,0.000193,0.000405
LINC02767,1.2816407,4.85e-05,0.000405
GPR26,0.3311109,0.000193,0.000406
PRAMEF15///PRAMEF20,0.321175,0.000194,0.000407
NKX2-8,-1.7141779,4.89e-05,0.000408
BLOC1S1-RDH5,-0.811081,4.89e-05,0.000408
TTYH1,0.3212214,0.000195,0.000408
MIR5193///UBA7,-0.85321764,2.7e-06,0.000408
HMGA1,0.3715432,0.000195,0.000409
TMOD4,0.3276018,0.000195,0.000409
GRAMD4,0.292605,0.000195,0.000409
MIR140,-0.3887527,0.000196,0.00041
CDC123,-0.2796195,0.000196,0.00041
ZYG11A,1.8339336,4.93e-05,0.000411
LOC101060524///DRD5P2,-0.5126475,2.39e-05,0.000411
NTSR2,0.3075423,0.000196,0.000411
OR52W1,0.3645223,0.000196,0.000411
SLC7A14,0.2950755,0.000197,0.000412
ASB16,0.2424436,0.000197,0.000412
PGLYRP2,0.3299091,0.000197,0.000412
PAN2,0.6507647,4.95e-05,0.000413
LOC728743,0.8800428,4.95e-05,0.000413
FOXN3-AS2,0.8470638,4.96e-05,0.000413
C9ORF152,0.7682791,0.000198,0.000414
FAM166A,0.4164305,0.000198,0.000414
FLJ90680,0.3167959,0.000197,0.000414
TPD52L1,-0.19384643,0.000168,0.000414
DNAJC19,-0.3636259,0.000198,0.000415
LOC401557,0.30042,0.000198,0.000415
CD1B,-0.4852225,2.45e-05,0.000418
ST18,1.5774106,5.03e-05,0.000418
TOP1,-0.5007905,0.0002,0.000418
MFSD6,0.4232875,2.45e-05,0.000418
ZNF791,-0.3879368,0.0002,0.000418
KRTAP5-11,0.3227841,0.0002,0.000418
GNGT2,0.3591855,0.0002,0.000419
LINC02968,1.7280364,5.04e-05,0.000419
G6PC2,0.4096723,0.000201,0.00042
LOC105379086,1.5529731,5.07e-05,0.000421
LOC101929356,0.9559515,5.07e-05,0.000421
C16ORF82,0.25855,0.000202,0.000421
LOC112268096,-1.3257234,5.08e-05,0.000422
LOC105376241,2.1332554,5.08e-05,0.000422
MIRLET7D,-0.3919109,0.000202,0.000423
CYP4F8,0.3398277,0.000202,0.000423
LOC102724507///LOC100509620///AQP7P1///AQP7,0.30653247,0.000172,0.000424
HMP19,0.2470618,0.000203,0.000424
TFAP2C,-0.5686914,0.000204,0.000426
IGFL2,-0.17557876,0.000173,0.000426
MAGEF1,0.2357123,0.000205,0.000427
MAGEA8,0.3946668,0.000205,0.000428
MRGPRG-AS1,0.3865032,0.000205,0.000428
LOC101929750,3.3470781,5.16e-05,0.000428
MOP-1,0.6658105,0.000205,0.000428
ARSE,0.6485482,0.000206,0.000429
UBE2G1,0.2420868,0.000206,0.00043
EDNRB-AS1,-1.3708958,5.18e-05,0.00043
LOC729603,0.21479616,0.000175,0.00043
SLC46A3,-0.6814725,2.88e-06,0.00043
ZNF530,-0.2635632,0.000206,0.00043
SOHLH1,0.3404741,0.000206,0.000431
DAOA,0.3095632,0.000207,0.000431
LOC102724102,1.7998537,5.22e-05,0.000432
EBF1///PDGFRB,-0.6759682,0.000207,0.000432
ACKR1,0.78931,0.000207,0.000432
ZNF285,-0.4074964,0.000207,0.000432
LOC100132731///KIAA1257,-0.19380694,0.000176,0.000433
SLC2A10,0.3641432,0.000207,0.000433
MSX2,0.3946368,0.000207,0.000433
TNFAIP8,-0.48014,2.56e-05,0.000434
SNORA65,0.5135123,0.000208,0.000434
CARD14,0.2720709,0.000209,0.000435
CCDC15,-0.4301814,0.000209,0.000436
LOC100509814,0.17815538,0.000178,0.000436
PIGU,-0.75647435,2.97e-06,0.000437
UTS2R,0.3360236,0.00021,0.000437
CBFA2T2,-0.98513909,2.96e-06,0.000437
AFP,0.3228341,0.00021,0.000438
IGHJ6,2.2709562,5.31e-05,0.000438
TLR3,-0.8795573,5.3e-05,0.000438
SNORD115-42///SNORD115-40///SNORD115-21///SNORD115-6,-0.3411323,0.000211,0.000439
ANKRD35,-0.2908464,0.00021,0.000439
CFTR,-1.0004627,0.000211,0.00044
PBXIP1,-0.4403425,2.61e-05,0.00044
EEF1A1///EEF1A1,-0.5063045,0.000211,0.00044
SULT1C2,-0.33538814,0.00018,0.000441
FAM237B,1.6055917,5.34e-05,0.000441
TBX5-AS1,-1.12371,5.35e-05,0.000442
FKBP1A-SDCBP2,-1.0206923,5.36e-05,0.000442
TSPAN10,0.3119041,0.000213,0.000444
MLH1,-0.311355,0.000213,0.000444
LIPA,-0.4961164,0.000214,0.000446
ZNF675,-0.2063794,0.000182,0.000447
LOC101930169///PRAMEF15///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF18///PRAMEF10///PRAMEF9///PRAMEF5,0.228303,0.000183,0.000447
RPA3,-0.19395234,0.000183,0.000449
MYB,1.7674182,5.46e-05,0.00045
LMX1A,0.3213127,0.000216,0.00045
LOC105373796,1.2158822,5.46e-05,0.00045
KCNB2,0.35449,0.000217,0.00045
ANKRD36C,0.9681502,5.48e-05,0.000451
LOC100129888///NIF3L1,-0.5029323,0.000217,0.000451
SPIRE2,0.3250077,0.000217,0.000452
OR1D4///OR1D5///OR1D2,0.3136514,0.000218,0.000453
TAF1L,-0.2852091,0.000218,0.000453
LINC00216,-0.3309582,0.000218,0.000453
MSX1,0.320535,0.000218,0.000453
WBP1L,0.2457364,0.000218,0.000453
GAS7,-0.2885477,0.000218,0.000454
LAPTM5,0.26929989,0.000186,0.000454
SETDB1,-0.2748536,0.000219,0.000454
NMUR2,0.8207391,0.000219,0.000454
LOC152048,0.3128436,0.000218,0.000454
CT83,0.4172427,0.00022,0.000456
FLJ38576,0.2722709,0.00022,0.000456
FEZF2,0.3714741,0.00022,0.000456
SARS1,-0.5917057,5.55e-05,0.000456
USP27X,-1.0679739,5.59e-05,0.000459
CASTOR3P,0.8325735,5.61e-05,0.00046
LOC101928370,0.62339,2.76e-05,0.000461
UBE4A,-0.5320627,0.000223,0.000462
STX18,-0.3060682,0.000223,0.000463
LOC729970,0.307275,2.77e-05,0.000463
LBP,0.3189357,0.00019,0.000463
HRASLS,-0.4680275,2.78e-05,0.000464
TRAT1,-0.8929175,2.78e-05,0.000464
PCSK1,-0.8578159,0.000224,0.000464
HRK,-0.2136921,0.000191,0.000465
MRPS18B,0.3511075,2.8e-05,0.000466
TSHZ1,-0.6400189,5.7e-05,0.000466
GKAP1,-0.3879709,0.000224,0.000466
PSMC3,-1.0697321,5.71e-05,0.000467
MIR181C,0.3009705,0.000226,0.000468
MYLK3,-0.21498998,0.000192,0.000468
C7ORF13,0.3676345,0.000226,0.000468
HMCN2,1.496078,5.73e-05,0.000469
CDCP2,0.3197541,0.000227,0.00047
CD14,0.28848208,0.000193,0.000471
ALG1,0.3114186,0.000227,0.000471
TIPARP,-0.6637995,0.000227,0.000471
PHF11,-0.3015218,0.000228,0.000472
CTRB2///CTRB1,0.3208164,0.000228,0.000472
KRTAP19-6,0.3142273,0.000228,0.000472
RPSAP36///RPSAP19///RPSAP9///RPSAP58///RPSAP15///RPSA,0.18729749,0.000194,0.000472
EEF1E1-BLOC1S5///EEF1E1,0.4427782,0.000229,0.000473
CAPZB,-0.4215444,5.79e-05,0.000473
SYNGR4,0.3338705,0.000228,0.000473
MGC16025,-1.2741375,2.86e-05,0.000474
ZNF707,0.3186845,0.000229,0.000474
ABHD14A///ACY1,-0.57072408,3.4e-06,0.000474
RP1L1,0.3043605,0.000229,0.000475
TIMM23B///TIMM23,0.2875209,0.000229,0.000475
TNFSF11,-0.445315,2.87e-05,0.000476
HNF1A,0.336895,0.00023,0.000476
NFKBIZ,1.98719508,3.45e-06,0.000477
TPRX1,0.4791923,0.000231,0.000478
TMEM210,0.4025045,0.000231,0.000478
CATSPER3,-0.3091141,0.000231,0.000478
LINC00969,0.6808014,0.000232,0.000479
DEFB136,0.3168523,0.000231,0.000479
TAS2R5,0.3110095,0.000232,0.00048
GOLGA8M,0.6851024,5.9e-05,0.000481
TNFAIP8L3,-0.3046968,0.000233,0.000481
NRAS,-0.3113027,0.000233,0.000482
ZNF749,-0.7097695,0.000233,0.000482
CSAG2///CSAG4///CSAG3///CSAG1,0.3579455,0.000233,0.000482
PDE6A,0.2868964,0.000233,0.000482
ITGB3,-0.9408025,2.91e-05,0.000482
EVA1B,-0.8620116,5.93e-05,0.000483
LOC388882,0.3260314,0.000234,0.000483
LOC105376240,1.8373222,5.96e-05,0.000484
ZNF133,0.6591876,5.95e-05,0.000484
EME2,0.2769091,0.000235,0.000485
RPS15A,0.513,0.000235,0.000486
GSDMB,-0.22040312,0.0002,0.000487
ALG5///ALG5,-0.3777805,0.000236,0.000487
LOC105376829,0.9113135,5.99e-05,0.000487
BTF3L4,-0.2572286,0.000236,0.000487
LINC02984,1.0305661,5.99e-05,0.000487
SFRP5,-1.8880999,6.01e-05,0.000488
TTTY7B///TTTY7,0.2677891,0.000236,0.000489
LOC107987250,-0.758086,6.05e-05,0.00049
CRYZ,-0.6018873,0.000237,0.00049
ATG9B,0.2597223,0.000238,0.000491
COL22A1,1.4359225,6.08e-05,0.000492
TMPRSS11A,2.3827479,6.09e-05,0.000493
MRPL58,0.336245,0.000239,0.000493
ABHD2,-0.19205478,0.000203,0.000493
SELL,0.41378167,0.000203,0.000493
LOC105373342,0.9494382,6.09e-05,0.000493
ANP32AP1///ANP32C///ANP32A,-0.3029036,0.000239,0.000494
SLC25A30,-0.4476973,0.000239,0.000494
NDUFA9,0.3691427,0.000239,0.000494
DRAP1,-0.8636507,6.13e-05,0.000495
KRTAP10-1,0.33766,0.00024,0.000496
ELP6,0.3092891,0.000241,0.000497
ALDH1A2,-0.4113232,0.000241,0.000497
MIR30C2,-0.5929336,0.000242,0.000498
HYDIN2,1.8753752,6.18e-05,0.000498
PCDHB4,-0.39346014,0.000205,0.000498
LOC105369669,1.1341329,6.18e-05,0.000498
GINS2,0.3274982,0.000242,0.000499
ATP6V1E1,0.23134113,0.000205,0.000499
ATP8B2,-0.5376,3.06e-05,0.000502
LAMC2,-0.33684078,0.000207,0.000502
FTH1P5///FTH1P3///FTH1,0.20075,0.000244,0.000503
MAGEB17,0.2864155,0.000244,0.000504
LOC105374334,1.2412662,6.27e-05,0.000505
BICDL1,0.9289087,6.27e-05,0.000505
ARL2,-0.8075266,6.29e-05,0.000506
SPIN2B///SPIN2A,-0.52643688,3.84e-06,0.000508
ADSSL1,0.3197636,0.000246,0.000508
LOC105375913,1.340869,6.33e-05,0.000508
ZNF251,0.754638,6.33e-05,0.000509
KIRREL3-AS3,0.2652273,0.000247,0.000509
MYL12-AS1,-1.0898864,6.34e-05,0.000509
ADAM8,0.18785014,0.00021,0.000509
POLDIP3,-0.5756683,6.35e-05,0.00051
CLEC11A,-0.6432525,3.13e-05,0.00051
PLEKHG6,-0.9474226,6.36e-05,0.00051
RSBN1,-0.2541314,0.000248,0.00051
CH25H,0.9650686,0.000247,0.00051
TUBGCP4,0.2920945,0.000249,0.000512
GP5,0.3725295,0.000249,0.000513
LINC02300,2.9227672,6.42e-05,0.000514
BICDL2,0.3234055,0.00025,0.000514
TUSC5,0.3424905,0.00025,0.000514
GPR176,-0.20644,3.17e-05,0.000515
BRD1,0.2190186,0.00025,0.000515
ADH1C,-0.9368447,6.47e-05,0.000517
ELOA,-0.5064082,6.45e-05,0.000517
CDRT1///FBXW10,-0.27341071,0.000214,0.000518
LOC105375964,1.6778105,6.48e-05,0.000518
SMAD1-AS1,1.0379907,6.47e-05,0.000518
DDX43,-0.74453,0.000251,0.000518
KCTD21,0.30917,0.000252,0.000518
KPNA2,-0.4658282,0.000252,0.00052
SFT2D1,0.2104313,0.000215,0.000521
SPRYD3,0.3550955,0.000253,0.000521
QRFPR,0.8134255,0.000253,0.000521
LOC100134317///LOC284412,0.3107791,0.000254,0.000522
PARP15,-0.5573782,0.000254,0.000523
TOR3A,-0.482445,3.23e-05,0.000523
LRCOL1,1.24252,3.24e-05,0.000525
LOC101929122,-0.4872625,3.25e-05,0.000525
MLN,0.2040045,0.000256,0.000526
SMARCA5-AS1,-0.8372848,6.59e-05,0.000526
LINC03006,0.825683,6.61e-05,0.000527
C10ORF55,0.2818877,0.000256,0.000527
LOC100132249,1.3764328,6.62e-05,0.000527
INSYN1,-1.2235272,6.63e-05,0.000528
ZNF703,0.28903,0.000257,0.000529
COL9A1,0.2758823,0.000257,0.000529
TRIM45,-0.77845243,4.1e-06,0.000529
UQCRB,-0.4133627,0.000257,0.000529
ZNF268,-0.83955258,4.11e-06,0.00053
LGALS14,0.2795045,0.000258,0.00053
UPK3A,0.3380836,0.000258,0.00053
LOC105376333,-1.1192645,6.67e-05,0.00053
HFM1,-0.5744318,0.000258,0.000531
DDX19A,-0.2241636,0.000258,0.000531
MUS81,0.2289877,0.000258,0.000531
UFL1-AS1,1.0712533,6.7e-05,0.000532
CFAP20,0.37566,0.000259,0.000532
BTBD3,-0.4155041,0.000259,0.000532
PAK1IP1,-0.5085541,0.00026,0.000533
SPPL2C,0.3001691,0.000259,0.000533
ABCA7,0.2644664,0.00026,0.000534
SLC5A10,0.3178505,0.00026,0.000534
ABALON,-0.6892818,6.75e-05,0.000535
DNMT3B,0.2861495,0.00026,0.000535
PCBP3,1.0117867,6.76e-05,0.000536
ADH4,-0.4474664,0.000261,0.000536
LOC105369354,1.0034912,6.76e-05,0.000536
TPRXL,0.3310164,0.000261,0.000536
SLC22A20,0.2475127,0.000261,0.000537
MIR211,0.3053536,0.000262,0.000537
KRT36,0.2893359,0.000262,0.000537
C2ORF42,-0.3326241,0.000262,0.000538
IGFBP1,0.2973845,0.000262,0.000539
C11ORF86,0.2436523,0.000262,0.000539
RRAGD,0.23650403,0.000224,0.00054
GAPDHP62///ANKRD46,-0.8644543,4.27e-06,0.00054
DDX11L9///DDX11L5///DDX11L1///DDX11L10///DDX11L16///DDX11L2///DDX11L5,0.3904473,0.000263,0.000541
SNORA11E///SNORA11D///MAGED4///MAGED4B,-1.14608682,4.31e-06,0.000541
PRKG2,-1.6099026,6.84e-05,0.000541
FMO9P,0.2833205,0.000264,0.000541
MAP7,-0.439765,0.000263,0.000541
MORN4,0.3678736,0.000264,0.000542
ZNF862,0.2687232,0.000264,0.000542
SELENON,-0.6473097,6.88e-05,0.000543
ACTR1B,0.2813659,0.000265,0.000543
PTP4A3,0.5379809,0.000265,0.000544
GLRA4,0.2925191,0.000266,0.000544
ACTR3C,-0.4115555,0.000266,0.000545
BPIFB3,0.2912168,0.000266,0.000545
CST9L,0.38949,0.000266,0.000545
TRH,0.3591745,0.000266,0.000546
LOC105369517,2.6048679,6.92e-05,0.000547
OR51S1,0.2674486,0.000267,0.000547
SERPINB4,-0.23857957,0.000227,0.000547
LOC105369974,1.4585612,6.94e-05,0.000547
IGFN1,0.3039245,0.000268,0.000548
MRPL45,0.3010541,0.000267,0.000548
PRR26,0.2303345,0.000268,0.000549
STRA8,0.2886041,0.000268,0.000549
ADAT3,0.3098736,0.000268,0.00055
GPAT2,0.3091386,0.000268,0.00055
GOLGA8S,1.0214054,6.97e-05,0.00055
ZNF528,-0.23646937,0.000228,0.00055
HMCES,-0.6599415,7e-05,0.000551
SLC22A2,0.3375464,0.000269,0.000551
NECAP1,0.18135961,0.000229,0.000552
ATP2A1,0.2928964,0.00027,0.000553
CFHR1///CFH,-1.0884454,4.56e-06,0.000553
PRODH2,0.3227282,0.00027,0.000553
TXLNGY,-2.3880618,0.00027,0.000553
PPP1R17,0.320975,0.000271,0.000555
LOC105379087,1.4744723,7.08e-05,0.000556
CD300LD,0.3369973,0.000272,0.000557
FBXO41,-0.4264975,3.47e-05,0.000557
RANBP17,-0.6592582,0.000273,0.000558
PPM1M,0.17674167,0.000232,0.000558
DCTN1,-0.5387833,7.1e-05,0.000558
OIP5-AS1,-0.61377539,4.62e-06,0.000558
FASTKD5///UBOX5,0.2355218,0.000273,0.000559
BTBD11,-0.4653225,3.49e-05,0.00056
PNPLA1,0.2603559,0.000274,0.00056
PTGES3L,1.6483006,7.13e-05,0.00056
FAM185A,0.6469672,7.13e-05,0.00056
KCNMA1-AS3,1.4639461,7.18e-05,0.000562
BCL2,-0.5910975,3.52e-05,0.000562
MYL6B,-0.40055,3.52e-05,0.000562
LOC107987401,-1.3425412,7.19e-05,0.000563
LOC100507351,2.0684159,7.19e-05,0.000563
LOC112268238,1.4598148,7.21e-05,0.000563
MIR23AHG,-1.6603301,7.21e-05,0.000563
HMGCLL1,-0.2352898,0.000235,0.000564
GIPC1,-0.7406793,7.23e-05,0.000565
TRPM3,0.329265,3.56e-05,0.000566
CLDN4,0.7705014,0.000277,0.000566
FGF17,0.3448991,0.000277,0.000566
RITA1,0.3287459,0.000277,0.000566
C9ORF47,1.3622241,7.25e-05,0.000566
LOC105375896,1.5942305,7.26e-05,0.000567
TCEANC,-0.4028309,0.000278,0.000568
OGDHL,0.2733077,0.000278,0.000568
ZBTB47-AS1,1.0308783,7.28e-05,0.000568
CCDC28B,0.2492395,0.000278,0.000568
ANKRD27,0.393815,3.58e-05,0.000569
MRGPRX4,0.20176997,0.000237,0.000569
ESPL1,0.2500236,0.000279,0.00057
DLG2-AS2,1.3396417,7.32e-05,0.00057
MYO19,0.582199,7.32e-05,0.000571
EPC1-AS1,1.2801156,7.34e-05,0.000572
USF2,0.2782191,0.00028,0.000573
ANKFY1,-0.4354895,0.000281,0.000573
HCRTR1,-1.1325061,7.38e-05,0.000574
ZNF492,-0.19397054,0.00024,0.000575
BNIP3L,0.3312864,0.000282,0.000575
KRTAP4-4,0.3631759,0.000282,0.000576
GCAT,0.3404295,0.000283,0.000577
C6ORF222,0.2492427,0.000283,0.000577
TRY-GTA2-1,-1.5190969,7.45e-05,0.000578
PRR20E///PRR20D///PRR20C///PRR20B///PRR20A,0.2254714,0.000284,0.000578
YAP1,0.82647079,4.81e-06,0.000579
RPS21,0.19005008,0.000242,0.00058
HSPG2,0.4165573,0.000285,0.000581
MRPS23,0.18844768,0.000242,0.000581
GRAP2,-0.2657149,0.000243,0.000582
NPVF,0.3171505,0.000286,0.000582
LOC105373674,1.0639431,7.51e-05,0.000582
UBFD1,0.2625023,0.000286,0.000582
AMT,-0.57744291,4.88e-06,0.000583
IQCJ-SCHIP1///SCHIP1,0.2939718,0.000286,0.000583
HSF5,0.2527964,0.000287,0.000584
CATSPERD,0.3077309,0.000288,0.000586
OGFRP1,0.32558,0.000288,0.000586
TRR-CCT3-1,-2.044234,7.59e-05,0.000588
CLEC4M,0.6795955,0.000289,0.000589
LOC107984638,-0.8475161,7.61e-05,0.000589
OTUD7A,0.289325,0.00029,0.00059
DSTN,0.5543375,3.74e-05,0.00059
