gene,logFC,p_value,adj_p_value
GRHPR,0.02555989,0.269,0.4
FRMD6,-0.05394219,0.269,0.4
AGAP7P,0.06111367,0.268,0.4
MTRNR2L5,-0.20099946,0.268,0.4
DNAH7,0.403255,0.281,0.401
USPL1,0.03807511,0.27,0.401
MIB1,0.0316495,0.269,0.401
NUP188,0.03272771,0.27,0.401
SMDT1,0.04843546,0.27,0.401
PSMA3-AS1,-0.03374425,0.27,0.401
WWP1,-0.03654584,0.269,0.401
GATA2,0.12001374,0.27,0.401
COL19A1,-0.5940085,0.281,0.401
LOC105374443,0.17395121,0.269,0.401
FRAT1,0.1032068,0.281,0.401
LINC01361,-0.6326906,0.281,0.401
KRT27,-0.52334305,0.27,0.401
MARVELD3,0.07647338,0.27,0.401
LOC105369420,-0.1387999,0.27,0.401
TDRD7,0.0839422,0.281,0.401
CHN2-AS1,-0.08980285,0.269,0.401
LOC107986578,0.06476825,0.269,0.401
TRNL1,-0.14098763,0.27,0.401
ADORA2A,-0.08832889,0.269,0.401
MSANTD2-AS1,0.08594329,0.271,0.402
VPS39,0.1174086,0.282,0.402
LOC101928068,0.09293845,0.271,0.402
KISS1,0.4106383,0.282,0.402
SEMA5A-AS1,-0.06887631,0.27,0.402
IGHV4-28,-0.8599276,0.283,0.402
PGA3,0.24832441,0.271,0.402
LOC105376136,-0.12613588,0.271,0.402
H3C7,-0.7585203,0.282,0.402
STAG3L3,0.04151887,0.271,0.402
ZNF350-AS1,0.10074044,0.271,0.403
TRL-CAG2-2,0.15440454,0.272,0.403
RANBP3-DT,-0.17453086,0.272,0.403
RELL1,-0.05072542,0.271,0.403
MIR3918,0.10984739,0.272,0.404
LOC105371483,-0.06517754,0.272,0.404
RFC2,0.0689003,0.284,0.404
ZDHHC24,-0.0847663,0.284,0.404
ELMOD3,-0.03744427,0.272,0.404
GPR55,0.16030693,0.272,0.404
SNORD103B,-0.07968122,0.272,0.404
LOC100505736,-0.04321935,0.272,0.404
LOC105375724,-0.09222316,0.272,0.404
LOC105375870,0.16142009,0.274,0.405
PGLS,0.0721819,0.285,0.405
RFTN2,-0.06116817,0.273,0.405
SF3B6,0.05011023,0.273,0.405
AXIN1,0.06137583,0.273,0.405
ROBO2,-0.0820423,0.273,0.405
FUT6,-0.3361988,0.284,0.405
F3,0.151336,0.284,0.405
FAM218A,0.07495545,0.273,0.405
GPRC5A,-0.2288428,0.285,0.405
SOD1-DT,0.13822451,0.273,0.405
FRG1EP,0.20346797,0.273,0.405
LARGE-AS1,-0.06044201,0.274,0.406
INTS12,0.0676618,0.286,0.406
NORAD,0.02093494,0.274,0.406
LOC107986710,-0.05013232,0.274,0.406
HNRNPA1P10,0.04793607,0.274,0.406
KCNF1,0.2936426,0.286,0.406
LOC101929638,0.08680888,0.274,0.406
GPR179,-0.08684857,0.274,0.406
PKMYT1,-0.10938425,0.274,0.406
SLC66A1,0.3379192,0.286,0.406
SDAD1,-0.2244553,0.286,0.406
STX16,-0.04230002,0.275,0.407
ICE1,0.0596656,0.287,0.407
CPVL-AS1,-0.15735661,0.275,0.407
DIRC3-AS1,0.12521419,0.275,0.407
LOC107985227,-0.06806648,0.275,0.407
SF3A2,-0.0980432,0.287,0.407
LOC102724159,0.05253624,0.275,0.407
ZNF121,0.03581754,0.275,0.407
OR51E2,-0.3907883,0.286,0.407
CEP135,0.1149379,0.287,0.407
CXCR1,-0.23781025,0.275,0.407
LOC105378691,0.10301303,0.275,0.407
LOC105373591,0.12494294,0.275,0.407
LOC101927855,0.11227898,0.275,0.407
CCNI,0.0639847,0.287,0.407
PFN2,-0.07236239,0.276,0.408
SPIRE1,-0.04232777,0.276,0.408
SKAP1-AS2,-0.15930534,0.276,0.408
SLC25A5,0.0634445,0.288,0.408
KHSRP,-0.1006464,0.288,0.408
MSRB1,0.15097734,0.276,0.408
LINC02910,-0.10806043,0.276,0.408
STYXL1,0.06362057,0.276,0.408
RNU5A-1,0.07936341,0.276,0.408
ZNF652-AS1,-0.0876216,0.276,0.408
GOLGA1,0.02393485,0.276,0.408
BOLA3-DT,0.0472812,0.276,0.408
LOC101928417,-0.09017026,0.277,0.409
LPAR5,0.08745623,0.277,0.409
NMNAT1,-0.03678964,0.277,0.409
LOC101929819,0.12825918,0.276,0.409
HDX,-0.06989988,0.277,0.409
ZNF718,0.0864127,0.277,0.409
LOC112268235,0.08277516,0.277,0.409
PDE4DIPP2,-0.05027283,0.277,0.409
LOC105376001,0.05644364,0.277,0.409
LOC107986273,-0.05345298,0.277,0.409
SYNM,0.15016509,0.277,0.409
MIR9898,-0.19092377,0.277,0.409
OBI1-AS1,0.04253163,0.277,0.409
ARID4B,-0.0854475,0.288,0.409
MGST3,0.0602421,0.289,0.409
ZNF23,-0.03963438,0.276,0.409
KIAA0753,-0.0955838,0.288,0.409
LOC102724823,0.22480424,0.277,0.41
EZH2,0.05708277,0.277,0.41
GLRX,0.09639983,0.278,0.41
DNAJC18,-0.06821126,0.277,0.41
LOC105371553,0.16119508,0.278,0.41
SLC4A1AP,0.02882072,0.277,0.41
SMURF2P1-LRRC37BP1,0.02883044,0.278,0.41
MEI4,0.1952475,0.278,0.41
NMNAT2,0.3052358,0.29,0.41
FOXA2,-0.2321773,0.29,0.41
LINC02021,0.14094323,0.278,0.41
ZNF492,0.11018506,0.278,0.41
VSIG10L,0.11379055,0.279,0.411
CBLN1,-0.23198303,0.279,0.411
MRPS28,0.04944809,0.279,0.411
JAZF1,-0.04367007,0.278,0.411
ARK2N,0.165733,0.29,0.411
LOC105377973,-0.13914307,0.279,0.411
KCNV2,-0.5828471,0.29,0.411
EPB41L4A,0.03898806,0.279,0.411
TPO,-0.1945022,0.278,0.411
TUFM,-0.0687877,0.291,0.411
KRT18,-0.17291705,0.279,0.411
LY6E-DT,-0.14219757,0.28,0.412
LMO7-AS1,0.06886954,0.28,0.412
KCNMB2-AS1,-0.15349798,0.28,0.412
LOC101927226,-0.11912682,0.28,0.412
TTC36-AS1,0.04338116,0.279,0.412
ZBTB25,0.0806636,0.292,0.412
TM4SF5,-0.594232,0.291,0.412
OR6A2,-0.7111122,0.292,0.412
MAP3K7,0.02769292,0.28,0.412
LOC101927522,0.14885857,0.28,0.412
TTC7A,0.05187079,0.28,0.412
KMT2CP5,0.08305913,0.279,0.412
LMOD1,-0.1830006,0.292,0.412
MAEA,-0.03305678,0.279,0.412
SLC17A6,-0.7361473,0.291,0.412
H2BC6,0.5938512,0.291,0.412
LINC00266-1,0.08105674,0.28,0.412
MIR5587,-0.14490495,0.28,0.412
H2BW3P,0.11173089,0.279,0.412
FLNB,0.0798732,0.293,0.413
TMEM14EP,0.05132003,0.281,0.413
NDUFB7,0.0803933,0.292,0.413
NBPF12,0.0547713,0.28,0.413
UBE2Q2P1,0.03765633,0.28,0.413
C1ORF115,-0.1914338,0.293,0.413
LOC105370965,-0.09609926,0.281,0.413
C2ORF81,-0.09680256,0.281,0.413
TWF1,-0.05263508,0.28,0.413
PPTC7,-0.03847993,0.281,0.413
KRTAP5-9,-0.6766375,0.293,0.413
FUT8-AS1,-0.08116208,0.28,0.413
FAM229A,0.10025199,0.281,0.413
NLRX1,-0.1428852,0.292,0.413
LOC105370658,-0.13046095,0.28,0.413
ZFAND2A-DT,0.05223176,0.281,0.413
GPR180,-0.06142901,0.281,0.413
MRPL15,0.0733507,0.292,0.413
MMADHC-DT,0.05450561,0.28,0.413
HSPB11,0.05004173,0.282,0.414
THRIL,0.19054891,0.281,0.414
MOCOS,0.09180417,0.281,0.414
RNU6-2,-0.15317281,0.282,0.414
WDR54,0.04030137,0.281,0.414
LOC101928344,0.0884463,0.282,0.414
TMEM9B-AS1,-0.12481808,0.282,0.414
COPG2,0.04167936,0.281,0.414
LOC105378663,-0.10574635,0.282,0.414
LOC729291,0.05563084,0.282,0.414
MIR10226,0.13927483,0.282,0.414
WDR83,0.02494314,0.281,0.414
IL6R-AS1,-0.12510068,0.281,0.414
SOD2-OT1,0.17205608,0.282,0.414
LOC107987245,0.0645377,0.282,0.414
FAM183A,0.10588434,0.281,0.414
ATG9B,0.12398409,0.282,0.414
ZNF568,0.0374539,0.281,0.414
LOC112268143,-0.15135485,0.282,0.415
GPR176-DT,-0.5042571,0.294,0.415
MVB12A,-0.0605611,0.282,0.415
LOC105377858,-0.10539266,0.282,0.415
EIF5A2,-0.06292447,0.282,0.415
LINC02613,0.14508481,0.282,0.415
LOC112268244,-0.07105259,0.282,0.415
GEMIN7-AS1,-0.06468433,0.283,0.416
LOC105378698,0.06159733,0.283,0.416
LOC105370877,0.04288882,0.283,0.416
ZNF354C,-0.04365923,0.283,0.416
SUMO4,-0.05922162,0.284,0.416
ITGA2B,0.3104832,0.295,0.416
LOC101927572,-0.08146443,0.283,0.416
ARHGAP39,0.07857559,0.283,0.416
VANGL1,0.03955711,0.283,0.416
LINC01116,-0.09709767,0.283,0.416
LOC100289473,0.0998819,0.284,0.416
CSH2,-0.2119796,0.295,0.416
KRTAP5-2,-0.45344707,0.283,0.416
LOC105373038,0.12478075,0.284,0.416
KIF15,-0.07627503,0.284,0.417
OR10H2,-0.364171,0.296,0.417
C19ORF47,0.04368412,0.285,0.417
IKBKG,-0.057512,0.285,0.417
HBQ1,-0.5074406,0.296,0.417
EQTN,0.13607645,0.284,0.417
SRRM5,-0.05771097,0.284,0.417
NEMP2-DT,0.08400031,0.284,0.417
TRC-GCA15-1,-0.0898568,0.285,0.417
SRY,0.5383593,0.297,0.418
PTGES2-AS1,0.10122219,0.285,0.418
DHX33,-0.03681155,0.286,0.418
LOC102725051,0.13233676,0.286,0.418
LOC105376159,-0.1404363,0.285,0.418
LOC105374862,-0.17203969,0.285,0.418
LRRC1,0.0749712,0.297,0.418
FAM66A,-0.15558608,0.285,0.418
PER1,-0.18038494,0.285,0.418
LOC107985627,-0.08877237,0.285,0.418
ZNF624,0.05271154,0.286,0.418
IGFL4,0.12495681,0.285,0.418
ZNF181,0.04032584,0.286,0.419
LOC107984482,0.10514856,0.287,0.419
ADAMTS17,0.06184789,0.286,0.419
LSMEM1,-0.15163376,0.286,0.419
CALML3-AS1,0.11472865,0.286,0.419
CFAP43,-0.7479848,0.298,0.419
SPDYE11,0.07135835,0.286,0.419
SLC1A1,-0.07982292,0.286,0.419
LOC105377097,0.33034973,0.287,0.419
HNRNPDL,0.04318564,0.287,0.42
NOP58,0.04258556,0.287,0.42
LOC105372582,0.10441003,0.288,0.42
PMF1-BGLAP,0.03147052,0.287,0.42
KLRF1,-0.14665494,0.287,0.42
SYMPK,-0.06376858,0.287,0.42
LOC84214,0.1563796,0.287,0.42
LOC105376301,0.10058317,0.288,0.421
PRXL2A,0.10225361,0.288,0.421
AGGF1,0.02887245,0.288,0.421
FAR2P2,0.13102371,0.288,0.421
NRAP,-0.5542118,0.3,0.421
CCNO,0.2280569,0.299,0.421
GATAD2A,0.0846487,0.3,0.421
MCM4,0.079831,0.3,0.421
LOC105370042,0.06141253,0.288,0.421
LOC107984325,0.15207995,0.288,0.421
LOC107984494,0.18517966,0.288,0.421
LOC101928008,-0.06671292,0.288,0.421
LINC00678,0.11285977,0.288,0.421
SNORD28,0.08081502,0.289,0.422
LOC112268024,-0.06051396,0.289,0.422
LOC105375158,0.16047983,0.289,0.422
LINC01622,0.12427876,0.289,0.422
CCDC34,0.07848108,0.289,0.422
ARAP1-AS2,-0.07818469,0.289,0.422
CHRM5,-0.0576554,0.289,0.422
EFNB1,0.05757577,0.289,0.422
AKR1C3,-0.1708622,0.301,0.422
ZNF780B,0.04240615,0.289,0.422
MCOLN2,-0.13122927,0.289,0.422
GYPA,0.3688916,0.301,0.422
LOC112268202,0.07280082,0.289,0.422
PMS2P5,0.05463471,0.29,0.423
RPL26L1-AS1,-0.09612773,0.29,0.423
MALINC1,0.05236769,0.29,0.423
MRPL20-AS1,-0.03465861,0.289,0.423
MYLK,0.1846764,0.301,0.423
LOC107986265,-0.04952322,0.29,0.423
LOC102724603,0.09436426,0.29,0.423
LTK,-0.367723,0.302,0.424
MUC1,-0.25220865,0.29,0.424
LZTS3,0.1301454,0.302,0.424
YPEL3,0.05016394,0.291,0.424
BMF,-0.06655891,0.291,0.424
KLC4-AS1,-0.06436857,0.29,0.424
TFF3,-0.13929879,0.291,0.424
FBXL19,0.0719123,0.291,0.424
LOC105374048,0.08297107,0.291,0.424
DCDC2C,-0.18687907,0.291,0.424
NEDD4,0.105944,0.303,0.425
LOC105370447,-0.04455996,0.292,0.425
WNT8B,-0.4729579,0.303,0.425
C1ORF100,-0.13084105,0.291,0.425
MICOS10,0.02933582,0.292,0.425
CLCA2,0.07821668,0.292,0.425
LOC107985960,0.14290789,0.292,0.425
PMS2P2,0.05853454,0.292,0.425
ZNF74,-0.148705,0.305,0.426
DIAPH2,-0.0938908,0.304,0.426
DKFZP434A062,-0.2871905,0.305,0.426
LOC107987000,0.14860257,0.293,0.426
ANGPTL7,-0.1847062,0.293,0.426
LY6K,0.121161,0.292,0.426
PCBP2,-0.07458348,0.292,0.426
HYAL3,-0.5461777,0.304,0.426
H4C14,-0.0784749,0.293,0.426
PAN3,0.02856675,0.293,0.426
ABCA10,0.09467862,0.293,0.426
LOC107986010,-0.08428044,0.292,0.426
LOC105372525,0.11819779,0.292,0.426
BMP5,-0.17529356,0.293,0.427
SESTD1,0.0638331,0.293,0.427
OTOP1,-0.21354084,0.293,0.427
NMT2,0.04303261,0.294,0.427
RAB14,0.02709257,0.294,0.427
RABGGTB,0.04579905,0.293,0.427
ZEB1-AS1,-0.0512772,0.293,0.427
LINC02896,0.1108683,0.293,0.427
ELOVL6,0.1125694,0.305,0.427
LOC100289561,0.04603908,0.293,0.427
GEMIN7,-0.4868392,0.306,0.428
TOX2,-0.11569889,0.294,0.428
CCL11,0.5140513,0.307,0.428
HEBP1,-0.05600845,0.294,0.428
LOC101929285,-0.06174895,0.295,0.428
FAAHP1,0.15549381,0.294,0.428
BLOC1S3,-0.0697998,0.294,0.428
ZNF771,-0.2695538,0.306,0.428
SLC26A7,-0.15466118,0.294,0.428
FAM156B,0.0297842,0.295,0.429
ZSWIM8-AS1,-0.2423417,0.307,0.429
PDCD6-DT,-0.14598836,0.295,0.429
LOC105373335,0.06667838,0.295,0.429
LOC100132686,0.07343311,0.295,0.429
LRRC71,-0.07581191,0.295,0.429
LOC101928032,0.09881893,0.295,0.429
LOC107986835,-0.1297151,0.295,0.429
MIR632,0.05162011,0.295,0.429
LOC105375433,0.05633637,0.296,0.429
NR1I3,-0.1733434,0.308,0.429
STK38,0.03229839,0.295,0.429
LOC107987118,0.06328608,0.295,0.429
SLC25A29,0.04468757,0.295,0.429
LEMD2,-0.02998431,0.295,0.429
PHF12,-0.04663282,0.296,0.43
SBF1P1,-0.12733798,0.296,0.43
WDR7-OT1,0.10404095,0.296,0.43
PRR36,0.12200051,0.296,0.43
RNU1-1,-0.0496744,0.296,0.43
LINC00475,-0.17024504,0.296,0.43
LINC01915,0.15451185,0.297,0.43
LRATD2,0.06832309,0.296,0.43
TMEM256,0.04486178,0.296,0.43
HOXC8,0.3231508,0.309,0.431
TBC1D22A-AS1,0.05878795,0.297,0.431
DSCR9,-0.08382465,0.297,0.431
LOC107985876,0.10660922,0.297,0.431
HEXD,-0.06091536,0.297,0.431
SCN2A,-0.20572061,0.297,0.431
PRH1,-0.07706602,0.298,0.432
JADE3,0.03813753,0.298,0.432
RPL10L,-0.1692065,0.31,0.432
PIWIL1,-0.5565626,0.31,0.432
TBX3-AS1,-0.13555593,0.298,0.432
IFFO2,0.09109554,0.298,0.432
LOC100287846,0.10225418,0.298,0.432
GMDS-DT,-0.05502799,0.298,0.432
CERNA1,-0.0690625,0.298,0.432
SHBG,-0.4625896,0.31,0.432
RNU11,-0.09863648,0.298,0.432
DDX11L9,0.0810806,0.299,0.433
FAT3,0.14535962,0.299,0.433
ND2,-0.13311643,0.299,0.433
LOC105373680,0.14349401,0.298,0.433
RPL13AP6,-0.05764916,0.299,0.433
MIR5581,0.09066754,0.299,0.433
KBTBD13,0.15075649,0.299,0.433
ZNF696,0.1085511,0.311,0.433
DHDDS,-0.0765698,0.311,0.433
LOC107985996,0.11504437,0.299,0.433
BRI3BP,0.1838874,0.298,0.433
EPC1-AS1,-0.07919521,0.299,0.433
PVRIG2P,0.07433597,0.298,0.433
GCSAML,0.13763377,0.298,0.433
LOC105373611,-0.11859319,0.299,0.433
MTVR2,-0.09235641,0.299,0.433
PNLDC1,0.31852795,0.3,0.434
RANBP10,-0.0711904,0.312,0.434
DESI1,-0.1070878,0.312,0.434
TRIM17,0.4390719,0.312,0.434
BAZ1A,0.04536755,0.299,0.434
LOC105377116,0.09394017,0.3,0.434
COLQ,-0.0659717,0.3,0.435
DRC11,0.3305661,0.313,0.435
TNF,-0.13488082,0.301,0.435
BHLHE41,0.08836996,0.3,0.435
PLD6,0.07269368,0.301,0.435
PRR9,-0.40164901,0.301,0.435
CRP,-0.4260938,0.313,0.435
SNORA21,0.06861183,0.301,0.435
CLDN15,0.1287124,0.313,0.435
SLC25A41,0.16652273,0.301,0.435
H2AC12,-0.07896718,0.301,0.435
MICA-AS1,0.09554883,0.3,0.435
HIPK4,0.10525362,0.3,0.435
ERCC4,-0.4734277,0.313,0.436
FSD1L,-0.05549553,0.302,0.436
LOC100996720,-0.08962101,0.301,0.436
CXCR5,0.3572393,0.314,0.436
LOC105375631,0.16961619,0.301,0.436
SNORA5A,0.06633236,0.301,0.436
NSRP1,0.04199419,0.301,0.436
C15ORF39,-0.09394814,0.302,0.436
LINC02510,0.2118534,0.301,0.436
BEGAIN,-0.1818365,0.315,0.437
LOC105374298,0.09451979,0.303,0.437
LOC105372117,0.04087332,0.303,0.437
CLASP1-AS1,0.04560742,0.302,0.437
MRPS10,0.03183313,0.303,0.437
ULBP2,-0.3633777,0.314,0.437
ADAM29,-0.4327241,0.315,0.438
PSG1,-0.574611,0.316,0.438
ZNRF3-AS1,0.06920032,0.304,0.438
PIGP,0.1206227,0.316,0.438
LOC105369457,-0.07780052,0.304,0.438
KIAA1656,-0.06767873,0.303,0.438
RBM12,0.0684804,0.316,0.438
ZGLP1,0.10418829,0.303,0.438
LOC105374333,0.05968011,0.303,0.438
MYO1D-DT,0.10678823,0.303,0.438
LOC107986643,-0.11066785,0.303,0.438
CRADD-AS1,0.04613991,0.303,0.438
MIR936,0.096438,0.303,0.438
SEC31B,0.04249073,0.303,0.438
C10ORF105,0.09397002,0.303,0.438
HOXC-AS2,0.09482955,0.303,0.438
LINC00702,-0.14803266,0.303,0.438
LOC105370532,0.10020033,0.303,0.438
LINC02289,-0.15778313,0.303,0.438
LINC02600,0.13923747,0.303,0.438
ZP3,-0.0680787,0.304,0.438
TCF21,-0.5556016,0.317,0.439
KRTAP9-7,-0.68989648,0.304,0.439
PPEF2,-0.5822905,0.316,0.439
DENND10,0.03571035,0.305,0.439
TTC3-AS1,-0.03975087,0.304,0.439
CLYBL-AS3,0.09521189,0.304,0.439
KRT71,-0.49454819,0.304,0.439
RNU1-3,-0.05070696,0.305,0.439
LOC105379442,0.16795066,0.304,0.439
COL25A1,-0.10530785,0.304,0.439
GATA3-AS1,0.126596,0.304,0.439
CCDC3,0.06468533,0.304,0.439
MTOR,-0.0987161,0.317,0.44
LINC02580,-0.08938879,0.306,0.44
LOC102723678,0.10878879,0.305,0.44
IGHV3-47,-0.677524,0.317,0.44
CLN8-AS1,-0.06069732,0.305,0.44
ATG16L2,0.06663928,0.305,0.44
TFF1,0.4632461,0.318,0.44
LOC105371089,-0.10016669,0.305,0.44
C1ORF74,-0.05077101,0.306,0.44
CLCNKA,0.23037091,0.306,0.44
BRICD5,-0.06761915,0.306,0.441
TUBBP5,0.29789827,0.306,0.441
ZNF841,0.03500632,0.306,0.441
TRK-TTT3-1,-0.14481708,0.306,0.441
ZSWIM8,0.04854846,0.306,0.441
RAD21,-0.0965583,0.319,0.441
MSH3,0.1312921,0.319,0.441
HOXB4,-0.09801591,0.306,0.441
LOC101927025,0.17771578,0.306,0.441
H2AC11,-0.08239367,0.306,0.441
ZBTB41,0.03414347,0.306,0.441
SMU1,0.02400938,0.306,0.441
PRSS30P,-0.16277366,0.306,0.441
CSNK1G1,-0.1377725,0.319,0.441
VPS25,-0.0333085,0.306,0.441
RPL39L,0.1642617,0.319,0.441
GPR50,-0.5494917,0.32,0.442
IGHEP1,0.54105383,0.307,0.442
DBH-AS1,-0.14576482,0.307,0.442
INE1,-0.4527269,0.32,0.442
FAM120B,-0.02751877,0.308,0.442
NUP50-DT,-0.05031975,0.307,0.442
S100A10,0.0775803,0.32,0.442
NPTXR,0.4396044,0.32,0.442
PDZK1,0.18281954,0.307,0.442
LINC02412,0.22595048,0.308,0.442
SNORA119,0.09601685,0.307,0.442
LOC107986396,0.15569811,0.307,0.442
UPK3BL2,0.1243204,0.307,0.442
EPCAM,-0.2440754,0.32,0.442
FOXI1,-0.5695028,0.319,0.442
RBM12B-AS1,-0.6035272,0.32,0.442
LOC105377413,0.1464164,0.307,0.442
LSAMP,0.3185683,0.319,0.442
MIR744,0.11431431,0.308,0.442
CSNK1G2-AS1,-0.11985528,0.307,0.442
TMEM269,0.09994536,0.309,0.443
LOC107984751,0.08551695,0.309,0.443
ST8SIA3,-0.4586537,0.321,0.443
MS4A3,-0.5655958,0.321,0.443
DOCK9-AS1,0.06716008,0.308,0.443
SNORA40B,0.08648246,0.308,0.443
FAM86DP,-0.08737839,0.308,0.443
LOC105375153,-0.14381617,0.309,0.444
LOC105378437,0.19063339,0.309,0.444
RSRP1,0.04331406,0.309,0.444
ZNF564,-0.02639385,0.309,0.444
NPY6RP,-0.566338,0.322,0.444
PDPR,-0.3959247,0.322,0.444
ARVCF,0.1791091,0.322,0.444
LOC105379524,-0.04927632,0.309,0.444
BCR,-0.0601914,0.309,0.444
LOC105370776,0.22332647,0.309,0.444
GOLGA8S,0.06527439,0.31,0.445
KANK1,0.04818881,0.31,0.445
TMEM245,0.03505517,0.31,0.445
LOC105369422,-0.15690978,0.31,0.445
MIR3140,0.09840527,0.31,0.445
BIRC5,-0.08921987,0.311,0.446
ANKRD20A21P,0.18988257,0.311,0.446
ZNF592,-0.143332,0.324,0.446
SMAD1-AS1,-0.04126152,0.311,0.446
LOC105377320,0.05549018,0.31,0.446
ADI1,0.155237,0.325,0.447
SNORA71A,-0.0831348,0.312,0.447
LOC105377730,-0.1222162,0.312,0.447
LOC105373608,-0.06337446,0.311,0.447
LRFN4,-0.07007229,0.311,0.447
HCP5B,0.15422598,0.312,0.447
RXYLT1-AS1,0.07450624,0.312,0.447
KRTAP5-7,-0.32645037,0.312,0.447
MIR3978,0.16261982,0.311,0.447
TTTY15,0.7481504,0.325,0.447
LOC107986160,0.06761236,0.311,0.447
CACNA1E,-0.12170273,0.312,0.447
SLC17A9,-0.1443367,0.324,0.447
LOC102723451,0.07563768,0.313,0.448
COA6,0.05280441,0.312,0.448
WDR46,0.1199861,0.326,0.448
CCDC142,0.04380449,0.312,0.448
TMEM167B,0.03257397,0.312,0.448
SNORA72,0.08218845,0.312,0.448
TRIM15,-0.23335143,0.312,0.448
GPM6B,-0.04843702,0.313,0.448
STX16-NPEPL1,-0.03191522,0.313,0.449
LOC105376860,-0.05508636,0.313,0.449
CCT6A,0.0492319,0.326,0.449
RHNO1,0.04083603,0.314,0.449
MIR937,0.0877744,0.314,0.449
ZFR2,-0.4481921,0.326,0.449
KDM7A-DT,-0.05511355,0.314,0.449
LOC107987183,-0.12380203,0.314,0.449
ZNF445,0.02713393,0.314,0.45
TXNDC12-AS1,-0.07966,0.314,0.45
LINC00691,0.11383436,0.314,0.45
ME1,-0.2036942,0.327,0.45
LOC107984269,0.12592113,0.315,0.45
LOC105375427,0.08650973,0.314,0.45
ZNF397,0.02253819,0.314,0.45
FABP5,-0.11828736,0.315,0.45
H4C15,-0.07563104,0.315,0.45
NFATC3,-0.01930893,0.315,0.45
LINC02569,0.11146699,0.315,0.45
PRDM6-AS1,0.15403841,0.314,0.45
DCTN6,0.04271527,0.314,0.45
LOC102724579,0.09652363,0.314,0.45
LOC101927188,-0.15503917,0.315,0.451
RHCG,-0.2358366,0.328,0.451
DDHD1-DT,-0.12635403,0.315,0.451
PCDHB15,0.05810908,0.315,0.451
MIR3940,-0.0947966,0.316,0.451
LOC107984505,0.09680486,0.315,0.451
METTL6,0.02542366,0.315,0.451
KLHDC9,0.09127045,0.316,0.451
LOC105374167,0.05515283,0.315,0.451
DNAH10,-0.09925502,0.316,0.452
ZNF546,-0.05658293,0.316,0.452
VDR,-0.06776303,0.316,0.452
PVALB,0.6370328,0.329,0.452
YTHDF2,0.01993626,0.317,0.452
TMEFF2,0.11111282,0.316,0.452
REX1BD,-0.05200829,0.316,0.452
UBE2B,0.0701511,0.329,0.452
NKX2-2,-0.4961958,0.329,0.452
LOC100996662,0.08109316,0.317,0.453
RSC1A1,0.02708913,0.317,0.453
TNFRSF13C,0.15416076,0.317,0.453
KANK4,-0.17844557,0.317,0.453
SNORA2B,0.08296756,0.318,0.453
C20ORF173,0.10828478,0.317,0.453
LOC105373100,-0.14823932,0.317,0.453
RUNX3-AS1,0.10132247,0.317,0.453
SLC6A8,0.08199642,0.317,0.453
HSFX3,0.07169952,0.318,0.453
KRT26,-0.55352695,0.317,0.453
LINC01600,-0.13373512,0.317,0.453
TRIM55,0.18860183,0.317,0.453
MIR3177,-0.1093105,0.317,0.453
CC2D1B,0.02610958,0.317,0.453
LOC105371341,0.12685529,0.317,0.453
MTNR1B,0.4131754,0.331,0.454
RAB6D,-0.08484941,0.318,0.454
LOC112268282,0.10030203,0.318,0.454
ZNF230,-0.0978302,0.331,0.454
BTBD10,0.03344001,0.319,0.454
LOC107987121,-0.11728997,0.319,0.454
SMG1P2,0.06749959,0.318,0.454
BAMBI,-0.1603863,0.331,0.454
MAF,-0.1168232,0.331,0.454
PNKD,-0.03122123,0.318,0.454
LOC105375310,0.1489132,0.319,0.455
OPA1-AS1,0.04491443,0.319,0.455
KCNH3,0.07132084,0.32,0.455
TMA7,0.04876916,0.319,0.455
FBXW4P1,-0.2564811,0.332,0.455
LOC112268056,0.05252978,0.319,0.455
ABTB1,-0.06558082,0.319,0.455
MIR567,0.12273337,0.319,0.455
SLC35D2,0.03344294,0.319,0.455
LOC729737,-0.10220047,0.319,0.455
LINC01002,0.11524067,0.32,0.455
UC.134,0.06930516,0.32,0.455
MCU,0.05212399,0.32,0.456
NHLRC2,0.02612873,0.32,0.456
MIR7844,0.0855304,0.32,0.456
PBX3-DT,-0.4973408,0.332,0.456
BTNL10P,-0.15208608,0.32,0.456
CYP51A1,-0.1481853,0.333,0.456
ZNF587B,-0.03369459,0.321,0.457
CDC37L1-DT,0.12589657,0.321,0.457
SUCLG2-DT,-0.10733012,0.321,0.457
LOC107985683,0.07573248,0.321,0.457
HCFC1-AS1,-0.11788976,0.321,0.457
PAPOLA,0.02175927,0.321,0.457
SNORD36B,-0.09569286,0.321,0.457
KBTBD12,0.08255099,0.321,0.457
NBEAL1,0.03480145,0.321,0.457
HOMER3-AS1,-0.09909813,0.321,0.457
ANAPC1P6,0.09612733,0.321,0.457
PCGF5,0.03761658,0.321,0.457
GIHCG,-0.06542185,0.321,0.457
PALMD,0.05492775,0.321,0.457
SNTG2-AS1,0.12583823,0.321,0.457
TRL-CAA1-1,-0.11107928,0.321,0.457
MIR3677,0.12310444,0.322,0.457
TMEM86A,0.07637093,0.321,0.457
SMG1P6,0.07196598,0.321,0.457
SLC39A6,-0.0835273,0.334,0.457
OGFOD3,0.0526769,0.334,0.457
SNORA52,-0.04600699,0.322,0.458
LOC107987011,0.11758088,0.322,0.458
CRMP1,-0.05156533,0.322,0.458
IL33R,-0.3986795,0.335,0.458
RPSAP9,0.08994718,0.322,0.458
