ID	adj.P.Val	P.Value	t	B	logFC
64755_at	1.45e-01	1.95e-02	2.3710655	-3.62579	0.3995777
100500883_at	1.45e-01	1.95e-02	-2.3709508	-3.62604	-1.0890185
2887_at	1.45e-01	1.95e-02	-2.3707754	-3.62642	-0.5108745
3183_at	1.45e-01	1.95e-02	-2.3707368	-3.62651	-0.4554211
54551_at	1.45e-01	1.95e-02	-2.3705964	-3.62682	-0.4367226
9283_at	1.45e-01	1.95e-02	-2.369985	-3.62816	-0.3878822
84883_at	1.45e-01	1.95e-02	2.3698287	-3.6285	0.5059597
5728_at	1.45e-01	1.96e-02	2.3695968	-3.62901	0.5440991
390883_at	1.45e-01	1.96e-02	-2.3695476	-3.62912	-0.4181653
64802_at	1.45e-01	1.96e-02	2.3694685	-3.62929	0.4355363
339988_at	1.45e-01	1.96e-02	-2.3686198	-3.63116	-0.4142103
83733_at	1.45e-01	1.96e-02	-2.3686078	-3.63118	-0.4107952
283089_at	1.45e-01	1.96e-02	-2.3684734	-3.63148	-0.4416319
140432_at	1.45e-01	1.96e-02	-2.3684564	-3.63152	-0.4944719
6449_at	1.45e-01	1.96e-02	2.3683226	-3.63181	0.3659359
5108_at	1.45e-01	1.96e-02	-2.3680158	-3.63248	-0.2717976
158724_at	1.46e-01	1.96e-02	-2.367817	-3.63292	-0.5399701
54558_at	1.46e-01	1.97e-02	-2.3672078	-3.63426	-0.3751969
8551_at	1.46e-01	1.97e-02	2.366997	-3.63472	0.5474849
9667_at	1.46e-01	1.97e-02	-2.3668381	-3.63507	-0.251995
10742_at	1.46e-01	1.97e-02	2.366604	-3.63558	0.6373982
10075_at	1.46e-01	1.97e-02	-2.3664688	-3.63588	-0.2273346
56242_at	1.46e-01	1.97e-02	2.3661976	-3.63647	0.5101026
203286_at	1.46e-01	1.97e-02	2.3661096	-3.63666	0.3457913
345079_at	1.46e-01	1.97e-02	-2.3661034	-3.63668	-0.4148912
100506882_at	1.46e-01	1.98e-02	-2.3656438	-3.63769	-0.3713205
91603_at	1.46e-01	1.98e-02	2.3649309	-3.63925	0.3838897
53349_at	1.46e-01	1.98e-02	2.3647956	-3.63954	0.3605127
101929115_at	1.46e-01	1.98e-02	-2.3643695	-3.64048	-1.4466417
26807_at	1.46e-01	1.98e-02	-2.3641897	-3.64087	-0.7155403
9517_at	1.46e-01	1.98e-02	2.3641797	-3.64089	0.3649324
153769_at	1.46e-01	1.98e-02	2.3641551	-3.64095	0.5626733
10600_at	1.46e-01	1.98e-02	-2.364136	-3.64099	-0.2652172
10671_at	1.46e-01	1.99e-02	-2.3633325	-3.64275	-0.2641304
55841_at	1.47e-01	1.99e-02	2.3628484	-3.64381	0.4147279
23302_at	1.47e-01	1.99e-02	2.3628277	-3.64386	0.5377998
148523_at	1.47e-01	1.99e-02	-2.3627113	-3.64411	-0.5579772
379013_at	1.47e-01	1.99e-02	-2.3622413	-3.64514	-0.5279492
5546_at	1.47e-01	1.99e-02	2.3620545	-3.64555	0.3795999
64847_at	1.47e-01	1.99e-02	2.3617954	-3.64612	0.5042131
80142_at	1.47e-01	2.00e-02	2.3617392	-3.64624	0.3829464
10940_at	1.47e-01	2.00e-02	-2.3613709	-3.64705	-0.4576303
10286_at	1.47e-01	2.00e-02	-2.3613083	-3.64718	-0.3134551
101928792_at	1.47e-01	2.00e-02	2.3608113	-3.64827	0.9977875
257144_at	1.47e-01	2.00e-02	-2.3604048	-3.64916	-0.5185975
767610_at	1.47e-01	2.00e-02	-2.3602925	-3.64941	-0.4226396
116159_at	1.47e-01	2.00e-02	2.3601505	-3.64972	0.6223067
150_at	1.47e-01	2.00e-02	2.3601167	-3.64979	0.7239689
151011_at	1.47e-01	2.00e-02	-2.360074	-3.64988	-0.3191156
51035_at	1.47e-01	2.00e-02	2.3600127	-3.65002	0.2938728
140576_at	1.47e-01	2.00e-02	2.3599943	-3.65006	0.5485729
100033821_at	1.47e-01	2.01e-02	-2.3597792	-3.65053	-0.7265349
10518_at	1.47e-01	2.01e-02	2.3595247	-3.65108	0.6982912
1983_at	1.47e-01	2.01e-02	-2.3594231	-3.65131	-0.2647897
54491_at	1.47e-01	2.01e-02	2.3592433	-3.6517	0.46153
5602_at	1.47e-01	2.01e-02	-2.3587527	-3.65277	-0.4378046
6872_at	1.47e-01	2.01e-02	-2.3585421	-3.65323	-0.5959633
4217_at	1.47e-01	2.01e-02	-2.3584164	-3.65351	-0.4277506
642924_at	1.47e-01	2.01e-02	-2.358401	-3.65354	-0.5047063
3493_at	1.47e-01	2.02e-02	2.3578037	-3.65485	2.0979975
100423025_at	1.48e-01	2.02e-02	2.356646	-3.65738	0.6879523
254778_at	1.48e-01	2.02e-02	-2.356583	-3.65752	-0.7560359
222611_at	1.48e-01	2.02e-02	-2.3565059	-3.65768	-0.5324587
7165_at	1.48e-01	2.02e-02	2.3563631	-3.658	0.3473347
100505664_at	1.48e-01	2.02e-02	-2.3560755	-3.65862	-0.8386593
11061_at	1.48e-01	2.03e-02	-2.3559079	-3.65899	-0.3958923
9867_at	1.48e-01	2.03e-02	-2.3552602	-3.6604	-0.2777834
57579_at	1.48e-01	2.03e-02	-2.3549602	-3.66106	-0.2815192
5348_at	1.48e-01	2.03e-02	2.3544622	-3.66215	0.8727883
116933_at	1.48e-01	2.04e-02	-2.3539556	-3.66325	-0.3702349
51203_at	1.48e-01	2.04e-02	2.3539344	-3.6633	0.6580347
166379_at	1.48e-01	2.04e-02	2.3537973	-3.6636	0.3895128
102723741_at	1.49e-01	2.04e-02	-2.3536336	-3.66396	-0.7391767
100616173_at	1.49e-01	2.04e-02	-2.3531105	-3.6651	-0.2383727
10289_at	1.49e-01	2.04e-02	2.3530239	-3.66529	0.3087407
8613_at	1.49e-01	2.05e-02	2.3514113	-3.6688	0.3250275
79886_at	1.49e-01	2.05e-02	2.3506405	-3.67048	0.4332245
285600_at	1.50e-01	2.05e-02	-2.350359	-3.6711	-0.4153575
8884_at	1.50e-01	2.05e-02	2.3503442	-3.67113	0.4267413
1491_at	1.50e-01	2.06e-02	-2.3500627	-3.67174	-0.7327492
54830_at	1.50e-01	2.06e-02	-2.3493298	-3.67334	-0.4857223
100996694_at	1.50e-01	2.06e-02	-2.3486689	-3.67478	-0.4188547
659_at	1.50e-01	2.06e-02	2.3485387	-3.67506	0.2662572
100500904_at	1.50e-01	2.06e-02	-2.3484547	-3.67525	-0.6189818
79016_at	1.50e-01	2.06e-02	2.3482866	-3.67561	0.428313
9344_at	1.50e-01	2.07e-02	2.3482326	-3.67573	0.2891654
79680_at	1.50e-01	2.07e-02	2.3481293	-3.67596	0.6805859
1737_at	1.50e-01	2.07e-02	-2.3479194	-3.67641	-0.2620886
100996447_at	1.50e-01	2.07e-02	2.3478242	-3.67662	0.3101187
55233_at	1.50e-01	2.07e-02	2.3474684	-3.67739	0.2305696
63916_at	1.50e-01	2.07e-02	2.3468104	-3.67883	0.3933109
126070_at	1.50e-01	2.07e-02	2.3464091	-3.6797	0.7019267
23095_at	1.50e-01	2.07e-02	-2.3464057	-3.67971	-0.3032699
26054_at	1.50e-01	2.08e-02	-2.3463174	-3.6799	-0.2503085
221322_at	1.51e-01	2.08e-02	-2.3454388	-3.68181	-0.4467709
128653_at	1.51e-01	2.09e-02	-2.3444463	-3.68397	-0.4248396
115_at	1.51e-01	2.09e-02	2.3444307	-3.684	0.4049903
1827_at	1.51e-01	2.09e-02	-2.3443061	-3.68428	-0.3647332
54462_at	1.51e-01	2.09e-02	-2.344204	-3.6845	-0.211019
653604_at	1.51e-01	2.09e-02	-2.3441843	-3.68454	-0.8434308
100507527_at	1.51e-01	2.09e-02	-2.3441693	-3.68457	-0.3152591
284751_at	1.51e-01	2.09e-02	-2.3437387	-3.68551	-0.5615862
50865_at	1.51e-01	2.09e-02	2.3436058	-3.6858	0.4546471
101927528_at	1.51e-01	2.09e-02	-2.3431495	-3.68679	-0.4204545
400123_at	1.51e-01	2.10e-02	-2.3425503	-3.68809	-0.3804093
283970_at	1.52e-01	2.10e-02	-2.3419781	-3.68934	-0.9306135
64601_at	1.52e-01	2.10e-02	2.34183	-3.68966	0.4522473
140258_at	1.52e-01	2.10e-02	-2.3414982	-3.69038	-0.4153484
5985_at	1.52e-01	2.10e-02	2.3411655	-3.6911	0.4237296
6767_at	1.52e-01	2.10e-02	-2.3408729	-3.69174	-0.451702
84849_at	1.52e-01	2.11e-02	-2.3406062	-3.69232	-0.6257528
26808_at	1.52e-01	2.11e-02	-2.3405754	-3.69238	-0.6674428
284274_at	1.52e-01	2.11e-02	-2.3405354	-3.69247	-0.329801
83692_at	1.52e-01	2.11e-02	2.340392	-3.69278	0.4325104
166378_at	1.52e-01	2.11e-02	-2.34033	-3.69291	-0.4334796
51000_at	1.52e-01	2.11e-02	2.3399225	-3.6938	0.3645968
10980_at	1.52e-01	2.11e-02	2.3399142	-3.69382	0.2593471
57470_at	1.52e-01	2.11e-02	2.3395993	-3.6945	0.2958812
119504_at	1.52e-01	2.11e-02	2.3394349	-3.69486	0.2819564
100616311_at	1.52e-01	2.11e-02	-2.3393715	-3.695	-0.3595189
26151_at	1.52e-01	2.11e-02	2.3390955	-3.69559	0.5189868
3998_at	1.52e-01	2.12e-02	-2.338705	-3.69644	-0.2950912
8808_at	1.52e-01	2.12e-02	-2.338697	-3.69646	-0.3723929
100422924_at	1.52e-01	2.12e-02	-2.338583	-3.69671	-0.4283056
286676_at	1.52e-01	2.12e-02	2.3384317	-3.69703	0.4397157
8850_at	1.52e-01	2.12e-02	-2.3384069	-3.69709	-0.2949349
26262_at	1.52e-01	2.12e-02	2.3382713	-3.69738	0.404916
4682_at	1.52e-01	2.12e-02	2.3379884	-3.698	0.2686187
101927823_at	1.52e-01	2.12e-02	-2.3374875	-3.69908	-0.5006252
33_at	1.52e-01	2.12e-02	-2.3374451	-3.69918	-0.4264859
102723415_at	1.52e-01	2.13e-02	-2.3369651	-3.70022	-0.2731523
51066_at	1.52e-01	2.13e-02	-2.3369582	-3.70023	-0.3370245
112399_at	1.53e-01	2.13e-02	2.3364953	-3.70123	0.7838146
83447_at	1.53e-01	2.13e-02	-2.3362349	-3.7018	-0.3742225
23400_at	1.53e-01	2.13e-02	2.3356439	-3.70308	0.3975204
102724555_at	1.53e-01	2.13e-02	-2.3353477	-3.70372	-0.8962509
10227_at	1.53e-01	2.14e-02	2.3349835	-3.70451	0.5844721
3304_at	1.53e-01	2.14e-02	-2.3346839	-3.70516	-0.2910233
7322_at	1.53e-01	2.14e-02	2.3344886	-3.70558	0.3155951
255187_at	1.53e-01	2.14e-02	-2.3341731	-3.70627	-0.3181728
84699_at	1.53e-01	2.14e-02	2.3341571	-3.7063	0.7308114
1238_at	1.53e-01	2.14e-02	2.3340443	-3.70655	0.6776182
187_at	1.53e-01	2.14e-02	2.334022	-3.70659	0.8182487
26022_at	1.53e-01	2.14e-02	2.3337785	-3.70712	0.7443816
255783_at	1.53e-01	2.14e-02	2.333481	-3.70777	0.5427991
9294_at	1.53e-01	2.15e-02	2.3331755	-3.70843	0.4888547
54579_at	1.53e-01	2.15e-02	-2.3329106	-3.709	-1.4263138
2212_at	1.53e-01	2.15e-02	2.3327762	-3.70929	0.6737229
441151_at	1.54e-01	2.15e-02	-2.3318196	-3.71136	-0.5423209
54538_at	1.54e-01	2.15e-02	2.3317872	-3.71143	0.5872858
4641_at	1.54e-01	2.16e-02	2.3313413	-3.7124	0.5490227
23291_at	1.54e-01	2.16e-02	-2.3307485	-3.71368	-0.3034957
23080_at	1.54e-01	2.16e-02	2.3306576	-3.71388	0.3171605
171392_at	1.54e-01	2.16e-02	2.3303709	-3.7145	0.9327874
9406_at	1.54e-01	2.16e-02	-2.3301361	-3.715	-0.3266098
376940_at	1.54e-01	2.16e-02	-2.3300384	-3.71522	-0.3871512
11319_at	1.54e-01	2.16e-02	-2.3299821	-3.71534	-0.2764367
80036_at	1.54e-01	2.17e-02	-2.329642	-3.71607	-0.6119563
283761_at	1.54e-01	2.17e-02	-2.3292473	-3.71693	-0.4167455
55254_at	1.54e-01	2.17e-02	-2.3285485	-3.71844	-0.333481
4818_at	1.55e-01	2.18e-02	2.3277035	-3.72026	0.9519733
79677_at	1.55e-01	2.18e-02	-2.3274475	-3.72082	-0.3478571
5992_at	1.55e-01	2.18e-02	-2.3272791	-3.72118	-0.2665992
545_at	1.55e-01	2.18e-02	-2.3271064	-3.72155	-0.2960401
83742_at	1.55e-01	2.18e-02	2.3265897	-3.72267	0.5977302
155400_at	1.55e-01	2.18e-02	-2.3265377	-3.72278	-1.0240357
729164_at	1.55e-01	2.18e-02	-2.3262419	-3.72342	-0.5148226
2077_at	1.55e-01	2.18e-02	2.3262151	-3.72348	0.446483
94235_at	1.55e-01	2.18e-02	2.3261925	-3.72353	0.6110763
55869_at	1.55e-01	2.19e-02	-2.3260721	-3.72379	-0.2917375
101927921_at	1.55e-01	2.19e-02	-2.3254613	-3.72511	-0.3164038
9114_at	1.55e-01	2.19e-02	2.3254341	-3.72516	0.3460327
100507495_at	1.55e-01	2.19e-02	-2.3253082	-3.72544	-0.5151159
1621_at	1.55e-01	2.19e-02	-2.3252987	-3.72546	-0.3455777
5191_at	1.55e-01	2.19e-02	-2.3249985	-3.7261	-0.377857
83440_at	1.55e-01	2.19e-02	2.3247208	-3.7267	0.3421546
10419_at	1.55e-01	2.19e-02	2.3243288	-3.72755	0.282839
132243_at	1.55e-01	2.20e-02	-2.3240756	-3.7281	-0.359
6372_at	1.55e-01	2.20e-02	2.3239304	-3.72841	1.4104896
79817_at	1.56e-01	2.20e-02	2.3233544	-3.72965	0.4394642
6559_at	1.56e-01	2.20e-02	-2.323297	-3.72978	-1.4503416
9108_at	1.56e-01	2.20e-02	-2.323175	-3.73004	-0.7092922
119587_at	1.56e-01	2.20e-02	-2.3231601	-3.73007	-0.6652895
23059_at	1.56e-01	2.20e-02	2.3228139	-3.73082	0.2633276
5449_at	1.56e-01	2.21e-02	-2.3219114	-3.73276	-0.3694646
92285_at	1.56e-01	2.21e-02	2.3218219	-3.73296	0.6043914
91748_at	1.56e-01	2.21e-02	2.3211028	-3.73451	0.5609883
85027_at	1.56e-01	2.21e-02	2.3208281	-3.7351	0.4430731
26098_at	1.56e-01	2.21e-02	-2.3207969	-3.73517	-0.4209996
283159_at	1.56e-01	2.22e-02	-2.3204599	-3.73589	-0.6083454
2319_at	1.57e-01	2.22e-02	2.319812	-3.73729	0.4651114
100130987_at	1.57e-01	2.22e-02	2.3196113	-3.73772	0.4231757
57403_at	1.57e-01	2.23e-02	2.3189107	-3.73923	0.257583
1054_at	1.57e-01	2.23e-02	-2.3186871	-3.73971	-0.3271134
51574_at	1.57e-01	2.23e-02	-2.318281	-3.74058	-0.3837332
339456_at	1.57e-01	2.23e-02	-2.3181288	-3.74091	-0.7152148
100144603_at	1.57e-01	2.23e-02	2.3179723	-3.74125	0.517398
537_at	1.57e-01	2.23e-02	2.3178505	-3.74151	0.3404069
693170_at	1.57e-01	2.23e-02	-2.3177672	-3.74169	-0.4131187
80022_at	1.57e-01	2.23e-02	2.3176866	-3.74186	0.3270098
550112_at	1.57e-01	2.23e-02	2.3176695	-3.7419	0.5591122
138241_at	1.57e-01	2.23e-02	2.3173112	-3.74267	0.4112741
55289_at	1.57e-01	2.24e-02	-2.3165655	-3.74428	-0.4384031
79442_at	1.57e-01	2.24e-02	-2.3164909	-3.74444	-0.6062298
54778_at	1.57e-01	2.24e-02	2.3162322	-3.74499	0.297209
80267_at	1.57e-01	2.24e-02	-2.3162042	-3.74505	-0.3478054
682_at	1.57e-01	2.24e-02	2.3161527	-3.74516	0.2431207
55365_at	1.57e-01	2.24e-02	2.3159181	-3.74567	0.4473752
2968_at	1.58e-01	2.25e-02	2.3152752	-3.74705	0.3930091
9536_at	1.58e-01	2.25e-02	2.3150511	-3.74753	0.7071739
154141_at	1.58e-01	2.25e-02	2.3148254	-3.74802	0.6746434
9839_at	1.58e-01	2.25e-02	2.3144647	-3.74879	0.5197362
22827_at	1.58e-01	2.25e-02	2.3144546	-3.74882	0.5475606
89766_at	1.58e-01	2.25e-02	-2.3138777	-3.75006	-0.4085464
10320_at	1.58e-01	2.25e-02	2.3138375	-3.75014	0.7213709
221294_at	1.58e-01	2.25e-02	-2.3138054	-3.75021	-0.3872699
246330_at	1.58e-01	2.26e-02	2.3133885	-3.75111	0.4126102
57540_at	1.58e-01	2.26e-02	-2.3131919	-3.75153	-0.4812266
9188_at	1.58e-01	2.26e-02	-2.3129149	-3.75212	-0.3330546
718_at	1.58e-01	2.26e-02	2.3126482	-3.7527	1.5919594
9342_at	1.58e-01	2.26e-02	2.3124704	-3.75308	0.300551
80279_at	1.58e-01	2.26e-02	-2.3121672	-3.75373	-0.3660812
4337_at	1.58e-01	2.27e-02	2.3114892	-3.75519	0.7624807
90550_at	1.58e-01	2.27e-02	2.3114293	-3.75532	0.3728973
2580_at	1.58e-01	2.27e-02	2.3113315	-3.75553	0.351891
286097_at	1.59e-01	2.27e-02	-2.3108929	-3.75647	-0.6025719
128977_at	1.59e-01	2.27e-02	2.3108711	-3.75651	0.3796795
27286_at	1.59e-01	2.27e-02	2.3108612	-3.75653	0.6227066
374918_at	1.59e-01	2.27e-02	-2.3103199	-3.7577	-0.4442574
466_at	1.59e-01	2.27e-02	2.3101859	-3.75798	0.3877287
2045_at	1.59e-01	2.28e-02	2.3098762	-3.75865	0.4897371
55765_at	1.59e-01	2.28e-02	2.3098356	-3.75874	0.4113325
101927740_at	1.59e-01	2.28e-02	2.3097205	-3.75898	0.3828981
22839_at	1.59e-01	2.28e-02	2.3096664	-3.7591	0.3698777
572558_at	1.59e-01	2.28e-02	2.3095952	-3.75925	1.0256675
64757_at	1.59e-01	2.28e-02	-2.309205	-3.76009	-0.5559149
160418_at	1.59e-01	2.28e-02	-2.3091495	-3.76021	-0.3105466
101927320_at	1.59e-01	2.28e-02	-2.3090414	-3.76044	-0.3609799
284788_at	1.59e-01	2.29e-02	-2.3082843	-3.76206	-0.3873037
5557_at	1.59e-01	2.29e-02	2.3076605	-3.7634	0.717322
2634_at	1.59e-01	2.29e-02	2.307608	-3.76351	0.8804226
139818_at	1.59e-01	2.29e-02	2.307458	-3.76384	0.7853861
64288_at	1.59e-01	2.29e-02	-2.3068919	-3.76505	-0.4849672
9139_at	1.60e-01	2.30e-02	2.3066403	-3.76559	0.3477101
101927034_at	1.60e-01	2.30e-02	-2.3065122	-3.76586	-0.4056453
151903_at	1.60e-01	2.30e-02	2.3062866	-3.76635	0.3406711
51562_at	1.60e-01	2.30e-02	-2.3058859	-3.7672	-0.2795215
9657_at	1.60e-01	2.30e-02	-2.3057565	-3.76748	-0.5054463
80301_at	1.60e-01	2.30e-02	2.3057404	-3.76752	0.5007782
1952_at	1.60e-01	2.30e-02	2.3056606	-3.76769	0.5804554
102724075_at	1.60e-01	2.30e-02	-2.3053467	-3.76836	-0.5272557
6586_at	1.60e-01	2.30e-02	2.3050637	-3.76897	0.656172
399881_at	1.60e-01	2.31e-02	-2.3042963	-3.77061	-0.5104944
941_at	1.60e-01	2.31e-02	-2.3042957	-3.77061	-0.4036283
29881_at	1.60e-01	2.31e-02	-2.3039997	-3.77124	-0.4761389
359845_at	1.60e-01	2.31e-02	2.3038139	-3.77164	0.4801213
100507053_at	1.60e-01	2.31e-02	-2.3035652	-3.77217	-0.4165815
135250_at	1.60e-01	2.31e-02	-2.3035475	-3.77221	-0.3937693
3983_at	1.60e-01	2.31e-02	-2.3034195	-3.77249	-0.3169082
140825_at	1.60e-01	2.31e-02	2.3032164	-3.77292	0.5195383
1140_at	1.60e-01	2.32e-02	2.3024668	-3.77452	0.4266723
3945_at	1.60e-01	2.32e-02	-2.3023877	-3.77469	-0.1701143
6363_at	1.61e-01	2.32e-02	2.3021481	-3.77521	1.5382663
101928196_at	1.61e-01	2.32e-02	-2.302037	-3.77544	-0.3716716
78987_at	1.61e-01	2.32e-02	2.3017511	-3.77606	0.3686382
50854_at	1.61e-01	2.32e-02	2.3015898	-3.7764	0.2944211
55088_at	1.61e-01	2.33e-02	-2.3012194	-3.77719	-0.2484954
102723642_at	1.61e-01	2.33e-02	-2.3004876	-3.77876	-0.4103227
83666_at	1.61e-01	2.33e-02	2.3000097	-3.77978	0.5453515
388965_at	1.62e-01	2.34e-02	-2.298903	-3.78214	-0.5376943
2651_at	1.62e-01	2.34e-02	-2.2987936	-3.78238	-0.3881768
26686_at	1.62e-01	2.34e-02	-2.298378	-3.78326	-0.3909192
100036563_at	1.62e-01	2.34e-02	-2.2981719	-3.78371	-0.7523273
100506791_at	1.62e-01	2.35e-02	-2.2980259	-3.78402	-0.356557
57409_at	1.62e-01	2.35e-02	2.2977677	-3.78457	0.4169947
3184_at	1.62e-01	2.35e-02	-2.2974236	-3.7853	-0.2674719
3087_at	1.62e-01	2.35e-02	2.2969476	-3.78632	0.6287632
100616152_at	1.62e-01	2.35e-02	-2.296698	-3.78685	-0.3559997
8623_at	1.63e-01	2.36e-02	2.295405	-3.78961	0.4369147
2322_at	1.63e-01	2.36e-02	2.2953788	-3.78967	1.2116595
374666_at	1.63e-01	2.36e-02	2.2951133	-3.79023	0.5850835
841_at	1.63e-01	2.36e-02	2.2951049	-3.79025	0.4581838
10767_at	1.63e-01	2.36e-02	-2.295049	-3.79037	-0.3197887
7227_at	1.63e-01	2.36e-02	-2.2948321	-3.79083	-0.3563598
101927477_at	1.63e-01	2.36e-02	-2.2947578	-3.79099	-0.6620134
4940_at	1.63e-01	2.37e-02	2.2946982	-3.79112	0.9952649
5709_at	1.63e-01	2.37e-02	2.2946715	-3.79118	0.2995716
340074_at	1.63e-01	2.37e-02	-2.2942236	-3.79213	-0.5785446
101928264_at	1.63e-01	2.37e-02	-2.2936961	-3.79326	-0.6919454
102723915_at	1.63e-01	2.37e-02	2.2936042	-3.79345	0.5137485
22879_at	1.63e-01	2.37e-02	2.293548	-3.79357	0.4085214
83596_at	1.63e-01	2.37e-02	2.2935127	-3.79365	0.5005694
100033447_at	1.63e-01	2.37e-02	-2.2932394	-3.79423	-0.6965594
54874_at	1.63e-01	2.37e-02	-2.2930895	-3.79455	-0.2697205
100128176_at	1.63e-01	2.38e-02	-2.2929594	-3.79483	-0.3602971
4277_at	1.63e-01	2.38e-02	2.2927961	-3.79518	0.2931038
9761_at	1.63e-01	2.38e-02	2.292723	-3.79533	0.3278566
79707_at	1.63e-01	2.38e-02	2.2924095	-3.796	0.2861678
139065_at	1.63e-01	2.38e-02	2.2923506	-3.79612	0.5493186
100616434_at	1.63e-01	2.38e-02	-2.292159	-3.79653	-0.4049437
55038_at	1.63e-01	2.38e-02	2.2920341	-3.7968	0.5014041
29127_at	1.63e-01	2.38e-02	-2.2919095	-3.79706	-0.5962669
10654_at	1.63e-01	2.38e-02	2.291631	-3.79766	0.4115499
10105_at	1.63e-01	2.39e-02	2.2906012	-3.79985	0.3774096
115361_at	1.63e-01	2.39e-02	2.2904599	-3.80015	0.9155752
644538_at	1.63e-01	2.39e-02	2.290436	-3.8002	0.6499133
407013_at	1.63e-01	2.39e-02	-2.2904054	-3.80027	-0.457909
57573_at	1.63e-01	2.39e-02	2.2902389	-3.80062	0.6317165
3024_at	1.63e-01	2.39e-02	2.289928	-3.80128	0.7267744
414194_at	1.63e-01	2.39e-02	-2.2898858	-3.80137	-0.5965666
101927379_at	1.63e-01	2.39e-02	-2.2897965	-3.80156	-0.3982395
81565_at	1.63e-01	2.39e-02	-2.2897838	-3.80159	-0.4762422
51015_at	1.63e-01	2.40e-02	-2.2894272	-3.80235	-0.3289574
25956_at	1.63e-01	2.40e-02	-2.2893371	-3.80254	-0.3990133
25853_at	1.63e-01	2.40e-02	2.2893282	-3.80256	0.3837066
440093_at	1.63e-01	2.40e-02	-2.2893108	-3.8026	-0.5694965
65981_at	1.63e-01	2.40e-02	-2.2892076	-3.80282	-0.3398392
80700_at	1.63e-01	2.40e-02	2.2891041	-3.80304	0.3607456
28996_at	1.64e-01	2.40e-02	2.2888775	-3.80352	0.3454027
157848_at	1.64e-01	2.40e-02	2.2886795	-3.80394	0.5809687
160298_at	1.64e-01	2.40e-02	-2.2884102	-3.80451	-0.3894196
3507_at	1.64e-01	2.41e-02	2.2877124	-3.806	1.9361088
56920_at	1.64e-01	2.41e-02	2.2875696	-3.8063	0.4087507
84971_at	1.64e-01	2.41e-02	2.2875231	-3.8064	0.3891141
692199_at	1.64e-01	2.41e-02	-2.2875082	-3.80643	-0.7306965
9448_at	1.64e-01	2.41e-02	2.2873651	-3.80674	0.5034638
7178_at	1.64e-01	2.41e-02	-2.2873332	-3.80681	-0.5439267
100191040_at	1.64e-01	2.41e-02	-2.2866677	-3.80822	-0.3679992
91010_at	1.64e-01	2.41e-02	2.2864704	-3.80864	0.5499426
100506637_at	1.64e-01	2.42e-02	-2.2857319	-3.81021	-0.5560989
4332_at	1.64e-01	2.42e-02	2.285496	-3.81071	1.0998832
101929054_at	1.64e-01	2.42e-02	-2.2854917	-3.81072	-0.3925693
2022_at	1.64e-01	2.42e-02	2.2852375	-3.81126	0.5765817
339229_at	1.64e-01	2.42e-02	2.2850982	-3.81156	0.4901798
1040_at	1.64e-01	2.42e-02	2.2850143	-3.81174	0.3961197
100652988_at	1.64e-01	2.42e-02	-2.2848837	-3.81201	-0.9748624
65244_at	1.64e-01	2.42e-02	2.2848623	-3.81206	0.426779
6786_at	1.64e-01	2.43e-02	2.2847022	-3.8124	0.4729198
28642_at	1.64e-01	2.43e-02	-2.284626	-3.81256	-0.5496277
50617_at	1.64e-01	2.43e-02	-2.284489	-3.81285	-0.4922541
101927524_at	1.65e-01	2.43e-02	-2.2836641	-3.8146	-0.3084023
1608_at	1.65e-01	2.43e-02	-2.2836025	-3.81473	-0.526171
4313_at	1.65e-01	2.43e-02	2.2835308	-3.81489	0.6912949
79876_at	1.65e-01	2.43e-02	-2.28346	-3.81504	-0.3215986
122953_at	1.65e-01	2.43e-02	2.2831872	-3.81562	0.3635619
100616304_at	1.65e-01	2.43e-02	-2.2831503	-3.81569	-0.4949368
100132352_at	1.65e-01	2.44e-02	-2.2830172	-3.81598	-0.5891774
219473_at	1.65e-01	2.44e-02	-2.2829496	-3.81612	-0.3645124
201163_at	1.65e-01	2.44e-02	2.2826949	-3.81666	0.4487335
64223_at	1.65e-01	2.44e-02	2.2822473	-3.81761	0.3556803
11168_at	1.65e-01	2.44e-02	-2.2818629	-3.81843	-0.3123916
4691_at	1.65e-01	2.44e-02	-2.2816335	-3.81891	-0.2128986
2641_at	1.65e-01	2.45e-02	-2.2814075	-3.81939	-0.3153854
84340_at	1.65e-01	2.45e-02	-2.2813527	-3.81951	-0.3247854
55000_at	1.65e-01	2.45e-02	-2.2808269	-3.82063	-0.26763
81788_at	1.65e-01	2.45e-02	2.2807493	-3.82079	0.6313065
6876_at	1.65e-01	2.45e-02	2.2804854	-3.82135	0.8320716
100505736_at	1.65e-01	2.45e-02	-2.280271	-3.8218	-0.7123713
388394_at	1.65e-01	2.45e-02	-2.2801509	-3.82206	-0.5794499
101930275_at	1.65e-01	2.45e-02	-2.2799652	-3.82245	-0.676364
119437_at	1.65e-01	2.45e-02	-2.2799405	-3.82251	-0.2620209
54331_at	1.65e-01	2.45e-02	2.2798722	-3.82265	0.8059574
10261_at	1.65e-01	2.45e-02	2.2798326	-3.82273	0.7856156
8747_at	1.65e-01	2.46e-02	-2.2797583	-3.82289	-0.3609847
3397_at	1.65e-01	2.46e-02	2.2795795	-3.82327	0.6526435
3326_at	1.65e-01	2.46e-02	-2.2793113	-3.82384	-0.2120394
60529_at	1.65e-01	2.46e-02	2.2791762	-3.82413	0.4129617
389119_at	1.65e-01	2.46e-02	2.2791444	-3.82419	0.4170172
