ID	adj.P.Val	P.Value	t	B	logFC
100507507_at	9.77e-01	9.27e-01	0.0915087	-6.29403	0.0209882
282679_at	9.77e-01	9.27e-01	0.0913412	-6.29405	0.0240328
284100_at	9.77e-01	9.27e-01	-0.0913285	-6.29405	-0.0171079
202_at	9.77e-01	9.27e-01	0.0912994	-6.29405	0.0151831
55295_at	9.77e-01	9.27e-01	-0.091296	-6.29405	-0.0191524
60559_at	9.77e-01	9.27e-01	-0.0912701	-6.29405	-0.0143545
80067_at	9.77e-01	9.27e-01	0.0912237	-6.29406	0.0136561
257044_at	9.77e-01	9.28e-01	-0.0911353	-6.29406	-0.0175384
7388_at	9.77e-01	9.28e-01	0.0911061	-6.29407	0.0154276
400_at	9.77e-01	9.28e-01	0.091035	-6.29407	0.0130373
51465_at	9.77e-01	9.28e-01	-0.0909502	-6.29408	-0.0118897
79755_at	9.77e-01	9.28e-01	-0.090909	-6.29408	-0.0178356
3747_at	9.77e-01	9.28e-01	0.090842	-6.29409	0.0128152
401262_at	9.77e-01	9.28e-01	0.0908373	-6.29409	0.0203877
154442_at	9.77e-01	9.28e-01	0.0908019	-6.29409	0.0145854
3685_at	9.77e-01	9.28e-01	0.0907445	-6.2941	0.0179367
117155_at	9.77e-01	9.28e-01	0.0907058	-6.2941	0.0313587
6355_at	9.77e-01	9.28e-01	-0.0906907	-6.2941	-0.0215316
100289373_at	9.77e-01	9.28e-01	-0.0906285	-6.29411	-0.0180976
101927704_at	9.77e-01	9.28e-01	0.090603	-6.29411	0.023229
5188_at	9.77e-01	9.28e-01	0.0904689	-6.29412	0.0169425
79173_at	9.77e-01	9.28e-01	0.0903876	-6.29413	0.0180616
7584_at	9.77e-01	9.28e-01	0.0903583	-6.29413	0.0178862
217_at	9.77e-01	9.28e-01	-0.0902206	-6.29415	-0.0206138
100616376_at	9.77e-01	9.28e-01	-0.090064	-6.29416	-0.0251926
134829_at	9.77e-01	9.28e-01	0.0900302	-6.29416	0.0108323
388389_at	9.77e-01	9.28e-01	-0.0899869	-6.29417	-0.0204089
5414_at	9.77e-01	9.29e-01	0.0899285	-6.29417	0.0158472
101927067_at	9.77e-01	9.29e-01	0.0898751	-6.29418	0.0380217
284889_at	9.77e-01	9.29e-01	-0.0897459	-6.29419	-0.014219
126669_at	9.77e-01	9.29e-01	-0.0896075	-6.2942	-0.0180169
54106_at	9.77e-01	9.29e-01	-0.0895715	-6.2942	-0.0169384
340107_at	9.77e-01	9.29e-01	0.0895629	-6.2942	0.012211
28609_at	9.77e-01	9.29e-01	-0.0894378	-6.29421	-0.0304995
245915_at	9.77e-01	9.29e-01	-0.0894192	-6.29422	-0.0150353
283383_at	9.78e-01	9.29e-01	-0.0891592	-6.29424	-0.019025
101928483_at	9.78e-01	9.29e-01	-0.0889093	-6.29426	-0.0113534
9673_at	9.78e-01	9.29e-01	0.0888245	-6.29427	0.0165818
102724245_at	9.78e-01	9.29e-01	0.0888053	-6.29427	0.0278376
84970_at	9.78e-01	9.29e-01	0.0887114	-6.29428	0.0138174
729475_at	9.78e-01	9.30e-01	0.0886202	-6.29429	0.0126579
22907_at	9.78e-01	9.30e-01	-0.0886112	-6.29429	-0.0135304
100302115_at	9.78e-01	9.30e-01	-0.0885692	-6.29429	-0.0175884
101929110_at	9.78e-01	9.30e-01	0.0885447	-6.29429	0.0145484
55687_at	9.78e-01	9.30e-01	0.0885194	-6.29429	0.0178906
442897_at	9.78e-01	9.30e-01	0.0883311	-6.29431	0.0136136
650226_at	9.78e-01	9.30e-01	-0.0883309	-6.29431	-0.0252248
9474_at	9.78e-01	9.30e-01	-0.0882883	-6.29431	-0.0127853
10487_at	9.78e-01	9.30e-01	0.0881476	-6.29433	0.0112316
401585_at	9.78e-01	9.30e-01	0.0881423	-6.29433	0.0196361
55784_at	9.78e-01	9.30e-01	-0.0881174	-6.29433	-0.0204111
100526771_at	9.78e-01	9.30e-01	-0.0880905	-6.29433	-0.0228013
26273_at	9.78e-01	9.30e-01	0.0880057	-6.29434	0.0136449
339894_at	9.78e-01	9.30e-01	-0.0879322	-6.29434	-0.0129399
2626_at	9.78e-01	9.30e-01	0.0879093	-6.29435	0.0158912
2904_at	9.78e-01	9.30e-01	0.0878461	-6.29435	0.0161322
440925_at	9.78e-01	9.30e-01	0.0878408	-6.29435	0.0153963
23671_at	9.78e-01	9.30e-01	0.0878217	-6.29435	0.0138929
100128511_at	9.78e-01	9.30e-01	-0.0877291	-6.29436	-0.0183526
10460_at	9.78e-01	9.30e-01	-0.0876338	-6.29437	-0.0247576
9733_at	9.78e-01	9.30e-01	0.0875195	-6.29438	0.0116284
101928421_at	9.78e-01	9.30e-01	0.0874618	-6.29438	0.0159792
83655_at	9.78e-01	9.30e-01	0.0874325	-6.29439	0.0153332
2249_at	9.78e-01	9.31e-01	0.0871483	-6.29441	0.012271
101928922_at	9.78e-01	9.31e-01	-0.0871105	-6.29441	-0.0261156
646034_at	9.78e-01	9.31e-01	-0.0870578	-6.29442	-0.0200275
51193_at	9.78e-01	9.31e-01	0.0870437	-6.29442	0.0126511
5350_at	9.78e-01	9.31e-01	0.0869726	-6.29443	0.0380071
51348_at	9.78e-01	9.31e-01	0.0868316	-6.29444	0.0210466
101928203_at	9.78e-01	9.31e-01	0.0868158	-6.29444	0.012425
493911_at	9.78e-01	9.31e-01	-0.08679	-6.29444	-0.032215
284697_at	9.78e-01	9.31e-01	0.0866994	-6.29445	0.0156664
1232_at	9.78e-01	9.31e-01	-0.086662	-6.29445	-0.01697
9332_at	9.78e-01	9.31e-01	0.0865596	-6.29446	0.0380385
574492_at	9.78e-01	9.31e-01	0.0865553	-6.29446	0.0118085
101929728_at	9.78e-01	9.31e-01	0.0865432	-6.29446	0.0376894
2184_at	9.78e-01	9.31e-01	-0.0864838	-6.29447	-0.025252
390067_at	9.78e-01	9.31e-01	0.0864766	-6.29447	0.0200234
442421_at	9.78e-01	9.31e-01	-0.0863993	-6.29447	-0.0172114
100861522_at	9.78e-01	9.31e-01	0.0862793	-6.29449	0.014173
81616_at	9.78e-01	9.31e-01	0.0862467	-6.29449	0.0169842
132321_at	9.78e-01	9.32e-01	-0.0860877	-6.2945	-0.0180551
255180_at	9.78e-01	9.32e-01	-0.0860743	-6.2945	-0.0177152
56666_at	9.78e-01	9.32e-01	-0.086014	-6.29451	-0.0144115
3239_at	9.79e-01	9.32e-01	-0.0857617	-6.29453	-0.013048
9670_at	9.79e-01	9.32e-01	-0.0855492	-6.29455	-0.0161553
100616126_at	9.79e-01	9.32e-01	0.0854328	-6.29456	0.0199631
100506558_at	9.79e-01	9.32e-01	0.0854281	-6.29456	0.0145543
100287226_at	9.79e-01	9.32e-01	0.0852827	-6.29457	0.0162426
4617_at	9.79e-01	9.32e-01	-0.0852178	-6.29457	-0.0158766
9552_at	9.79e-01	9.32e-01	-0.0851841	-6.29458	-0.0121327
8973_at	9.79e-01	9.32e-01	-0.0850475	-6.29459	-0.0181477
1392_at	9.79e-01	9.32e-01	0.085047	-6.29459	0.0110851
375759_at	9.79e-01	9.32e-01	-0.085046	-6.29459	-0.013887
55344_at	9.79e-01	9.32e-01	-0.0850088	-6.29459	-0.0153333
4053_at	9.79e-01	9.32e-01	-0.0849913	-6.29459	-0.0159196
101927853_at	9.79e-01	9.33e-01	-0.0848787	-6.2946	-0.0096561
128360_at	9.79e-01	9.33e-01	0.0847219	-6.29461	0.0162022
3693_at	9.79e-01	9.33e-01	0.0846484	-6.29462	0.0153396
91355_at	9.79e-01	9.33e-01	0.0845713	-6.29463	0.0204409
4717_at	9.79e-01	9.33e-01	0.0845227	-6.29463	0.0114325
648044_at	9.79e-01	9.33e-01	0.0845031	-6.29463	0.0154904
22797_at	9.79e-01	9.33e-01	0.0843697	-6.29464	0.0244967
340554_at	9.79e-01	9.33e-01	-0.0842651	-6.29465	-0.0174364
90987_at	9.79e-01	9.33e-01	0.0841767	-6.29466	0.027771
339967_at	9.79e-01	9.33e-01	0.0841005	-6.29467	0.011697
7170_at	9.79e-01	9.33e-01	-0.0840768	-6.29467	-0.0205168
23145_at	9.79e-01	9.33e-01	0.0839454	-6.29468	0.0098465
344658_at	9.79e-01	9.33e-01	-0.0839032	-6.29468	-0.011031
644974_at	9.79e-01	9.33e-01	0.0838938	-6.29468	0.0304205
64895_at	9.79e-01	9.33e-01	-0.0838904	-6.29468	-0.0124459
26740_at	9.79e-01	9.33e-01	-0.0837209	-6.2947	-0.0122094
28869_at	9.79e-01	9.33e-01	-0.0836725	-6.2947	-0.0177689
100302274_at	9.79e-01	9.34e-01	-0.0835971	-6.29471	-0.0247195
83875_at	9.79e-01	9.34e-01	0.0835196	-6.29471	0.0177278
644767_at	9.79e-01	9.34e-01	-0.083511	-6.29471	-0.0158206
259295_at	9.79e-01	9.34e-01	0.0833772	-6.29473	0.0172028
100616319_at	9.79e-01	9.34e-01	-0.0833642	-6.29473	-0.0169395
503497_at	9.79e-01	9.34e-01	-0.0833393	-6.29473	-0.0096401
285800_at	9.79e-01	9.34e-01	0.0833007	-6.29473	0.0147077
101927856_at	9.79e-01	9.34e-01	-0.0831822	-6.29474	-0.0208
7681_at	9.79e-01	9.34e-01	0.083157	-6.29474	0.0133937
101927992_at	9.79e-01	9.34e-01	-0.0830558	-6.29475	-0.0203447
100500885_at	9.79e-01	9.34e-01	0.0830381	-6.29475	0.0231838
3952_at	9.79e-01	9.34e-01	0.083018	-6.29475	0.0169737
84437_at	9.79e-01	9.34e-01	0.0830121	-6.29475	0.0149537
100507487_at	9.79e-01	9.34e-01	0.0829377	-6.29476	0.0222701
56143_at	9.79e-01	9.34e-01	-0.0829083	-6.29476	-0.0193302
84140_at	9.79e-01	9.34e-01	-0.0828948	-6.29476	-0.0178881
3358_at	9.79e-01	9.34e-01	0.0828298	-6.29477	0.0111339
51643_at	9.79e-01	9.34e-01	0.0827939	-6.29477	0.0083354
55014_at	9.79e-01	9.34e-01	-0.0827234	-6.29478	-0.0166679
102724724_at	9.79e-01	9.34e-01	0.0826775	-6.29478	0.0144024
2534_at	9.79e-01	9.34e-01	0.0826639	-6.29478	0.0174491
442497_at	9.79e-01	9.34e-01	-0.0825907	-6.29479	-0.013565
153218_at	9.79e-01	9.34e-01	-0.0825864	-6.29479	-0.0134783
100506908_at	9.79e-01	9.34e-01	-0.0824995	-6.2948	-0.0276913
145508_at	9.79e-01	9.34e-01	0.0823748	-6.29481	0.0222943
55613_at	9.79e-01	9.35e-01	-0.0822454	-6.29482	-0.015484
1308_at	9.79e-01	9.35e-01	-0.0820385	-6.29483	-0.0099517
2037_at	9.79e-01	9.35e-01	0.0820168	-6.29483	0.0186072
85449_at	9.80e-01	9.35e-01	-0.0818264	-6.29485	-0.0153945
406958_at	9.80e-01	9.35e-01	0.0815289	-6.29487	0.0103562
339059_at	9.80e-01	9.35e-01	-0.0815123	-6.29488	-0.0140928
2834_at	9.80e-01	9.35e-01	-0.0813722	-6.29489	-0.0127356
55151_at	9.80e-01	9.35e-01	0.0812798	-6.29489	0.0167474
645752_at	9.80e-01	9.35e-01	0.0811482	-6.2949	0.0291387
102724190_at	9.80e-01	9.36e-01	-0.0811079	-6.29491	-0.0240908
100507291_at	9.80e-01	9.36e-01	-0.0810782	-6.29491	-0.0309078
442184_at	9.80e-01	9.36e-01	-0.0808925	-6.29492	-0.0081135
23164_at	9.80e-01	9.36e-01	-0.0807361	-6.29494	-0.0138248
137209_at	9.80e-01	9.36e-01	0.080639	-6.29494	0.0205722
100507297_at	9.80e-01	9.36e-01	-0.0806284	-6.29495	-0.0210625
84504_at	9.80e-01	9.36e-01	0.0805655	-6.29495	0.0150069
27294_at	9.80e-01	9.36e-01	-0.0805625	-6.29495	-0.0303875
729083_at	9.80e-01	9.36e-01	0.0804772	-6.29496	0.0164388
100996570_at	9.80e-01	9.36e-01	-0.0804268	-6.29496	-0.0157344
782_at	9.80e-01	9.36e-01	-0.0798852	-6.295	-0.0120209
134288_at	9.80e-01	9.37e-01	0.0798293	-6.29501	0.0422818
144809_at	9.80e-01	9.37e-01	0.0798146	-6.29501	0.0121448
153241_at	9.81e-01	9.37e-01	-0.0793506	-6.29504	-0.011829
65061_at	9.81e-01	9.37e-01	-0.0792905	-6.29505	-0.0167584
149934_at	9.81e-01	9.37e-01	0.0792598	-6.29505	0.0098755
10724_at	9.81e-01	9.37e-01	-0.07918	-6.29506	-0.0106616
26574_at	9.81e-01	9.37e-01	-0.0790254	-6.29507	-0.0105171
139741_at	9.81e-01	9.37e-01	-0.0788601	-6.29508	-0.0089576
100128496_at	9.81e-01	9.37e-01	0.0787948	-6.29509	0.0089154
11015_at	9.81e-01	9.37e-01	0.0787894	-6.29509	0.0197614
55520_at	9.81e-01	9.37e-01	0.0787864	-6.29509	0.0139721
102723919_at	9.81e-01	9.37e-01	0.0787755	-6.29509	0.0145136
84289_at	9.81e-01	9.37e-01	-0.0787741	-6.29509	-0.0146825
203427_at	9.81e-01	9.37e-01	-0.0787709	-6.29509	-0.0137724
4161_at	9.81e-01	9.37e-01	-0.0785945	-6.2951	-0.0125262
119682_at	9.81e-01	9.38e-01	0.0785593	-6.29511	0.0105708
23283_at	9.81e-01	9.38e-01	-0.0785251	-6.29511	-0.014715
165829_at	9.81e-01	9.38e-01	-0.0785094	-6.29511	-0.0130216
245930_at	9.81e-01	9.38e-01	0.0784715	-6.29511	0.0116542
27092_at	9.81e-01	9.38e-01	-0.0784567	-6.29511	-0.0143867
102724020_at	9.81e-01	9.38e-01	0.0783217	-6.29512	0.0185552
641364_at	9.81e-01	9.38e-01	-0.0782566	-6.29513	-0.0116768
161253_at	9.81e-01	9.38e-01	-0.0781206	-6.29514	-0.0145061
693231_at	9.81e-01	9.38e-01	0.077845	-6.29516	0.0275993
5078_at	9.81e-01	9.38e-01	-0.0778065	-6.29516	-0.0127064
100507353_at	9.81e-01	9.38e-01	0.0777911	-6.29516	0.0093507
100616266_at	9.81e-01	9.38e-01	-0.0777847	-6.29516	-0.0169389
692229_at	9.81e-01	9.38e-01	-0.0777577	-6.29517	-0.0171275
1896_at	9.81e-01	9.38e-01	0.077755	-6.29517	0.013737
7580_at	9.81e-01	9.38e-01	-0.0776867	-6.29517	-0.0154157
283869_at	9.81e-01	9.38e-01	0.0775295	-6.29518	0.0138426
102723779_at	9.81e-01	9.38e-01	-0.0774292	-6.29519	-0.0215431
101929688_at	9.81e-01	9.38e-01	0.0773546	-6.2952	0.0125245
101929655_at	9.81e-01	9.38e-01	0.0773546	-6.2952	0.0159674
100130238_at	9.81e-01	9.39e-01	-0.0773295	-6.2952	-0.0156766
100506083_at	9.82e-01	9.39e-01	-0.076837	-6.29524	-0.0136796
92241_at	9.82e-01	9.39e-01	0.0767797	-6.29524	0.0219984
286187_at	9.82e-01	9.39e-01	0.0766545	-6.29525	0.0177504
2072_at	9.82e-01	9.39e-01	0.0766346	-6.29525	0.0151516
92552_at	9.82e-01	9.39e-01	0.0765652	-6.29526	0.0118387
152405_at	9.82e-01	9.39e-01	-0.076274	-6.29528	-0.0129901
270_at	9.82e-01	9.39e-01	0.0762477	-6.29528	0.0233314
1646_at	9.82e-01	9.39e-01	0.0762288	-6.29528	0.0201302
8994_at	9.82e-01	9.39e-01	-0.0761961	-6.29528	-0.0203056
10476_at	9.82e-01	9.39e-01	0.0761849	-6.29528	0.0115842
100616195_at	9.82e-01	9.39e-01	0.0761721	-6.29529	0.0130532
221833_at	9.82e-01	9.39e-01	-0.0761693	-6.29529	-0.0128651
9962_at	9.82e-01	9.40e-01	0.0760644	-6.29529	0.0174948
5455_at	9.82e-01	9.40e-01	-0.0760347	-6.2953	-0.0161468
100303728_at	9.82e-01	9.40e-01	0.0760324	-6.2953	0.0138119
114899_at	9.82e-01	9.40e-01	0.0760117	-6.2953	0.044768
81848_at	9.82e-01	9.40e-01	0.0759492	-6.2953	0.0166218
84320_at	9.82e-01	9.40e-01	-0.075864	-6.29531	-0.0103994
123041_at	9.82e-01	9.40e-01	0.075711	-6.29532	0.0148965
1058_at	9.82e-01	9.40e-01	0.0756829	-6.29532	0.0169228
11076_at	9.82e-01	9.40e-01	-0.0756713	-6.29532	-0.0159218
100422979_at	9.82e-01	9.40e-01	0.0756415	-6.29533	0.0294769
3356_at	9.82e-01	9.40e-01	0.0754918	-6.29534	0.0125086
284076_at	9.82e-01	9.40e-01	-0.0754886	-6.29534	-0.0187418
400794_at	9.82e-01	9.40e-01	-0.0754385	-6.29534	-0.0141291
2934_at	9.82e-01	9.40e-01	-0.0753648	-6.29535	-0.0122659
101929419_at	9.82e-01	9.40e-01	0.0753329	-6.29535	0.0345993
8824_at	9.82e-01	9.40e-01	-0.0753297	-6.29535	-0.0221716
11017_at	9.82e-01	9.40e-01	0.0753289	-6.29535	0.0096034
317671_at	9.82e-01	9.40e-01	-0.0752466	-6.29535	-0.0198371
201477_at	9.82e-01	9.40e-01	-0.0752428	-6.29535	-0.0124651
8763_at	9.82e-01	9.40e-01	-0.0752414	-6.29535	-0.0076271
339906_at	9.82e-01	9.40e-01	0.0751413	-6.29536	0.0134784
140886_at	9.82e-01	9.40e-01	-0.0750226	-6.29537	-0.012221
3172_at	9.82e-01	9.40e-01	-0.0749778	-6.29537	-0.0228365
23743_at	9.82e-01	9.40e-01	-0.0749719	-6.29537	-0.0185967
100287559_at	9.82e-01	9.40e-01	0.0748682	-6.29538	0.0131999
100505879_at	9.82e-01	9.41e-01	-0.0747867	-6.29539	-0.0135466
100996437_at	9.82e-01	9.41e-01	-0.0747383	-6.29539	-0.0200279
101928047_at	9.82e-01	9.41e-01	0.0746946	-6.29539	0.023685
101927332_at	9.82e-01	9.41e-01	0.0745391	-6.29541	0.0151195
4259_at	9.82e-01	9.41e-01	0.074484	-6.29541	0.0076922
346288_at	9.82e-01	9.41e-01	0.0743697	-6.29542	0.0131695
4014_at	9.82e-01	9.41e-01	0.074304	-6.29542	0.0121241
10408_at	9.82e-01	9.41e-01	-0.0741653	-6.29543	-0.0124037
55150_at	9.82e-01	9.41e-01	-0.0741564	-6.29543	-0.0166824
55313_at	9.82e-01	9.41e-01	-0.0740405	-6.29544	-0.0142115
102724087_at	9.82e-01	9.41e-01	0.0740328	-6.29544	0.0114897
84936_at	9.82e-01	9.41e-01	0.0739634	-6.29545	0.0119582
339501_at	9.82e-01	9.41e-01	-0.0738579	-6.29546	-0.0113707
84957_at	9.82e-01	9.41e-01	-0.0737033	-6.29547	-0.0157288
55351_at	9.82e-01	9.41e-01	-0.0736194	-6.29547	-0.0215642
650669_at	9.82e-01	9.42e-01	0.0735501	-6.29548	0.0153616
101929081_at	9.82e-01	9.42e-01	-0.0734983	-6.29548	-0.0104102
5501_at	9.82e-01	9.42e-01	0.0734844	-6.29548	0.0070733
22895_at	9.82e-01	9.42e-01	0.07339	-6.29549	0.0116652
100874128_at	9.82e-01	9.42e-01	-0.0732928	-6.2955	-0.0130004
55219_at	9.82e-01	9.42e-01	-0.0731813	-6.2955	-0.0087951
442911_at	9.82e-01	9.42e-01	0.0730034	-6.29552	0.013456
284366_at	9.82e-01	9.42e-01	0.0729769	-6.29552	0.0118342
7574_at	9.82e-01	9.42e-01	-0.0728354	-6.29553	-0.0115651
154449_at	9.82e-01	9.42e-01	0.0727718	-6.29553	0.0131989
90499_at	9.83e-01	9.42e-01	-0.0726874	-6.29554	-0.025403
142689_at	9.83e-01	9.42e-01	0.0726147	-6.29554	0.0164268
4490_at	9.83e-01	9.42e-01	0.0725661	-6.29555	0.0146621
100126349_at	9.83e-01	9.42e-01	0.0725567	-6.29555	0.0213207
100313779_at	9.83e-01	9.42e-01	0.0724683	-6.29555	0.0135181
100507336_at	9.83e-01	9.42e-01	0.0723696	-6.29556	0.0125306
1114_at	9.83e-01	9.42e-01	-0.0722993	-6.29557	-0.0268727
27291_at	9.83e-01	9.43e-01	0.0722099	-6.29557	0.0143964
645355_at	9.83e-01	9.43e-01	-0.0721591	-6.29558	-0.0132412
84667_at	9.83e-01	9.43e-01	-0.0721554	-6.29558	-0.0129764
10569_at	9.83e-01	9.43e-01	0.0721339	-6.29558	0.0116928
112950_at	9.83e-01	9.43e-01	-0.0720985	-6.29558	-0.0119647
100151643_at	9.83e-01	9.43e-01	-0.0719846	-6.29559	-0.0131068
161424_at	9.83e-01	9.43e-01	0.0718553	-6.2956	0.0110719
439949_at	9.83e-01	9.43e-01	0.0718436	-6.2956	0.0239376
442900_at	9.83e-01	9.43e-01	-0.0718332	-6.2956	-0.0245958
100500834_at	9.83e-01	9.43e-01	-0.0718194	-6.2956	-0.013492
100130717_at	9.83e-01	9.43e-01	-0.0717848	-6.2956	-0.011386
56729_at	9.83e-01	9.43e-01	0.0717597	-6.2956	0.0117362
4841_at	9.83e-01	9.43e-01	0.0716563	-6.29561	0.0115044
100313841_at	9.83e-01	9.43e-01	0.0716168	-6.29561	0.0171625
203062_at	9.83e-01	9.43e-01	0.0714941	-6.29562	0.0118214
100131320_at	9.83e-01	9.43e-01	-0.0714822	-6.29562	-0.0231546
120065_at	9.83e-01	9.43e-01	-0.0714739	-6.29562	-0.0221161
3594_at	9.83e-01	9.43e-01	0.0713931	-6.29563	0.0124825
693202_at	9.83e-01	9.43e-01	-0.0710985	-6.29565	-0.0116054
9024_at	9.83e-01	9.43e-01	0.0710946	-6.29565	0.0114083
101929227_at	9.83e-01	9.44e-01	-0.0710327	-6.29565	-0.0129538
374739_at	9.83e-01	9.44e-01	-0.0710173	-6.29566	-0.0119007
63892_at	9.83e-01	9.44e-01	-0.0709573	-6.29566	-0.0081612
10857_at	9.83e-01	9.44e-01	-0.0708965	-6.29566	-0.0112663
100131691_at	9.83e-01	9.44e-01	-0.0708817	-6.29567	-0.0142451
101928674_at	9.83e-01	9.44e-01	-0.0708798	-6.29567	-0.0185867
100996425_at	9.83e-01	9.44e-01	-0.0707795	-6.29567	-0.0144297
9816_at	9.83e-01	9.44e-01	0.0707256	-6.29568	0.0137854
10495_at	9.83e-01	9.44e-01	0.0707093	-6.29568	0.012814
122876_at	9.83e-01	9.44e-01	0.0706912	-6.29568	0.0089971
4891_at	9.83e-01	9.44e-01	0.0706753	-6.29568	0.0133351
284573_at	9.83e-01	9.44e-01	-0.0706568	-6.29568	-0.0136609
6171_at	9.83e-01	9.44e-01	-0.0706196	-6.29568	-0.0107733
152206_at	9.83e-01	9.44e-01	-0.0704883	-6.29569	-0.0117654
4601_at	9.83e-01	9.44e-01	0.0704875	-6.29569	0.010546
84281_at	9.83e-01	9.44e-01	-0.0704687	-6.29569	-0.0121064
100422863_at	9.83e-01	9.44e-01	0.0702505	-6.29571	0.0121424
89790_at	9.83e-01	9.44e-01	-0.0702417	-6.29571	-0.0190729
126006_at	9.83e-01	9.44e-01	-0.0701127	-6.29572	-0.015475
23275_at	9.83e-01	9.44e-01	-0.0701094	-6.29572	-0.0119298
60592_at	9.83e-01	9.44e-01	-0.0700472	-6.29572	-0.009135
100130301_at	9.83e-01	9.44e-01	0.0699819	-6.29573	0.0140147
1340_at	9.83e-01	9.44e-01	0.0699579	-6.29573	0.0054899
2859_at	9.83e-01	9.44e-01	0.0698951	-6.29573	0.0135618
5437_at	9.83e-01	9.44e-01	0.0698947	-6.29573	0.011102
282808_at	9.83e-01	9.44e-01	-0.0697755	-6.29574	-0.0104754
449520_at	9.83e-01	9.45e-01	-0.0697471	-6.29574	-0.0126804
80324_at	9.83e-01	9.45e-01	-0.0696791	-6.29575	-0.0138467
653140_at	9.83e-01	9.45e-01	0.0696031	-6.29575	0.0130592
100506243_at	9.83e-01	9.45e-01	-0.0692808	-6.29577	-0.0227929
5969_at	9.83e-01	9.45e-01	-0.0692596	-6.29578	-0.0066333
7142_at	9.83e-01	9.45e-01	-0.0692395	-6.29578	-0.0154219
1070_at	9.83e-01	9.45e-01	0.0692212	-6.29578	0.0143159
100507634_at	9.83e-01	9.45e-01	0.0691505	-6.29578	0.0116885
114659_at	9.83e-01	9.45e-01	0.0690299	-6.29579	0.0224098
135948_at	9.83e-01	9.45e-01	0.0690143	-6.29579	0.0216018
100874251_at	9.83e-01	9.45e-01	0.0688549	-6.2958	0.009597
8795_at	9.83e-01	9.45e-01	-0.0687434	-6.29581	-0.0152858
338567_at	9.83e-01	9.45e-01	0.0686648	-6.29582	0.0108993
284370_at	9.83e-01	9.45e-01	-0.0686207	-6.29582	-0.0144243
10793_at	9.83e-01	9.46e-01	-0.0685018	-6.29583	-0.0217032
27258_at	9.83e-01	9.46e-01	-0.0684975	-6.29583	-0.012453
23582_at	9.83e-01	9.46e-01	-0.0684829	-6.29583	-0.0119928
283585_at	9.83e-01	9.46e-01	-0.0684566	-6.29583	-0.0092182
101929086_at	9.83e-01	9.46e-01	0.0684234	-6.29583	0.0111328
51778_at	9.83e-01	9.46e-01	0.0684131	-6.29583	0.0187813
125061_at	9.83e-01	9.46e-01	-0.0682061	-6.29585	-0.0174594
92312_at	9.83e-01	9.46e-01	0.0681933	-6.29585	0.0123485
259287_at	9.83e-01	9.46e-01	-0.0680268	-6.29586	-0.0123471
283471_at	9.83e-01	9.46e-01	-0.0680266	-6.29586	-0.0105579
221120_at	9.83e-01	9.46e-01	0.0679286	-6.29587	0.010316
29058_at	9.83e-01	9.46e-01	-0.0679118	-6.29587	-0.0114865
55198_at	9.83e-01	9.46e-01	0.0678494	-6.29587	0.0091612
101927857_at	9.83e-01	9.46e-01	0.0677756	-6.29588	0.0174666
8424_at	9.83e-01	9.46e-01	0.0676621	-6.29588	0.0196325
6357_at	9.83e-01	9.46e-01	0.0676446	-6.29588	0.0246355
6534_at	9.83e-01	9.46e-01	0.0675829	-6.29589	0.0102348
401010_at	9.83e-01	9.46e-01	-0.0674622	-6.2959	-0.0135349
2703_at	9.83e-01	9.46e-01	0.0674256	-6.2959	0.0094607
23310_at	9.84e-01	9.47e-01	-0.0672235	-6.29591	-0.0117618
7942_at	9.84e-01	9.47e-01	-0.0671796	-6.29591	-0.0141632
101927886_at	9.84e-01	9.47e-01	-0.0671693	-6.29592	-0.0201261
100287042_at	9.84e-01	9.47e-01	0.0667352	-6.29594	0.0120683
100874234_at	9.84e-01	9.47e-01	0.0666351	-6.29595	0.0151781
442523_at	9.84e-01	9.47e-01	-0.0665993	-6.29595	-0.0155698
146722_at	9.84e-01	9.47e-01	-0.0664705	-6.29596	-0.0155739
2218_at	9.84e-01	9.47e-01	0.0663809	-6.29597	0.0101647
100507388_at	9.84e-01	9.47e-01	0.0663373	-6.29597	0.0159552
56913_at	9.84e-01	9.47e-01	-0.0661952	-6.29598	-0.0134351
101928509_at	9.84e-01	9.47e-01	-0.0661068	-6.29598	-0.0064087
100750326_at	9.84e-01	9.47e-01	0.0660493	-6.29599	0.0112072
113402_at	9.84e-01	9.48e-01	0.065772	-6.29601	0.0116195
221391_at	9.84e-01	9.48e-01	0.0655051	-6.29602	0.0112388
642846_at	9.84e-01	9.48e-01	0.0654365	-6.29603	0.0168407
728114_at	9.84e-01	9.48e-01	0.0653126	-6.29604	0.009739
23247_at	9.84e-01	9.48e-01	0.0652929	-6.29604	0.0106831
440594_at	9.84e-01	9.48e-01	0.0652749	-6.29604	0.012488
101927946_at	9.84e-01	9.48e-01	0.0652028	-6.29604	0.0128635
101927613_at	9.84e-01	9.48e-01	0.0651794	-6.29604	0.0138152
5066_at	9.84e-01	9.48e-01	-0.0650716	-6.29605	-0.0078947
57180_at	9.84e-01	9.48e-01	0.065015	-6.29605	0.0186166
102723766_at	9.84e-01	9.48e-01	0.0650124	-6.29605	0.0238705
93650_at	9.84e-01	9.48e-01	-0.0650104	-6.29605	-0.0118927
84083_at	9.84e-01	9.48e-01	0.0649907	-6.29606	0.0144009
55364_at	9.84e-01	9.48e-01	-0.0649497	-6.29606	-0.0078267
