ID	adj.P.Val	P.Value	t	B	logFC	Gene.Symbol	GB_LIST	SPOT_ID
11734515_a_at	0.87042	5.64e-01	-0.5876811	-5.9177	-0.0886965	TEPP	NM_199046,NM_199456	
11728043_at	0.87042	5.64e-01	0.5876482	-5.91772	0.1618211	PANX2	NM_001160300,NM_052839,NR_027691	
11763927_at	0.87043	5.64e-01	0.5876168	-5.91774	0.0758727	MIR1259 /// SNORD12B	NR_003695,NR_031660	
11745688_a_at	0.87043	5.64e-01	-0.5875539	-5.91777	-0.0785364	AVPR2	NM_000054,NM_001146151,NR_027419	
11722149_a_at	0.87043	5.64e-01	-0.5875155	-5.9178	-0.2210098	YTHDC2	NM_022828	
11752289_a_at	0.87043	5.64e-01	-0.5875131	-5.9178	-0.083871	MID1	NM_000381,NM_001098624,NM_033290	
11751429_x_at	0.87043	5.64e-01	-0.5874988	-5.9178	-0.0988675	CYB561	NM_001017916,NM_001017917,NM_001915	
11757371_x_at	0.87043	5.64e-01	-0.5874752	-5.91782	-0.1399687	ISYNA1	NM_001170938,NM_001170939,NM_016368	
11763488_a_at	0.87055	5.65e-01	-0.5873044	-5.91792	-0.1263272	CLASP2	NM_015097	
11763822_at	0.87055	5.65e-01	-0.5872179	-5.91797	-0.0886645	EREG	NM_001432	
11740750_a_at	0.87055	5.65e-01	0.5872113	-5.91797	0.0931518	PTPLAD2	NM_001010915	
11745813_a_at	0.87055	5.65e-01	-0.5872073	-5.91797	-0.1071673	DBNDD1	NM_001042610,NM_024043	
11754048_a_at	0.87055	5.65e-01	0.5871621	-5.918	0.1859684	ERH	NM_004450	
11743472_a_at	0.87055	5.65e-01	0.587145	-5.91801	0.1042739	ZNF226	NM_001032372,NM_001032373,NM_001032374,NM_001146220,NM_015919	
11744465_x_at	0.87055	5.65e-01	-0.5871233	-5.91802	-0.1374879	PPP1R15A	NM_014330	
11736477_a_at	0.87055	5.65e-01	0.5871031	-5.91803	0.1801804	ELL2	NM_012081	
11758442_s_at	0.87055	5.65e-01	0.5870849	-5.91804	0.1160739	ARID4A	NM_002892,NM_023000,NM_023001	
11719402_a_at	0.87055	5.65e-01	0.5870709	-5.91805	0.1789406	RAP2A	NM_021033	
11726635_a_at	0.87055	5.65e-01	-0.5870652	-5.91806	-0.2773267	MYST3	NM_001099412,NM_001099413,NM_006766	
11756828_a_at	0.87058	5.65e-01	-0.5870048	-5.91809	-0.12902	RNF144A	NM_014746	
11741582_a_at	0.87068	5.65e-01	-0.5868277	-5.91819	-0.1234694	SLC3A2	NM_001012661,NM_001012662,NM_001012663,NM_001012664,NM_001013251,NM_002394	
11747149_a_at	0.87068	5.65e-01	0.586748	-5.91824	0.1169075	SHOX2	NM_001163678,NM_003030,NM_006884	
11743398_s_at	0.87068	5.65e-01	-0.5867472	-5.91824	-0.1441139	STARD3NL	NM_032016	
11733932_s_at	0.87068	5.65e-01	0.5866946	-5.91827	0.0977603	TMEM68	NM_152417	
11726395_s_at	0.87068	5.65e-01	-0.5866459	-5.9183	-0.1095517	FGD4	NM_139241	
11745421_a_at	0.87068	5.65e-01	0.5866456	-5.9183	0.1238127	BID	NM_001196,NM_197966,NM_197967	
11756605_x_at	0.87068	5.65e-01	0.5865156	-5.91837	0.1191269	PCDHB2	NM_018936	
11759687_a_at	0.87068	5.65e-01	0.5864993	-5.91838	0.1663473	SNAPC5	NM_006049	
11756962_x_at	0.87068	5.65e-01	-0.5864651	-5.9184	-0.1705501	HDAC6	NM_006044	
11715208_s_at	0.87068	5.65e-01	0.5864588	-5.91841	0.0811859	CLCN6	NM_001286,NM_021735,NM_021736,NM_021737	
11741780_at	0.87068	5.65e-01	-0.5864481	-5.91841	-0.1055302	C10orf91	NM_173541	
11743768_a_at	0.87068	5.65e-01	-0.586429	-5.91842	-0.1096373	DLL3	NM_016941,NM_203486	
11719423_at	0.87068	5.65e-01	-0.5863648	-5.91846	-0.1151895	PHF8	NM_015107	
11756397_x_at	0.87068	5.65e-01	0.5863315	-5.91848	0.1299014	PTOV1	NM_017432	
11747691_a_at	0.87068	5.65e-01	0.5863203	-5.91849	0.1305004	GARNL3	NM_032293	
11759707_at	0.87068	5.65e-01	-0.5863074	-5.91849	-0.1111935	ASPH	NM_001164750,NM_001164751,NM_001164752,NM_001164753,NM_001164754,NM_001164755,NM_001164756,NM_004318,NM_020164,NM_032466,NM_032467,NM_032468	
11737638_a_at	0.87068	5.65e-01	-0.5862763	-5.91851	-0.1342472	ATP8B2	NM_001005855,NM_020452	
11745182_a_at	0.87068	5.65e-01	0.5862741	-5.91851	0.1070631	NAA15	NM_057175	
11761227_at	0.87068	5.65e-01	0.586266	-5.91852	0.0841105	ADSL	NM_000026,NM_001123378	
11725769_at	0.87068	5.65e-01	0.5862633	-5.91852	0.0752993	MIER3	NM_152622	
11757748_x_at	0.87068	5.65e-01	0.5862623	-5.91852	0.3559144	RPL23A	NM_000984	
11741738_x_at	0.87068	5.65e-01	0.5862518	-5.91852	0.1128854	C3orf33	NM_173657	
11724968_at	0.87068	5.65e-01	0.5862474	-5.91853	0.0911107	USP31	NM_020718	
11760169_a_at	0.87068	5.65e-01	0.5862465	-5.91853	0.0881046	SNRPB	NM_003091,NM_198216	
11762497_at	0.87068	5.65e-01	-0.58624	-5.91853	-0.1120707	WISP3	NM_003880,NM_198239	
11720979_a_at	0.8707	5.65e-01	-0.5861883	-5.91856	-0.0910601	ALKBH3	NM_139178	
11749389_a_at	0.87071	5.65e-01	0.5861572	-5.91858	0.1062609	LANCL1	NM_001136574,NM_001136575,NM_006055	
11717403_a_at	0.87071	5.65e-01	0.5861272	-5.9186	0.1202298	SCAMP3	NM_005698,NM_052837	
11716189_x_at	0.87078	5.65e-01	-0.5860264	-5.91865	-0.190455	SEC13	NM_001136232,NM_183352,NR_024272,NR_024273	
11720430_a_at	0.87078	5.65e-01	-0.586004	-5.91867	-0.1374241	ORMDL1	NM_001128150,NM_016467	
11742512_x_at	0.87079	5.65e-01	-0.5859717	-5.91869	-0.1007033	KRTAP4-8	NM_031960,XM_002343515,XM_002346234,XM_002346235,XM_002346236,XM_002347748	
11725058_a_at	0.87082	5.66e-01	-0.5859103	-5.91872	-0.1120597	NEDD9	NM_001142393,NM_006403,NM_182966	
11751447_a_at	0.87085	5.66e-01	-0.5858261	-5.91877	-0.1181308	NXPH1	NM_152745	
11747104_s_at	0.87085	5.66e-01	-0.5858259	-5.91877	-0.1228281	CYP1B1	NM_000104	
11720116_a_at	0.87085	5.66e-01	0.5858037	-5.91878	0.1099769	MST4	NM_001042452,NM_001042453,NM_016542	
11738997_s_at	0.87088	5.66e-01	-0.5857249	-5.91883	-0.1118729	DPYSL2	NM_001386	
11728049_s_at	0.87088	5.66e-01	0.5857161	-5.91883	0.1308829	HIST1H4J /// HIST1H4K	NM_003541,NM_021968	
11746731_x_at	0.87088	5.66e-01	0.5856882	-5.91885	0.1326377	TRIM29	NM_012101	
11727392_s_at	0.8711	5.66e-01	0.5854439	-5.91899	0.1921872	COX15	NM_004376,NM_078470	
11761879_at	0.8711	5.66e-01	-0.5853918	-5.91902	-0.1088899	EXOSC3	NM_001002269,NM_016042	
11722237_at	0.8711	5.66e-01	-0.5853902	-5.91902	-0.1040472	CNO	NM_018366	
11749002_a_at	0.87114	5.66e-01	-0.5853315	-5.91906	-0.132183	HMHA1	NM_012292	
11745583_a_at	0.87119	5.66e-01	-0.5852474	-5.9191	-0.1297463	BTBD18	NM_001145101	
11748060_a_at	0.87126	5.66e-01	0.585081	-5.9192	0.1640275	ADAMTSL4	NM_019032,NM_025008	
11753295_x_at	0.87126	5.66e-01	-0.5850682	-5.91921	-0.1488161	COL1A2	NM_000089	
11755142_s_at	0.87126	5.66e-01	0.5850023	-5.91924	0.1241638	C3orf64	NM_173654	
11719062_a_at	0.87126	5.66e-01	0.5849685	-5.91926	0.0875887	SESN1	NM_014454	
11720202_at	0.87126	5.66e-01	-0.584947	-5.91928	-0.0888132	GMPR	NM_006877	
11731359_a_at	0.87126	5.66e-01	-0.5849274	-5.91929	-0.0827966	FAM19A4	NM_001005527,NM_182522	
11744148_at	0.87126	5.66e-01	0.5848848	-5.91931	0.0971855	MRPL12	NM_002949	
11740871_a_at	0.87126	5.66e-01	-0.5848727	-5.91932	-0.2104997	MS4A7	NM_021201,NM_206938,NM_206939,NM_206940	
11752720_a_at	0.87126	5.66e-01	0.584869	-5.91932	0.1255677	C8ORFK29	NR_015428	
11719665_a_at	0.87126	5.66e-01	0.5848631	-5.91932	0.1018201	GFM1	NM_024996	
11715785_at	0.87126	5.66e-01	-0.5848452	-5.91934	-0.1304374	CRYBB2	NM_000496	
11720204_at	0.87126	5.66e-01	0.584826	-5.91935	0.1585587	NT5DC1	NM_152729	
11759521_a_at	0.87126	5.66e-01	0.584813	-5.91935	0.0916092	SBNO1	NM_001167856,NM_018183	
11730190_a_at	0.87126	5.66e-01	-0.5847977	-5.91936	-0.1284074	OLA1	NM_001011708,NM_013341	
11744669_a_at	0.87126	5.66e-01	-0.5847768	-5.91937	-0.1120483	NCRNA00158	NR_024027	
11729269_a_at	0.87138	5.66e-01	0.5846307	-5.91946	0.1665164	ZNF414	NM_001146175,NM_032370	
11759104_at	0.87143	5.66e-01	0.5845439	-5.91951	0.0827804	SNRNP35	NM_022717,NM_180699,NM_180703	
11740993_a_at	0.87143	5.66e-01	0.5845272	-5.91952	0.1090274	PHAX	NM_032177	
11741735_a_at	0.87144	5.66e-01	-0.5844986	-5.91953	-0.1504955	CENPN	NM_001100624,NM_001100625,NM_018455	
11746147_a_at	0.87146	5.66e-01	0.5844502	-5.91956	0.0894894	EIF2B1	NM_001414	
11742144_x_at	0.8715	5.67e-01	0.5843809	-5.9196	0.1233599	RHCE	NM_020485,NM_138616,NM_138617,NM_138618	
11717758_x_at	0.87151	5.67e-01	-0.5843401	-5.91963	-0.0951555	RALA	NM_005402	
11734662_a_at	0.87155	5.67e-01	-0.5842795	-5.91966	-0.1623772	TRA2B	NM_004593	
11746615_a_at	0.87162	5.67e-01	-0.5841863	-5.91971	-0.101795	UBE3C	NM_014671	
11724916_at	0.8717	5.67e-01	-0.5840387	-5.9198	-0.0821804	TMTC3	NM_181783	
11722155_a_at	0.8717	5.67e-01	0.5840326	-5.9198	0.1535404	SGMS2	NM_001136257,NM_001136258,NM_152621	
11749196_a_at	0.8717	5.67e-01	-0.584026	-5.91981	-0.1204062	WDR46	NM_001164267,NM_005452	
11737739_at	0.8717	5.67e-01	-0.583998	-5.91982	-0.1327605	GPR27	NM_018971	
AFFX-Nonspecific-GC13_at	0.8717	5.67e-01	0.5839148	-5.91987	0.0993724	---		-----
11730912_at	0.8717	5.67e-01	-0.5838518	-5.91991	-0.1088374	NPM1	NM_001037738,NM_002520,NM_199185	
11715331_x_at	0.8717	5.67e-01	0.5838372	-5.91991	0.0872729	DSN1	NM_001145315,NM_001145316,NM_001145317,NM_001145318,NM_024918	
11754385_s_at	0.8717	5.67e-01	0.5838372	-5.91991	0.1073949	WASL	NM_003941	
11757032_s_at	0.8717	5.67e-01	-0.5837994	-5.91994	-0.136408	DNAJB12	NM_001002762,NM_017626	
11739549_s_at	0.8717	5.67e-01	0.58379	-5.91994	0.0937716	LOC100288142 /// NBPF1 /// NBPF10	NM_001039703,NM_017940,XM_002344444	
11759731_a_at	0.8717	5.67e-01	0.5837853	-5.91994	0.1733701	CLIC5	NM_001114086,NM_016929	
11750144_x_at	0.8717	5.67e-01	0.5837519	-5.91996	0.1528089	CCT3	NM_001008800,NM_001008883,NM_005998	
11718457_at	0.8717	5.67e-01	-0.5837463	-5.91997	-0.1042967	STK11IP	NM_052902	
11730362_a_at	0.8717	5.67e-01	0.583679	-5.92001	0.1841059	KIAA1107	NM_015237	
11737451_a_at	0.8717	5.67e-01	-0.5836275	-5.92004	-0.0904612	FGF5	NM_004464,NM_033143	
11755040_a_at	0.8717	5.67e-01	0.5835774	-5.92006	0.0912375	CRYGS	NM_017541	
11739778_a_at	0.8717	5.67e-01	-0.5835734	-5.92007	-0.1115554	RAD17	NM_002873,NM_133338,NM_133339,NM_133340,NM_133341,NM_133342,NM_133343,NM_133344	
11742477_x_at	0.8717	5.67e-01	-0.5835595	-5.92007	-0.0921374	TRIM53 /// TRIM53B	NM_001145126,NR_028346,XM_002343085	
11743287_s_at	0.8717	5.67e-01	0.5835012	-5.92011	0.1983857	ZNF384	NM_001039916,NM_001039917,NM_001039918,NM_001039919,NM_001039920,NM_001135734,NM_133476	
11750011_a_at	0.8717	5.67e-01	-0.5835007	-5.92011	-0.0833859	MLST8	NM_022372	
11748768_x_at	0.8717	5.67e-01	0.5834988	-5.92011	0.0884347	NR1H2	NM_007121	
11722576_at	0.8717	5.67e-01	-0.5834909	-5.92011	-0.0928835	AP1G1	NM_001030007,NM_001128	
11752132_a_at	0.8717	5.67e-01	0.5834264	-5.92015	0.1026041	DLG2	NM_001142699,NM_001142700,NM_001142702,NM_001364	
11763532_at	0.8717	5.67e-01	-0.5834124	-5.92016	-0.1191071	---	AK023061.1	
11762588_x_at	0.8717	5.67e-01	0.5833941	-5.92017	0.1595386	CYP3A4	NM_017460	
11737968_a_at	0.8717	5.67e-01	0.5833927	-5.92017	0.1468712	CYP24A1	NM_000782,NM_001128915	
11750497_a_at	0.8717	5.67e-01	0.5833818	-5.92018	0.0968004	ZP2	NM_003460	
11725326_a_at	0.87173	5.67e-01	-0.5833251	-5.92021	-0.1381529	CAMK2D	NM_001221,NM_172114,NM_172115,NM_172127,NM_172128,NM_172129	
11756938_a_at	0.87173	5.67e-01	-0.5832695	-5.92024	-0.1410442	TMEM199	NM_152464	
11750943_a_at	0.87173	5.67e-01	0.5832206	-5.92027	0.0862157	CDH9	NM_016279	
11741082_at	0.87173	5.67e-01	0.5832179	-5.92027	0.1277257	HTR1A	NM_000524	
11748310_x_at	0.87173	5.67e-01	-0.5831957	-5.92028	-0.1192764	PDDC1	NM_182612	
11724299_s_at	0.87173	5.67e-01	0.5831821	-5.92029	0.1253755	DDX31	NM_022779,NM_138620	
11723419_a_at	0.87173	5.67e-01	-0.5831171	-5.92033	-0.1526643	COL9A3	NM_001853	
11736675_a_at	0.87173	5.67e-01	-0.5831013	-5.92034	-0.1374361	SNRPB	NM_003091,NM_198216	
11715299_s_at	0.87173	5.67e-01	-0.5831	-5.92034	-0.1184824	PRAMEF7 /// PRAMEF8	NM_001012276,NM_001012277	
11761715_at	0.87173	5.67e-01	0.5830684	-5.92036	0.1118164	CASC4	NM_138423,NM_177974	
11743027_at	0.87173	5.67e-01	-0.5830534	-5.92037	-0.1048707	DPCR1	NM_080870	
11730078_a_at	0.87179	5.67e-01	0.5829205	-5.92044	0.1185991	SHF	NM_138356	
11745930_a_at	0.87179	5.67e-01	-0.582895	-5.92046	-0.1238117	PAK6	NM_001128628,NM_001128629,NM_020168	
11753526_x_at	0.87179	5.67e-01	-0.5828857	-5.92046	-0.104001	MED25	NM_030973	
11758670_s_at	0.87179	5.68e-01	0.5828627	-5.92047	0.177529	STK3	NM_006281	
11763004_x_at	0.87179	5.68e-01	-0.5828592	-5.92048	-0.1339831	NPHP3	NM_153240	
11745793_a_at	0.87179	5.68e-01	-0.58282	-5.9205	-0.1272579	PIAS3	NM_006099	
11730749_a_at	0.87179	5.68e-01	-0.5827776	-5.92052	-0.1146641	CRNKL1	NM_016652	
11740893_a_at	0.87179	5.68e-01	-0.5827773	-5.92052	-0.1081158	RASSF7	NM_001143993,NM_001143994,NM_003475	
11746718_at	0.87179	5.68e-01	-0.5827537	-5.92054	-0.0983829	KDM4C	NM_001146694,NM_001146695,NM_001146696,NM_015061	
11729294_at	0.87182	5.68e-01	0.582622	-5.92061	0.1086494	TMCO7	NM_024562	
11730126_a_at	0.87182	5.68e-01	-0.582578	-5.92064	-0.1153928	CCDC52	NM_144718	
11737542_at	0.87182	5.68e-01	-0.5825256	-5.92067	-0.1242031	GOT1L1	NM_152413	
11753828_x_at	0.87182	5.68e-01	0.5825185	-5.92067	0.1235252	GNAS	NM_000516,NM_001077488,NM_001077489,NM_001077490,NM_016592,NM_080425,NM_080426,NR_003259	
11743425_x_at	0.87182	5.68e-01	-0.5824948	-5.92069	-0.1039275	D4S234E /// FOXP1	NM_001012505,NM_001040101,NM_014392,NM_032682	
11754288_a_at	0.87182	5.68e-01	0.5824438	-5.92071	0.0783945	LMAN2L	NM_001142292,NM_030805,NR_024518,NR_024519,NR_024520,NR_024521	
11749005_a_at	0.87182	5.68e-01	-0.5824346	-5.92072	-0.1328612	CTNNA1	NM_001903	
11760951_x_at	0.87182	5.68e-01	-0.582369	-5.92076	-0.1195253	RPS6KB2	NM_003952	
11750955_a_at	0.87182	5.68e-01	-0.5822863	-5.9208	-0.1077286	GABRR1	NM_002042	
11761773_x_at	0.87182	5.68e-01	-0.5822767	-5.92081	-0.1508158	PCOLCE	NM_002593	
11738968_at	0.87182	5.68e-01	0.582254	-5.92082	0.0872553	KRTAP19-8	NM_001099219	
11736166_s_at	0.87182	5.68e-01	0.5822399	-5.92083	0.1248924	EIF4E	NM_001130678,NM_001130679,NM_001968	
11763677_at	0.87182	5.68e-01	0.5822389	-5.92083	0.0895962	ACSL5	NM_016234,NM_203379,NM_203380	
11749455_a_at	0.87182	5.68e-01	-0.5822309	-5.92084	-0.100425	KDM5B	NM_006618	
11759060_at	0.87182	5.68e-01	0.5821894	-5.92086	0.1247325	C22orf39	NM_001166242,NM_173793	
11735933_at	0.87182	5.68e-01	-0.5821893	-5.92086	-0.1528225	C2CD4D	NM_001136003	
11739017_at	0.87182	5.68e-01	0.5821845	-5.92086	0.1140575	USP22	NM_015276	
11732756_a_at	0.87182	5.68e-01	0.5821481	-5.92088	0.0798637	ELAVL2	NM_001171195,NM_001171197,NM_004432	
11741977_a_at	0.87182	5.68e-01	-0.5820982	-5.92091	-0.162393	RHD	NM_001127691,NM_016124	
11741705_at	0.87182	5.68e-01	0.5820414	-5.92095	0.1216357	NR4A3	NM_006981,NM_173198,NM_173199,NM_173200	
11726460_at	0.87182	5.68e-01	-0.5819921	-5.92097	-0.1160363	FAM117B	NM_173511	
11717476_a_at	0.87182	5.68e-01	-0.5819837	-5.92098	-0.1146542	CHGB	NM_001819	
11724989_a_at	0.87182	5.68e-01	0.5819751	-5.92098	0.0972086	CLTCL1	NM_001835,NM_007098	
11735475_at	0.87182	5.68e-01	-0.5819523	-5.921	-0.1343668	HBQ1	NM_005331	
11718528_a_at	0.87182	5.68e-01	0.5819471	-5.921	0.1260881	TOR3A	NM_022371	
11747323_x_at	0.87182	5.68e-01	0.5819138	-5.92102	0.0874094	NCBP2	NM_001042540,NM_007362	
11748143_x_at	0.87182	5.68e-01	0.5818415	-5.92106	0.0910453	SLC39A1	NM_014437	
11763519_a_at	0.87182	5.68e-01	-0.5818365	-5.92106	-0.1191437	SLC4A4	NM_001098484,NM_001134742,NM_003759	
11745447_x_at	0.87182	5.68e-01	-0.5818173	-5.92107	-0.1089263	SAC3D1	NM_013299	
11749431_a_at	0.87182	5.68e-01	-0.5817813	-5.92109	-0.1097993	PIGQ	NM_004204,NM_148920	
11732531_s_at	0.87182	5.68e-01	0.5817671	-5.9211	0.2500573	N4BP2L1	NM_001079691,NM_052818	
11731356_a_at	0.87182	5.68e-01	-0.5817383	-5.92112	-0.1139645	IP6K3	NM_001142883,NM_054111	
11727339_a_at	0.87182	5.68e-01	-0.5816747	-5.92116	-0.1027531	ZBTB2	NM_020861	
11745885_a_at	0.87182	5.68e-01	-0.5816544	-5.92117	-0.126379	UBE2Z	NM_023079	
11762684_s_at	0.87182	5.68e-01	0.5815953	-5.9212	0.1084505	---	AY928977.1	
11757663_x_at	0.87182	5.68e-01	0.5815935	-5.9212	0.1589816	APOA1	NM_000039	
11746765_x_at	0.87182	5.68e-01	0.5815649	-5.92122	0.0809664	SCEL	NM_001160706,NM_003843,NM_144777	
11726422_at	0.87182	5.68e-01	-0.581549	-5.92123	-0.1435902	WDR53	NM_182627	
11760363_at	0.87182	5.68e-01	0.5815415	-5.92123	0.1309654	C15orf33	NM_152647	
11722351_at	0.87182	5.68e-01	-0.5815101	-5.92125	-0.0969322	SFRS2B	NM_032102	
11754921_a_at	0.87182	5.68e-01	0.5814863	-5.92126	0.1199493	TMEM168	NM_022484	
11761953_at	0.87182	5.68e-01	-0.5814731	-5.92127	-0.1262892	FXYD2	NM_001127489,NM_001680,NM_021603	
11716220_x_at	0.87182	5.68e-01	0.5814652	-5.92128	0.1164091	EIF2S1	NM_004094	
11761166_at	0.87182	5.68e-01	-0.581465	-5.92128	-0.1170047	ZNF283	NM_181845	
11754801_x_at	0.87182	5.69e-01	-0.5813214	-5.92136	-0.1723139	PPAP2A	NM_003711,NM_176895	
11717574_s_at	0.87182	5.69e-01	0.5812759	-5.92138	0.2598689	PFN1	NM_005022	
11749100_a_at	0.87182	5.69e-01	-0.5812667	-5.92139	-0.0832741	UBAP2	NM_018449	
11749790_a_at	0.87182	5.69e-01	-0.5812661	-5.92139	-0.1217995	CASP8	NM_001080124,NM_001080125,NM_001228,NM_033355,NM_033356,NM_033358	
11755606_x_at	0.87182	5.69e-01	-0.5812157	-5.92142	-0.2357815	IFI30	NM_006332	
11737031_a_at	0.87182	5.69e-01	0.5812064	-5.92142	0.1017572	KLK13	NM_015596	
11717475_a_at	0.87182	5.69e-01	0.5811991	-5.92143	0.1194008	CHGB	NM_001819	
11734392_at	0.87182	5.69e-01	0.5811875	-5.92143	0.1133652	TAS2R10	NM_023921	
11738085_a_at	0.87182	5.69e-01	0.581173	-5.92144	0.0972274	SLC36A3	NM_001145017,NM_181774	
11742085_x_at	0.87182	5.69e-01	-0.5811403	-5.92146	-0.0922859	PCDHA1	NM_018900,NM_031410,NM_031411	
11729178_at	0.87182	5.69e-01	-0.5811321	-5.92147	-0.1169286	POLH	NM_006502	
11762125_x_at	0.87182	5.69e-01	-0.5811273	-5.92147	-0.080754	KIAA0895	NM_001100425,NM_015314	
11718868_a_at	0.87182	5.69e-01	0.5811119	-5.92148	0.1364359	PALMD	NM_017734	
11756759_a_at	0.87182	5.69e-01	0.5810079	-5.92154	0.1339282	IFT172	NM_015662	
