ID	adj.P.Val	P.Value	t	B	logFC	Gene.Symbol	GB_LIST	SPOT_ID
11720102_a_at	0.544	1.27e-01	-1.6025095	-4.89112	-0.4241262	SPIN1	NM_006717	
11743576_at	0.544	1.27e-01	-1.6024989	-4.89114	-0.3468893	CPE	NM_001873	
11750533_a_at	0.544	1.27e-01	-1.6024809	-4.89116	-0.2934131	C1QL3	NM_001010908	
11755657_s_at	0.544	1.27e-01	1.6024409	-4.89122	0.2342378	DMXL1	NM_005509	
11732465_a_at	0.544	1.27e-01	1.6024326	-4.89123	0.4966613	USP44	NM_001042403,NM_032147	
11722326_at	0.544	1.27e-01	-1.6023682	-4.89132	-0.3514339	ZBTB34	NM_001099270	
11724737_a_at	0.544	1.27e-01	-1.6023321	-4.89137	-0.3242713	PDPN	NM_001006624,NM_001006625,NM_006474,NM_198389	
11728993_at	0.54406	1.27e-01	1.6022224	-4.89152	0.2677712	CCDC70	NM_031290	
11755561_x_at	0.54407	1.27e-01	1.6021627	-4.89161	0.2202364	PPP2R1A	NM_014225,NR_033500	
11722238_a_at	0.54427	1.27e-01	1.60183	-4.89207	0.3788588	DPM3	NM_018973,NM_153741	
11716030_x_at	0.54427	1.27e-01	1.6018015	-4.89211	0.3727914	NDUFB9	NM_005005	
11729349_at	0.54427	1.27e-01	-1.6017732	-4.89215	-0.2234697	MMP8	NM_002424	
11747735_x_at	0.54427	1.27e-01	1.6017458	-4.89219	0.3013412	LIMS1	NM_004987	
11728619_a_at	0.54427	1.27e-01	-1.6017075	-4.89224	-0.3617663	SLC1A7	NM_006671	
11715512_s_at	0.54433	1.27e-01	1.6015891	-4.89241	0.321965	NDFIP1	NM_030571	
11718644_x_at	0.54433	1.27e-01	-1.6015013	-4.89253	-0.5177021	OSBPL8	NM_001003712,NM_020841	
11761040_at	0.54433	1.27e-01	-1.601492	-4.89254	-0.2708187	UPP1	NM_003364,NM_181597	
11734955_a_at	0.54449	1.27e-01	1.6012711	-4.89285	0.3002229	SCML1	NM_001037535,NM_001037536,NM_001037540,NM_006746	
11739467_a_at	0.54463	1.27e-01	-1.6010564	-4.89315	-0.340012	PPP4R1	NM_001042388,NM_005134	
11747500_a_at	0.54463	1.27e-01	-1.6010246	-4.89319	-0.3059553	AP1M1	NM_001130524,NM_032493	
11717600_a_at	0.54465	1.28e-01	-1.600953	-4.89329	-0.2615041	SECISBP2	NM_024077	
11763242_at	0.54483	1.28e-01	1.6007118	-4.89362	0.2524626	G0S2	NM_015714	
11751417_a_at	0.54484	1.28e-01	-1.600655	-4.8937	-0.2520481	GNA12	NM_007353	
11736821_x_at	0.54488	1.28e-01	1.6005681	-4.89382	0.2843503	TP73	NM_001126240,NM_001126241,NM_001126242,NM_005427	
11745911_a_at	0.54504	1.28e-01	-1.600274	-4.89423	-0.4032005	RUFY2	NM_001042417,NM_017987	
11734571_x_at	0.54504	1.28e-01	-1.6002476	-4.89427	-0.364304	DCTN4	NM_001135643,NM_001135644,NM_016221	
11758297_s_at	0.54504	1.28e-01	-1.6002467	-4.89427	-0.2794546	SHC1	NM_001130040,NM_001130041,NM_003029,NM_183001	
11754360_a_at	0.54508	1.28e-01	1.6001502	-4.89441	0.3161435	RRM2	NM_001034,NM_001165931	
11761178_at	0.5451	1.28e-01	-1.6000856	-4.8945	-0.3922373	OSTalpha	NM_152672	
11722080_s_at	0.54511	1.28e-01	1.5999866	-4.89463	0.4605065	KCTD9	NM_017634	
11731433_a_at	0.54511	1.28e-01	1.5999744	-4.89465	0.6242547	SEPP1	NM_001085486,NM_001093726,NM_005410	
11717817_a_at	0.54533	1.28e-01	1.5996903	-4.89504	0.8066861	TNRC6A	NM_014494	
11738669_at	0.54542	1.28e-01	-1.5994995	-4.89531	-0.3138387	EDA	NM_001005609,NM_001005610,NM_001005611,NM_001005612,NM_001005615,NM_001399	
11716412_s_at	0.54542	1.28e-01	-1.5994645	-4.89536	-0.2683882	ALDH18A1	NM_001017423,NM_002860	
11743962_at	0.54542	1.28e-01	1.5994533	-4.89537	0.255258	CNST	NM_001139459,NM_152609	
11719279_x_at	0.54542	1.28e-01	1.5993988	-4.89545	0.2355339	ZNF444	NM_018337	
11744012_at	0.54552	1.28e-01	-1.5992116	-4.89571	-0.2414871	WIZ	NM_021241	
11739999_a_at	0.54552	1.28e-01	-1.5991489	-4.8958	-0.4180727	SCN2A	NM_001040142,NM_001040143,NM_021007	
11744587_a_at	0.54552	1.28e-01	1.5991472	-4.8958	0.4060079	TMEM57	NM_018202	
11763447_x_at	0.54552	1.28e-01	-1.5990952	-4.89587	-0.2416821	TRA@ /// TRD@	X15260.1	
11762488_at	0.54552	1.28e-01	1.5990502	-4.89593	0.2554936	ABCB9	NM_019624,NM_019625,NM_203444	
11725994_a_at	0.54552	1.28e-01	-1.598965	-4.89605	-0.3208023	MRPL11	NM_016050,NM_170738,NM_170739	
11730268_a_at	0.54552	1.28e-01	-1.5989003	-4.89614	-0.5270046	NIPBL	NM_015384,NM_133433	
11718764_at	0.54552	1.28e-01	1.5988969	-4.89615	0.2914598	COX5B	NM_001862	
11720251_at	0.54562	1.28e-01	-1.5987192	-4.89639	-0.322862	CCL18	NM_002988	
11725554_at	0.54562	1.28e-01	-1.5986892	-4.89644	-0.3721927	TMEM133	NM_032021	
11728334_a_at	0.54565	1.28e-01	-1.598614	-4.89654	-0.3321422	ELL	NM_006532	
11722800_a_at	0.54565	1.28e-01	1.5985644	-4.89661	0.3676806	SS18	NM_001007559,NM_005637	
11718060_a_at	0.54575	1.28e-01	-1.5983746	-4.89687	-0.3230401	TTYH2	NM_032646,NM_052869	
11736412_s_at	0.54575	1.28e-01	1.5983549	-4.8969	0.281822	NHLH2	NM_001111061,NM_005599	
11742821_s_at	0.54592	1.28e-01	-1.5980686	-4.8973	-0.2764523	OGN	NM_014057,NM_033014	
11742747_a_at	0.54592	1.28e-01	-1.5980626	-4.89731	-0.4881227	SPPL3	NM_139015	
11716180_at	0.54592	1.28e-01	1.598015	-4.89737	0.2560025	VPS25	NM_032353	
11719776_at	0.54592	1.28e-01	1.5979785	-4.89742	0.327939	NDST1	NM_001543	
11726606_at	0.54592	1.28e-01	-1.5979343	-4.89748	-0.4249491	MTF2	NM_001164391,NM_001164392,NM_001164393,NM_007358	
11731990_a_at	0.54594	1.28e-01	1.5978592	-4.89759	0.4485852	CYP3A43	NM_022820,NM_057095,NM_057096	
11759541_at	0.546	1.28e-01	-1.5977443	-4.89775	-0.4238274	RPL35A	NM_000996	
11740232_x_at	0.54603	1.28e-01	1.5976732	-4.89785	0.3012111	ASL	NM_000048,NM_001024943,NM_001024944,NM_001024946	
11718089_at	0.54616	1.28e-01	1.5973832	-4.89825	0.4016343	TNKS	NM_003747	
11717417_s_at	0.54616	1.28e-01	1.5973721	-4.89826	0.3660551	RHOU	NM_021205	
11717367_at	0.54616	1.28e-01	-1.5973287	-4.89832	-0.4354233	ZC3HAV1	NM_020119,NM_024625	
11724562_x_at	0.54616	1.28e-01	-1.5973083	-4.89835	-0.3065964	RHOF	NM_019034	
11734229_at	0.54616	1.28e-01	1.5972642	-4.89841	0.3135336	FRRS1	NM_001013660	
11740487_a_at	0.54616	1.28e-01	-1.5972366	-4.89845	-0.3323232	FBF1	NM_001080542	
11719916_at	0.54617	1.28e-01	-1.5970689	-4.89868	-0.2923663	IL1B	NM_000576	
11742672_at	0.54617	1.28e-01	-1.5970191	-4.89875	-0.249966	NPS	NM_001030013	
11756890_s_at	0.54617	1.28e-01	1.5969876	-4.8988	0.9093895	ATP5A1	NM_001001937,NM_004046	
11760353_at	0.54617	1.28e-01	-1.5969437	-4.89886	-0.3326503	SAFB2	NM_014649	
11764282_x_at	0.54617	1.28e-01	-1.5969054	-4.89891	-0.2641982	---	AA421276	
11737554_at	0.54617	1.28e-01	-1.5968773	-4.89895	-0.2659202	GJD4	NM_153368	
11734431_at	0.54617	1.28e-01	1.5968555	-4.89898	0.3123338	BPIL2	NM_174932	
11735380_s_at	0.54617	1.28e-01	-1.596791	-4.89907	-0.2895908	OR2A4 /// OR2A7	NM_001005328,NM_030908	
11740911_x_at	0.54617	1.28e-01	-1.5967262	-4.89916	-0.3063018	LDHAL6A	NM_001144071,NM_144972	
11763255_x_at	0.54617	1.28e-01	-1.5967151	-4.89918	-0.1991796	IGLJ3 /// IGLV3-19	AY942061.1	
11748907_a_at	0.54617	1.28e-01	-1.5966783	-4.89923	-0.4034248	RARRES3	NM_004585	
11751892_a_at	0.54618	1.28e-01	-1.5966067	-4.89933	-0.2289068	NWD1	NM_001007525	
11740259_s_at	0.54618	1.28e-01	-1.5965656	-4.89938	-0.2776309	STXBP4	NM_178509	
11718073_at	0.54628	1.29e-01	1.5964118	-4.8996	0.3323119	IL4R	NM_000418,NM_001008699	
11715580_a_at	0.54642	1.29e-01	-1.5961629	-4.89994	-0.3555538	TBCB	NM_001281	
11716431_x_at	0.54642	1.29e-01	-1.5961116	-4.90001	-0.2588204	SLC39A13	NM_001128225,NM_152264	
11734023_a_at	0.54642	1.29e-01	1.5960855	-4.90005	0.3899787	CCDC144A /// CCDC144B	NM_014695,NM_182568	
11755797_x_at	0.54642	1.29e-01	1.5959813	-4.90019	0.2370541	ADAM9	NM_001005845,NM_003816,NR_027638,NR_027639,NR_027878	
11760042_at	0.54642	1.29e-01	-1.5959245	-4.90027	-0.2543821	NPAS3	NM_001164749,NM_001165893,NM_022123,NM_173159	
11753707_a_at	0.54642	1.29e-01	-1.5958431	-4.90039	-0.3905321	CCDC17	NM_001114938	
11718448_at	0.54642	1.29e-01	1.5957779	-4.90048	0.573889	SH3BGRL2	NM_031469	
11732213_x_at	0.54642	1.29e-01	1.5957652	-4.90049	0.6354434	ZKSCAN1	NM_003439	
11757236_at	0.54642	1.29e-01	-1.5957527	-4.90051	-0.291647	LILRP2	NR_003061	
11761944_x_at	0.54642	1.29e-01	-1.59571	-4.90057	-0.2916776	UTP14A	NM_001166221,NM_006649	
11725283_s_at	0.54642	1.29e-01	-1.595618	-4.9007	-0.269734	ZFP90	NM_133458	
11723205_a_at	0.54642	1.29e-01	1.5955549	-4.90078	0.3058239	PGD	NM_002631	
11753585_a_at	0.54642	1.29e-01	1.5955405	-4.9008	0.3095447	HRH3	NM_007232	
11751202_a_at	0.54642	1.29e-01	1.5955247	-4.90083	0.3276097	C19orf66	NM_018381	
11733789_a_at	0.54642	1.29e-01	1.5955234	-4.90083	0.2689308	HSDL1	NM_001146051,NM_031463	
11734358_a_at	0.54648	1.29e-01	-1.5954123	-4.90098	-0.2394257	RNASEL	NM_021133	
11722156_a_at	0.54654	1.29e-01	1.5952512	-4.90121	0.3702895	PRKRA	NM_001139517,NM_001139518,NM_003690	
11736364_s_at	0.54654	1.29e-01	1.5951818	-4.9013	0.3053639	KIAA0586	NM_014749	
11720517_a_at	0.54654	1.29e-01	-1.5951366	-4.90136	-0.3513612	ZBTB4	NM_001128833,NM_020899	
11748634_a_at	0.54654	1.29e-01	1.5950945	-4.90142	0.3053627	ZCCHC24	NM_153367	
11748250_x_at	0.54654	1.29e-01	-1.5949687	-4.9016	-0.3138815	NDRG3	NM_022477,NM_032013	
11727269_at	0.54654	1.29e-01	-1.5949232	-4.90166	-0.2882525	S100A3	NM_002960	
11746026_x_at	0.54654	1.29e-01	-1.5948989	-4.90169	-0.3363997	C17orf60	NM_001085423	
11731073_x_at	0.54654	1.29e-01	-1.5948959	-4.9017	-0.3235634	ZNF587	NM_032828,XM_002343662,XM_002347984	
11721632_a_at	0.54654	1.29e-01	1.5948442	-4.90177	0.690437	TMEM97	NM_014573	
11753535_x_at	0.54654	1.29e-01	-1.5948179	-4.90181	-0.3146344	KLRD1	NM_001114396,NM_002262,NM_007334	
11717872_a_at	0.54654	1.29e-01	-1.5948125	-4.90181	-0.2660451	IRF8	NM_002163	
11720059_a_at	0.54665	1.29e-01	-1.5946397	-4.90205	-0.4357995	TTYH1	NM_001005367,NM_020659	
11763557_x_at	0.54671	1.29e-01	-1.5945333	-4.9022	-0.3967518	TRBC1	DB115825	
11730397_at	0.54675	1.29e-01	-1.5944364	-4.90234	-0.2381708	DDI1	NM_001001711	
11716009_a_at	0.54679	1.29e-01	-1.5943415	-4.90247	-0.3248837	DYNC1LI2	NM_006141	
11728312_at	0.54679	1.29e-01	1.594261	-4.90258	0.6144209	ZNF148	NM_021964	
11751759_a_at	0.54679	1.29e-01	1.5942529	-4.90259	0.3293902	LSM12	NM_152344	
11751943_a_at	0.54686	1.29e-01	-1.5940734	-4.90284	-0.2409206	LRCH2	NM_020871	
11731380_at	0.54686	1.29e-01	1.5940361	-4.90289	0.2434287	FIGNL2	NM_001013690	
11716489_a_at	0.54686	1.29e-01	-1.5940125	-4.90292	-0.2495488	STATH	NM_001009181,NM_003154	
11737664_a_at	0.54686	1.29e-01	-1.5939737	-4.90298	-0.2592221	LRRC15	NM_001135057,NM_130830	
11746639_a_at	0.54703	1.29e-01	1.5936968	-4.90336	0.338525	RASSF2	NM_014737,NM_170774	
11754825_a_at	0.54703	1.29e-01	-1.5935705	-4.90354	-0.2617565	FAM84B	NM_174911	
11762883_x_at	0.54703	1.29e-01	1.5935065	-4.90362	0.5658733	EMG1	NM_006331	
11721255_at	0.54703	1.29e-01	-1.5934599	-4.90369	-0.4427717	CCND1	NM_053056	
11746588_a_at	0.54703	1.29e-01	1.5934376	-4.90372	0.3276816	ALDH1B1	NM_000692	
11758221_s_at	0.54703	1.29e-01	1.5934024	-4.90377	0.5233417	ARRDC3	NM_020801	
11736265_x_at	0.54703	1.29e-01	-1.5933951	-4.90378	-0.2464914	FBXO44	NM_001014765,NM_033182,NM_183412,NM_183413	
11750559_x_at	0.54703	1.29e-01	-1.593249	-4.90398	-0.2433651	NIN	NM_016350,NM_020921,NM_182944,NM_182946	
11723946_a_at	0.54703	1.29e-01	1.5932077	-4.90404	0.2601777	ACSL5	NM_016234,NM_203379,NM_203380	
11727024_a_at	0.54703	1.29e-01	1.5931711	-4.90409	0.3168445	SPATA2	NM_001135773,NM_006038	
11761258_at	0.54703	1.29e-01	-1.5931521	-4.90412	-0.2309229	EDIL3	NM_005711	
11752244_a_at	0.54703	1.29e-01	-1.5931239	-4.90415	-0.2507746	KIRREL3	NM_001161707,NM_032531	
11763870_at	0.54703	1.29e-01	1.5931221	-4.90416	0.3703995	PROZ	NM_003891	
11738990_x_at	0.54703	1.29e-01	1.5930337	-4.90428	0.2900541	GANAB	NM_198334,NM_198335	
11721556_at	0.54703	1.29e-01	-1.5929963	-4.90433	-0.2896574	ROM1	NM_000327	
11747421_a_at	0.54703	1.29e-01	1.5929636	-4.90438	0.2699021	TG	NM_003235	
11715624_at	0.54703	1.29e-01	-1.5929593	-4.90438	-0.3703128	SH3BGRL	NM_003022	
11730819_s_at	0.54706	1.29e-01	1.5928393	-4.90455	0.4042374	C20orf30	NM_001009923,NM_001009924,NM_001009925,NM_014145	
11743447_a_at	0.54706	1.29e-01	-1.5928284	-4.90456	-0.3152328	BICD2	NM_001003800,NM_015250	
11742352_at	0.5471	1.29e-01	1.5926045	-4.90487	0.2656793	OR2Y1	NM_001001657	
11750031_a_at	0.5471	1.29e-01	1.5925856	-4.9049	0.4292586	CRYL1	NM_015974	
11740492_a_at	0.5471	1.29e-01	1.5925525	-4.90495	0.225478	AGAP1	NM_001037131,NM_014914	
11730136_x_at	0.5471	1.29e-01	-1.5923813	-4.90518	-0.3201672	C2orf27A	NM_013310	
11759758_at	0.5471	1.29e-01	1.5923761	-4.90519	0.3054836	LOC339803	XM_002342218,XM_002345521,XM_002348195	
11715718_a_at	0.5471	1.29e-01	1.5923751	-4.90519	0.538476	ZNHIT1	NM_006349	
11725853_a_at	0.5471	1.29e-01	-1.5923588	-4.90521	-0.1857924	XRCC4	NM_003401,NM_022406,NM_022550	
11733190_a_at	0.5471	1.29e-01	-1.5923327	-4.90525	-0.2177082	ARSJ	NM_024590	
11716216_at	0.5471	1.29e-01	-1.5923141	-4.90528	-0.3164161	E2F4	NM_001950	
11736751_at	0.5471	1.29e-01	-1.5922962	-4.9053	-0.2149604	HTR2A	NM_000621,NM_001165947	
11762201_x_at	0.54729	1.30e-01	1.5920102	-4.9057	0.2837447	CDHR4	NM_001007540	
11760424_x_at	0.54729	1.30e-01	-1.5919182	-4.90582	-0.3140527	TACC3	NM_006342	
11756446_a_at	0.54729	1.30e-01	-1.5919136	-4.90583	-0.2356286	C1orf128	NM_020362	
11745099_x_at	0.54729	1.30e-01	-1.5918966	-4.90585	-0.2862211	DHX38	NM_014003	
11749379_a_at	0.54729	1.30e-01	1.5918242	-4.90595	0.2441331	UXS1	NM_025076	
11729237_a_at	0.54729	1.30e-01	1.5917896	-4.906	0.3417706	MCCC2	NM_022132	
11732234_a_at	0.54729	1.30e-01	1.5917375	-4.90607	0.3302452	RND1	NM_014470	
11751159_a_at	0.54729	1.30e-01	1.5917018	-4.90612	0.6489138	PER3	NM_016831	
11752726_x_at	0.54734	1.30e-01	1.5916031	-4.90626	0.5891761	GNB2L1	NM_006098	
11743090_a_at	0.5474	1.30e-01	1.5914726	-4.90644	0.2753785	SLC36A4	NM_152313	
11763569_at	0.5474	1.30e-01	-1.5914396	-4.90649	-0.2923882	RALGAPA1	NM_014990,NM_194301	
11753322_a_at	0.54741	1.30e-01	1.5913846	-4.90656	0.272739	DPH5	NM_001077394,NM_001077395,NM_015958	
11747772_x_at	0.54746	1.30e-01	-1.5912787	-4.90671	-0.2677176	PDHA1	NM_000284,NM_001173454,NM_001173455,NM_001173456	
11720632_x_at	0.54752	1.30e-01	1.5911648	-4.90687	0.3812499	SDHB	NM_003000	
11748642_a_at	0.5477	1.30e-01	1.5909317	-4.90719	0.2631423	AGAP1	NM_001037131,NM_014914	
11737092_a_at	0.54772	1.30e-01	-1.59086	-4.90729	-0.2928395	KCNS1	NM_002251	
11750364_a_at	0.54787	1.30e-01	-1.5906528	-4.90758	-0.3143393	ANKRD33	NM_001130015,NM_182608	
11756904_a_at	0.54829	1.30e-01	1.5901522	-4.90827	0.4509635	STAB2	NM_017564	
11716721_a_at	0.54829	1.30e-01	-1.5901073	-4.90833	-0.2558393	PHF1	NM_002636,NM_024165,NR_027692	
11734832_at	0.54831	1.30e-01	-1.589911	-4.9086	-0.3594244	GPR22	NM_005295	
11747611_a_at	0.54831	1.30e-01	1.589858	-4.90868	0.3342954	TMCO6	NM_018502	
11722881_at	0.54831	1.30e-01	-1.5898209	-4.90873	-0.3330342	KIAA1468	NM_020854	
11720141_a_at	0.54831	1.30e-01	-1.5897411	-4.90884	-0.2426496	HMMR	NM_001142556,NM_001142557,NM_012484,NM_012485	
11742577_at	0.54831	1.30e-01	1.5897334	-4.90885	0.2156051	OR6C6	NM_001005493	
11731235_a_at	0.54831	1.30e-01	-1.5896601	-4.90895	-0.2975056	AURKC	NM_001015878,NM_001015879,NM_003160	
11732575_a_at	0.54831	1.30e-01	-1.5896112	-4.90902	-0.3347351	FAM65B	NM_014722,NM_015864	
11723945_s_at	0.54831	1.30e-01	1.5896057	-4.90902	0.7429528	PTTG1IP	NM_004339	
11741604_x_at	0.54831	1.30e-01	-1.5895818	-4.90906	-0.2197366	HIVEP3	NM_001127714,NM_024503	
11741872_a_at	0.54831	1.30e-01	-1.5895688	-4.90908	-0.2133618	ERLEC1	NM_001127397,NM_001127398,NM_015701	
11738736_at	0.54831	1.30e-01	-1.5895493	-4.9091	-0.3140685	OR5M8	NM_001005282	
11716458_a_at	0.5484	1.30e-01	-1.5894063	-4.9093	-0.3549895	MRPS35	NM_021821	
11752088_a_at	0.54843	1.30e-01	1.5892921	-4.90946	0.3406687	MYO5C	NM_018728	
11753077_a_at	0.54843	1.30e-01	-1.5892332	-4.90954	-0.324671	CBFA2T2	NM_001032999,NM_001039709,NM_005093	
11719607_x_at	0.54843	1.30e-01	-1.5892232	-4.90955	-0.3281799	RRN3	NM_018427	
11761508_at	0.5485	1.30e-01	-1.5890923	-4.90973	-0.2030954	FGF7	NM_002009	
11717189_x_at	0.5485	1.30e-01	1.5889899	-4.90988	0.3178255	DNAJA1	NM_001539	
11719666_a_at	0.5485	1.30e-01	-1.5888891	-4.91002	-0.2160161	STMN1	NM_001145454,NM_005563,NM_203399,NM_203401	
11715110_at	0.5485	1.30e-01	-1.588775	-4.91017	-0.3223459	ARRDC5	NM_001080523	
11720611_a_at	0.5485	1.30e-01	-1.5887567	-4.9102	-0.3719048	NAP1L5	NM_153757	
11720495_x_at	0.5485	1.30e-01	1.5887076	-4.91027	0.6482215	YME1L1	NM_014263,NM_139312	
11752428_x_at	0.5485	1.30e-01	1.5886818	-4.9103	0.386632	CFLAR	NM_001127183,NM_001127184,NM_003879	
11753446_x_at	0.5485	1.30e-01	-1.5886585	-4.91033	-0.271395	HMOX1	NM_002133	
11747580_a_at	0.5485	1.30e-01	1.5886549	-4.91034	0.2439479	PGS1	NM_024419	
11750858_a_at	0.5485	1.30e-01	1.5886374	-4.91036	0.2220912	PCDHB11	NM_018931	
11717863_a_at	0.5485	1.30e-01	-1.5886103	-4.9104	-0.4194391	DUSP5	NM_004419	
11719785_s_at	0.54858	1.30e-01	-1.5883604	-4.91075	-0.266218	B4GALT4	NM_003778,NM_212543	
11728669_a_at	0.54858	1.30e-01	-1.5883302	-4.91079	-0.3156644	UBE2H	NM_003344,NM_182697	
11751011_x_at	0.54858	1.30e-01	1.5882903	-4.91084	0.2997239	SHMT1	NM_004169,NM_148918	
11725648_a_at	0.54858	1.30e-01	1.5881822	-4.91099	0.3546526	DCAF5	NM_003861	
11727951_a_at	0.54858	1.30e-01	1.588174	-4.911	0.3064266	DHX33	NM_020162	
11734665_x_at	0.54858	1.30e-01	-1.5881686	-4.91101	-0.3695737	DDX3Y	NM_001122665,NM_004660	
11731724_a_at	0.54858	1.30e-01	-1.5880706	-4.91115	-0.2551427	B4GALT7	NM_007255	
11763449_a_at	0.54858	1.30e-01	1.5880655	-4.91115	0.3021004	ZBTB20	NM_001164342,NM_001164343,NM_001164344,NM_001164345,NM_001164346,NM_001164347,NM_015642	
11722679_a_at	0.54858	1.30e-01	-1.5880098	-4.91123	-0.22677	PARP8	NM_001178055,NM_001178056,NM_024615	
11742386_a_at	0.54858	1.30e-01	-1.5879893	-4.91126	-0.3038335	CASP1	NM_001223,NM_033292,NM_033293,NM_033294,NM_033295	
11741123_x_at	0.54858	1.30e-01	1.5879439	-4.91132	0.248459	ADK	NM_001123,NM_006721	
11742535_x_at	0.54858	1.30e-01	-1.58791	-4.91137	-0.2905339	FAM58B	NM_001105517	
11755726_a_at	0.54858	1.30e-01	1.5878869	-4.9114	0.4066062	TMEM30B	NM_001017970	
11750776_a_at	0.54867	1.30e-01	-1.5876879	-4.91168	-0.3597678	TRAPPC10	NM_003274	
11737226_x_at	0.54867	1.30e-01	-1.5876564	-4.91172	-0.2773866	MAST4	NM_001164664,NM_015183,NM_198828	
11759922_a_at	0.54867	1.30e-01	-1.5876531	-4.91172	-0.2917007	PARD3	NM_001184785,NM_001184786,NM_001184787,NM_001184788,NM_001184789,NM_001184790,NM_001184791,NM_001184792,NM_001184793,NM_001184794,NM_019619	
11748533_x_at	0.54871	1.31e-01	-1.5875586	-4.91185	-0.2908648	KIAA0174	NM_014761	
11724374_at	0.54908	1.31e-01	-1.5870991	-4.91249	-0.2582552	BATF	NM_006399	
11732913_a_at	0.54908	1.31e-01	-1.5870718	-4.91253	-0.5125565	SP140	NM_001005176,NM_007237	
11734706_a_at	0.54909	1.31e-01	1.5870161	-4.9126	0.2770263	NMD3	NM_015938	
11756084_a_at	0.54914	1.31e-01	1.5868963	-4.91277	0.3352378	PHF8	NM_015107	
11729691_a_at	0.54914	1.31e-01	1.5868569	-4.91282	0.3758826	KLHL24	NM_017644	
11749154_a_at	0.54924	1.31e-01	1.5866929	-4.91305	0.2506052	MAP7D2	NM_001168465,NM_001168466,NM_001168467,NM_152780	
11717790_a_at	0.54924	1.31e-01	-1.586619	-4.91315	-0.3516221	APPL2	NM_018171	
11749391_x_at	0.54924	1.31e-01	1.5866128	-4.91316	0.3082506	QPRT	NM_014298	
11743569_a_at	0.54934	1.31e-01	1.5864267	-4.91342	0.2220472	EML1	NM_001008707,NM_004434	
11752609_a_at	0.54934	1.31e-01	-1.5864086	-4.91344	-0.3153958	OSBPL2	NM_014835,NM_144498	
11763431_x_at	0.54934	1.31e-01	-1.5863547	-4.91352	-0.2961171	ARHGAP8 /// PRR5 /// PRR5-ARHGAP8	NM_001017526,NM_001017528,NM_001017529,NM_001017530,NM_015366,NM_181333,NM_181334,NM_181335	
11747760_a_at	0.54936	1.31e-01	1.586292	-4.9136	0.393975	POFUT2	NM_015227,NM_133635,NR_004858	
11761244_a_at	0.54944	1.31e-01	-1.5861057	-4.91386	-0.3252912	CHRD	NM_003741	
11718213_a_at	0.54944	1.31e-01	1.5861037	-4.91386	0.5039298	SLC27A2	NM_001159629,NM_003645	
11737364_a_at	0.54951	1.31e-01	-1.5859574	-4.91407	-0.4085839	BZRAP1	NM_004758,NM_024418	
11757331_x_at	0.54951	1.31e-01	-1.5858548	-4.91421	-0.3379529	RPL13A	NM_012423	
11725447_at	0.54951	1.31e-01	-1.5858478	-4.91422	-0.3307903	PLD6	NM_178836	
11747089_a_at	0.54951	1.31e-01	-1.5858324	-4.91424	-0.3321299	PTPRS	NM_002850,NM_130853,NM_130854,NM_130855	
11717452_x_at	0.54953	1.31e-01	1.5857588	-4.91434	0.5112778	NEK7	NM_133494	
11736336_a_at	0.54953	1.31e-01	-1.585719	-4.91439	-0.2805391	RBM19	NM_001146698,NM_001146699,NM_016196	
11729320_a_at	0.54955	1.31e-01	-1.5856454	-4.9145	-0.2851856	SOCS5	NM_014011,NM_144949	
11744118_a_at	0.54959	1.31e-01	1.5854503	-4.91477	0.225637	MRPL10	NM_145255	
11736621_a_at	0.54959	1.31e-01	-1.5854487	-4.91477	-0.2661651	CCR6	NM_004367,NM_031409	
11723665_a_at	0.54959	1.31e-01	-1.585441	-4.91478	-0.3830876	PPAP2A	NM_003711,NM_176895	
11751336_x_at	0.54959	1.31e-01	-1.5853786	-4.91486	-0.2940968	MKRN1	NM_001145125,NM_013446	
11756368_s_at	0.54959	1.31e-01	-1.585338	-4.91492	-0.2450149	KIF22	NM_007317	
11756395_s_at	0.54959	1.31e-01	-1.5852458	-4.91505	-0.4793413	AP1S2	NM_003916	
11726706_at	0.54959	1.31e-01	-1.5851983	-4.91511	-0.3831266	IL34	NM_001172771,NM_001172772,NM_152456	
11741188_a_at	0.54959	1.31e-01	-1.5851722	-4.91515	-0.2010316	SLC30A6	NM_017964	
11752061_x_at	0.54959	1.31e-01	1.5851627	-4.91516	0.2863451	INTS6	NM_001039937,NM_001039938,NM_012141	
11756362_x_at	0.5497	1.31e-01	-1.5849922	-4.9154	-0.2836098	FCGR1B	NM_001004340,NM_001017986	
11757752_s_at	0.5497	1.31e-01	-1.5848477	-4.9156	-0.2201152	STK36	NM_015690	
11740868_a_at	0.5497	1.31e-01	1.5848389	-4.91561	0.3092121	LDLRAD1	NM_001010978	
11743659_a_at	0.5497	1.31e-01	-1.5848328	-4.91562	-0.3274911	SNRNP27	NM_006857	
11755442_a_at	0.5497	1.31e-01	-1.5847391	-4.91575	-0.3469224	WHSC1L1	NM_017778,NM_023034	
11749512_a_at	0.5497	1.31e-01	1.5847234	-4.91577	0.4922396	STAT4	NM_003151	
11736824_at	0.5497	1.31e-01	-1.5846512	-4.91587	-0.2488641	C10orf95	NM_024886	
11740148_x_at	0.5497	1.31e-01	1.5846268	-4.9159	0.4751327	ZNF429	NM_001001415	
11727233_at	0.5497	1.31e-01	1.5846045	-4.91593	0.2560201	KIAA1632	NM_020964	
